"survey","country","variable","pfpr_available_rows","missing_rows"
"ML6AFL","MLI","maternal_education_years",58732,0
"ML6AFL","MLI","wealth_quintile",58732,0
"ML6AFL","MLI","urban",58732,0
"ML6AFL","MLI","log_hiv_incidence",58732,0
"ML6AFL","MLI","log_gdp_pc",58732,0
"ML6AFL","MLI","log_health_expenditure_pc",58732,0
"ML6AFL","MLI","political_stability",58732,0
"ML7AFL","MLI","sex",56215,0
"ML7AFL","MLI","multiple_birth",56215,0
"ML7AFL","MLI","birth_order",56215,0
"ML7AFL","MLI","maternal_age_birth",56215,0
"ML7AFL","MLI","maternal_education_years",56215,0
"ML7AFL","MLI","wealth_quintile",56215,0
"ML7AFL","MLI","urban",56215,0
"ML7AFL","MLI","log_hiv_incidence",56215,0
"ML7AFL","MLI","log_gdp_pc",56215,0
"ML7AFL","MLI","log_health_expenditure_pc",56215,0
"ML7AFL","MLI","political_stability",56215,0
"ML8AFL","MLI","sex",88689,0
"ML8AFL","MLI","multiple_birth",88689,0
"ML8AFL","MLI","birth_order",88689,0
"ML8AFL","MLI","maternal_age_birth",88689,0
"ML8AFL","MLI","maternal_education_years",88689,8
"ML8AFL","MLI","wealth_quintile",88689,0
"ML8AFL","MLI","urban",88689,0
"ML8AFL","MLI","log_hiv_incidence",88689,0
"ML8AFL","MLI","log_gdp_pc",88689,0
"ML8AFL","MLI","log_health_expenditure_pc",88689,105
"ML8AFL","MLI","political_stability",88689,0
"MZ41FL","MOZ","sex",41212,0
"MZ41FL","MOZ","multiple_birth",41212,0
"MZ41FL","MOZ","birth_order",41212,0
"MZ41FL","MOZ","maternal_age_birth",41212,0
"MZ41FL","MOZ","maternal_education_years",41212,0
"MZ41FL","MOZ","wealth_quintile",41212,0
"MZ41FL","MOZ","urban",41212,0
"MZ41FL","MOZ","log_hiv_incidence",41212,0
"MZ41FL","MOZ","log_gdp_pc",41212,0
"MZ41FL","MOZ","log_health_expenditure_pc",41212,0
"MZ41FL","MOZ","political_stability",41212,12593
"MZ62FL","MOZ","sex",60470,0
"MZ62FL","MOZ","multiple_birth",60470,0
"MZ62FL","MOZ","birth_order",60470,0
"MZ62FL","MOZ","maternal_age_birth",60470,0
"MZ62FL","MOZ","maternal_education_years",60470,0
"MZ62FL","MOZ","wealth_quintile",60470,0
"MZ62FL","MOZ","urban",60470,0
"MZ62FL","MOZ","log_hiv_incidence",60470,0
"MZ62FL","MOZ","log_gdp_pc",60470,0
"MZ62FL","MOZ","log_health_expenditure_pc",60470,0
"MZ62FL","MOZ","political_stability",60470,0
"MZ81FL","MOZ","sex",52833,0
"MZ81FL","MOZ","multiple_birth",52833,0
"MZ81FL","MOZ","birth_order",52833,0
"MZ81FL","MOZ","maternal_age_birth",52833,0
"MZ81FL","MOZ","maternal_education_years",52833,0
"MZ81FL","MOZ","wealth_quintile",52833,0
"MZ81FL","MOZ","urban",52833,0
"MZ81FL","MOZ","log_hiv_incidence",52833,0
"MZ81FL","MOZ","log_gdp_pc",52833,0
"MZ81FL","MOZ","log_health_expenditure_pc",52833,0
"MZ81FL","MOZ","political_stability",52833,0
"MR71FL","MRT","sex",65366,0
"MR71FL","MRT","multiple_birth",65366,0
"MR71FL","MRT","birth_order",65366,0
"MR71FL","MRT","maternal_age_birth",65366,0
"MR71FL","MRT","maternal_education_years",65366,74
"MR71FL","MRT","wealth_quintile",65366,0
"MR71FL","MRT","urban",65366,0
"MR71FL","MRT","log_hiv_incidence",65366,0
"MR71FL","MRT","log_gdp_pc",65366,0
"MR71FL","MRT","log_health_expenditure_pc",65366,0
"MR71FL","MRT","political_stability",65366,0
"MW41FL","MWI","sex",3157,0
"MW41FL","MWI","multiple_birth",3157,0
"MW41FL","MWI","birth_order",3157,0
"MW41FL","MWI","maternal_age_birth",3157,0
"MW41FL","MWI","maternal_education_years",3157,0
"MW41FL","MWI","wealth_quintile",3157,3157
"MW41FL","MWI","urban",3157,0
"MW41FL","MWI","log_hiv_incidence",3157,0
"MW41FL","MWI","log_gdp_pc",3157,0
"MW41FL","MWI","log_health_expenditure_pc",3157,0
"MW41FL","MWI","political_stability",3157,0
"MW4EFL","MWI","sex",55293,0
"MW4EFL","MWI","multiple_birth",55293,0
"MW4EFL","MWI","birth_order",55293,0
"MW4EFL","MWI","maternal_age_birth",55293,0
"MW4EFL","MWI","maternal_education_years",55293,8
"MW4EFL","MWI","wealth_quintile",55293,0
"MW4EFL","MWI","urban",55293,0
"MW4EFL","MWI","log_hiv_incidence",55293,0
"MW4EFL","MWI","log_gdp_pc",55293,0
"MW4EFL","MWI","log_health_expenditure_pc",55293,0
"MW4EFL","MWI","political_stability",55293,12453
"MW61FL","MWI","sex",114288,0
"MW61FL","MWI","multiple_birth",114288,0
"MW61FL","MWI","birth_order",114288,0
"MW61FL","MWI","maternal_age_birth",114288,0
"MW61FL","MWI","maternal_education_years",114288,0
"MW61FL","MWI","wealth_quintile",114288,0
"MW61FL","MWI","urban",114288,0
"MW61FL","MWI","log_hiv_incidence",114288,0
"MW61FL","MWI","log_gdp_pc",114288,0
"MW61FL","MWI","log_health_expenditure_pc",114288,0
"MW61FL","MWI","political_stability",114288,0
"MW7AFL","MWI","sex",102346,0
"MW7AFL","MWI","multiple_birth",102346,0
"MW7AFL","MWI","birth_order",102346,0
"MW7AFL","MWI","maternal_age_birth",102346,0
"MW7AFL","MWI","maternal_education_years",102346,0
"MW7AFL","MWI","wealth_quintile",102346,0
"MW7AFL","MWI","urban",102346,0
"MW7AFL","MWI","log_hiv_incidence",102346,0
"MW7AFL","MWI","log_gdp_pc",102346,0
"MW7AFL","MWI","log_health_expenditure_pc",102346,0
"MW7AFL","MWI","political_stability",102346,0
"MW81FL","MWI","sex",69348,0
"MW81FL","MWI","multiple_birth",69348,0
"MW81FL","MWI","birth_order",69348,0
"MW81FL","MWI","maternal_age_birth",69348,0
"MW81FL","MWI","maternal_education_years",69348,0
"MW81FL","MWI","wealth_quintile",69348,0
"MW81FL","MWI","urban",69348,0
"MW81FL","MWI","log_hiv_incidence",69348,0
"MW81FL","MWI","log_gdp_pc",69348,0
"MW81FL","MWI","log_health_expenditure_pc",69348,1606
"MW81FL","MWI","political_stability",69348,0
"NM41FL","NAM","sex",1266,0
"NM41FL","NAM","multiple_birth",1266,0
"NM41FL","NAM","birth_order",1266,0
"NM41FL","NAM","maternal_age_birth",1266,0
"NM41FL","NAM","maternal_education_years",1266,4
"NM41FL","NAM","wealth_quintile",1266,1266
"NM41FL","NAM","urban",1266,0
"NM41FL","NAM","log_hiv_incidence",1266,0
"NM41FL","NAM","log_gdp_pc",1266,0
"NM41FL","NAM","log_health_expenditure_pc",1266,0
"NM41FL","NAM","political_stability",1266,0
"NM51FL","NAM","sex",26318,0
"NM51FL","NAM","multiple_birth",26318,0
"NM51FL","NAM","birth_order",26318,0
"NM51FL","NAM","maternal_age_birth",26318,2
"NM51FL","NAM","maternal_education_years",26318,14
"NM51FL","NAM","wealth_quintile",26318,0
"NM51FL","NAM","urban",26318,0
"NM51FL","NAM","log_hiv_incidence",26318,0
"NM51FL","NAM","log_gdp_pc",26318,0
"NM51FL","NAM","log_health_expenditure_pc",26318,0
"NM51FL","NAM","political_stability",26318,136
"NM61FL","NAM","sex",24195,0
"NM61FL","NAM","multiple_birth",24195,0
"NM61FL","NAM","birth_order",24195,0
"NM61FL","NAM","maternal_age_birth",24195,0
"NM61FL","NAM","maternal_education_years",24195,14
"NM61FL","NAM","wealth_quintile",24195,0
"NM61FL","NAM","urban",24195,0
"NM61FL","NAM","log_hiv_incidence",24195,0
"NM61FL","NAM","log_gdp_pc",24195,0
"NM61FL","NAM","log_health_expenditure_pc",24195,0
"NM61FL","NAM","political_stability",24195,0
"NI51FL","NER","sex",52153,0
"NI51FL","NER","multiple_birth",52153,0
"NI51FL","NER","birth_order",52153,0
"NI51FL","NER","maternal_age_birth",52153,0
"NI51FL","NER","maternal_education_years",52153,11
"NI51FL","NER","wealth_quintile",52153,0
"NI51FL","NER","urban",52153,0
"NI51FL","NER","log_hiv_incidence",52153,0
"NI51FL","NER","log_gdp_pc",52153,0
"NI51FL","NER","log_health_expenditure_pc",52153,0
"NI51FL","NER","political_stability",52153,8965
"NI61FL","NER","sex",73120,0
"NI61FL","NER","multiple_birth",73120,0
"NI61FL","NER","birth_order",73120,0
"NI61FL","NER","maternal_age_birth",73120,0
"NI61FL","NER","maternal_education_years",73120,139
"NI61FL","NER","wealth_quintile",73120,0
"NI61FL","NER","urban",73120,0
"NI61FL","NER","log_hiv_incidence",73120,0
"NI61FL","NER","log_gdp_pc",73120,0
"NI61FL","NER","log_health_expenditure_pc",73120,0
"NI61FL","NER","political_stability",73120,0
"NG4BFL","NGA","sex",20997,0
"NG4BFL","NGA","multiple_birth",20997,0
"NG4BFL","NGA","birth_order",20997,0
"NG4BFL","NGA","maternal_age_birth",20997,0
"NG4BFL","NGA","maternal_education_years",20997,19
"NG4BFL","NGA","wealth_quintile",20997,0
"NG4BFL","NGA","urban",20997,0
"NG4BFL","NGA","log_hiv_incidence",20997,0
"NG4BFL","NGA","log_gdp_pc",20997,0
"NG4BFL","NGA","log_health_expenditure_pc",20997,0
"NG4BFL","NGA","political_stability",20997,7191
"NG53FL","NGA","sex",157016,0
"NG53FL","NGA","multiple_birth",157016,0
"NG53FL","NGA","birth_order",157016,0
"NG53FL","NGA","maternal_age_birth",157016,0
"NG53FL","NGA","maternal_education_years",157016,94
"NG53FL","NGA","wealth_quintile",157016,0
"NG53FL","NGA","urban",157016,0
"NG53FL","NGA","log_hiv_incidence",157016,0
"NG53FL","NGA","log_gdp_pc",157016,0
"NG53FL","NGA","log_health_expenditure_pc",157016,0
"NG53FL","NGA","political_stability",157016,0
"NG61FL","NGA","sex",32266,0
"NG61FL","NGA","multiple_birth",32266,0
"NG61FL","NGA","birth_order",32266,0
"NG61FL","NGA","maternal_age_birth",32266,0
"NG61FL","NGA","maternal_education_years",32266,378
"NG61FL","NGA","wealth_quintile",32266,0
"NG61FL","NGA","urban",32266,0
"NG61FL","NGA","log_hiv_incidence",32266,0
"NG61FL","NGA","log_gdp_pc",32266,0
"NG61FL","NGA","log_health_expenditure_pc",32266,0
"NG61FL","NGA","political_stability",32266,0
"NG6AFL","NGA","sex",177779,0
"NG6AFL","NGA","multiple_birth",177779,0
"NG6AFL","NGA","birth_order",177779,0
"NG6AFL","NGA","maternal_age_birth",177779,0
"NG6AFL","NGA","maternal_education_years",177779,88
"NG6AFL","NGA","wealth_quintile",177779,0
"NG6AFL","NGA","urban",177779,0
"NG6AFL","NGA","log_hiv_incidence",177779,0
"NG6AFL","NGA","log_gdp_pc",177779,0
"NG6AFL","NGA","log_health_expenditure_pc",177779,0
"NG6AFL","NGA","political_stability",177779,0
"NG7BFL","NGA","sex",195272,0
"NG7BFL","NGA","multiple_birth",195272,0
"NG7BFL","NGA","birth_order",195272,0
"NG7BFL","NGA","maternal_age_birth",195272,0
"NG7BFL","NGA","maternal_education_years",195272,0
"NG7BFL","NGA","wealth_quintile",195272,0
"NG7BFL","NGA","urban",195272,0
"NG7BFL","NGA","log_hiv_incidence",195272,0
"NG7BFL","NGA","log_gdp_pc",195272,0
"NG7BFL","NGA","log_health_expenditure_pc",195272,0
"NG7BFL","NGA","political_stability",195272,0
"NG8BFL","NGA","sex",162020,0
"NG8BFL","NGA","multiple_birth",162020,0
"NG8BFL","NGA","birth_order",162020,0
"NG8BFL","NGA","maternal_age_birth",162020,0
"NG8BFL","NGA","maternal_education_years",162020,0
"NG8BFL","NGA","wealth_quintile",162020,0
"NG8BFL","NGA","urban",162020,0
"NG8BFL","NGA","log_hiv_incidence",162020,0
"NG8BFL","NGA","log_gdp_pc",162020,0
"NG8BFL","NGA","log_health_expenditure_pc",162020,575
"NG8BFL","NGA","political_stability",162020,0
"RW41FL","RWA","sex",2196,0
"RW41FL","RWA","multiple_birth",2196,0
"RW41FL","RWA","birth_order",2196,0
"RW41FL","RWA","maternal_age_birth",2196,0
"RW41FL","RWA","maternal_education_years",2196,2
"RW41FL","RWA","wealth_quintile",2196,2196
"RW41FL","RWA","urban",2196,0
"RW41FL","RWA","log_hiv_incidence",2196,0
"RW41FL","RWA","log_gdp_pc",2196,0
"RW41FL","RWA","log_health_expenditure_pc",2196,0
"RW41FL","RWA","political_stability",2196,0
"RW53FL","RWA","sex",46547,0
"RW53FL","RWA","multiple_birth",46547,0
"RW53FL","RWA","birth_order",46547,0
"RW53FL","RWA","maternal_age_birth",46547,0
"RW53FL","RWA","maternal_education_years",46547,39
"RW53FL","RWA","wealth_quintile",46547,0
"RW53FL","RWA","urban",46547,0
"RW53FL","RWA","log_hiv_incidence",46547,0
"RW53FL","RWA","log_gdp_pc",46547,0
"RW53FL","RWA","log_health_expenditure_pc",46547,0
"RW53FL","RWA","political_stability",46547,9628
"RW5AFL","RWA","sex",30338,0
"RW5AFL","RWA","multiple_birth",30338,0
"RW5AFL","RWA","birth_order",30338,0
"RW5AFL","RWA","maternal_age_birth",30338,0
"RW5AFL","RWA","maternal_education_years",30338,10
"RW5AFL","RWA","wealth_quintile",30338,0
"RW5AFL","RWA","urban",30338,0
"RW5AFL","RWA","log_hiv_incidence",30338,0
"RW5AFL","RWA","log_gdp_pc",30338,0
"RW5AFL","RWA","log_health_expenditure_pc",30338,0
"RW5AFL","RWA","political_stability",30338,0
"RW61FL","RWA","sex",53077,0
"RW61FL","RWA","multiple_birth",53077,0
"RW61FL","RWA","birth_order",53077,0
"RW61FL","RWA","maternal_age_birth",53077,0
"RW61FL","RWA","maternal_education_years",53077,0
"RW61FL","RWA","wealth_quintile",53077,0
"RW61FL","RWA","urban",53077,0
"RW61FL","RWA","log_hiv_incidence",53077,0
"RW61FL","RWA","log_gdp_pc",53077,0
"RW61FL","RWA","log_health_expenditure_pc",53077,0
"RW61FL","RWA","political_stability",53077,0
"RW70FL","RWA","sex",45739,0
"RW70FL","RWA","multiple_birth",45739,0
"RW70FL","RWA","birth_order",45739,0
"RW70FL","RWA","maternal_age_birth",45739,0
"RW70FL","RWA","maternal_education_years",45739,40
"RW70FL","RWA","wealth_quintile",45739,0
"RW70FL","RWA","urban",45739,0
"RW70FL","RWA","log_hiv_incidence",45739,0
"RW70FL","RWA","log_gdp_pc",45739,0
"RW70FL","RWA","log_health_expenditure_pc",45739,0
"RW70FL","RWA","political_stability",45739,0
"RW81FL","RWA","sex",47138,0
"RW81FL","RWA","multiple_birth",47138,0
"RW81FL","RWA","birth_order",47138,0
"RW81FL","RWA","maternal_age_birth",47138,0
"RW81FL","RWA","maternal_education_years",47138,0
"RW81FL","RWA","wealth_quintile",47138,0
"RW81FL","RWA","urban",47138,0
"RW81FL","RWA","log_hiv_incidence",47138,0
"RW81FL","RWA","log_gdp_pc",47138,0
"RW81FL","RWA","log_health_expenditure_pc",47138,0
"RW81FL","RWA","political_stability",47138,0
"SN4AFL","SEN","sex",59928,0
"SN4AFL","SEN","multiple_birth",59928,0
"SN4AFL","SEN","birth_order",59928,0
"SN4AFL","SEN","maternal_age_birth",59928,0
"SN4AFL","SEN","maternal_education_years",59928,0
"SN4AFL","SEN","wealth_quintile",59928,0
"SN4AFL","SEN","urban",59928,0
"SN4AFL","SEN","log_hiv_incidence",59928,0
"SN4AFL","SEN","log_gdp_pc",59928,0
"SN4AFL","SEN","log_health_expenditure_pc",59928,0
"SN4AFL","SEN","political_stability",59928,13020
"SN5AFL","SEN","sex",87342,0
"SN5AFL","SEN","multiple_birth",87342,0
"SN5AFL","SEN","birth_order",87342,0
"SN5AFL","SEN","maternal_age_birth",87342,0
"SN5AFL","SEN","maternal_education_years",87342,285
"SN5AFL","SEN","wealth_quintile",87342,0
"SN5AFL","SEN","urban",87342,0
"SN5AFL","SEN","log_hiv_incidence",87342,0
"SN5AFL","SEN","log_gdp_pc",87342,0
"SN5AFL","SEN","log_health_expenditure_pc",87342,0
"SN5AFL","SEN","political_stability",87342,0
"SN61FL","SEN","sex",68736,0
"SN61FL","SEN","multiple_birth",68736,0
"SN61FL","SEN","birth_order",68736,0
"SN61FL","SEN","maternal_age_birth",68736,0
"SN61FL","SEN","maternal_education_years",68736,0
"SN61FL","SEN","wealth_quintile",68736,0
"SN61FL","SEN","urban",68736,0
"SN61FL","SEN","log_hiv_incidence",68736,0
"SN61FL","SEN","log_gdp_pc",68736,0
"SN61FL","SEN","log_health_expenditure_pc",68736,0
"SN61FL","SEN","political_stability",68736,0
"SN6DFL","SEN","sex",38506,0
"SN6DFL","SEN","multiple_birth",38506,0
"SN6DFL","SEN","birth_order",38506,0
"SN6DFL","SEN","maternal_age_birth",38506,0
"SN6DFL","SEN","maternal_education_years",38506,0
"SN6DFL","SEN","wealth_quintile",38506,0
"SN6DFL","SEN","urban",38506,0
"SN6DFL","SEN","log_hiv_incidence",38506,0
"SN6DFL","SEN","log_gdp_pc",38506,0
"SN6DFL","SEN","log_health_expenditure_pc",38506,0
"SN6DFL","SEN","political_stability",38506,0
"SN71FL","SEN","sex",38866,0
"SN71FL","SEN","multiple_birth",38866,0
"SN71FL","SEN","birth_order",38866,0
"SN71FL","SEN","maternal_age_birth",38866,0
"SN71FL","SEN","maternal_education_years",38866,0
"SN71FL","SEN","wealth_quintile",38866,0
"SN71FL","SEN","urban",38866,0
"SN71FL","SEN","log_hiv_incidence",38866,0
"SN71FL","SEN","log_gdp_pc",38866,0
"SN71FL","SEN","log_health_expenditure_pc",38866,0
"SN71FL","SEN","political_stability",38866,0
"SN7AFL","SEN","sex",40157,0
"SN7AFL","SEN","multiple_birth",40157,0
"SN7AFL","SEN","birth_order",40157,0
"SN7AFL","SEN","maternal_age_birth",40157,0
"SN7AFL","SEN","maternal_education_years",40157,0
"SN7AFL","SEN","wealth_quintile",40157,0
"SN7AFL","SEN","urban",40157,0
"SN7AFL","SEN","log_hiv_incidence",40157,0
"SN7AFL","SEN","log_gdp_pc",40157,0
"SN7AFL","SEN","log_health_expenditure_pc",40157,0
"SN7AFL","SEN","political_stability",40157,0
"SN7IFL","SEN","sex",38822,0
"SN7IFL","SEN","multiple_birth",38822,0
"SN7IFL","SEN","birth_order",38822,0
"SN7IFL","SEN","maternal_age_birth",38822,0
"SN7IFL","SEN","maternal_education_years",38822,0
"SN7IFL","SEN","wealth_quintile",38822,0
"SN7IFL","SEN","urban",38822,0
"SN7IFL","SEN","log_hiv_incidence",38822,0
"SN7IFL","SEN","log_gdp_pc",38822,0
"SN7IFL","SEN","log_health_expenditure_pc",38822,0
"SN7IFL","SEN","political_stability",38822,0
"SN7ZFL","SEN","sex",71323,0
"SN7ZFL","SEN","multiple_birth",71323,0
"SN7ZFL","SEN","birth_order",71323,0
"SN7ZFL","SEN","maternal_age_birth",71323,0
"SN7ZFL","SEN","maternal_education_years",71323,38
"SN7ZFL","SEN","wealth_quintile",71323,0
"SN7ZFL","SEN","urban",71323,0
"SN7ZFL","SEN","log_hiv_incidence",71323,0
"SN7ZFL","SEN","log_gdp_pc",71323,0
"SN7ZFL","SEN","log_health_expenditure_pc",71323,0
"SN7ZFL","SEN","political_stability",71323,0
"SN81FL","SEN","sex",39314,0
"SN81FL","SEN","multiple_birth",39314,0
"SN81FL","SEN","birth_order",39314,0
"SN81FL","SEN","maternal_age_birth",39314,0
"SN81FL","SEN","maternal_education_years",39314,0
"SN81FL","SEN","wealth_quintile",39314,0
"SN81FL","SEN","urban",39314,0
"SN81FL","SEN","log_hiv_incidence",39314,0
"SN81FL","SEN","log_gdp_pc",39314,0
"SN81FL","SEN","log_health_expenditure_pc",39314,0
"SN81FL","SEN","political_stability",39314,0
"SN8BFL","SEN","sex",35351,0
"SN8BFL","SEN","multiple_birth",35351,0
"SN8BFL","SEN","birth_order",35351,0
"SN8BFL","SEN","maternal_age_birth",35351,0
"SN8BFL","SEN","maternal_education_years",35351,19
"SN8BFL","SEN","wealth_quintile",35351,0
"SN8BFL","SEN","urban",35351,0
"SN8BFL","SEN","log_hiv_incidence",35351,0
"SN8BFL","SEN","log_gdp_pc",35351,0
"SN8BFL","SEN","log_health_expenditure_pc",35351,0
"SN8BFL","SEN","political_stability",35351,0
"SN8SFL","SEN","sex",61934,0
"SN8SFL","SEN","multiple_birth",61934,0
"SN8SFL","SEN","birth_order",61934,0
"SN8SFL","SEN","maternal_age_birth",61934,0
"SN8SFL","SEN","maternal_education_years",61934,0
"SN8SFL","SEN","wealth_quintile",61934,0
"SN8SFL","SEN","urban",61934,0
"SN8SFL","SEN","log_hiv_incidence",61934,0
"SN8SFL","SEN","log_gdp_pc",61934,0
"SN8SFL","SEN","log_health_expenditure_pc",61934,0
"SN8SFL","SEN","political_stability",61934,0
"SL51FL","SLE","sex",31344,0
"SL51FL","SLE","multiple_birth",31344,0
"SL51FL","SLE","birth_order",31344,0
"SL51FL","SLE","maternal_age_birth",31344,0
"SL51FL","SLE","maternal_education_years",31344,59
"SL51FL","SLE","wealth_quintile",31344,0
"SL51FL","SLE","urban",31344,0
"SL51FL","SLE","log_hiv_incidence",31344,0
"SL51FL","SLE","log_gdp_pc",31344,0
"SL51FL","SLE","log_health_expenditure_pc",31344,0
"SL51FL","SLE","political_stability",31344,0
"SL61FL","SLE","sex",68076,0
"SL61FL","SLE","multiple_birth",68076,0
"SL61FL","SLE","birth_order",68076,0
"SL61FL","SLE","maternal_age_birth",68076,0
"SL61FL","SLE","maternal_education_years",68076,47
"SL61FL","SLE","wealth_quintile",68076,0
"SL61FL","SLE","urban",68076,0
"SL61FL","SLE","log_hiv_incidence",68076,0
"SL61FL","SLE","log_gdp_pc",68076,0
"SL61FL","SLE","log_health_expenditure_pc",68076,0
"SL61FL","SLE","political_stability",68076,0
"SL7AFL","SLE","sex",57080,0
"SL7AFL","SLE","multiple_birth",57080,0
"SL7AFL","SLE","birth_order",57080,0
"SL7AFL","SLE","maternal_age_birth",57080,0
"SL7AFL","SLE","maternal_education_years",57080,0
"SL7AFL","SLE","wealth_quintile",57080,0
"SL7AFL","SLE","urban",57080,0
"SL7AFL","SLE","log_hiv_incidence",57080,0
"SL7AFL","SLE","log_gdp_pc",57080,0
"SL7AFL","SLE","log_health_expenditure_pc",57080,0
"SL7AFL","SLE","political_stability",57080,0
"ST51FL","STP","sex",10839,0
"ST51FL","STP","multiple_birth",10839,0
"ST51FL","STP","birth_order",10839,0
"ST51FL","STP","maternal_age_birth",10839,0
"ST51FL","STP","maternal_education_years",10839,0
"ST51FL","STP","wealth_quintile",10839,0
"ST51FL","STP","urban",10839,0
"ST51FL","STP","log_hiv_incidence",10839,10839
"ST51FL","STP","log_gdp_pc",10839,0
"ST51FL","STP","log_health_expenditure_pc",10839,0
"ST51FL","STP","political_stability",10839,0
"SZ51FL","SWZ","sex",11268,0
"SZ51FL","SWZ","multiple_birth",11268,0
"SZ51FL","SWZ","birth_order",11268,0
"SZ51FL","SWZ","maternal_age_birth",11268,0
"SZ51FL","SWZ","maternal_education_years",11268,14
"SZ51FL","SWZ","wealth_quintile",11268,0
"SZ51FL","SWZ","urban",11268,0
"SZ51FL","SWZ","log_hiv_incidence",11268,0
"SZ51FL","SWZ","log_gdp_pc",11268,0
"SZ51FL","SWZ","log_health_expenditure_pc",11268,0
"SZ51FL","SWZ","political_stability",11268,529
"TD41FL","TCD","sex",29949,0
"TD41FL","TCD","multiple_birth",29949,0
"TD41FL","TCD","birth_order",29949,0
"TD41FL","TCD","maternal_age_birth",29949,0
"TD41FL","TCD","maternal_education_years",29949,24
"TD41FL","TCD","wealth_quintile",29949,0
"TD41FL","TCD","urban",29949,0
"TD41FL","TCD","log_hiv_incidence",29949,0
"TD41FL","TCD","log_gdp_pc",29949,0
"TD41FL","TCD","log_health_expenditure_pc",29949,0
"TD41FL","TCD","political_stability",29949,7251
"TD71FL","TCD","sex",106120,0
"TD71FL","TCD","multiple_birth",106120,0
"TD71FL","TCD","birth_order",106120,0
"TD71FL","TCD","maternal_age_birth",106120,0
"TD71FL","TCD","maternal_education_years",106120,105
"TD71FL","TCD","wealth_quintile",106120,0
"TD71FL","TCD","urban",106120,0
"TD71FL","TCD","log_hiv_incidence",106120,0
"TD71FL","TCD","log_gdp_pc",106120,0
"TD71FL","TCD","log_health_expenditure_pc",106120,0
"TD71FL","TCD","political_stability",106120,0
"TG61FL","TGO","sex",35856,0
"TG61FL","TGO","multiple_birth",35856,0
"TG61FL","TGO","birth_order",35856,0
"TG61FL","TGO","maternal_age_birth",35856,0
"TG61FL","TGO","maternal_education_years",35856,20
"TG61FL","TGO","wealth_quintile",35856,0
"TG61FL","TGO","urban",35856,0
"TG61FL","TGO","log_hiv_incidence",35856,0
"TG61FL","TGO","log_gdp_pc",35856,0
"TG61FL","TGO","log_health_expenditure_pc",35856,0
"TG61FL","TGO","political_stability",35856,0
"TZ4IFL","TZA","sex",45594,0
"TZ4IFL","TZA","multiple_birth",45594,0
"TZ4IFL","TZA","birth_order",45594,0
"TZ4IFL","TZA","maternal_age_birth",45594,0
"TZ4IFL","TZA","maternal_education_years",45594,0
"TZ4IFL","TZA","wealth_quintile",45594,0
"TZ4IFL","TZA","urban",45594,0
"TZ4IFL","TZA","log_hiv_incidence",45594,0
"TZ4IFL","TZA","log_gdp_pc",45594,0
"TZ4IFL","TZA","log_health_expenditure_pc",45594,0
"TZ4IFL","TZA","political_stability",45594,10380
"TZ63FL","TZA","sex",45125,0
"TZ63FL","TZA","multiple_birth",45125,0
"TZ63FL","TZA","birth_order",45125,0
"TZ63FL","TZA","maternal_age_birth",45125,0
"TZ63FL","TZA","maternal_education_years",45125,0
"TZ63FL","TZA","wealth_quintile",45125,0
"TZ63FL","TZA","urban",45125,0
"TZ63FL","TZA","log_hiv_incidence",45125,0
"TZ63FL","TZA","log_gdp_pc",45125,0
"TZ63FL","TZA","log_health_expenditure_pc",45125,0
"TZ63FL","TZA","political_stability",45125,0
"TZ7BFL","TZA","sex",56917,0
"TZ7BFL","TZA","multiple_birth",56917,0
"TZ7BFL","TZA","birth_order",56917,0
"TZ7BFL","TZA","maternal_age_birth",56917,0
"TZ7BFL","TZA","maternal_education_years",56917,2
"TZ7BFL","TZA","wealth_quintile",56917,0
"TZ7BFL","TZA","urban",56917,0
"TZ7BFL","TZA","log_hiv_incidence",56917,0
"TZ7BFL","TZA","log_gdp_pc",56917,0
"TZ7BFL","TZA","log_health_expenditure_pc",56917,0
"TZ7BFL","TZA","political_stability",56917,0
"TZ82FL","TZA","sex",61723,0
"TZ82FL","TZA","multiple_birth",61723,0
"TZ82FL","TZA","birth_order",61723,0
"TZ82FL","TZA","maternal_age_birth",61723,0
"TZ82FL","TZA","maternal_education_years",61723,0
"TZ82FL","TZA","wealth_quintile",61723,0
"TZ82FL","TZA","urban",61723,0
"TZ82FL","TZA","log_hiv_incidence",61723,0
"TZ82FL","TZA","log_gdp_pc",61723,0
"TZ82FL","TZA","log_health_expenditure_pc",61723,0
"TZ82FL","TZA","political_stability",61723,0
"UG41FL","UGA","sex",3417,0
"UG41FL","UGA","multiple_birth",3417,0
"UG41FL","UGA","birth_order",3417,0
"UG41FL","UGA","maternal_age_birth",3417,0
"UG41FL","UGA","maternal_education_years",3417,4
"UG41FL","UGA","wealth_quintile",3417,3417
"UG41FL","UGA","urban",3417,0
"UG41FL","UGA","log_hiv_incidence",3417,0
"UG41FL","UGA","log_gdp_pc",3417,0
"UG41FL","UGA","log_health_expenditure_pc",3417,0
"UG41FL","UGA","political_stability",3417,29
"UG52FL","UGA","sex",46139,0
"UG52FL","UGA","multiple_birth",46139,0
"UG52FL","UGA","birth_order",46139,0
"UG52FL","UGA","maternal_age_birth",46139,0
"UG52FL","UGA","maternal_education_years",46139,13
"UG52FL","UGA","wealth_quintile",46139,0
"UG52FL","UGA","urban",46139,0
"UG52FL","UGA","log_hiv_incidence",46139,0
