"survey","country","variable","pfpr_available_rows","missing_rows"
"BF62FL","BFA","maternal_age_birth",84743,0
"BF62FL","BFA","maternal_education_years",84743,49
"BF62FL","BFA","wealth_quintile",84743,0
"BF62FL","BFA","urban",84743,0
"BF62FL","BFA","log_hiv_incidence",84743,0
"BF62FL","BFA","log_gdp_pc",84743,0
"BF62FL","BFA","log_health_expenditure_pc",84743,0
"BF62FL","BFA","political_stability",84743,0
"BF81FL","BFA","sex",74127,0
"BF81FL","BFA","multiple_birth",74127,0
"BF81FL","BFA","birth_order",74127,0
"BF81FL","BFA","maternal_age_birth",74127,0
"BF81FL","BFA","maternal_education_years",74127,0
"BF81FL","BFA","wealth_quintile",74127,0
"BF81FL","BFA","urban",74127,0
"BF81FL","BFA","log_hiv_incidence",74127,0
"BF81FL","BFA","log_gdp_pc",74127,0
"BF81FL","BFA","log_health_expenditure_pc",74127,0
"BF81FL","BFA","political_stability",74127,0
"CI62FL","CIV","sex",39785,0
"CI62FL","CIV","multiple_birth",39785,0
"CI62FL","CIV","birth_order",39785,0
"CI62FL","CIV","maternal_age_birth",39785,0
"CI62FL","CIV","maternal_education_years",39785,25
"CI62FL","CIV","wealth_quintile",39785,0
"CI62FL","CIV","urban",39785,0
"CI62FL","CIV","log_hiv_incidence",39785,0
"CI62FL","CIV","log_gdp_pc",39785,0
"CI62FL","CIV","log_health_expenditure_pc",39785,0
"CI62FL","CIV","political_stability",39785,0
"CI81FL","CIV","sex",61165,0
"CI81FL","CIV","multiple_birth",61165,0
"CI81FL","CIV","birth_order",61165,0
"CI81FL","CIV","maternal_age_birth",61165,0
"CI81FL","CIV","maternal_education_years",61165,0
"CI81FL","CIV","wealth_quintile",61165,0
"CI81FL","CIV","urban",61165,0
"CI81FL","CIV","log_hiv_incidence",61165,0
"CI81FL","CIV","log_gdp_pc",61165,0
"CI81FL","CIV","log_health_expenditure_pc",61165,0
"CI81FL","CIV","political_stability",61165,0
"CM44FL","CMR","sex",38707,0
"CM44FL","CMR","multiple_birth",38707,0
"CM44FL","CMR","birth_order",38707,0
"CM44FL","CMR","maternal_age_birth",38707,0
"CM44FL","CMR","maternal_education_years",38707,62
"CM44FL","CMR","wealth_quintile",38707,0
"CM44FL","CMR","urban",38707,0
"CM44FL","CMR","log_hiv_incidence",38707,0
"CM44FL","CMR","log_gdp_pc",38707,0
"CM44FL","CMR","log_health_expenditure_pc",38707,0
"CM44FL","CMR","political_stability",38707,9811
"CM61FL","CMR","sex",64649,0
"CM61FL","CMR","multiple_birth",64649,0
"CM61FL","CMR","birth_order",64649,0
"CM61FL","CMR","maternal_age_birth",64649,0
"CM61FL","CMR","maternal_education_years",64649,30
"CM61FL","CMR","wealth_quintile",64649,0
"CM61FL","CMR","urban",64649,0
"CM61FL","CMR","log_hiv_incidence",64649,0
"CM61FL","CMR","log_gdp_pc",64649,0
"CM61FL","CMR","log_health_expenditure_pc",64649,0
"CM61FL","CMR","political_stability",64649,0
"CM71FL","CMR","sex",45974,0
"CM71FL","CMR","multiple_birth",45974,0
"CM71FL","CMR","birth_order",45974,0
"CM71FL","CMR","maternal_age_birth",45974,0
"CM71FL","CMR","maternal_education_years",45974,0
"CM71FL","CMR","wealth_quintile",45974,0
"CM71FL","CMR","urban",45974,0
"CM71FL","CMR","log_hiv_incidence",45974,0
"CM71FL","CMR","log_gdp_pc",45974,0
"CM71FL","CMR","log_health_expenditure_pc",45974,0
"CM71FL","CMR","political_stability",45974,0
"CD51FL","COD","sex",47647,0
"CD51FL","COD","multiple_birth",47647,0
"CD51FL","COD","birth_order",47647,0
"CD51FL","COD","maternal_age_birth",47647,0
"CD51FL","COD","maternal_education_years",47647,269
"CD51FL","COD","wealth_quintile",47647,0
"CD51FL","COD","urban",47647,0
"CD51FL","COD","log_hiv_incidence",47647,0
"CD51FL","COD","log_gdp_pc",47647,0
"CD51FL","COD","log_health_expenditure_pc",47647,0
"CD51FL","COD","political_stability",47647,0
"CD61FL","COD","sex",102125,0
"CD61FL","COD","multiple_birth",102125,0
"CD61FL","COD","birth_order",102125,0
"CD61FL","COD","maternal_age_birth",102125,0
"CD61FL","COD","maternal_education_years",102125,0
"CD61FL","COD","wealth_quintile",102125,0
"CD61FL","COD","urban",102125,0
"CD61FL","COD","log_hiv_incidence",102125,0
"CD61FL","COD","log_gdp_pc",102125,0
"CD61FL","COD","log_health_expenditure_pc",102125,0
"CD61FL","COD","political_stability",102125,0
"CD81FL","COD","sex",137621,0
"CD81FL","COD","multiple_birth",137621,0
"CD81FL","COD","birth_order",137621,0
"CD81FL","COD","maternal_age_birth",137621,0
"CD81FL","COD","maternal_education_years",137621,0
"CD81FL","COD","wealth_quintile",137621,0
"CD81FL","COD","urban",137621,0
"CD81FL","COD","log_hiv_incidence",137621,0
"CD81FL","COD","log_gdp_pc",137621,0
"CD81FL","COD","log_health_expenditure_pc",137621,0
"CD81FL","COD","political_stability",137621,0
"CG51FL","COG","sex",25794,0
"CG51FL","COG","multiple_birth",25794,0
"CG51FL","COG","birth_order",25794,0
"CG51FL","COG","maternal_age_birth",25794,0
"CG51FL","COG","maternal_education_years",25794,11
"CG51FL","COG","wealth_quintile",25794,0
"CG51FL","COG","urban",25794,0
"CG51FL","COG","log_hiv_incidence",25794,0
"CG51FL","COG","log_gdp_pc",25794,0
"CG51FL","COG","log_health_expenditure_pc",25794,0
"CG51FL","COG","political_stability",25794,5520
"CG61FL","COG","sex",51029,0
"CG61FL","COG","multiple_birth",51029,0
"CG61FL","COG","birth_order",51029,0
"CG61FL","COG","maternal_age_birth",51029,0
"CG61FL","COG","maternal_education_years",51029,13
"CG61FL","COG","wealth_quintile",51029,0
"CG61FL","COG","urban",51029,0
"CG61FL","COG","log_hiv_incidence",51029,0
"CG61FL","COG","log_gdp_pc",51029,0
"CG61FL","COG","log_health_expenditure_pc",51029,0
"CG61FL","COG","political_stability",51029,0
"KM61FL","COM","sex",17998,0
"KM61FL","COM","multiple_birth",17998,0
"KM61FL","COM","birth_order",17998,0
"KM61FL","COM","maternal_age_birth",17998,0
"KM61FL","COM","maternal_education_years",17998,62
"KM61FL","COM","wealth_quintile",17998,0
"KM61FL","COM","urban",17998,0
"KM61FL","COM","log_hiv_incidence",17998,0
"KM61FL","COM","log_gdp_pc",17998,0
"KM61FL","COM","log_health_expenditure_pc",17998,0
"KM61FL","COM","political_stability",17998,0
"ET41FL","ETH","sex",468,0
"ET41FL","ETH","multiple_birth",468,0
"ET41FL","ETH","birth_order",468,0
"ET41FL","ETH","maternal_age_birth",468,0
"ET41FL","ETH","maternal_education_years",468,0
"ET41FL","ETH","wealth_quintile",468,468
"ET41FL","ETH","urban",468,0
"ET41FL","ETH","log_hiv_incidence",468,0
"ET41FL","ETH","log_gdp_pc",468,0
"ET41FL","ETH","log_health_expenditure_pc",468,0
"ET41FL","ETH","political_stability",468,0
"ET51FL","ETH","sex",57107,0
"ET51FL","ETH","multiple_birth",57107,0
"ET51FL","ETH","birth_order",57107,0
"ET51FL","ETH","maternal_age_birth",57107,0
"ET51FL","ETH","maternal_education_years",57107,0
"ET51FL","ETH","wealth_quintile",57107,0
"ET51FL","ETH","urban",57107,0
"ET51FL","ETH","log_hiv_incidence",57107,0
"ET51FL","ETH","log_gdp_pc",57107,0
"ET51FL","ETH","log_health_expenditure_pc",57107,0
"ET51FL","ETH","political_stability",57107,13533
"ET61FL","ETH","sex",68312,0
"ET61FL","ETH","multiple_birth",68312,0
"ET61FL","ETH","birth_order",68312,0
"ET61FL","ETH","maternal_age_birth",68312,0
"ET61FL","ETH","maternal_education_years",68312,0
"ET61FL","ETH","wealth_quintile",68312,0
"ET61FL","ETH","urban",68312,0
"ET61FL","ETH","log_hiv_incidence",68312,0
"ET61FL","ETH","log_gdp_pc",68312,0
"ET61FL","ETH","log_health_expenditure_pc",68312,0
"ET61FL","ETH","political_stability",68312,0
"ET71FL","ETH","sex",62705,0
"ET71FL","ETH","multiple_birth",62705,0
"ET71FL","ETH","birth_order",62705,0
"ET71FL","ETH","maternal_age_birth",62705,0
"ET71FL","ETH","maternal_education_years",62705,0
"ET71FL","ETH","wealth_quintile",62705,0
"ET71FL","ETH","urban",62705,0
"ET71FL","ETH","log_hiv_incidence",62705,0
"ET71FL","ETH","log_gdp_pc",62705,0
"ET71FL","ETH","log_health_expenditure_pc",62705,0
"ET71FL","ETH","political_stability",62705,0
"ET81FL","ETH","sex",33797,0
"ET81FL","ETH","multiple_birth",33797,0
"ET81FL","ETH","birth_order",33797,0
"ET81FL","ETH","maternal_age_birth",33797,0
"ET81FL","ETH","maternal_education_years",33797,0
"ET81FL","ETH","wealth_quintile",33797,0
"ET81FL","ETH","urban",33797,0
"ET81FL","ETH","log_hiv_incidence",33797,0
"ET81FL","ETH","log_gdp_pc",33797,0
"ET81FL","ETH","log_health_expenditure_pc",33797,0
"ET81FL","ETH","political_stability",33797,0
"ET8AFL","ETH","sex",81174,0
"ET8AFL","ETH","multiple_birth",81174,0
"ET8AFL","ETH","birth_order",81174,0
"ET8AFL","ETH","maternal_age_birth",81174,0
"ET8AFL","ETH","maternal_education_years",81174,0
"ET8AFL","ETH","wealth_quintile",81174,0
"ET8AFL","ETH","urban",81174,0
"ET8AFL","ETH","log_hiv_incidence",81174,0
"ET8AFL","ETH","log_gdp_pc",81174,0
"ET8AFL","ETH","log_health_expenditure_pc",81174,4500
"ET8AFL","ETH","political_stability",81174,0
"GA41FL","GAB","sex",1508,0
"GA41FL","GAB","multiple_birth",1508,0
"GA41FL","GAB","birth_order",1508,0
"GA41FL","GAB","maternal_age_birth",1508,0
"GA41FL","GAB","maternal_education_years",1508,1
"GA41FL","GAB","wealth_quintile",1508,1508
"GA41FL","GAB","urban",1508,0
"GA41FL","GAB","log_hiv_incidence",1508,0
"GA41FL","GAB","log_gdp_pc",1508,0
"GA41FL","GAB","log_health_expenditure_pc",1508,0
"GA41FL","GAB","political_stability",1508,0
"GA61FL","GAB","sex",33506,0
"GA61FL","GAB","multiple_birth",33506,0
"GA61FL","GAB","birth_order",33506,0
"GA61FL","GAB","maternal_age_birth",33506,0
"GA61FL","GAB","maternal_education_years",33506,26
"GA61FL","GAB","wealth_quintile",33506,0
"GA61FL","GAB","urban",33506,0
"GA61FL","GAB","log_hiv_incidence",33506,0
"GA61FL","GAB","log_gdp_pc",33506,0
"GA61FL","GAB","log_health_expenditure_pc",33506,0
"GA61FL","GAB","political_stability",33506,0
"GA71FL","GAB","sex",36435,0
"GA71FL","GAB","multiple_birth",36435,0
"GA71FL","GAB","birth_order",36435,0
"GA71FL","GAB","maternal_age_birth",36435,0
"GA71FL","GAB","maternal_education_years",36435,0
"GA71FL","GAB","wealth_quintile",36435,0
"GA71FL","GAB","urban",36435,0
"GA71FL","GAB","log_hiv_incidence",36435,0
"GA71FL","GAB","log_gdp_pc",36435,0
"GA71FL","GAB","log_health_expenditure_pc",36435,0
"GA71FL","GAB","political_stability",36435,0
"GH4BFL","GHA","sex",15353,0
"GH4BFL","GHA","multiple_birth",15353,0
"GH4BFL","GHA","birth_order",15353,0
"GH4BFL","GHA","maternal_age_birth",15353,0
"GH4BFL","GHA","maternal_education_years",15353,0
"GH4BFL","GHA","wealth_quintile",15353,0
"GH4BFL","GHA","urban",15353,0
"GH4BFL","GHA","log_hiv_incidence",15353,0
"GH4BFL","GHA","log_gdp_pc",15353,0
"GH4BFL","GHA","log_health_expenditure_pc",15353,0
"GH4BFL","GHA","political_stability",15353,4877
"GH5AFL","GHA","sex",16772,0
"GH5AFL","GHA","multiple_birth",16772,0
"GH5AFL","GHA","birth_order",16772,0
"GH5AFL","GHA","maternal_age_birth",16772,0
"GH5AFL","GHA","maternal_education_years",16772,72
"GH5AFL","GHA","wealth_quintile",16772,0
"GH5AFL","GHA","urban",16772,0
"GH5AFL","GHA","log_hiv_incidence",16772,0
"GH5AFL","GHA","log_gdp_pc",16772,0
"GH5AFL","GHA","log_health_expenditure_pc",16772,0
"GH5AFL","GHA","political_stability",16772,0
"GH72FL","GHA","sex",33352,0
"GH72FL","GHA","multiple_birth",33352,0
"GH72FL","GHA","birth_order",33352,0
"GH72FL","GHA","maternal_age_birth",33352,0
"GH72FL","GHA","maternal_education_years",33352,0
"GH72FL","GHA","wealth_quintile",33352,0
"GH72FL","GHA","urban",33352,0
"GH72FL","GHA","log_hiv_incidence",33352,0
"GH72FL","GHA","log_gdp_pc",33352,0
"GH72FL","GHA","log_health_expenditure_pc",33352,0
"GH72FL","GHA","political_stability",33352,0
"GH8CFL","GHA","sex",53731,0
"GH8CFL","GHA","multiple_birth",53731,0
"GH8CFL","GHA","birth_order",53731,0
"GH8CFL","GHA","maternal_age_birth",53731,0
"GH8CFL","GHA","maternal_education_years",53731,0
"GH8CFL","GHA","wealth_quintile",53731,0
"GH8CFL","GHA","urban",53731,0
"GH8CFL","GHA","log_hiv_incidence",53731,0
"GH8CFL","GHA","log_gdp_pc",53731,0
"GH8CFL","GHA","log_health_expenditure_pc",53731,0
"GH8CFL","GHA","political_stability",53731,0
"GN52FL","GIN","sex",35908,0
"GN52FL","GIN","multiple_birth",35908,0
"GN52FL","GIN","birth_order",35908,0
"GN52FL","GIN","maternal_age_birth",35908,0
"GN52FL","GIN","maternal_education_years",35908,4
"GN52FL","GIN","wealth_quintile",35908,0
"GN52FL","GIN","urban",35908,0
"GN52FL","GIN","log_hiv_incidence",35908,0
"GN52FL","GIN","log_gdp_pc",35908,0
"GN52FL","GIN","log_health_expenditure_pc",35908,0
"GN52FL","GIN","political_stability",35908,8565
"GN62FL","GIN","sex",39920,0
"GN62FL","GIN","multiple_birth",39920,0
"GN62FL","GIN","birth_order",39920,0
"GN62FL","GIN","maternal_age_birth",39920,0
"GN62FL","GIN","maternal_education_years",39920,0
"GN62FL","GIN","wealth_quintile",39920,0
"GN62FL","GIN","urban",39920,0
"GN62FL","GIN","log_hiv_incidence",39920,0
"GN62FL","GIN","log_gdp_pc",39920,0
"GN62FL","GIN","log_health_expenditure_pc",39920,0
"GN62FL","GIN","political_stability",39920,0
"GN71FL","GIN","sex",46902,0
"GN71FL","GIN","multiple_birth",46902,0
"GN71FL","GIN","birth_order",46902,0
"GN71FL","GIN","maternal_age_birth",46902,0
"GN71FL","GIN","maternal_education_years",46902,0
"GN71FL","GIN","wealth_quintile",46902,0
"GN71FL","GIN","urban",46902,0
"GN71FL","GIN","log_hiv_incidence",46902,0
"GN71FL","GIN","log_gdp_pc",46902,0
"GN71FL","GIN","log_health_expenditure_pc",46902,0
"GN71FL","GIN","political_stability",46902,0
"GM61FL","GMB","sex",44611,0
"GM61FL","GMB","multiple_birth",44611,0
"GM61FL","GMB","birth_order",44611,0
"GM61FL","GMB","maternal_age_birth",44611,0
"GM61FL","GMB","maternal_education_years",44611,7
"GM61FL","GMB","wealth_quintile",44611,0
"GM61FL","GMB","urban",44611,0
"GM61FL","GMB","log_hiv_incidence",44611,0
"GM61FL","GMB","log_gdp_pc",44611,0
"GM61FL","GMB","log_health_expenditure_pc",44611,0
"GM61FL","GMB","political_stability",44611,0
"GM81FL","GMB","sex",49125,0
"GM81FL","GMB","multiple_birth",49125,0
"GM81FL","GMB","birth_order",49125,0
"GM81FL","GMB","maternal_age_birth",49125,0
"GM81FL","GMB","maternal_education_years",49125,0
"GM81FL","GMB","wealth_quintile",49125,0
"GM81FL","GMB","urban",49125,0
"GM81FL","GMB","log_hiv_incidence",49125,0
"GM81FL","GMB","log_gdp_pc",49125,0
"GM81FL","GMB","log_health_expenditure_pc",49125,0
"GM81FL","GMB","political_stability",49125,0
"KE42FL","KEN","sex",21204,0
"KE42FL","KEN","multiple_birth",21204,0
"KE42FL","KEN","birth_order",21204,0
"KE42FL","KEN","maternal_age_birth",21204,0
"KE42FL","KEN","maternal_education_years",21204,4
"KE42FL","KEN","wealth_quintile",21204,0
"KE42FL","KEN","urban",21204,0
"KE42FL","KEN","log_hiv_incidence",21204,0
"KE42FL","KEN","log_gdp_pc",21204,0
"KE42FL","KEN","log_health_expenditure_pc",21204,0
"KE42FL","KEN","political_stability",21204,7404
"KE52FL","KEN","sex",34075,0
"KE52FL","KEN","multiple_birth",34075,0
"KE52FL","KEN","birth_order",34075,0
"KE52FL","KEN","maternal_age_birth",34075,0
"KE52FL","KEN","maternal_education_years",34075,0
"KE52FL","KEN","wealth_quintile",34075,0
"KE52FL","KEN","urban",34075,0
"KE52FL","KEN","log_hiv_incidence",34075,0
"KE52FL","KEN","log_gdp_pc",34075,0
"KE52FL","KEN","log_health_expenditure_pc",34075,0
"KE52FL","KEN","political_stability",34075,0
"KE72FL","KEN","sex",127018,0
"KE72FL","KEN","multiple_birth",127018,0
"KE72FL","KEN","birth_order",127018,0
"KE72FL","KEN","maternal_age_birth",127018,0
"KE72FL","KEN","maternal_education_years",127018,0
"KE72FL","KEN","wealth_quintile",127018,0
"KE72FL","KEN","urban",127018,0
"KE72FL","KEN","log_hiv_incidence",127018,0
"KE72FL","KEN","log_gdp_pc",127018,0
"KE72FL","KEN","log_health_expenditure_pc",127018,0
"KE72FL","KEN","political_stability",127018,0
"KE8CFL","KEN","sex",114518,0
"KE8CFL","KEN","multiple_birth",114518,0
"KE8CFL","KEN","birth_order",114518,0
"KE8CFL","KEN","maternal_age_birth",114518,0
"KE8CFL","KEN","maternal_education_years",114518,0
"KE8CFL","KEN","wealth_quintile",114518,0
"KE8CFL","KEN","urban",114518,0
"KE8CFL","KEN","log_hiv_incidence",114518,0
"KE8CFL","KEN","log_gdp_pc",114518,0
"KE8CFL","KEN","log_health_expenditure_pc",114518,0
"KE8CFL","KEN","political_stability",114518,0
"LB51FL","LBR","sex",31692,0
"LB51FL","LBR","multiple_birth",31692,0
"LB51FL","LBR","birth_order",31692,0
"LB51FL","LBR","maternal_age_birth",31692,0
"LB51FL","LBR","maternal_education_years",31692,65
"LB51FL","LBR","wealth_quintile",31692,0
"LB51FL","LBR","urban",31692,0
"LB51FL","LBR","log_hiv_incidence",31692,31692
"LB51FL","LBR","log_gdp_pc",31692,0
"LB51FL","LBR","log_health_expenditure_pc",31692,0
"LB51FL","LBR","political_stability",31692,0
"LB5AFL","LBR","sex",22821,0
"LB5AFL","LBR","multiple_birth",22821,0
"LB5AFL","LBR","birth_order",22821,0
"LB5AFL","LBR","maternal_age_birth",22821,0
"LB5AFL","LBR","maternal_education_years",22821,126
"LB5AFL","LBR","wealth_quintile",22821,0
"LB5AFL","LBR","urban",22821,0
"LB5AFL","LBR","log_hiv_incidence",22821,22821
"LB5AFL","LBR","log_gdp_pc",22821,0
"LB5AFL","LBR","log_health_expenditure_pc",22821,0
"LB5AFL","LBR","political_stability",22821,0
"LB6AFL","LBR","sex",44084,0
"LB6AFL","LBR","multiple_birth",44084,0
"LB6AFL","LBR","birth_order",44084,0
"LB6AFL","LBR","maternal_age_birth",44084,0
"LB6AFL","LBR","maternal_education_years",44084,54
"LB6AFL","LBR","wealth_quintile",44084,0
"LB6AFL","LBR","urban",44084,0
"LB6AFL","LBR","log_hiv_incidence",44084,44084
"LB6AFL","LBR","log_gdp_pc",44084,0
"LB6AFL","LBR","log_health_expenditure_pc",44084,0
"LB6AFL","LBR","political_stability",44084,0
"LB7AFL","LBR","sex",32887,0
"LB7AFL","LBR","multiple_birth",32887,0
"LB7AFL","LBR","birth_order",32887,0
"LB7AFL","LBR","maternal_age_birth",32887,0
"LB7AFL","LBR","maternal_education_years",32887,0
"LB7AFL","LBR","wealth_quintile",32887,0
"LB7AFL","LBR","urban",32887,0
"LB7AFL","LBR","log_hiv_incidence",32887,32887
"LB7AFL","LBR","log_gdp_pc",32887,0
"LB7AFL","LBR","log_health_expenditure_pc",32887,0
"LB7AFL","LBR","political_stability",32887,0
"MD42FL","MDG","sex",24494,0
"MD42FL","MDG","multiple_birth",24494,0
"MD42FL","MDG","birth_order",24494,0
"MD42FL","MDG","maternal_age_birth",24494,0
"MD42FL","MDG","maternal_education_years",24494,0
"MD42FL","MDG","wealth_quintile",24494,0
"MD42FL","MDG","urban",24494,0
"MD42FL","MDG","log_hiv_incidence",24494,0
"MD42FL","MDG","log_gdp_pc",24494,0
"MD42FL","MDG","log_health_expenditure_pc",24494,0
"MD42FL","MDG","political_stability",24494,7031
"MD51FL","MDG","sex",73129,0
"MD51FL","MDG","multiple_birth",73129,0
"MD51FL","MDG","birth_order",73129,0
"MD51FL","MDG","maternal_age_birth",73129,0
"MD51FL","MDG","maternal_education_years",73129,24
"MD51FL","MDG","wealth_quintile",73129,0
"MD51FL","MDG","urban",73129,0
"MD51FL","MDG","log_hiv_incidence",73129,0
"MD51FL","MDG","log_gdp_pc",73129,0
"MD51FL","MDG","log_health_expenditure_pc",73129,0
"MD51FL","MDG","political_stability",73129,0
"MD81FL","MDG","sex",71503,0
"MD81FL","MDG","multiple_birth",71503,0
"MD81FL","MDG","birth_order",71503,0
"MD81FL","MDG","maternal_age_birth",71503,0
"MD81FL","MDG","maternal_education_years",71503,0
"MD81FL","MDG","wealth_quintile",71503,0
"MD81FL","MDG","urban",71503,0
"MD81FL","MDG","log_hiv_incidence",71503,0
"MD81FL","MDG","log_gdp_pc",71503,0
"MD81FL","MDG","log_health_expenditure_pc",71503,0
"MD81FL","MDG","political_stability",71503,0
"ML41FL","MLI","sex",8987,0
"ML41FL","MLI","multiple_birth",8987,0
"ML41FL","MLI","birth_order",8987,0
"ML41FL","MLI","maternal_age_birth",8987,0
"ML41FL","MLI","maternal_education_years",8987,4
"ML41FL","MLI","wealth_quintile",8987,8987
"ML41FL","MLI","urban",8987,0
"ML41FL","MLI","log_hiv_incidence",8987,0
"ML41FL","MLI","log_gdp_pc",8987,0
"ML41FL","MLI","log_health_expenditure_pc",8987,0
"ML41FL","MLI","political_stability",8987,541
"ML53FL","MLI","sex",77894,0
"ML53FL","MLI","multiple_birth",77894,0
"ML53FL","MLI","birth_order",77894,0
"ML53FL","MLI","maternal_age_birth",77894,0
"ML53FL","MLI","maternal_education_years",77894,170
"ML53FL","MLI","wealth_quintile",77894,0
"ML53FL","MLI","urban",77894,0
"ML53FL","MLI","log_hiv_incidence",77894,0
"ML53FL","MLI","log_gdp_pc",77894,0
"ML53FL","MLI","log_health_expenditure_pc",77894,0
"ML53FL","MLI","political_stability",77894,6510
"ML6AFL","MLI","sex",58732,0
"ML6AFL","MLI","multiple_birth",58732,0
"ML6AFL","MLI","birth_order",58732,0
"ML6AFL","MLI","maternal_age_birth",58732,0
