"edf","Ref.df","Chi.sq","p-value","term","fit_id","series","age_band"
2.10483607809881,2.56746607231627,6.4870884482878,0.0576317109030593,"s(pfpr_pct)","map_matched_age_1","map_matched","<1"
1.00601088598511,1.01108556641281,24.8176247031684,1.40404198523125e-06,"s(calendar_year)","map_matched_age_1","map_matched","<1"
14.03255139935,68,67.8696247685193,0,"s(survey)","map_matched_age_1","map_matched","<1"
17.6478360524135,30,295.883149283008,0,"s(country)","map_matched_age_1","map_matched","<1"
26.3446580096998,586,59.184623875814,0,"s(region)","map_matched_age_1","map_matched","<1"
1.60389019746301,1.93937008151211,7.81418542919764,0.0130535613564617,"s(pfpr_pct)","snow_matched_age_1","snow_matched","<1"
1.00326565207435,1.0060328821666,21.6487468312134,3.43587863410599e-06,"s(calendar_year)","snow_matched_age_1","snow_matched","<1"
13.5082365519336,68,64.876292298005,0,"s(survey)","snow_matched_age_1","snow_matched","<1"
17.2887125835416,30,299.048239760953,0,"s(country)","snow_matched_age_1","snow_matched","<1"
27.2386055398578,586,61.3621025514612,0,"s(region)","snow_matched_age_1","snow_matched","<1"
2.28185145685188,2.74169531312861,5.90197975273934,0.0553902369867363,"s(pfpr_pct)","map_full_age_1","map_full","<1"
1.00115692439931,1.00191474119903,34.199682239536,0,"s(calendar_year)","map_full_age_1","map_full","<1"
37.6862253555444,104,261.814614077997,0,"s(survey)","map_full_age_1","map_full","<1"
19.1379741458533,33,628.766061057735,0,"s(country)","map_full_age_1","map_full","<1"
84.6813964094389,1014,220.419341779521,0,"s(region)","map_full_age_1","map_full","<1"
1.59145875663264,1.92268332785626,7.6645182514841,0.0135009031783343,"s(pfpr_pct)","snow_full_age_1","snow_full","<1"
1.00476729108358,1.00880335317437,21.6474456460343,3.52680695636653e-06,"s(calendar_year)","snow_full_age_1","snow_full","<1"
13.6790800922819,68,66.3068609004474,0,"s(survey)","snow_full_age_1","snow_full","<1"
17.2412113838588,30,299.25145845083,0,"s(country)","snow_full_age_1","snow_full","<1"
27.4070499125239,586,61.7879849044512,0,"s(region)","snow_full_age_1","snow_full","<1"
1.75694445960973,2.17591585659249,10.8002653754563,0.0057181445471991,"s(pfpr_pct)","map_matched_age_2","map_matched","1-5"
1.79603603861379,2.22935480146303,78.0438260807884,0,"s(calendar_year)","map_matched_age_2","map_matched","1-5"
4.01542024773296,68,10.5253063624842,3.60738496524293e-05,"s(survey)","map_matched_age_2","map_matched","1-5"
22.2953506903057,30,293.454790210104,0,"s(country)","map_matched_age_2","map_matched","1-5"
0.00583099025917848,586,0.010462139491653,0,"s(region)","map_matched_age_2","map_matched","1-5"
1.00140902754765,1.00262091072772,29.1528196030777,0,"s(pfpr_pct)","snow_matched_age_2","snow_matched","1-5"
1.45602125229107,1.75566636849975,72.9591954329976,0,"s(calendar_year)","snow_matched_age_2","snow_matched","1-5"
7.16578600056198,68,21.914267917853,2.89669693465111e-06,"s(survey)","snow_matched_age_2","snow_matched","1-5"
20.8946402585122,30,231.547684017777,0,"s(country)","snow_matched_age_2","snow_matched","1-5"
0.00408883992611084,586,0.00732291730675812,0,"s(region)","snow_matched_age_2","snow_matched","1-5"
1.97684342449911,2.43868672018648,17.4782678592679,0.000309350641603201,"s(pfpr_pct)","map_full_age_2","map_full","1-5"
3.49237536830649,4.07703634973691,90.5948607294053,0,"s(calendar_year)","map_full_age_2","map_full","1-5"
15.0967929743967,104,47.2944890659727,0,"s(survey)","map_full_age_2","map_full","1-5"
25.3156066077799,33,483.862231987695,0,"s(country)","map_full_age_2","map_full","1-5"
0.0050008649008961,1014,0.00913494112098252,0,"s(region)","map_full_age_2","map_full","1-5"
1.00105524748923,1.00196265659113,29.1749118209291,0,"s(pfpr_pct)","snow_full_age_2","snow_full","1-5"
1.4622379276497,1.76459749252369,73.0734002953972,0,"s(calendar_year)","snow_full_age_2","snow_full","1-5"
