"series","age_band","log_hazard_ratio","standard_error","pfpr_p025","pfpr_p975","hazard_ratio_40_to_20","lower_95","upper_95","within_central_support"
"map_matched","<1",0.0190570495766335,0.0171282420430772,1.78413863017667,73.7415162940535,0.981123387972258,0.948732492205349,1.0146201488141,TRUE
"snow_matched","<1",0.0357311564717296,0.0126796910096889,0.446305493779025,78.6700872587556,0.964899665646836,0.941215314651645,0.989179999806912,TRUE
"map_full","<1",0.0355224502601591,0.0154342951076591,1.76782403096607,67.5343293391306,0.965101067216747,0.93634276401296,0.994742636714618,TRUE
"snow_full","<1",0.035589767470389,0.012627994878471,0.446305493779025,78.6700872587556,0.965036101491993,0.941443787963883,0.989219631686169,TRUE
"map_matched","1-5",0.0649541926972306,0.0234908183559808,1.78413863017667,73.4438040845125,0.937110388893557,0.894942152678463,0.981265524641957,TRUE
"snow_matched","1-5",0.0827750076385419,0.0153345597295463,0.449482999463637,78.6587450980415,0.920558242494662,0.893301843385312,0.948646288037868,TRUE
"map_full","1-5",0.0767279892272208,0.0209461796277536,1.76768905979204,67.3804721618428,0.92614173987742,0.888889363874585,0.964955322003599,TRUE
"snow_full","1-5",0.0828011389951352,0.0153326070779778,0.449482999463637,78.6587450980415,0.92053418737326,0.893281919260695,0.948617868392844,TRUE
"map_matched","6-11",0.170382706585118,0.0288409094338507,1.78413863017667,73.2531998937869,0.84334200229096,0.796991799802001,0.89238776735823,TRUE
"snow_matched","6-11",0.143410065108574,0.0196571621772409,0.449482311432971,78.6700872587556,0.866398716157979,0.833652939454835,0.900430742619439,TRUE
"map_full","6-11",0.17773481441158,0.0263332091482308,1.75228032887322,67.0775337306141,0.837164397988733,0.795051883381562,0.88150753920482,TRUE
"snow_full","6-11",0.143355566791482,0.019630503093609,0.449482311432971,78.6700872587556,0.866445934716595,0.833741936757154,0.900432765451236,TRUE
"map_matched","12-23",0.169331725072337,0.041951044692651,1.78413863017667,72.8933953193134,0.844228805069355,0.777590088125035,0.916578395472329,TRUE
"snow_matched","12-23",0.138607377265607,0.0373559360400704,0.446305493779025,78.6587450980415,0.870569766849071,0.80910626914485,0.936702319403194,TRUE
"map_full","12-23",0.13641264567361,0.0359130849291079,1.74737139843124,66.3280806954508,0.872482532054733,0.813180406257914,0.936109334266476,TRUE
"snow_full","12-23",0.13912246424782,0.0373175229401512,0.446305493779025,78.6587450980415,0.870121463162667,0.808750504624985,0.93614947542742,TRUE
"map_matched","24-35",0.159126682181551,0.0468809630159106,1.78413863017667,73.2069091925186,0.852888306373836,0.778011969708443,0.934970786402975,TRUE
"snow_matched","24-35",0.195998188315425,0.0400601962714706,0.445395692942844,78.7575709959414,0.822013723906422,0.759939713638841,0.889158113681147,TRUE
"map_full","24-35",0.171176257037221,0.0398904102026459,1.74574104390516,66.3446960305032,0.842673033329181,0.779298236522634,0.911201652744378,TRUE
"snow_full","24-35",0.196189707846409,0.0400478802832871,0.445395692942844,78.7575709959414,0.821856307298215,0.759812525426725,0.888966379524363,TRUE
"map_matched","36-47",0.184552330881608,0.0481388142476654,1.78413863017667,73.2069091925186,0.831476426866422,0.756612226736766,0.913748184345799,TRUE
"snow_matched","36-47",0.144210275871075,0.0415098644613226,0.431176596603031,78.7887498495931,0.865705691900408,0.798061505281131,0.939083441601107,TRUE
"map_full","36-47",0.194896507299636,0.0430861288142952,1.74615801560054,66.4693798324298,0.822919819843469,0.756278700127287,0.895433164754251,TRUE
"snow_full","36-47",0.144443661269689,0.0415001576078293,0.431176596603031,78.7887498495931,0.865503672407539,0.797890451178409,0.938846436681364,TRUE
"map_matched","48-59",0.105065734577636,0.0536042252060173,1.75043899566514,73.2069091925186,0.900265342079162,0.81047886391474,0.999998546827214,TRUE
"snow_matched","48-59",0.124731482772208,0.0458383320996357,0.445395692942844,78.7887498495931,0.882733900023936,0.80688460485005,0.965713230327746,TRUE
"map_full","48-59",0.0458941691790019,0.0520102206947609,1.72053231100745,66.3280806954508,0.955143040414162,0.862574116374007,1.05764618985627,TRUE
"snow_full","48-59",0.123405471713156,0.0459660930606341,0.445395692942844,78.7887498495931,0.883905191338562,0.807752956504118,0.967236803015375,TRUE
