"eligible_records","retained_records","missing_records","eligible_regions","retained_regions","lost_regions","partially_reduced_regions","eligible_surveys","retained_surveys","eligible_countries","retained_countries","eligible_children","retained_children","retained_deaths","previous_records","newly_excluded","newly_recovered"
6357802,5465305,892497,1113,916,197,198,120,95,36,34,1932325,1686004,75726,5680117,214812,0
