"survey","country","region","records","before_missing","after_missing","variable"
"CD81FL","COD","COD:CD81FL:basuele",3855,0,0,"log_hiv_incidence"
"CD81FL","COD","COD:CD81FL:hautkatanga",5992,0,0,"log_hiv_incidence"
"CD81FL","COD","COD:CD81FL:lomami",5643,0,0,"log_hiv_incidence"
"CD81FL","COD","COD:CD81FL:maindombe",3333,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:kasai",5904,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:kwilu",5379,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:kongocentral",3265,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:sudkivu",7252,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:lualaba",6047,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:tanganyika",5270,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:tshopo",4976,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:maniema",5999,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:ituri",5884,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:hautlomami",6704,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:kinshasa",3865,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:sudubangi",6950,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:tshuapa",4675,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:sankuru",4310,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:hautuele",3381,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:nordubangi",4880,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:kwango",4973,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:kasaioriental",4821,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:equateur",4900,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:nordkivu",6632,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:kasaicentral",7000,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:mongala",5731,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:basuele",3855,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:hautkatanga",5992,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:lomami",5643,0,0,"log_gdp_pc"
"CD81FL","COD","COD:CD81FL:maindombe",3333,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:kasai",5904,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:kwilu",5379,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:kongocentral",3265,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:sudkivu",7252,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:lualaba",6047,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:tanganyika",5270,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:tshopo",4976,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:maniema",5999,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:ituri",5884,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:hautlomami",6704,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:kinshasa",3865,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:sudubangi",6950,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:tshuapa",4675,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:sankuru",4310,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:hautuele",3381,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:nordubangi",4880,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:kwango",4973,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:kasaioriental",4821,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:equateur",4900,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:nordkivu",6632,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:kasaicentral",7000,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:mongala",5731,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:basuele",3855,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:hautkatanga",5992,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:lomami",5643,0,0,"log_health_expenditure_pc"
"CD81FL","COD","COD:CD81FL:maindombe",3333,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:kasai",5904,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:kwilu",5379,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:kongocentral",3265,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:sudkivu",7252,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:lualaba",6047,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:tanganyika",5270,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:tshopo",4976,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:maniema",5999,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:ituri",5884,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:hautlomami",6704,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:kinshasa",3865,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:sudubangi",6950,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:tshuapa",4675,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:sankuru",4310,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:hautuele",3381,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:nordubangi",4880,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:kwango",4973,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:kasaioriental",4821,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:equateur",4900,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:nordkivu",6632,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:kasaicentral",7000,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:mongala",5731,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:basuele",3855,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:hautkatanga",5992,0,0,"political_stability"
"CD81FL","COD","COD:CD81FL:lomami",5643,0,0,"political_stability"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"mean_maternal_age_first_birth"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"mean_maternal_age_first_birth"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"mean_maternal_age_first_birth"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"mean_maternal_age_first_birth"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"mean_maternal_education_years"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"mean_maternal_education_years"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"mean_maternal_education_years"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"mean_maternal_education_years"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"mean_wealth_quintile"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"mean_wealth_quintile"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"mean_wealth_quintile"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"mean_wealth_quintile"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"urban_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"urban_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"urban_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"urban_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"dtp3_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"dtp3_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"dtp3_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"dtp3_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"measles_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"measles_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"measles_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"measles_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"facility_delivery_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"facility_delivery_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"facility_delivery_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"facility_delivery_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"short_birth_interval_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"short_birth_interval_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"short_birth_interval_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"short_birth_interval_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"improved_water_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"improved_water_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"improved_water_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"improved_water_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"improved_sanitation_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"improved_sanitation_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"improved_sanitation_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"improved_sanitation_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"electricity_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"electricity_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"electricity_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"electricity_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"wasting_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"wasting_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"wasting_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"wasting_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"stunting_pct"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"stunting_pct"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"stunting_pct"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"stunting_pct"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"log_hiv_incidence"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"log_hiv_incidence"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"log_hiv_incidence"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"log_hiv_incidence"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"log_gdp_pc"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"log_gdp_pc"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"log_gdp_pc"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"log_gdp_pc"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,0,0,"log_health_expenditure_pc"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,0,0,"log_health_expenditure_pc"
"CG51FL","COG","COG:CG51FL:south",8210,0,0,"log_health_expenditure_pc"
"CG51FL","COG","COG:CG51FL:north",6202,0,0,"log_health_expenditure_pc"
"CG51FL","COG","COG:CG51FL:brazzaville",6286,1389,1389,"political_stability"
"CG51FL","COG","COG:CG51FL:pointenoire",5096,1116,1116,"political_stability"
"CG51FL","COG","COG:CG51FL:south",8210,1694,1694,"political_stability"
"CG51FL","COG","COG:CG51FL:north",6202,1321,1321,"political_stability"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"mean_maternal_age_first_birth"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"mean_maternal_education_years"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"mean_wealth_quintile"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"urban_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"dtp3_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"measles_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"facility_delivery_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"short_birth_interval_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"improved_water_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"improved_sanitation_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"electricity_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"wasting_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"stunting_pct"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"log_hiv_incidence"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:pool",5263,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:plateaux",4055,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:cuvette",4002,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:cuvetteouest",3354,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:sangha",3314,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:likouala",5142,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:brazzaville",3945,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:pointenoire",4534,0,0,"log_gdp_pc"
"CG61FL","COG","COG:CG61FL:kouilou",4847,0,0,"log_health_expenditure_pc"
"CG61FL","COG","COG:CG61FL:niari",4330,0,0,"log_health_expenditure_pc"
"CG61FL","COG","COG:CG61FL:lekoumou",3668,0,0,"log_health_expenditure_pc"
"CG61FL","COG","COG:CG61FL:bouenza",4575,0,0,"log_health_expenditure_pc"
