"survey","country","region","records","before_missing","after_missing","variable"
"MR71FL","MRT","MRT:MR71FL:tiriszemourandinchiri",3126,0,0,"log_gdp_pc"
"MR71FL","MRT","MRT:MR71FL:tagant",4013,0,0,"log_gdp_pc"
"MR71FL","MRT","MRT:MR71FL:guidimagha",9092,0,0,"log_gdp_pc"
"MR71FL","MRT","MRT:MR71FL:northnouakchott",3103,0,0,"log_gdp_pc"
"MR71FL","MRT","MRT:MR71FL:westnouakchott",1983,0,0,"log_gdp_pc"
"MR71FL","MRT","MRT:MR71FL:southnouakchott",2883,0,0,"log_gdp_pc"
"MR71FL","MRT","MRT:MR71FL:easternbasinregion",6673,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:westernbasinregion",6740,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:assaba",6267,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:gorgol",7065,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:brakna",6571,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:trarza",4871,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:adrar",2979,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:tiriszemourandinchiri",3126,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:tagant",4013,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:guidimagha",9092,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:northnouakchott",3103,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:westnouakchott",1983,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:southnouakchott",2883,0,0,"log_health_expenditure_pc"
"MR71FL","MRT","MRT:MR71FL:easternbasinregion",6673,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:westernbasinregion",6740,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:assaba",6267,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:gorgol",7065,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:brakna",6571,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:trarza",4871,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:adrar",2979,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:tiriszemourandinchiri",3126,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:tagant",4013,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:guidimagha",9092,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:northnouakchott",3103,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:westnouakchott",1983,0,0,"political_stability"
"MR71FL","MRT","MRT:MR71FL:southnouakchott",2883,0,0,"political_stability"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"mean_maternal_age_first_birth"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"mean_maternal_age_first_birth"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"mean_maternal_age_first_birth"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"mean_maternal_education_years"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"mean_maternal_education_years"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"mean_maternal_education_years"
"MW41FL","MWI","MWI:MW41FL:northern",523,523,523,"mean_wealth_quintile"
"MW41FL","MWI","MWI:MW41FL:central",1117,1117,1117,"mean_wealth_quintile"
"MW41FL","MWI","MWI:MW41FL:southern",1517,1517,1517,"mean_wealth_quintile"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"urban_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"urban_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"urban_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"dtp3_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"dtp3_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"dtp3_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"measles_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"measles_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"measles_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"facility_delivery_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"facility_delivery_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"facility_delivery_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"short_birth_interval_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"short_birth_interval_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"short_birth_interval_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"improved_water_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"improved_water_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"improved_water_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"improved_sanitation_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"improved_sanitation_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"improved_sanitation_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"electricity_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"electricity_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"electricity_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"wasting_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"wasting_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"wasting_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"stunting_pct"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"stunting_pct"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"stunting_pct"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"log_hiv_incidence"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"log_hiv_incidence"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"log_hiv_incidence"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"log_gdp_pc"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"log_gdp_pc"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"log_gdp_pc"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"log_health_expenditure_pc"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"log_health_expenditure_pc"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"log_health_expenditure_pc"
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,"political_stability"
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,"political_stability"
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,"political_stability"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"mean_maternal_age_first_birth"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"mean_maternal_age_first_birth"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"mean_maternal_age_first_birth"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"mean_maternal_education_years"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"mean_maternal_education_years"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"mean_maternal_education_years"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"mean_wealth_quintile"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"mean_wealth_quintile"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"mean_wealth_quintile"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"urban_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"urban_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"urban_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"dtp3_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"dtp3_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"dtp3_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"measles_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"measles_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"measles_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"facility_delivery_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"facility_delivery_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"facility_delivery_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"short_birth_interval_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"short_birth_interval_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"short_birth_interval_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"improved_water_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"improved_water_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"improved_water_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"improved_sanitation_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"improved_sanitation_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"improved_sanitation_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"electricity_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"electricity_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"electricity_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"wasting_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"wasting_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"wasting_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"stunting_pct"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"stunting_pct"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"stunting_pct"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"log_hiv_incidence"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"log_hiv_incidence"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"log_hiv_incidence"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"log_gdp_pc"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"log_gdp_pc"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"log_gdp_pc"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,0,0,"log_health_expenditure_pc"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,0,0,"log_health_expenditure_pc"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,0,0,"log_health_expenditure_pc"
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,6184,6184,"political_stability"
"MW4EFL","MWI","MWI:MW4EFL:central",20854,4653,4653,"political_stability"
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,1616,1616,"political_stability"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"mean_maternal_age_first_birth"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"mean_maternal_age_first_birth"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"mean_maternal_age_first_birth"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"mean_maternal_education_years"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"mean_maternal_education_years"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"mean_maternal_education_years"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"mean_wealth_quintile"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"mean_wealth_quintile"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"mean_wealth_quintile"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"urban_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"urban_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"urban_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"dtp3_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"dtp3_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"dtp3_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"measles_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"measles_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"measles_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"facility_delivery_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"facility_delivery_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"facility_delivery_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"short_birth_interval_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"short_birth_interval_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"short_birth_interval_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"improved_water_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"improved_water_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"improved_water_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"improved_sanitation_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"improved_sanitation_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"improved_sanitation_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"electricity_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"electricity_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"electricity_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"wasting_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"wasting_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"wasting_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"stunting_pct"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"stunting_pct"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"stunting_pct"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"log_hiv_incidence"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"log_hiv_incidence"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"log_hiv_incidence"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"log_gdp_pc"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"log_gdp_pc"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"log_gdp_pc"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"log_health_expenditure_pc"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"log_health_expenditure_pc"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"log_health_expenditure_pc"
"MW61FL","MWI","MWI:MW61FL:central",39385,0,0,"political_stability"
"MW61FL","MWI","MWI:MW61FL:southern",54600,0,0,"political_stability"
"MW61FL","MWI","MWI:MW61FL:northern",20303,0,0,"political_stability"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"mean_maternal_age_first_birth"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"mean_maternal_age_first_birth"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"mean_maternal_age_first_birth"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"mean_maternal_education_years"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"mean_maternal_education_years"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"mean_maternal_education_years"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"mean_wealth_quintile"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"mean_wealth_quintile"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"mean_wealth_quintile"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"urban_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"urban_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"urban_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"dtp3_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"dtp3_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"dtp3_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"measles_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"measles_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"measles_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"facility_delivery_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"facility_delivery_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"facility_delivery_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"short_birth_interval_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"short_birth_interval_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"short_birth_interval_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"improved_water_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"improved_water_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"improved_water_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"improved_sanitation_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"improved_sanitation_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"improved_sanitation_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"electricity_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"electricity_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"electricity_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"wasting_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"wasting_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"wasting_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"stunting_pct"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"stunting_pct"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"stunting_pct"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"log_hiv_incidence"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"log_hiv_incidence"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"log_hiv_incidence"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"log_gdp_pc"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"log_gdp_pc"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"log_gdp_pc"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"log_health_expenditure_pc"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"log_health_expenditure_pc"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"log_health_expenditure_pc"
"MW7AFL","MWI","MWI:MW7AFL:central",35371,0,0,"political_stability"
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,0,0,"political_stability"
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,0,0,"political_stability"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"mean_maternal_age_first_birth"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"mean_maternal_age_first_birth"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"mean_maternal_age_first_birth"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"mean_maternal_education_years"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"mean_maternal_education_years"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"mean_maternal_education_years"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"mean_wealth_quintile"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"mean_wealth_quintile"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"mean_wealth_quintile"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"urban_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"urban_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"urban_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"dtp3_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"dtp3_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"dtp3_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"measles_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"measles_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"measles_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"facility_delivery_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"facility_delivery_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"facility_delivery_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"short_birth_interval_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"short_birth_interval_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"short_birth_interval_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"improved_water_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"improved_water_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"improved_water_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"improved_sanitation_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"improved_sanitation_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"improved_sanitation_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"electricity_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"electricity_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"electricity_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"wasting_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"wasting_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"wasting_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"stunting_pct"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"stunting_pct"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"stunting_pct"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"log_hiv_incidence"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"log_hiv_incidence"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"log_hiv_incidence"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"log_gdp_pc"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"log_gdp_pc"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"log_gdp_pc"
"MW81FL","MWI","MWI:MW81FL:northern",14216,412,412,"log_health_expenditure_pc"
"MW81FL","MWI","MWI:MW81FL:central",22372,478,478,"log_health_expenditure_pc"
"MW81FL","MWI","MWI:MW81FL:southern",32760,716,716,"log_health_expenditure_pc"
"MW81FL","MWI","MWI:MW81FL:northern",14216,0,0,"political_stability"
"MW81FL","MWI","MWI:MW81FL:central",22372,0,0,"political_stability"
"MW81FL","MWI","MWI:MW81FL:southern",32760,0,0,"political_stability"
"NM41FL","NAM","NAM:NM41FL:caprivi",72,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:erongo",97,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:kunene",164,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:ohangwena",130,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:kavango",118,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:omaheke",156,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:omusati",95,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:oshana",92,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:oshikoto",101,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:otjozondjupa",147,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:khomas",94,0,0,"mean_maternal_age_first_birth"
"NM41FL","NAM","NAM:NM41FL:caprivi",72,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:erongo",97,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:kunene",164,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:ohangwena",130,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:kavango",118,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:omaheke",156,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:omusati",95,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:oshana",92,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:oshikoto",101,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:otjozondjupa",147,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:khomas",94,0,0,"mean_maternal_education_years"
"NM41FL","NAM","NAM:NM41FL:caprivi",72,72,72,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:erongo",97,97,97,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:kunene",164,164,164,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:ohangwena",130,130,130,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:kavango",118,118,118,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:omaheke",156,156,156,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:omusati",95,95,95,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:oshana",92,92,92,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:oshikoto",101,101,101,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:otjozondjupa",147,147,147,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:khomas",94,94,94,"mean_wealth_quintile"
"NM41FL","NAM","NAM:NM41FL:caprivi",72,0,0,"urban_pct"
"NM41FL","NAM","NAM:NM41FL:erongo",97,0,0,"urban_pct"
"NM41FL","NAM","NAM:NM41FL:kunene",164,0,0,"urban_pct"
"NM41FL","NAM","NAM:NM41FL:ohangwena",130,0,0,"urban_pct"
"NM41FL","NAM","NAM:NM41FL:kavango",118,0,0,"urban_pct"
