"survey","regkey","mean_maternal_age_first_birth","eligible_mothers","observed_mothers","missing_mothers","v212_available"
"SN7AFL","center",19.7019935955202,1614,1614,0,TRUE
"SN7AFL","north",19.4913467650116,885,885,0,TRUE
"SN7IFL","west",22.0647038060165,638,638,0,TRUE
"SN7IFL","south",18.7002943263617,1464,1464,0,TRUE
"SN7IFL","center",19.7416298822439,1545,1545,0,TRUE
"SN7IFL","north",19.8203287907096,928,928,0,TRUE
"SN7ZFL","dakar",22.4126691517732,579,579,0,TRUE
"SN7ZFL","fatick",20.464761833077,611,611,0,TRUE
"SN7ZFL","matam",19.4410954466484,631,631,0,TRUE
"SN7ZFL","louga",20.0133977347198,610,610,0,TRUE
"SN7ZFL","sedhiou",18.6134584984983,633,633,0,TRUE
"SN7ZFL","kedougou",18.8879866106874,478,478,0,TRUE
"SN7ZFL","tambacounda",18.78752855863,673,673,0,TRUE
"SN7ZFL","kaolack",20.3353640740146,535,535,0,TRUE
"SN7ZFL","saintlouis",20.6430607466739,539,539,0,TRUE
"SN7ZFL","thies",21.1417356439647,658,658,0,TRUE
"SN7ZFL","diourbel",20.2261604140486,679,679,0,TRUE
"SN7ZFL","ziguinchor",20.5822759758412,441,441,0,TRUE
"SN7ZFL","kolda",18.1379703700585,646,646,0,TRUE
"SN7ZFL","kaffrine",18.6779557749278,732,732,0,TRUE
"SN81FL","west",22.2193670896486,671,671,0,TRUE
"SN81FL","south",19.2188126581711,1453,1452,1,TRUE
"SN81FL","center",20.1237901181115,1649,1648,1,TRUE
"SN81FL","north",20.2798779674248,909,909,0,TRUE
"SN8BFL","west",22.4792637726085,596,596,0,TRUE
"SN8BFL","south",19.0211177917604,1389,1388,1,TRUE
"SN8BFL","center",20.2953899522256,1471,1471,0,TRUE
"SN8BFL","north",20.0962676735092,872,872,0,TRUE
"SN8SFL","dakar",22.3283804566092,489,489,0,TRUE
"SN8SFL","ziguinchor",20.4888089132691,306,306,0,TRUE
"SN8SFL","diourbel",20.4872139861728,553,553,0,TRUE
"SN8SFL","saintlouis",20.169520093166,500,500,0,TRUE
"SN8SFL","tambacounda",18.4116990760885,617,617,0,TRUE
"SN8SFL","kaolack",20.0411398710484,520,520,0,TRUE
"SN8SFL","thies",21.3230827469761,582,582,0,TRUE
"SN8SFL","louga",20.1131664578202,536,536,0,TRUE
"SN8SFL","fatick",20.0173014386947,584,584,0,TRUE
"SN8SFL","kolda",17.8831473491994,536,536,0,TRUE
"SN8SFL","matam",19.1655378699374,599,599,0,TRUE
"SN8SFL","kaffrine",19.2116988933917,740,740,0,TRUE
"SN8SFL","kedougou",18.6116192898732,463,463,0,TRUE
"SN8SFL","sedhiou",19.612345604151,569,569,0,TRUE
"SL51FL","southern",18.5511865144126,908,908,0,TRUE
"SL51FL","eastern",19.4042387252076,1041,1041,0,TRUE
"SL51FL","northern",18.6720051706285,1326,1326,0,TRUE
"SL51FL","western",19.2564006696485,705,705,0,TRUE
"SL61FL","western",19.2399881044393,1053,1053,0,TRUE
"SL61FL","northern",18.7605215072078,3332,3332,0,TRUE
"SL61FL","eastern",18.5613519985314,1843,1843,0,TRUE
"SL61FL","southern",18.6424879189722,2296,2296,0,TRUE
"SL7AFL","southern",19.1438888750069,1792,1792,0,TRUE
"SL7AFL","northern",19.4390056817578,1707,1707,0,TRUE
"SL7AFL","western",19.6751982228944,1013,1013,0,TRUE
"SL7AFL","eastern",18.9343452461469,1473,1473,0,TRUE
"SL7AFL","northwestern",18.8875255626227,1378,1378,0,TRUE
"ST51FL","principe",18.2845226706596,224,224,0,TRUE
"ST51FL","central",19.4544805137364,467,467,0,TRUE
"ST51FL","north",18.5215869492567,377,377,0,TRUE
"ST51FL","south",18.8133321689905,377,377,0,TRUE
"SZ51FL","hhohho",18.8974561988107,538,538,0,TRUE
"SZ51FL","lubombo",18.1287992573955,526,526,0,TRUE
"SZ51FL","shiselweni",18.8910911132138,481,481,0,TRUE
"TD41FL","zone3",17.1174257110593,478,478,0,TRUE
"TD41FL","zone8",19.2728579714464,498,498,0,TRUE
"TD41FL","zone2",17.3495230136757,360,360,0,TRUE
"TD41FL","zone5",17.1051976838393,364,364,0,TRUE
"TD41FL","zone7",17.6562162797571,437,437,0,TRUE
"TD41FL","zone6",17.6085601184045,386,386,0,TRUE
"TD41FL","zone4",18.3281024275843,282,282,0,TRUE
"TD41FL","zone1",17.8700217879638,702,702,0,TRUE
"TD71FL","moyenchari",17.6212718457579,485,485,0,TRUE
"TD71FL","ouaddai",18.3482645595315,464,464,0,TRUE
"TD71FL","borkoutibesti",19.553722774442,300,300,0,TRUE
"TD71FL","charibaguirmi",17.1664961121384,590,590,0,TRUE
"TD71FL","tandjile",17.800786980823,531,531,0,TRUE
"TD71FL","kanem",18.0866421803745,543,543,0,TRUE
"TD71FL","hadjerlamis",17.4276553830681,575,575,0,TRUE
"TD71FL","mandoul",17.7148818312097,593,593,0,TRUE
"TD71FL","lac",17.4291319894267,515,515,0,TRUE
"TD71FL","ndjamena",18.2523854927565,743,743,0,TRUE
"TD71FL","mayokebbiest",17.575099502789,610,610,0,TRUE
"TD71FL","guera",16.9093939609512,589,589,0,TRUE
"TD71FL","wadifira",19.5725756347804,495,495,0,TRUE
"TD71FL","mayokebbiouest",18.1233452200249,682,682,0,TRUE
"TD71FL","batha",17.5959036243491,423,423,0,TRUE
"TD71FL","salamat",17.1086453146415,547,547,0,TRUE
"TD71FL","sila",17.8506804246729,448,448,0,TRUE
"TD71FL","barhelgazal",17.8697788377948,499,499,0,TRUE
"TD71FL","logoneoriental",17.8022486590407,571,571,0,TRUE
"TD71FL","logoneoccidental",18.2628857403772,520,520,0,TRUE
"TG61FL","greaterlomearea",21.8065192993956,962,962,0,TRUE
"TG61FL","kara",19.9901159951332,742,742,0,TRUE
"TG61FL","plateaux",19.8851612968412,924,924,0,TRUE
"TG61FL","savanes",19.5236817861226,1139,1139,0,TRUE
"TG61FL","centrale",19.7063933046162,715,715,0,TRUE
"TZ4IFL","northern",19.6298207545254,777,777,0,TRUE
"TZ4IFL","eastern",19.2131149089295,522,522,0,TRUE
"TZ4IFL","southernhighlands",18.772510833941,674,674,0,TRUE
"TZ4IFL","lake",18.779606540883,749,749,0,TRUE
"TZ4IFL","western",18.7018380270877,828,828,0,TRUE
"TZ4IFL","southern",18.7416036675196,595,595,0,TRUE
"TZ4IFL","central",18.9981980017635,454,454,0,TRUE
"TZ4IFL","zanzibar",19.3634631342888,1059,1059,0,TRUE
"TZ63FL","central",19.0008569858476,432,432,0,TRUE
"TZ63FL","northern",19.8411299734043,689,689,0,TRUE
"TZ63FL","eastern",19.2922529151923,539,539,0,TRUE
"TZ63FL","southern",18.8138317197878,545,545,0,TRUE
"TZ63FL","southernhighlands",19.1058524240153,578,578,0,TRUE
"TZ63FL","western",18.7272141386324,811,811,0,TRUE
"TZ63FL","lake",18.6273974042724,718,718,0,TRUE
"TZ63FL","zanzibar",20.0184954308975,1046,1046,0,TRUE
"TZ7BFL","central",19.2243413459403,693,693,0,TRUE
"TZ7BFL","northern",20.270710218641,562,562,0,TRUE
"TZ7BFL","eastern",20.1279146165072,719,718,1,TRUE
"TZ7BFL","southern",18.822728471959,346,346,0,TRUE
"TZ7BFL","southernhighlands",19.4681131567958,562,562,0,TRUE
"TZ7BFL","southwesthighlands",19.1600175639593,779,779,0,TRUE
"TZ7BFL","western",18.9835992644275,617,617,0,TRUE
"TZ7BFL","lake",18.7691359964171,1800,1800,0,TRUE
"TZ7BFL","zanzibar",20.8956076438362,947,947,0,TRUE
"TZ82FL","central",19.49030703144,683,683,0,TRUE
"TZ82FL","northern",19.8869475152192,706,706,0,TRUE
"TZ82FL","eastern",20.0413733718693,812,812,0,TRUE
"TZ82FL","southern",19.0603254009562,333,333,0,TRUE
"TZ82FL","southernhighlands",19.6813570826786,605,605,0,TRUE
"TZ82FL","southwesthighlands",19.0535818579129,1049,1049,0,TRUE
"TZ82FL","western",18.6915105897343,632,632,0,TRUE
"TZ82FL","lake",19.200708925419,1734,1734,0,TRUE
"TZ82FL","zanzibar",21.292699858503,1095,1095,0,TRUE
"UG41FL","northern",18.0837053698494,663,663,0,TRUE
"UG41FL","western",18.5945644400814,1168,1168,0,TRUE
"UG41FL","eastern",17.8455751884938,1092,1092,0,TRUE
"UG41FL","central",17.9657127584633,1329,1329,0,TRUE
"UG52FL","central1",18.0998769804804,449,449,0,TRUE
"UG52FL","central2",17.9176777472852,419,419,0,TRUE
"UG52FL","kampala",19.2614416252699,343,343,0,TRUE
"UG52FL","eastcentral",17.5585521123809,567,567,0,TRUE
"UG52FL","eastern",18.0038968710597,605,605,0,TRUE
"UG52FL","north",18.3737141356489,1091,1091,0,TRUE
"UG52FL","westnile",18.8008148149689,442,442,0,TRUE
"UG52FL","western",17.766154279584,553,553,0,TRUE
"UG52FL","southwest",18.9770038632193,535,535,0,TRUE
"UG5AFL","central1",17.8711570176339,210,210,0,TRUE
"UG5AFL","central2",17.7216463460932,221,221,0,TRUE
"UG5AFL","eastcentral",17.8180988094568,286,286,0,TRUE
"UG5AFL","kampala",19.3017669916752,169,169,0,TRUE
"UG5AFL","mideastern",18.0219254934729,254,254,0,TRUE
"UG5AFL","midnorthern",17.5877407745235,280,280,0,TRUE
"UG5AFL","midwestern",18.1222748679015,262,262,0,TRUE
"UG5AFL","northeast",18.5864785618144,258,258,0,TRUE
"UG5AFL","westnile",18.171978586153,311,311,0,TRUE
"UG61FL","kampala",19.710829784371,438,438,0,TRUE
"UG61FL","central1",18.1812854905272,415,415,0,TRUE
"UG61FL","central2",18.0382940480206,462,462,0,TRUE
"UG61FL","eastcentral",17.5879578561358,527,527,0,TRUE
"UG61FL","eastern",17.9953925260762,575,575,0,TRUE
"UG61FL","north",17.5007272230405,480,480,0,TRUE
"UG61FL","karamoja",18.8624022961478,436,436,0,TRUE
"UG61FL","westnile",18.903748637944,528,528,0,TRUE
"UG61FL","western",18.3139374479309,554,554,0,TRUE
"UG61FL","southwest",19.369100257589,494,494,0,TRUE
"UG7BFL","kampala",20.1211315625381,529,529,0,TRUE
"UG7BFL","busoga",18.0500732479339,865,865,0,TRUE
"UG7BFL","bukedi",18.070382059437,709,709,0,TRUE
"UG7BFL","bugishu",18.3900357097624,517,517,0,TRUE
"UG7BFL","teso",18.5518053102927,743,743,0,TRUE
"UG7BFL","karamoja",20.0714449781323,501,501,0,TRUE
"UG7BFL","lango",17.8340566064293,686,686,0,TRUE
"UG7BFL","acholi",18.0992028251953,626,626,0,TRUE
"UG7BFL","westnile",18.6611620134503,742,742,0,TRUE
"UG7BFL","bunyoro",18.679132329694,693,693,0,TRUE
"UG7BFL","tooro",18.4756223625178,780,780,0,TRUE
"UG7BFL","ankole",19.6636627972282,705,705,0,TRUE
"UG7BFL","kigezi",20.1321777047747,476,476,0,TRUE
"ZA71FL","gauteng",21.0526417248874,308,308,0,TRUE
"ZA71FL","kwazulunatal",20.3470409913534,462,462,0,TRUE
"ZA71FL","freestate",21.2187836532703,278,278,0,TRUE
"ZA71FL","mpumalanga",20.1399424534911,419,419,0,TRUE
"ZA71FL","northwest",20.3813704310525,341,341,0,TRUE
"ZA71FL","limpopo",20.5643804030075,399,399,0,TRUE
"ZM42FL","copperbelt",18.2946236559141,465,465,0,TRUE
"ZM42FL","eastern",18.155477031802,566,566,0,TRUE
"ZM42FL","northwestern",18.0570409982173,561,561,0,TRUE
"ZM42FL","luapula",18.2647058823531,374,374,0,TRUE
"ZM42FL","central",18.0237623762377,505,505,0,TRUE
"ZM42FL","northern",18.323287671233,730,730,0,TRUE
"ZM42FL","western",18.2536945812807,406,406,0,TRUE
"ZM42FL","southern",18.1828978622329,421,421,0,TRUE
"ZM42FL","lusaka",18.7023554603855,467,467,0,TRUE
"ZM51FL","southern",18.3062175913276,490,490,0,TRUE
"ZM51FL","northwestern",17.925798980615,438,438,0,TRUE
"ZM51FL","eastern",18.4384361680235,572,572,0,TRUE
"ZM51FL","northern",18.5589025383332,480,480,0,TRUE
"ZM51FL","western",18.7144173347736,463,463,0,TRUE
"ZM51FL","luapula",18.1670750111528,441,441,0,TRUE
"ZM51FL","central",18.3089860809574,397,397,0,TRUE
"ZM51FL","copperbelt",18.9854165153514,420,420,0,TRUE
"ZM51FL","lusaka",19.1257426757538,447,447,0,TRUE
"ZM61FL","lusaka",19.4178948983449,907,907,0,TRUE
"ZM61FL","muchinga",18.5967435702289,854,854,0,TRUE
"ZM61FL","copperbelt",19.1547357320494,862,862,0,TRUE
"ZM61FL","western",18.6028587099617,801,801,0,TRUE
"ZM61FL","luapula",18.6115414210217,1022,1022,0,TRUE
"ZM61FL","southern",18.3899028245794,1039,1039,0,TRUE
"ZM61FL","northwestern",18.1790452108093,932,932,0,TRUE
"ZM61FL","eastern",17.9817309045784,1151,1151,0,TRUE
"ZM61FL","central",18.1620313581102,797,797,0,TRUE
"ZM61FL","northern",18.4324438950067,988,988,0,TRUE
"ZM71FL","eastern",18.2073316320984,892,892,0,TRUE
"ZM71FL","copperbelt",19.3282774218485,730,730,0,TRUE
"ZM71FL","northern",18.39300635007,690,690,0,TRUE
"ZM71FL","central",18.3850846324942,746,746,0,TRUE
"ZM71FL","muchinga",18.5872673203317,660,660,0,TRUE
"ZM71FL","southern",18.0164201545638,747,747,0,TRUE
"ZM71FL","luapula",18.6331300609918,825,825,0,TRUE
"ZM71FL","western",18.397964725769,629,629,0,TRUE
"ZM71FL","northwestern",18.4827192099295,606,606,0,TRUE
"ZM71FL","lusaka",19.7416307497416,821,821,0,TRUE
"ZM81FL","western",18.1997327233187,550,550,0,TRUE
"ZM81FL","muchinga",19.0389110682463,579,579,0,TRUE
"ZM81FL","southern",18.2998176530342,837,837,0,TRUE
"ZM81FL","lusaka",19.7906417833302,713,713,0,TRUE
"ZM81FL","luapula",18.9507586648947,639,639,0,TRUE
"ZM81FL","northwestern",18.6080643835287,603,603,0,TRUE
"ZM81FL","copperbelt",19.6197466077806,650,650,0,TRUE
"ZM81FL","central",18.527218134802,804,804,0,TRUE
"ZM81FL","northern",18.6436613454735,695,695,0,TRUE
"ZM81FL","eastern",18.2995108900408,834,834,0,TRUE
"ZW52FL","manicaland",19.3416182443481,508,508,0,TRUE
"ZW52FL","matabelelandnorth",18.8497406756286,336,336,0,TRUE
"ZW52FL","mashonalandwest",19.0083599377794,390,390,0,TRUE
"ZW52FL","midlands",19.3200310657311,566,566,0,TRUE
"ZW52FL","matabelelandsouth",19.2747019495286,274,274,0,TRUE
"ZW52FL","harare",20.1263450084142,521,521,0,TRUE
"ZW52FL","masvingo",19.135033933018,501,501,0,TRUE
"ZW52FL","bulawayo",20.5731950466328,244,244,0,TRUE
"ZW52FL","mashonalandeast",19.3799735556807,308,308,0,TRUE
"ZW52FL","mashonalandcentral",18.7505144316272,426,426,0,TRUE
"ZW62FL","harare",20.3539308215101,471,471,0,TRUE
"ZW62FL","matabelelandnorth",19.1278506952816,372,372,0,TRUE
"ZW62FL","midlands",19.3756968502604,476,476,0,TRUE
"ZW62FL","masvingo",19.936588961118,447,447,0,TRUE
"ZW62FL","matabelelandsouth",19.2142353290076,386,386,0,TRUE
"ZW62FL","manicaland",19.5694773090776,517,517,0,TRUE
"ZW62FL","bulawayo",20.404193753384,295,295,0,TRUE
"ZW62FL","mashonalandeast",19.4404507590524,439,439,0,TRUE
"ZW62FL","mashonalandwest",19.1931214311088,512,512,0,TRUE
"ZW62FL","mashonalandcentral",18.7173130688353,482,482,0,TRUE
"ZW72FL","mashonalandeast",19.1676829771428,428,428,0,TRUE
"ZW72FL","masvingo",19.7452640006148,489,489,0,TRUE
"ZW72FL","mashonalandwest",19.0519795312798,542,542,0,TRUE
"ZW72FL","bulawayo",20.5558488174415,362,362,0,TRUE
"ZW72FL","mashonalandcentral",18.8241278556124,543,543,0,TRUE
"ZW72FL","manicaland",19.3801361934184,546,546,0,TRUE
"ZW72FL","midlands",19.4717368942105,555,555,0,TRUE
"ZW72FL","matabelelandnorth",18.9815829289696,402,402,0,TRUE
"ZW72FL","matabelelandsouth",18.9233359468667,391,391,0,TRUE
