"survey","regkey","variable","value","eligible_n","observed_n","missing_n","weighted_n","population","source","small_denominator","low_precision"
"LB51FL","monrovia","stunting_pct",30.1,,871,,1093,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB51FL","southeasternb","stunting_pct",45.2,,980,,371,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB51FL","northcentral","stunting_pct",44.5,,1075,,2008,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB51FL","southeasterna","stunting_pct",39.4,,778,,379,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB51FL","northwestern","wasting_pct",3.7,,662,,513,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB51FL","southcentral","wasting_pct",8.1,,834,,803,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB51FL","monrovia","wasting_pct",9.8,,871,,1093,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB51FL","southeasternb","wasting_pct",8.9,,980,,371,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB51FL","northcentral","wasting_pct",6.5,,1075,,2008,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB51FL","southeasterna","wasting_pct",8.3,,778,,379,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB6AFL","northwestern","stunting_pct",29,,716,,406,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB6AFL","southcentral","stunting_pct",29.4,,852,,1447,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB6AFL","southeasternb","stunting_pct",34.1,,652,,248,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB6AFL","northcentral","stunting_pct",34.5,,958,,1182,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB6AFL","southeasterna","stunting_pct",32.6,,639,,237,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB6AFL","northwestern","wasting_pct",5.9,,716,,406,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB6AFL","southcentral","wasting_pct",6.6,,852,,1447,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB6AFL","southeasternb","wasting_pct",4.2,,652,,248,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB6AFL","northcentral","wasting_pct",5.5,,958,,1182,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB6AFL","southeasterna","wasting_pct",7.1,,639,,237,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB7AFL","northwestern","stunting_pct",32.8,,445,,254,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB7AFL","southcentral","stunting_pct",24.6,,719,,1173,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB7AFL","southeasternb","stunting_pct",34,,507,,157,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB7AFL","northcentral","stunting_pct",33.7,,802,,1037,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB7AFL","southeasterna","stunting_pct",33.5,,478,,194,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"LB7AFL","northwestern","wasting_pct",5,,446,,254,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB7AFL","southcentral","wasting_pct",3.8,,722,,1178,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB7AFL","southeasternb","wasting_pct",4.7,,509,,158,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB7AFL","northcentral","wasting_pct",2.2,,807,,1041,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"LB7AFL","southeasterna","wasting_pct",3.8,,479,,194,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD42FL","antananarivo","stunting_pct",58.4,,1487,,1464,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD42FL","fianarantsoa","stunting_pct",52.5,,898,,1174,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD42FL","toamasina","stunting_pct",50.9,,771,,919,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD42FL","mahajanga","stunting_pct",55.5,,569,,747,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD42FL","toliara","stunting_pct",49.7,,738,,753,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD42FL","antsiranana","stunting_pct",43.5,,438,,382,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD42FL","antananarivo","wasting_pct",11.4,,1487,,1464,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD42FL","fianarantsoa","wasting_pct",18.6,,898,,1174,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD42FL","toamasina","wasting_pct",14.2,,771,,919,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD42FL","mahajanga","wasting_pct",14.2,,569,,747,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD42FL","toliara","wasting_pct",15.3,,738,,753,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD42FL","antsiranana","wasting_pct",14.4,,438,,382,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD51FL","analamanga","stunting_pct",50,,466,,620,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","vakinankaratra","stunting_pct",57.1,,244,,534,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","itasy","stunting_pct",50,,249,,235,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","bongolava","stunting_pct",51.1,,117,,70,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","hautematsiatra","stunting_pct",63.1,,316,,357,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","amoronimania","stunting_pct",70.6,,286,,225,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","vatovavyfitovinany","stunting_pct",48.9,,275,,336,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","ihorombe","stunting_pct",49.5,,305,,138,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","atsimoatsinanana","stunting_pct",46,,298,,214,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","atsinanana","stunting_pct",51.6,,207,,273,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","analanjirofo","stunting_pct",55.7,,173,,271,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","alaotramangoro","stunting_pct",55.7,,206,,270,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","boeny","stunting_pct",44.7,,214,,182,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","sofia","stunting_pct",36.5,,276,,377,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","betsiboka","stunting_pct",18.2,,249,,82,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","melaky","stunting_pct",30.7,,196,,60,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","atsimoandrefana","stunting_pct",41.6,,258,,374,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","androy","stunting_pct",55.5,,289,,184,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","anosy","stunting_pct",57.5,,235,,170,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","menabe","stunting_pct",43.3,,177,,116,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","diana","stunting_pct",36.8,,170,,119,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD51FL","sava","stunting_pct",41.3,,181,,232,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","antananarivocapital","stunting_pct",44,,300,,215,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","analamangaexcludingcapital","stunting_pct",48.3,,217,,498,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","vakinankaratra","stunting_pct",51.9,,263,,458,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","itasy","stunting_pct",51.6,,258,,194,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","bongolava","stunting_pct",37.6,,314,,174,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","hautematsiatra","stunting_pct",49.2,,250,,317,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","amoronimania","stunting_pct",49.1,,280,,183,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","vatovavyfitovinany","stunting_pct",45.7,,261,,282,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","ihorombe","stunting_pct",32.6,,318,,128,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","atsimoatsinanana","stunting_pct",48.5,,366,,285,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","atsinanana","stunting_pct",37.6,,259,,367,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","analanjirofo","stunting_pct",36.2,,287,,360,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","alaotramangoro","stunting_pct",44.9,,250,,259,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","boeny","stunting_pct",28.8,,217,,209,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","sofia","stunting_pct",28.1,,218,,370,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","betsiboka","stunting_pct",29.6,,261,,96,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","melaky","stunting_pct",22.3,,267,,71,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","atsimoandrefana","stunting_pct",26.7,,363,,596,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","androy","stunting_pct",45.3,,429,,347,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","anosy","stunting_pct",46.8,,327,,252,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","menabe","stunting_pct",34.9,,284,,204,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","diana","stunting_pct",21.7,,203,,160,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","sava","stunting_pct",31,,210,,293,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MD81FL","antananarivocapital","wasting_pct",3.7,,300,,215,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","analamangaexcludingcapital","wasting_pct",5.1,,215,,494,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","vakinankaratra","wasting_pct",4.1,,261,,454,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","itasy","wasting_pct",3.9,,257,,193,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","bongolava","wasting_pct",7.4,,314,,174,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","hautematsiatra","wasting_pct",2.4,,256,,325,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","amoronimania","wasting_pct",2.6,,279,,182,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","vatovavyfitovinany","wasting_pct",10.2,,271,,292,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","ihorombe","wasting_pct",5.2,,318,,128,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","atsimoatsinanana","wasting_pct",12.4,,368,,285,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","atsinanana","wasting_pct",8.6,,264,,372,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","analanjirofo","wasting_pct",11.3,,288,,362,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","alaotramangoro","wasting_pct",3.7,,251,,260,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","boeny","wasting_pct",12.4,,217,,209,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","sofia","wasting_pct",9.8,,218,,368,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","betsiboka","wasting_pct",7.3,,262,,96,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","melaky","wasting_pct",5.9,,270,,72,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","atsimoandrefana","wasting_pct",6.8,,370,,606,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","androy","wasting_pct",15.2,,461,,371,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","anosy","wasting_pct",9.9,,328,,253,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","menabe","wasting_pct",6.7,,286,,205,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","diana","wasting_pct",7.8,,205,,162,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MD81FL","sava","wasting_pct",9.5,,219,,312,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML41FL","kayes","stunting_pct",42.6,,1516,,1369,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML41FL","koulikoro","stunting_pct",39.5,,1692,,1742,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML41FL","sikasso","stunting_pct",53.2,,2051,,2264,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML41FL","segou","stunting_pct",43.3,,1405,,1699,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML41FL","mopti","stunting_pct",44.1,,1349,,1399,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML41FL","bamako","stunting_pct",19.6,,1082,,1083,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML41FL","kayes","wasting_pct",11.2,,1516,,1369,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML41FL","koulikoro","wasting_pct",11.6,,1692,,1742,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML41FL","sikasso","wasting_pct",11,,2051,,2264,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML41FL","segou","wasting_pct",17.4,,1405,,1699,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML41FL","mopti","wasting_pct",13,,1349,,1399,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML41FL","bamako","wasting_pct",7.2,,1082,,1083,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML53FL","kayes","stunting_pct",30.7,,1484,,1711,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML53FL","koulikoro","stunting_pct",39.1,,1561,,2151,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML53FL","sikasso","stunting_pct",45.2,,2341,,2203,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML53FL","segou","stunting_pct",40,,1435,,2046,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML53FL","mopti","stunting_pct",40.9,,1712,,1406,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML53FL","kidal","stunting_pct",32.6,,247,,41,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML53FL","gao","stunting_pct",33.5,,773,,510,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML53FL","tombouctou","stunting_pct",43.9,,837,,565,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML53FL","bamako","stunting_pct",23.2,,1177,,1243,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML53FL","kayes","wasting_pct",15.2,,1484,,1711,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML53FL","koulikoro","wasting_pct",16.2,,1561,,2151,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML53FL","sikasso","wasting_pct",15.8,,2341,,2203,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML53FL","segou","wasting_pct",14.6,,1435,,2046,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML53FL","mopti","wasting_pct",12.7,,1712,,1406,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML53FL","kidal","wasting_pct",27.2,,247,,41,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML53FL","gao","wasting_pct",17.4,,773,,510,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML53FL","tombouctou","wasting_pct",16.5,,837,,565,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML53FL","bamako","wasting_pct",14.3,,1177,,1243,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML6AFL","kayes","stunting_pct",34.3,,755,,617,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML6AFL","koulikoro","stunting_pct",39.5,,894,,1078,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML6AFL","sikasso","stunting_pct",39.9,,872,,1158,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML6AFL","segou","stunting_pct",40.5,,881,,924,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML6AFL","mopti","stunting_pct",46.5,,738,,623,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML6AFL","bamako","stunting_pct",21.1,,663,,457,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML6AFL","kayes","wasting_pct",12.2,,755,,617,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML6AFL","koulikoro","wasting_pct",11.1,,894,,1078,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML6AFL","sikasso","wasting_pct",13.4,,872,,1158,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML6AFL","segou","wasting_pct",12.9,,881,,924,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML6AFL","mopti","wasting_pct",14.7,,738,,623,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML6AFL","bamako","wasting_pct",11.7,,663,,457,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML7AFL","kayes","stunting_pct",26.1,,1228,,1512,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML7AFL","koulikoro","stunting_pct",25.2,,1230,,1777,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML7AFL","sikasso","stunting_pct",32.3,,1557,,1772,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML7AFL","segou","stunting_pct",28.6,,1250,,1589,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML7AFL","mopti","stunting_pct",30.4,,767,,1120,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML7AFL","kidal","stunting_pct",27.3,,280,,4,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML7AFL","gao","stunting_pct",33.4,,511,,226,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML7AFL","tombouctou","stunting_pct",29.5,,1053,,408,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML7AFL","bamako","stunting_pct",15.4,,1151,,1263,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML7AFL","kayes","wasting_pct",9,,1271,,1560,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML7AFL","koulikoro","wasting_pct",7.9,,1254,,1810,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML7AFL","sikasso","wasting_pct",7.3,,1570,,1786,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML7AFL","segou","wasting_pct",10,,1233,,1567,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML7AFL","mopti","wasting_pct",10.1,,782,,1135,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML7AFL","kidal","wasting_pct",17.4,,428,,6,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML7AFL","gao","wasting_pct",10.4,,713,,306,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML7AFL","tombouctou","wasting_pct",14.7,,1073,,414,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML7AFL","bamako","wasting_pct",8.4,,1177,,1296,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML8AFL","kayes","stunting_pct",22.7,,2338,,2412,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML8AFL","koulikoro","stunting_pct",24.6,,2414,,3752,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML8AFL","sikasso","stunting_pct",30.7,,2190,,3088,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML8AFL","segou","stunting_pct",20.8,,2019,,2543,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML8AFL","mopti","stunting_pct",33.7,,1647,,1486,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML8AFL","gao","stunting_pct",40.6,,989,,435,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML8AFL","tombouctou","stunting_pct",30.1,,1662,,287,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML8AFL","bamako","stunting_pct",14.4,,1530,,1809,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"ML8AFL","kayes","wasting_pct",6.2,,2340,,2413,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML8AFL","koulikoro","wasting_pct",5.5,,2427,,3767,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML8AFL","sikasso","wasting_pct",4.5,,2205,,3107,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML8AFL","segou","wasting_pct",4.4,,2027,,2553,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML8AFL","mopti","wasting_pct",4.5,,1656,,1495,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML8AFL","gao","wasting_pct",12.1,,1085,,480,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML8AFL","tombouctou","wasting_pct",10.9,,1685,,294,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"ML8AFL","bamako","wasting_pct",4.6,,1528,,1806,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","easternbasinregion","stunting_pct",35.6,,1035,,1648,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","westernbasinregion","stunting_pct",30.7,,1108,,1329,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","assaba","stunting_pct",28,,1040,,993,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","gorgol","stunting_pct",27.3,,1110,,1063,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","brakna","stunting_pct",19.3,,1185,,1083,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","trarza","stunting_pct",23,,852,,643,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","adrar","stunting_pct",32.9,,476,,172,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","tagant","stunting_pct",37,,666,,260,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","guidimagha","stunting_pct",27.9,,1535,,1097,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","tiriszemourandinchiri","stunting_pct",22.5,,522,,178,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","westnouakchott","stunting_pct",14.5,,315,,373,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","northnouakchott","stunting_pct",18.3,,475,,1094,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","southnouakchott","stunting_pct",18.5,,415,,920,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MR71FL","easternbasinregion","wasting_pct",4,,1066,,1701,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","westernbasinregion","wasting_pct",5,,1119,,1341,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","assaba","wasting_pct",8.6,,1049,,1002,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","gorgol","wasting_pct",8.7,,1150,,1104,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","brakna","wasting_pct",9.3,,1198,,1094,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","trarza","wasting_pct",5.5,,859,,647,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","adrar","wasting_pct",3.5,,478,,173,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","tagant","wasting_pct",5.9,,665,,260,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","guidimagha","wasting_pct",11.6,,1566,,1121,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","tiriszemourandinchiri","wasting_pct",2.7,,522,,179,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","westnouakchott","wasting_pct",5.6,,319,,376,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","northnouakchott","wasting_pct",4.8,,473,,1087,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MR71FL","southnouakchott","wasting_pct",4.4,,412,,910,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MW41FL","northern","stunting_pct",45.7,,1715,,1149,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MW41FL","central","stunting_pct",60,,3575,,4216,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MW41FL","southern","stunting_pct",52,,4706,,4640,"CN_NUTS_C_HA2","DHS_published_regional",FALSE,FALSE
"MW41FL","northern","wasting_pct",5.2,,1715,,1149,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
"MW41FL","central","wasting_pct",6.2,,3575,,4216,"CN_NUTS_C_WH2","DHS_published_regional",FALSE,FALSE
