"survey","country","region","records","retained_records","previous_records","newly_excluded","newly_recovered"
"GH4BFL","GHA","GHA:GH4BFL:greateraccra",1354,0,947,947,0
"GH4BFL","GHA","GHA:GH4BFL:uppereast",1154,0,779,779,0
"GH4BFL","GHA","GHA:GH4BFL:volta",1014,0,707,707,0
"GH4BFL","GHA","GHA:GH4BFL:brongahafo",1840,0,1234,1234,0
"GH4BFL","GHA","GHA:GH4BFL:upperwest",1460,0,1011,1011,0
"GH5AFL","GHA","GHA:GH5AFL:western",1589,1589,1589,0,0
"GH5AFL","GHA","GHA:GH5AFL:central",1182,1182,1182,0,0
"GH5AFL","GHA","GHA:GH5AFL:greateraccra",1573,1573,1573,0,0
"GH5AFL","GHA","GHA:GH5AFL:volta",1398,1398,1398,0,0
"GH5AFL","GHA","GHA:GH5AFL:eastern",1477,1477,1477,0,0
"GH5AFL","GHA","GHA:GH5AFL:ashanti",2565,2565,2565,0,0
"GH5AFL","GHA","GHA:GH5AFL:brongahafo",1486,1486,1486,0,0
"GH5AFL","GHA","GHA:GH5AFL:northern",2538,2538,2538,0,0
"GH5AFL","GHA","GHA:GH5AFL:uppereast",1356,1356,1356,0,0
"GH5AFL","GHA","GHA:GH5AFL:upperwest",1608,1608,1608,0,0
"GH72FL","GHA","GHA:GH72FL:western",3295,3295,3295,0,0
"GH72FL","GHA","GHA:GH72FL:eastern",3204,3204,3204,0,0
"GH72FL","GHA","GHA:GH72FL:ashanti",3449,3449,3449,0,0
"GH72FL","GHA","GHA:GH72FL:central",3356,3356,3356,0,0
"GH72FL","GHA","GHA:GH72FL:northern",4958,4958,4958,0,0
"GH72FL","GHA","GHA:GH72FL:volta",2732,2732,2732,0,0
"GH72FL","GHA","GHA:GH72FL:brongahafo",3771,3771,3771,0,0
"GH72FL","GHA","GHA:GH72FL:uppereast",3130,3130,3130,0,0
"GH72FL","GHA","GHA:GH72FL:upperwest",2845,2845,2845,0,0
"GH72FL","GHA","GHA:GH72FL:greateraccra",2612,2612,2612,0,0
"GH8CFL","GHA","GHA:GH8CFL:western",2653,2653,2653,0,0
"GH8CFL","GHA","GHA:GH8CFL:central",2943,2943,2943,0,0
"GH8CFL","GHA","GHA:GH8CFL:greateraccra",2661,2661,2661,0,0
"GH8CFL","GHA","GHA:GH8CFL:volta",2297,2297,2297,0,0
"GH8CFL","GHA","GHA:GH8CFL:eastern",2546,2546,2546,0,0
"GH8CFL","GHA","GHA:GH8CFL:ashanti",3463,3463,3463,0,0
"GH8CFL","GHA","GHA:GH8CFL:westernnorth",2547,2547,2547,0,0
"GH8CFL","GHA","GHA:GH8CFL:ahafo",2933,2933,2933,0,0
"GH8CFL","GHA","GHA:GH8CFL:bono",2552,2552,2552,0,0
"GH8CFL","GHA","GHA:GH8CFL:bonoeast",3693,3693,3693,0,0
"GH8CFL","GHA","GHA:GH8CFL:oti",3575,3575,3575,0,0
"GH8CFL","GHA","GHA:GH8CFL:northern",5694,5694,5694,0,0
"GH8CFL","GHA","GHA:GH8CFL:savannah",4559,4559,4559,0,0
"GH8CFL","GHA","GHA:GH8CFL:northeast",4777,4777,4777,0,0
"GH8CFL","GHA","GHA:GH8CFL:uppereast",3426,3426,3426,0,0
"GH8CFL","GHA","GHA:GH8CFL:upperwest",3412,3412,3412,0,0
"GN52FL","GIN","GIN:GN52FL:boke",4665,3466,3466,0,0
"GN52FL","GIN","GIN:GN52FL:kankan",5701,4383,4383,0,0
"GN52FL","GIN","GIN:GN52FL:labe",3605,2721,2721,0,0
"GN52FL","GIN","GIN:GN52FL:faranah",4783,3686,3686,0,0
"GN52FL","GIN","GIN:GN52FL:mamou",3606,2755,2755,0,0
"GN52FL","GIN","GIN:GN52FL:nzerekore",5290,4021,4021,0,0
"GN52FL","GIN","GIN:GN52FL:conakry",3028,2379,2379,0,0
"GN52FL","GIN","GIN:GN52FL:kindia",5230,3932,3932,0,0
"GN62FL","GIN","GIN:GN62FL:conakry",4336,4336,4336,0,0
"GN62FL","GIN","GIN:GN62FL:boke",3884,3884,3884,0,0
"GN62FL","GIN","GIN:GN62FL:labe",4655,4655,4655,0,0
"GN62FL","GIN","GIN:GN62FL:faranah",6287,6287,6287,0,0
"GN62FL","GIN","GIN:GN62FL:nzerekore",5126,5126,5126,0,0
"GN62FL","GIN","GIN:GN62FL:kindia",4716,4716,4716,0,0
"GN62FL","GIN","GIN:GN62FL:mamou",4327,4327,4327,0,0
"GN62FL","GIN","GIN:GN62FL:kankan",6589,6589,6589,0,0
"GN71FL","GIN","GIN:GN71FL:mamou",4838,4838,4838,0,0
"GN71FL","GIN","GIN:GN71FL:nzerekore",5846,5846,5846,0,0
"GN71FL","GIN","GIN:GN71FL:kindia",6405,6405,6405,0,0
"GN71FL","GIN","GIN:GN71FL:conakry",4190,4190,4190,0,0
"GN71FL","GIN","GIN:GN71FL:kankan",7216,7216,7216,0,0
"GN71FL","GIN","GIN:GN71FL:boke",6680,6680,6680,0,0
"GN71FL","GIN","GIN:GN71FL:faranah",6120,6120,6120,0,0
"GN71FL","GIN","GIN:GN71FL:labe",5607,5607,5607,0,0
"GM61FL","GMB","GMB:GM61FL:basse",6493,6493,6493,0,0
"GM61FL","GMB","GMB:GM61FL:kanifing",4837,4837,4837,0,0
"GM61FL","GMB","GMB:GM61FL:kuntaur",5523,5523,5523,0,0
"GM61FL","GMB","GMB:GM61FL:mansakonko",4721,4721,4721,0,0
"GM61FL","GMB","GMB:GM61FL:brikama",7970,7970,7970,0,0
"GM61FL","GMB","GMB:GM61FL:janjanbureh",5143,5143,5143,0,0
"GM61FL","GMB","GMB:GM61FL:banjul",3245,3245,3245,0,0
"GM61FL","GMB","GMB:GM61FL:kerewan",6679,6679,6679,0,0
"GM81FL","GMB","GMB:GM81FL:banjul",2710,2710,2710,0,0
"GM81FL","GMB","GMB:GM81FL:kanifing",4647,4647,4647,0,0
"GM81FL","GMB","GMB:GM81FL:brikama",8339,8339,8339,0,0
"GM81FL","GMB","GMB:GM81FL:mansakonko",4548,4548,4548,0,0
"GM81FL","GMB","GMB:GM81FL:kerewan",6531,6531,6531,0,0
"GM81FL","GMB","GMB:GM81FL:kuntaur",6898,6898,6898,0,0
"GM81FL","GMB","GMB:GM81FL:janjanbureh",6018,6018,6018,0,0
"GM81FL","GMB","GMB:GM81FL:basse",9434,9434,9434,0,0
"KE42FL","KEN","KEN:KE42FL:eastern",2493,1621,1621,0,0
"KE42FL","KEN","KEN:KE42FL:coast",2520,1650,1650,0,0
"KE42FL","KEN","KEN:KE42FL:riftvalley",4241,2748,2748,0,0
"KE42FL","KEN","KEN:KE42FL:western",2751,1801,1801,0,0
"KE42FL","KEN","KEN:KE42FL:nairobiarea",2014,1303,1303,0,0
"KE42FL","KEN","KEN:KE42FL:nyanza",2716,1768,1768,0,0
"KE42FL","KEN","KEN:KE42FL:central",2739,1793,1793,0,0
"KE42FL","KEN","KEN:KE42FL:northeastern",1730,1116,1116,0,0
"KE52FL","KEN","KEN:KE52FL:nyanza",5869,5869,5869,0,0
"KE52FL","KEN","KEN:KE52FL:eastern",4416,4416,4416,0,0
"KE52FL","KEN","KEN:KE52FL:northeastern",3285,3285,3285,0,0
"KE52FL","KEN","KEN:KE52FL:central",2903,2903,2903,0,0
"KE52FL","KEN","KEN:KE52FL:nairobiarea",2213,2213,2213,0,0
"KE52FL","KEN","KEN:KE52FL:riftvalley",6141,6141,6141,0,0
"KE52FL","KEN","KEN:KE52FL:western",4410,4410,4410,0,0
"KE52FL","KEN","KEN:KE52FL:coast",4838,4838,4838,0,0
"KE72FL","KEN","KEN:KE72FL:nairobi",2932,2932,2932,0,0
"KE72FL","KEN","KEN:KE72FL:central",8579,8579,8579,0,0
"KE72FL","KEN","KEN:KE72FL:coast",15870,15870,15870,0,0
"KE72FL","KEN","KEN:KE72FL:eastern",18951,18951,18951,0,0
"KE72FL","KEN","KEN:KE72FL:northeastern",9842,9842,9842,0,0
"KE72FL","KEN","KEN:KE72FL:nyanza",18256,18256,18256,0,0
"KE72FL","KEN","KEN:KE72FL:riftvalley",40589,40589,40589,0,0
"KE72FL","KEN","KEN:KE72FL:western",11999,11999,11999,0,0
"KE8CFL","KEN","KEN:KE8CFL:mombasa",2108,2108,2108,0,0
"KE8CFL","KEN","KEN:KE8CFL:kwale",2514,2514,2514,0,0
"KE8CFL","KEN","KEN:KE8CFL:kilifi",2371,2371,2371,0,0
"KE8CFL","KEN","KEN:KE8CFL:tanariver",3665,3665,3665,0,0
"KE8CFL","KEN","KEN:KE8CFL:lamu",2388,2388,2388,0,0
"KE8CFL","KEN","KEN:KE8CFL:taitataveta",1523,1523,1523,0,0
"KE8CFL","KEN","KEN:KE8CFL:garissa",3533,3533,3533,0,0
"KE8CFL","KEN","KEN:KE8CFL:wajir",4311,4311,4311,0,0
"KE8CFL","KEN","KEN:KE8CFL:mandera",5403,5403,5403,0,0
"KE8CFL","KEN","KEN:KE8CFL:marsabit",3082,3082,3082,0,0
"KE8CFL","KEN","KEN:KE8CFL:isiolo",2966,2966,2966,0,0
"KE8CFL","KEN","KEN:KE8CFL:meru",1668,1668,1668,0,0
"KE8CFL","KEN","KEN:KE8CFL:tharakanithi",1439,1439,1439,0,0
"KE8CFL","KEN","KEN:KE8CFL:embu",1569,1569,1569,0,0
"KE8CFL","KEN","KEN:KE8CFL:kitui",1911,1911,1911,0,0
"KE8CFL","KEN","KEN:KE8CFL:machakos",1662,1662,1662,0,0
"KE8CFL","KEN","KEN:KE8CFL:makueni",1754,1754,1754,0,0
"KE8CFL","KEN","KEN:KE8CFL:nyandarua",1714,1714,1714,0,0
"KE8CFL","KEN","KEN:KE8CFL:nyeri",1346,1346,1346,0,0
"KE8CFL","KEN","KEN:KE8CFL:kirinyaga",1529,1529,1529,0,0
"KE8CFL","KEN","KEN:KE8CFL:muranga",1528,1528,1528,0,0
"KE8CFL","KEN","KEN:KE8CFL:kiambu",2025,2025,2025,0,0
"KE8CFL","KEN","KEN:KE8CFL:turkana",3571,3571,3571,0,0
"KE8CFL","KEN","KEN:KE8CFL:westpokot",4436,4436,4436,0,0
"KE8CFL","KEN","KEN:KE8CFL:samburu",3308,3308,3308,0,0
"KE8CFL","KEN","KEN:KE8CFL:transnzoia",2286,2286,2286,0,0
"KE8CFL","KEN","KEN:KE8CFL:uasingishu",2206,2206,2206,0,0
"KE8CFL","KEN","KEN:KE8CFL:elgeyomarakwet",2368,2368,2368,0,0
"KE8CFL","KEN","KEN:KE8CFL:nandi",2083,2083,2083,0,0
"KE8CFL","KEN","KEN:KE8CFL:baringo",2676,2676,2676,0,0
"KE8CFL","KEN","KEN:KE8CFL:laikipia",1722,1722,1722,0,0
"KE8CFL","KEN","KEN:KE8CFL:nakuru",2398,2398,2398,0,0
"KE8CFL","KEN","KEN:KE8CFL:narok",3156,3156,3156,0,0
"KE8CFL","KEN","KEN:KE8CFL:kajiado",2591,2591,2591,0,0
"KE8CFL","KEN","KEN:KE8CFL:kericho",2359,2359,2359,0,0
"KE8CFL","KEN","KEN:KE8CFL:bomet",2356,2356,2356,0,0
"KE8CFL","KEN","KEN:KE8CFL:kakamega",2256,2256,2256,0,0
"KE8CFL","KEN","KEN:KE8CFL:vihiga",1826,1826,1826,0,0
"KE8CFL","KEN","KEN:KE8CFL:bungoma",2586,2586,2586,0,0
"KE8CFL","KEN","KEN:KE8CFL:busia",2416,2416,2416,0,0
"KE8CFL","KEN","KEN:KE8CFL:siaya",2198,2198,2198,0,0
"KE8CFL","KEN","KEN:KE8CFL:kisumu",2390,2390,2390,0,0
"KE8CFL","KEN","KEN:KE8CFL:homabay",2358,2358,2358,0,0
"KE8CFL","KEN","KEN:KE8CFL:migori",2926,2926,2926,0,0
"KE8CFL","KEN","KEN:KE8CFL:kisii",1869,1869,1869,0,0
"KE8CFL","KEN","KEN:KE8CFL:nyamira",1526,1526,1526,0,0
"KE8CFL","KEN","KEN:KE8CFL:nairobi",2642,2642,2642,0,0
"LB51FL","LBR","LBR:LB51FL:southeasterna",4517,0,0,0,0
"LB51FL","LBR","LBR:LB51FL:southcentral",5039,0,0,0,0
"LB51FL","LBR","LBR:LB51FL:northwestern",4010,0,0,0,0
"LB51FL","LBR","LBR:LB51FL:monrovia",5330,0,0,0,0
"LB51FL","LBR","LBR:LB51FL:southeasternb",6255,0,0,0,0
"LB51FL","LBR","LBR:LB51FL:northcentral",6541,0,0,0,0
"LB5AFL","LBR","LBR:LB5AFL:northwestern",3087,0,0,0,0
"LB5AFL","LBR","LBR:LB5AFL:northcentral",4881,0,0,0,0
"LB5AFL","LBR","LBR:LB5AFL:southcentral",3473,0,0,0,0
"LB5AFL","LBR","LBR:LB5AFL:southeasterna",4899,0,0,0,0
"LB5AFL","LBR","LBR:LB5AFL:southeasternb",3753,0,0,0,0
"LB5AFL","LBR","LBR:LB5AFL:monrovia",2728,0,0,0,0
"LB6AFL","LBR","LBR:LB6AFL:southeasterna",7828,0,0,0,0
"LB6AFL","LBR","LBR:LB6AFL:northwestern",7772,0,0,0,0
"LB6AFL","LBR","LBR:LB6AFL:northcentral",10595,0,0,0,0
"LB6AFL","LBR","LBR:LB6AFL:southcentral",9964,0,0,0,0
"LB6AFL","LBR","LBR:LB6AFL:southeasternb",7925,0,0,0,0
"LB7AFL","LBR","LBR:LB7AFL:northwestern",5041,0,0,0,0
"LB7AFL","LBR","LBR:LB7AFL:southeasterna",4962,0,0,0,0
"LB7AFL","LBR","LBR:LB7AFL:southcentral",8263,0,0,0,0
"LB7AFL","LBR","LBR:LB7AFL:southeasternb",5856,0,0,0,0
"LB7AFL","LBR","LBR:LB7AFL:northcentral",8765,0,0,0,0
"MD42FL","MDG","MDG:MD42FL:antananarivo",7702,5536,5536,0,0
"MD42FL","MDG","MDG:MD42FL:fianarantsoa",4358,3138,3138,0,0
"MD42FL","MDG","MDG:MD42FL:toamasina",3692,2595,2595,0,0
"MD42FL","MDG","MDG:MD42FL:mahajanga",2996,2126,2126,0,0
"MD42FL","MDG","MDG:MD42FL:toliara",3567,2545,2545,0,0
"MD42FL","MDG","MDG:MD42FL:antsiranana",2179,1523,1523,0,0
"MD51FL","MDG","MDG:MD51FL:analamanga",6768,0,6768,6768,0
"MD51FL","MDG","MDG:MD51FL:vakinankaratra",3375,0,3375,3375,0
"MD51FL","MDG","MDG:MD51FL:itasy",3710,0,3710,3710,0
"MD51FL","MDG","MDG:MD51FL:bongolava",3335,0,3335,3335,0
"MD51FL","MDG","MDG:MD51FL:hautematsiatra",4026,0,4026,4026,0
"MD51FL","MDG","MDG:MD51FL:amoronimania",3768,0,3768,3768,0
"MD51FL","MDG","MDG:MD51FL:vatovavyfitovinany",3460,0,3460,3460,0
"MD51FL","MDG","MDG:MD51FL:ihorombe",3603,0,3603,3603,0
"MD51FL","MDG","MDG:MD51FL:atsimoatsinanana",3842,0,3842,3842,0
"MD51FL","MDG","MDG:MD51FL:atsinanana",2633,0,2633,2633,0
"MD51FL","MDG","MDG:MD51FL:analanjirofo",2448,0,2448,2448,0
"MD51FL","MDG","MDG:MD51FL:alaotramangoro",2940,0,2940,2940,0
"MD51FL","MDG","MDG:MD51FL:boeny",2698,0,2698,2698,0
"MD51FL","MDG","MDG:MD51FL:sofia",3264,0,3264,3264,0
"MD51FL","MDG","MDG:MD51FL:betsiboka",3328,0,3328,3328,0
"MD51FL","MDG","MDG:MD51FL:melaky",2488,0,2488,2488,0
"MD51FL","MDG","MDG:MD51FL:atsimoandrefana",3369,0,3369,3369,0
"MD51FL","MDG","MDG:MD51FL:androy",3643,0,3643,3643,0
"MD51FL","MDG","MDG:MD51FL:anosy",3339,0,3339,3339,0
"MD51FL","MDG","MDG:MD51FL:menabe",2596,0,2596,2596,0
"MD51FL","MDG","MDG:MD51FL:diana",2059,0,2059,2059,0
"MD51FL","MDG","MDG:MD51FL:sava",2437,0,2437,2437,0
"MD81FL","MDG","MDG:MD81FL:antananarivocapital",3642,3642,3642,0,0
"MD81FL","MDG","MDG:MD81FL:analamangaexcludingcapital",2496,2496,2496,0,0
"MD81FL","MDG","MDG:MD81FL:vakinankaratra",3062,3062,3062,0,0
"MD81FL","MDG","MDG:MD81FL:itasy",3106,3106,3106,0,0
"MD81FL","MDG","MDG:MD81FL:bongolava",3500,3500,3500,0,0
"MD81FL","MDG","MDG:MD81FL:hautematsiatra",2750,2750,2750,0,0
"MD81FL","MDG","MDG:MD81FL:amoronimania",3269,3269,3269,0,0
"MD81FL","MDG","MDG:MD81FL:vatovavyfitovinany",2912,2912,2912,0,0
"MD81FL","MDG","MDG:MD81FL:ihorombe",3600,3600,3600,0,0
"MD81FL","MDG","MDG:MD81FL:atsimoatsinanana",3935,3935,3935,0,0
"MD81FL","MDG","MDG:MD81FL:atsinanana",2390,2390,2390,0,0
"MD81FL","MDG","MDG:MD81FL:analanjirofo",2599,2599,2599,0,0
"MD81FL","MDG","MDG:MD81FL:alaotramangoro",2696,2696,2696,0,0
"MD81FL","MDG","MDG:MD81FL:boeny",2502,2502,2502,0,0
"MD81FL","MDG","MDG:MD81FL:sofia",2670,2670,2670,0,0
"MD81FL","MDG","MDG:MD81FL:betsiboka",2972,2972,2972,0,0
"MD81FL","MDG","MDG:MD81FL:melaky",2891,2891,2891,0,0
"MD81FL","MDG","MDG:MD81FL:atsimoandrefana",3967,3967,3967,0,0
"MD81FL","MDG","MDG:MD81FL:androy",4662,4662,4662,0,0
"MD81FL","MDG","MDG:MD81FL:anosy",3932,3932,3932,0,0
"MD81FL","MDG","MDG:MD81FL:menabe",3049,3049,3049,0,0
"MD81FL","MDG","MDG:MD81FL:diana",2549,2549,2549,0,0
"MD81FL","MDG","MDG:MD81FL:sava",2352,2352,2352,0,0
"ML41FL","MLI","MLI:ML41FL:kayes",1565,0,0,0,0
"ML41FL","MLI","MLI:ML41FL:koulikoro",1574,0,0,0,0
"ML41FL","MLI","MLI:ML41FL:sikasso",2090,0,0,0,0
"ML41FL","MLI","MLI:ML41FL:segou",1552,0,0,0,0
"ML41FL","MLI","MLI:ML41FL:mopti",1353,0,0,0,0
"ML41FL","MLI","MLI:ML41FL:bamako",853,0,0,0,0
"ML53FL","MLI","MLI:ML53FL:koulikoro",10299,9559,9559,0,0
"ML53FL","MLI","MLI:ML53FL:sikasso",15264,14028,14028,0,0
"ML53FL","MLI","MLI:ML53FL:bamako",7659,6973,6973,0,0
"ML53FL","MLI","MLI:ML53FL:mopti",12818,11466,11466,0,0
"ML53FL","MLI","MLI:ML53FL:kayes",9612,8815,8815,0,0
"ML53FL","MLI","MLI:ML53FL:segou",9439,8624,8624,0,0
"ML53FL","MLI","MLI:ML53FL:gao",5536,5176,5176,0,0
"ML53FL","MLI","MLI:ML53FL:tombouctou",5653,5202,5202,0,0
"ML53FL","MLI","MLI:ML53FL:kidal",1614,1541,1541,0,0
"ML6AFL","MLI","MLI:ML6AFL:mopti",8938,8938,8938,0,0
"ML6AFL","MLI","MLI:ML6AFL:bamako",8335,8335,8335,0,0
"ML6AFL","MLI","MLI:ML6AFL:koulikoro",10534,10534,10534,0,0
"ML6AFL","MLI","MLI:ML6AFL:sikasso",10128,10128,10128,0,0
"ML6AFL","MLI","MLI:ML6AFL:segou",11068,11068,11068,0,0
"ML6AFL","MLI","MLI:ML6AFL:kayes",9729,9729,9729,0,0
"ML7AFL","MLI","MLI:ML7AFL:kayes",7765,7765,7765,0,0
"ML7AFL","MLI","MLI:ML7AFL:koulikoro",7802,7802,7802,0,0
"ML7AFL","MLI","MLI:ML7AFL:sikasso",9037,9037,9037,0,0
"ML7AFL","MLI","MLI:ML7AFL:segou",7538,7538,7538,0,0
"ML7AFL","MLI","MLI:ML7AFL:mopti",4624,4624,4624,0,0
"ML7AFL","MLI","MLI:ML7AFL:tombouctou",6211,6211,6211,0,0
"ML7AFL","MLI","MLI:ML7AFL:gao",3867,3867,3867,0,0
"ML7AFL","MLI","MLI:ML7AFL:kidal",2490,2490,2490,0,0
"ML7AFL","MLI","MLI:ML7AFL:bamako",6881,6881,6881,0,0
"ML8AFL","MLI","MLI:ML8AFL:kayes",13848,13828,13828,0,0
"ML8AFL","MLI","MLI:ML8AFL:koulikoro",14014,14001,14001,0,0
"ML8AFL","MLI","MLI:ML8AFL:sikasso",12924,12908,12908,0,0
"ML8AFL","MLI","MLI:ML8AFL:segou",11596,11590,11590,0,0
"ML8AFL","MLI","MLI:ML8AFL:mopti",10307,10296,10296,0,0
"ML8AFL","MLI","MLI:ML8AFL:tombouctou",9911,9894,9894,0,0
"ML8AFL","MLI","MLI:ML8AFL:gao",6194,6183,6183,0,0
"ML8AFL","MLI","MLI:ML8AFL:kidal",1174,1171,1171,0,0
"ML8AFL","MLI","MLI:ML8AFL:bamako",8721,8713,8713,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:niassa",3271,2242,2242,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:cabodelgado",3154,2206,2206,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:nampula",4593,3181,3181,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:zambezia",4023,2783,2783,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:tete",4548,3172,3172,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:manica",4048,2769,2769,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:sofala",4456,3091,3091,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:inhambane",3410,2355,2355,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:gaza",3904,2750,2750,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:maputo",2943,2059,2059,0,0
"MZ41FL","MOZ","MOZ:MZ41FL:maputocity",2862,2011,2011,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:niassa",5256,5256,5256,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:cabodelgado",5232,5232,5232,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:nampula",4805,4805,4805,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:zambezia",7072,7072,7072,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:tete",5747,5747,5747,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:manica",5983,5983,5983,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:sofala",7228,7228,7228,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:inhambane",4677,4677,4677,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:gaza",5278,5278,5278,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:maputo",4607,4607,4607,0,0
"MZ62FL","MOZ","MOZ:MZ62FL:maputocity",4585,4585,4585,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:niassa",5830,5830,5830,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:cabodelgado",6855,6855,6855,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:nampula",7067,7067,7067,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:zambezia",4370,4370,4370,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:tete",5196,5196,5196,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:manica",5744,5744,5744,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:sofala",5292,5292,5292,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:inhambane",3151,3151,3151,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:gaza",3825,3825,3825,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:maputo",2901,2901,2901,0,0
"MZ81FL","MOZ","MOZ:MZ81FL:maputocity",2602,2602,2602,0,0
"MR71FL","MRT","MRT:MR71FL:easternbasinregion",6673,6673,6673,0,0
"MR71FL","MRT","MRT:MR71FL:westernbasinregion",6740,6740,6740,0,0
"MR71FL","MRT","MRT:MR71FL:assaba",6267,6267,6267,0,0
"MR71FL","MRT","MRT:MR71FL:gorgol",7065,7065,7065,0,0
"MR71FL","MRT","MRT:MR71FL:brakna",6571,6571,6571,0,0
"MR71FL","MRT","MRT:MR71FL:trarza",4871,4871,4871,0,0
"MR71FL","MRT","MRT:MR71FL:adrar",2979,2979,2979,0,0
"MR71FL","MRT","MRT:MR71FL:tiriszemourandinchiri",3126,3126,3126,0,0
"MR71FL","MRT","MRT:MR71FL:tagant",4013,4013,4013,0,0
"MR71FL","MRT","MRT:MR71FL:guidimagha",9092,9092,9092,0,0
"MR71FL","MRT","MRT:MR71FL:northnouakchott",3103,3103,3103,0,0
"MR71FL","MRT","MRT:MR71FL:westnouakchott",1983,1983,1983,0,0
"MR71FL","MRT","MRT:MR71FL:southnouakchott",2883,2883,2883,0,0
"MW41FL","MWI","MWI:MW41FL:northern",523,0,0,0,0
"MW41FL","MWI","MWI:MW41FL:central",1117,0,0,0,0
"MW41FL","MWI","MWI:MW41FL:southern",1517,0,0,0,0
"MW4EFL","MWI","MWI:MW4EFL:southern",27448,21264,21264,0,0
"MW4EFL","MWI","MWI:MW4EFL:central",20854,16201,16201,0,0
"MW4EFL","MWI","MWI:MW4EFL:northern",6991,5375,5375,0,0
"MW61FL","MWI","MWI:MW61FL:central",39385,39385,39385,0,0
"MW61FL","MWI","MWI:MW61FL:southern",54600,54600,54600,0,0
"MW61FL","MWI","MWI:MW61FL:northern",20303,20303,20303,0,0
"MW7AFL","MWI","MWI:MW7AFL:central",35371,35371,35371,0,0
"MW7AFL","MWI","MWI:MW7AFL:southern",47775,47775,47775,0,0
"MW7AFL","MWI","MWI:MW7AFL:northern",19200,19200,19200,0,0
"MW81FL","MWI","MWI:MW81FL:northern",14216,13804,13804,0,0
"MW81FL","MWI","MWI:MW81FL:central",22372,21894,21894,0,0
"MW81FL","MWI","MWI:MW81FL:southern",32760,32044,32044,0,0
"NM41FL","NAM","NAM:NM41FL:caprivi",72,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:erongo",97,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:kunene",164,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:ohangwena",130,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:kavango",118,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:omaheke",156,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:omusati",95,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:oshana",92,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:oshikoto",101,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:otjozondjupa",147,0,0,0,0
"NM41FL","NAM","NAM:NM41FL:khomas",94,0,0,0,0
"NM51FL","NAM","NAM:NM51FL:caprivi",1879,1868,1868,0,0
"NM51FL","NAM","NAM:NM51FL:erongo",1616,1602,1602,0,0
"NM51FL","NAM","NAM:NM51FL:kavango",3520,3508,3508,0,0
"NM51FL","NAM","NAM:NM51FL:khomas",2821,2808,2808,0,0
"NM51FL","NAM","NAM:NM51FL:kunene",1683,1676,1676,0,0
"NM51FL","NAM","NAM:NM51FL:ohangwena",2899,2883,2883,0,0
"NM51FL","NAM","NAM:NM51FL:omaheke",1648,1636,1636,0,0
"NM51FL","NAM","NAM:NM51FL:omusati",2409,2390,2390,0,0
"NM51FL","NAM","NAM:NM51FL:oshana",2522,2511,2511,0,0
"NM51FL","NAM","NAM:NM51FL:oshikoto",2725,2711,2711,0,0
"NM51FL","NAM","NAM:NM51FL:otjozondjupa",2596,2589,2589,0,0
"NM61FL","NAM","NAM:NM61FL:zambezi",2192,2192,2192,0,0
"NM61FL","NAM","NAM:NM61FL:khomas",2248,2248,2248,0,0
"NM61FL","NAM","NAM:NM61FL:omusati",2033,2033,2033,0,0
"NM61FL","NAM","NAM:NM61FL:oshana",1565,1565,1565,0,0
"NM61FL","NAM","NAM:NM61FL:omaheke",1963,1963,1963,0,0
"NM61FL","NAM","NAM:NM61FL:otjozondjupa",2224,2224,2224,0,0
