"iso3","country","year","series","pfpr_pct","exposure_source","status","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_deaths","map_population_coverage","any_current_pfpr_outside_observed_support","any_zero_below_observed_support","temporal_transport_from_pre2016_fit","previous_deaths","change_deaths","change_pct"
"AGO","Angola",2005,"map_full",20.1035553415068,"MAP","estimated",96551.420798192,23840.1591732386,72711.2616249534,0.246916710040636,17036.3618753842,0.998084957706995,FALSE,TRUE,FALSE,24155.6330463862,-315.473873147599,-1.3060054047923
"BDI","Burundi",2005,"map_full",32.7108667147613,"MAP","estimated",39965.5290915808,11974.4456635029,27991.0834280779,0.299619345362939,9544.83585622456,0.903118502531811,FALSE,TRUE,FALSE,12256.9763160432,-282.530652540299,-2.30505995324878
"BEN","Benin",2005,"map_full",56.789331963267,"MAP","estimated",35764.568969811,11766.3370386556,23998.2319311553,0.328994235847988,7882.71211201263,1,FALSE,TRUE,FALSE,12532.7817101421,-766.444671486501,-6.11551919767547
"BFA","Burkina Faso",2005,"map_full",53.1839944402602,"MAP","estimated",88292.8538201055,30957.9902747718,57334.8635453337,0.350628492967822,24966.6794975544,1,FALSE,TRUE,FALSE,32764.2238215029,-1806.2335467311,-5.51282263413694
"BWA","Botswana",2005,"map_full",0.0739687942020688,"MAP","estimated",2386.55814676257,2.22115698680362,2384.33698977577,0.00093069468674655,1.01106893548783,0.500006041684288,FALSE,TRUE,FALSE,2.24378125896788,-0.02262427216426,-1.00831006025369
"CAF","Central African Republic",2005,"map_full",57.137610295232,"MAP","estimated",27492.8570841914,8710.98422295491,18781.8728612365,0.316845360825151,3752.68743335549,1,FALSE,TRUE,FALSE,9210.12242676941,-499.1382038145,-5.41945243163918
"CIV","Cote d'Ivoire",2005,"map_full",62.0559536355424,"MAP","estimated",80769.9833548921,24562.2877799898,56207.6955749023,0.30410168183478,18927.1407480006,0.999044906250652,FALSE,TRUE,FALSE,26322.9912890305,-1760.7035090407,-6.68884280554555
"CMR","Cameroon",2005,"map_full",48.6084683420969,"MAP","estimated",89440.1172170792,30294.4467321469,59145.6704849322,0.338712064281173,20518.3763959582,0.994188327616715,FALSE,TRUE,FALSE,31795.3384271552,-1500.8916950083,-4.72047718078838
"COD","Democratic Republic of the Congo",2005,"map_full",64.5181086884157,"MAP","estimated",291364.155661708,98426.4878244558,192937.667837252,0.337812616658087,90901.2946546033,0.967925701459564,FALSE,TRUE,FALSE,105102.242948752,-6675.75512429619,-6.35167712600701
"COG","Congo",2005,"map_full",32.8294542135053,"MAP","estimated",10371.3261694714,2968.8920727333,7402.43409673812,0.286259637795637,1798.4947973644,0.999999884856155,FALSE,TRUE,FALSE,3040.08122640521,-71.1891536719099,-2.34168590804689
"COM","Comoros",2005,"map_full",1.49344288730066,"MAP","estimated",1294.11415854412,24.0503389540716,1270.06381959005,0.0185844029255721,6.01667570728837,0.977875023773357,FALSE,TRUE,FALSE,24.2301625876496,-0.179823633578,-0.742147861895314
"CPV","Cape Verde",2005,"map_full",,"MAP","missing_MAP_no_estimate",487.882790929842,,,,0.360636598851271,,,TRUE,FALSE,,,
"DJI","Djibouti",2005,"map_full",0.180218583070353,"MAP","estimated",1827.74449858499,3.58416391987148,1824.16033466512,0.00196097645083669,3.15105029062501,0.900748542924068,FALSE,TRUE,FALSE,3.5965993396833,-0.0124354198118199,-0.345754937855128
"ERI","Eritrea",2005,"map_full",0.264051516629705,"MAP","estimated",12881.6351925552,65.5706364159398,12816.0645561393,0.00509024168405542,20.5491549999896,0.951453885431987,FALSE,TRUE,FALSE,66.1922231062939,-0.621586690354093,-0.939063021581744
"ETH","Ethiopia",2005,"map_full",10.282958677834,"MAP","estimated",324374.02190096,40634.0323865741,283739.989514386,0.125269071020061,31593.2561718979,0.827728262514435,FALSE,TRUE,FALSE,40940.7706692935,-306.738282719401,-0.749224496033882
