"iso3","age_band","Location","pfpr_pct","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","status","map_population_coverage_within_raster","map_coverage_below_95pct","population_weight_year","log_hr_se","log_hr_zero_vs_current","hr_zero_vs_current","hr_lower_95","hr_upper_95","attributable_fraction","af_lower_95","af_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","zero_below_observed_support","current_pfpr_outside_central95","current_pfpr_outside_observed_support","negative_attributable_estimate","series","year","exposure_source","temporal_transport_from_pre2016_fit"
"COM","<1","Comoros",1.49344288730066,540.805742940209,1547.81585936025,34939.9277484944,"0-27 days mapped to model <1 completed month","estimated",0.977875023773357,FALSE,2020,0.00239211697047588,-0.00459074214962916,0.995419779200687,0.99076362835519,1.00009781189578,0.0045802207993132,-9.78118957750684e-05,0.0092363716448105,538.328733228006,2.47700971220277,-0.0528972349630262,4.99508282944362,34779.8951646943,160.032583800154,-3.41754057132416,322.718157927921,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CPV","<1","Cape Verde",,207.873047628137,911.673425628789,22801.262138881,"0-27 days mapped to model <1 completed month","missing_MAP_no_estimate",,,2020,,,,,,,,,,,,,,,,,TRUE,,,,"map_full",2005,"MAP",FALSE
"DJI","<1","Djibouti",0.180218583070353,735.613152372711,1971.41212150773,37314.0219818733,"0-27 days mapped to model <1 completed month","estimated",0.900748542924068,TRUE,2020,0.000288995067347814,-0.000553887816884837,0.999446265550655,0.998880309173202,1.00001254259377,0.000553734449345478,-1.25425937744783e-05,0.00111969082679786,735.205818028851,0.407334343860394,-0.00922649694537433,0.82365929878358,37293.3599224583,20.6620594149977,-0.468014619810591,41.7801681240372,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"ERI","<1","Eritrea",0.264051516629705,3422.87943153911,12827.7090800396,26683.4819076559,"0-27 days mapped to model <1 completed month","estimated",0.951453885431987,FALSE,2020,0.000423420434063572,-0.000811543916164642,0.999188785296536,0.998359898471981,1.00001836030315,0.00081121470346357,-1.83603031482793e-05,0.00164010152801908,3420.10274141606,2.77669012304755,-0.062845104003068,5.61386978589237,26661.8358747928,21.6460328630946,-0.489916816876188,43.7636194496159,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"ETH","<1","Ethiopia",10.282958677834,129642.565986581,231585.320424348,55980.476547058,"0-27 days mapped to model <1 completed month","estimated",0.827728262514435,TRUE,2020,0.0155711510550801,-0.0318624725459709,0.968639787483131,0.939523987164263,0.99865788496502,0.0313602125168686,0.00134211503497983,0.0604760128357366,125576.94756601,4065.61842057134,173.995236983955,7840.2654846623,54224.9169057467,1755.55964131132,75.1322392391423,3385.47601821053,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"GAB","<1","Gabon",13.5729851145187,931.823041510298,3306.57872893473,28180.8817481415,"0-27 days mapped to model <1 completed month","estimated",0.999284909726468,FALSE,2020,0.019673778639711,-0.042310967220377,0.958571649858959,0.92231213329255,0.996256662734231,0.0414283501410414,0.0037433372657687,0.0776878667074495,893.219150277119,38.6038912331788,3.48812791638743,72.3913442437823,27013.3943117962,1167.48743634529,105.490544830039,2189.31258494801,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"GHA","<1","Ghana",33.4717058296969,22482.8392052804,56211.030755955,39997.2014441285,"0-27 days mapped to model <1 completed month","estimated",0.999730304961018,FALSE,2020,0.0312356959516359,-0.105025995686654,0.900301118336295,0.846836226853115,0.957141508564883,0.0996988816637046,0.0428584914351168,0.153163773146885,20241.3252798891,2241.51392539135,963.580571516618,3443.55648373546,36009.525190471,3987.67625365752,1714.21971552182,6126.12228849875,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"GIN","<1","Guinea",42.9604000479577,13931.2991423451,28292.6346742107,49240.0206017003,"0-27 days mapped to model <1 completed month","estimated",0.996935005435981,FALSE,2020,0.0331451173466685,-0.120201656727974,0.886741601276207,0.830966259923744,0.946260643008597,0.113258398723793,0.053739356991403,0.169033740076256,12353.4625093409,1577.83663300416,748.659057964509,2354.85959815172,43663.1747152251,5576.84588647516,2646.12704537881,8323.22484373728,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"GMB","<1","The Gambia",6.80021050223797,2217.11051444337,4937.23739951562,44905.8924057588,"0-27 days mapped to model <1 completed month","estimated",0.99989435444155,FALSE,2020,0.0106377777359063,-0.0209745010570788,0.979243933936289,0.959038033427568,0.999875551049711,0.0207560660637106,0.000124448950289291,0.0409619665724325,2171.09202213504,46.018492308334,0.275917076197827,90.8172067800178,43973.822736335,932.06966942381,5.58849117170052,1839.43366362994,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"GNB","<1","Guinea-Bissau",5.47134440577292,2715.25863678013,4416.99215637666,61473.0237376628,"0-27 days mapped to model <1 completed month","estimated",0.996068689009789,FALSE,2020,0.00863473141262131,-0.0168545184289802,0.983286724327256,0.966785534996554,1.00006955755877,0.0167132756727443,-6.95575587723596e-05,0.033214465003446,2669.87777066082,45.3808661193061,-0.188866762209991,90.1858629666383,60445.6081454981,1027.41559216471,-4.27591346154714,2041.79359559061,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"GNQ","<1","Equatorial Guinea",33.9046533846217,885.990773672731,2503.70647918205,35387.1662289335,"0-27 days mapped to model <1 completed month","estimated",0.967788791016353,FALSE,2020,0.0313501405952842,-0.106075540172325,0.899356707949151,0.845758166248102,0.956351969643132,0.100643292050849,0.0436480303568683,0.154241833751898,796.821745483629,89.1690281891019,38.6717521851726,136.656841618545,31825.685323303,3561.48090563048,1544.58010580403,5458.18141043395,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"KEN","<1","Kenya",12.1603957572431,29062.0544848007,99902.815005454,29090.325916456,"0-27 days mapped to model <1 completed month","estimated",0.822215895130027,TRUE,2020,0.0179888126900953,-0.0378020530409963,0.962903525852477,0.929544938606898,0.997459253006847,0.037096474147523,0.00254074699315332,0.070455061393102,27983.9547319314,1078.09975286932,73.8393275471153,2047.56883293631,28011.1773931532,1079.14852330283,73.9111581020857,2049.56069838925,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"LBR","<1","Liberia",42.3245620053839,5342.06486386744,10181.7805228593,52466.9025410033,"0-27 days mapped to model <1 completed month","estimated",0.999979141849584,FALSE,2020,0.0330450749721865,-0.119717457121139,0.887171065175644,0.831531744184858,0.946533315642023,0.112828934824356,0.0534666843579774,0.168468255815142,4739.32537551466,602.739488352779,285.622495896242,899.968350067103,46547.1178137686,5919.78472723467,2805.23131740059,8839.00755910588,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"LSO","<1","Lesotho",,1738.91107694492,3891.18954187619,44688.4187529576,"0-27 days mapped to model <1 completed month","missing_MAP_no_estimate",0,TRUE,2020,,,,,,,,,,,,,,,,,TRUE,,,,"map_full",2005,"MAP",FALSE
"MDG","<1","Madagascar",16.612555436176,19697.5695837241,58101.4203676644,33902.0448365606,"0-27 days mapped to model <1 completed month","estimated",0.965066759112986,FALSE,2020,0.0228565947061042,-0.0521499425317329,0.949186532740383,0.907602412332081,0.992675935733476,0.0508134672596174,0.00732406426652388,0.0923975876679185,18696.6677765875,1000.9018071366,144.266265525521,1820.00791245707,32179.3643912239,1722.68044533665,248.300755149544,3132.46715990781,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"MLI","<1","Mali",38.5111391906618,26553.8042800561,49051.1556254161,54134.9208626944,"0-27 days mapped to model <1 completed month","estimated",0.977670801796849,FALSE,2020,0.032392810812913,-0.115246192542769,0.891146723220302,0.836326575409069,0.949560262290895,0.108853276779698,0.0504397377091053,0.163673424590931,23663.3356732052,2890.46860685088,1339.36692306495,4346.15208243411,48242.1573385805,5892.76352411394,2730.55120921748,8860.44788755625,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"MOZ","<1","Mozambique",44.2928156950409,28730.5107721834,67940.4113850406,42287.8080754592,"0-27 days mapped to model <1 completed month","estimated",0.999790945132115,FALSE,2020,0.0333549762257799,-0.120994421454142,0.886038902387737,0.82996630545185,0.94589976892744,0.113961097612263,0.05410023107256,0.17003369454815,25456.3502296244,3274.16054255896,1554.3272716078,4885.15489284976,37468.6430515632,4819.16502389604,2287.78018843441,7190.35224141341,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"MRT","<1","Mauritania",4.08661106779518,3610.88211577061,8931.3123157616,40429.4686839948,"0-27 days mapped to model <1 completed month","estimated",0.840119682930452,TRUE,2020,0.00649541092531197,-0.0125759749216237,0.987502772198062,0.975010557014982,1.00015504250984,0.0124972278019378,-0.000155042509835557,0.0249894429850179,3565.75609940388,45.1260163667286,-0.559840225949401,90.2339327576706,39924.2124039396,505.256280055195,-6.2682862960846,1010.30990259326,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"MWI","<1","Malawi",32.2108258478265,17870.2453831774,43988.8875021875,40624.4540335072,"0-27 days mapped to model <1 completed month","estimated",0.999764978481837,FALSE,2020,0.0308867633223188,-0.101813334867079,0.903198131533672,0.850142419671165,0.959564945743391,0.0968018684663278,0.0404350542566092,0.149857580328835,16140.3722401341,1729.87314304334,722.584341647698,2677.9917330055,36691.9309776393,3932.52305586794,1642.65200298999,6087.88238364136,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"NAM","<1","Namibia",4.5353951282014,1150.30157134225,4509.1273781305,25510.5140059089,"0-27 days mapped to model <1 completed month","estimated",0.611389973186959,TRUE,2020,0.00719378152342695,-0.0139612160455435,0.986135789766759,0.972329025858627,1.00013860534521,0.0138642102332406,-0.000138605345206599,0.0276709741413732,1134.35354852553,15.9480228167159,-0.159437946387586,31.8299650353924,25156.830876573,353.683129335949,-3.53589360018679,705.900773390644,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"NER","<1","Niger",26.7916282649868,26859.5778384676,54675.2357338674,49125.6735850341,"0-27 days mapped to model <1 completed month","estimated",0.952363358910006,FALSE,2020,0.0290932538841391,-0.0858886839363499,0.917696379883287,0.866830813355287,0.971546734005764,0.0823036201167134,0.0284532659942358,0.133169186644713,24648.9373475551,2210.64049091253,764.2427127308,3576.86813436909,45082.4528083138,4043.22077672031,1397.78585766098,6542.02599469265,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"NGA","<1","Nigeria",44.911076588637,248969.830962733,490765.146504819,50730.9520115419,"0-27 days mapped to model <1 completed month","estimated",0.999968748812492,FALSE,2020,0.0334540769153288,-0.121264425417697,0.885799700666388,0.829581090226073,0.945828104021558,0.114200299333612,0.0541718959784423,0.170418909773927,220537.40174175,28432.4292209828,13487.1677846835,42429.1671592679,44937.4621063447,5793.48990519717,2748.1918552566,8645.51353360039,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"RWA","<1","Rwanda",4.897431879853,10974.9700691889,27608.6982844226,39751.8563031318,"0-27 days mapped to model <1 completed month","estimated",0.814603360177058,TRUE,2020,0.00775378745062984,-0.0150796434017591,0.985033485061314,0.970176692550286,1.00011778693781,0.0149665149386861,-0.00011778693781217,0.0298233074497144,10810.7130156968,164.257053492148,-1.29270811702998,327.309906624834,39156.9095519305,594.946751201324,-4.6822494262953,1185.53183222517,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"SEN","<1","Senegal",5.44994687087531,14087.6688285163,33863.5812998207,41601.2373404549,"0-27 days mapped to model <1 completed month","estimated",0.99558981120801,FALSE,2020,0.00860204521250147,-0.0167883001043089,0.98335183808265,0.966911499189455,1.00007171108331,0.0166481619173496,-7.17110833108325e-05,0.0330885008105455,13853.1350368212,234.533791695139,-1.01024199301715,466.139841451058,40908.6532052489,692.584135205985,-2.98326979675508,1376.52257545934,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"SLE","<1","Sierra Leone",40.7926668056115,8908.966241986,15822.6890070573,56305.0075623203,"0-27 days mapped to model <1 completed month","estimated",0.99816935916103,FALSE,2020,0.0327979230617952,-0.118254324749308,0.888470063952298,0.833152771933884,0.947460155125119,0.111529936047702,0.0525398448748808,0.166847228066116,7915.34980676617,993.616435219832,468.075704349495,1486.43632240996,50025.3136697294,6279.69389259094,2958.2563630033,9394.33443801482,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"SOM","<1","Somalia",9.00565355096317,22712.0968753485,43905.4262858655,51729.5897037224,"0-27 days mapped to model <1 completed month","estimated",0.983183349547194,FALSE,2020,0.0138228465494473,-0.0278517523300157,0.972532531796743,0.946537649457637,0.999241314854126,0.0274674682032566,0.000758685145873628,0.0534623505423627,22088.2530765956,623.843798752919,17.2313305309697,1214.24208470198,50308.7088433679,1420.88086035451,39.2464713103515,2765.585458153,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"SSD","<1","South Sudan",35.4180105817913,8651.84324487808,26518.6406368276,32625.5156264039,"0-27 days mapped to model <1 completed month","estimated",0.998944588913762,FALSE,2020,0.0317283098893994,-0.109509588831267,0.896273570104872,0.842234267322049,0.953780134145703,0.103726429895128,0.0462198658542968,0.157765732677951,7754.41843307459,897.424811803486,399.887034170669,1364.96438854297,29241.3873669893,3384.1282594146,1507.94695567965,5147.18837679554,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"STP","<1","Sao Tome and Principe",,109.182830168766,451.170779093878,24199.8895380695,"0-27 days mapped to model <1 completed month","missing_MAP_no_estimate",,,2020,,,,,,,,,,,,,,,,,TRUE,,,,"map_full",2005,"MAP",FALSE
"SWZ","<1","Swaziland",2.77619052188256,840.184208829557,2671.82630967339,31446.0639072104,"0-27 days mapped to model <1 completed month","estimated",0.0274046526925583,TRUE,2020,0.00443384069525291,-0.00853741376389442,0.991498926462277,0.982919807485343,1.00015292569074,0.00850107353772322,-0.000152925690742656,0.017080192514657,833.041741085063,7.14246774449387,-0.128485750486332,14.3505080345836,31178.7386054633,267.32530174714,-4.80891104414785,537.10482536336,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"TCD","<1","Chad",17.2544300153994,18928.1040003328,38632.692138142,48995.0426769383,"0-27 days mapped to model <1 completed month","estimated",0.941951498070144,TRUE,2020,0.023445251445807,-0.0542544348508292,0.947191077419509,0.904650020564885,0.991732622282943,0.0528089225804906,0.00826737771705743,0.0953499794351154,17928.5312215838,999.57277874905,156.485785238497,1804.79432717746,46407.667261384,2587.37541555427,405.060524073598,4671.67631166867,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"TGO","<1","Togo",54.7789048030301,6894.94138343512,16844.4094173691,40933.1144392953,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0355499462863159,-0.118820814314128,0.887966897465152,0.828201572616941,0.952045054083202,0.112033102534848,0.0479549459167979,0.171798427383059,6122.47970845297,772.461674982152,330.646541142123,1184.54008657253,36347.2506322471,4585.86380704823,1962.94528914251,7032.24468856173,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"TZA","<1","Tanzania",21.5102815877522,46563.8184730473,125503.624613126,37101.5726570317,"0-27 days mapped to model <1 completed month","estimated",0.982661834291151,FALSE,2020,0.0265808636915931,-0.0684516372380248,0.933838622026437,0.886432649297642,0.983779842359371,0.0661613779735634,0.0162201576406292,0.113567350702358,43483.0920791596,3080.72639388767,755.272475982471,5288.12950256948,34646.8814850562,2454.6911719755,601.793357212313,4213.52731355012,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"UGA","<1","Uganda",41.7907617391782,39115.5981618639,104301.373387411,37502.4766132035,"0-27 days mapped to model <1 completed month","estimated",0.972005626882908,FALSE,2020,0.0329602841395614,-0.1192560371348,0.887580518094033,0.832053785640117,0.946812801883957,0.112419481905967,0.0531871981160433,0.167946214359883,34718.2428820652,4397.35527979872,2080.4490688626,6569.31663370743,33286.4676221565,4216.00899104697,1994.65165346874,6298.39897630757,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"ZMB","<1","Zambia",20.8670520447216,14008.9637803287,38938.3538502939,35977.2881878594,"0-27 days mapped to model <1 completed month","estimated",0.999994981989078,FALSE,2020,0.0261868464135227,-0.0662873358044705,0.935861919017292,0.889039551328093,0.985150244618878,0.0641380809827082,0.0148497553811223,0.110960448671907,13110.4557269022,898.508053426549,208.029685280884,1554.44090649377,33669.7739645282,2307.51422333116,534.253928865854,3992.05603932339,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"ZWE","<1","Zimbabwe",4.09485353977597,9887.37873546734,32575.2338558339,30352.4413031853,"0-27 days mapped to model <1 completed month","estimated",0.993374399109765,FALSE,2020,0.00650827664647753,-0.012601405585938,0.987477659665869,0.974961176439953,1.00015482862587,0.0125223403341315,-0.000154828625872572,0.0250388235600466,9763.56561392936,123.813121537976,-1.53084926309409,247.568331628723,29972.3577032151,380.083599970235,-4.69942677885007,759.989422407128,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"AGO","1-5","Angola",20.1035553415068,16311.3605706205,353423.597502691,4615.24377146218,"direct age match","estimated",0.998084957706995,FALSE,2020,0.0347472775503905,-0.100376962457506,0.904496392580149,0.844946787943073,0.968242895132022,0.095503607419851,0.0317571048679784,0.155053212056927,14753.5667942003,1557.79377642018,518.001588180604,2529.12884949342,4174.47134216554,440.772429296636,146.566780441609,715.608371190938,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BDI","1-5","Burundi",32.7108667147613,7598.67822594829,130763.669523546,5811.0010629367,"direct age match","estimated",0.903118502531811,TRUE,2020,0.0434420143292562,-0.157878512999664,0.853953519918509,0.784252016173151,0.929849843089478,0.146046480081491,0.070150156910522,0.215747983826849,6488.91801777667,1109.76020817162,533.048469862839,1639.39950699732,4962.32481194499,848.676250991707,407.642636372219,1253.71176334427,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BEN","1-5","Benin",56.789331963267,5044.12485996666,147281.648384077,3424.81559332683,"direct age match","estimated",1,FALSE,2020,0.051532366564769,-0.222767562434298,0.800300847658072,0.723415884998803,0.885357178413754,0.199699152341928,0.114642821586246,0.276584115001197,4036.81740112447,1007.30745884219,578.272706379905,1395.12481034941,2740.88282241205,683.932770914784,392.63052303156,947.2495899226,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BFA","1-5","Burkina Faso",53.1839944402602,12534.0701003549,276622.989626225,4531.10210300708,"direct age match","estimated",1,FALSE,2020,0.0502138720184034,-0.21788310176659,0.804219448004611,0.728839095421056,0.887396031047426,0.195780551995389,0.112603968952574,0.271160904578944,10080.1429373585,2453.92716299638,1411.38604042975,3398.74978646813,3644.00043213289,887.101670874193,510.220080527951,1228.65774499095,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BWA","1-5","Botswana",0.0739687942020688,904.264324432211,19294.1018336607,4686.73966908695,"direct age match","estimated",0.500006041684288,TRUE,2020,0.00015669631667351,-0.000374284789101818,0.999625785246712,0.999318822536996,0.999932842246761,0.000374214753288249,6.71577532388445e-05,0.00068117746300389,903.925935381136,0.338389051074765,0.0607283603629089,0.61596447840166,4684.98582195796,1.75384712899362,0.314750906191245,3.19250143754834,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CAF","1-5","Central African Republic",57.137610295232,5848.93269870296,79104.2126985126,7393.95855059554,"direct age match","estimated",1,FALSE,2020,0.0516673862298297,-0.223142532972464,0.800000814673812,0.722953329572018,0.885259500578879,0.199999185326188,0.114740499421121,0.277046670427982,4679.15092393466,1169.7817747683,671.109458929702,1620.42732973301,5915.17286414083,1478.78568645471,848.386496794399,2048.471597725,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CIV","1-5","Cote d'Ivoire",62.0559536355424,14749.1021159205,299236.64535734,4928.90905734743,"direct age match","estimated",0.999044906250652,FALSE,2020,0.0537497262502226,-0.226644896958047,0.7972038215352,0.717491369201272,0.885772234135469,0.2027961784648,0.114227765864531,0.282508630798728,11758.0405710247,2991.06154489577,1684.75698320943,4166.74864427932,3929.34513651683,999.563920830597,563.018269770248,1392.45934912267,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CMR","1-5","Cameroon",48.6084683420969,12723.5630944985,315284.592740465,4035.58035738596,"direct age match","estimated",0.994188327616715,FALSE,2020,0.0487605822758508,-0.20911178876882,0.811304535838697,0.737357426077785,0.892667553880452,0.188695464161303,0.107332446119548,0.262642573922215,10322.6844505965,2400.87864390203,1365.65115028892,3341.74936060079,3274.08464868878,761.495708697183,433.148711270233,1059.91521233378,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COD","1-5","Democratic Republic of the Congo",64.5181086884157,50833.2594687616,1014929.17090049,5008.55241195403,"direct age match","estimated",0.967925701459564,FALSE,2020,0.0549850232504052,-0.227226883148669,0.796739994903395,0.715339854155834,0.887402841867069,0.203260005096605,0.112597158132931,0.284660145844166,40500.8908900641,10332.3685786975,5723.68055481645,14470.203054112,3990.51402317364,1018.03838878039,563.94876794586,1425.73526005498,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COG","1-5","Congo",32.8294542135053,1842.46203709811,55958.7861071369,3292.53396163846,"direct age match","estimated",0.999999884856155,FALSE,2020,0.0434991899322791,-0.158367004600353,0.853536472666984,0.783781170488513,0.929499887983687,0.146463527333016,0.0705001120163129,0.216218829511487,1572.60854816755,269.853488930564,129.893780001221,398.374985080703,2810.29782375314,482.23613788532,232.124013113026,711.907839312286,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
