"country","est","lo","hi","pct","pct_lo","pct_hi"
"Angola",0.0191235496171181,-0.0668175645982032,0.10506466383244,1.93075758988421,-6.46341703870633,11.0782435482721
"Mali",0.0259136730200687,-0.0356450116241241,0.0874723576642615,2.62523513831951,-3.50172096381803,9.14120948464197
"Mozambique",0.0326490113640836,-0.0322721016340982,0.0975701243622655,3.31878384030464,-3.17569142938985,10.2488750173197
"Uganda",0.0376592424868894,-0.0254117023525719,0.100730187326351,3.83773377064356,-2.50915427113352,10.5978194569142
"Tanzania",0.0524570298838882,-0.0510241519644824,0.155938211732259,5.38572767360395,-4.97442802871174,16.875398557461
"Ghana",0.0653779345230173,-0.0168571033481698,0.147612972394205,6.75624168442239,-1.67158173861818,15.9064219693535
"Malawi",0.0655358140821604,-0.0450132340989785,0.176084862263299,6.77309764336598,-4.40151698484809,19.2539255937026
"Mauritania",0.0792078210311407,-0.0326198914583973,0.191035533520679,8.2429250260027,-3.20936008350847,21.0502464731462
"Benin",0.081473321779755,0.0153201633771319,0.147626480182378,8.48842744163121,1.54381186750832,15.9079876193236
"Rwanda",0.0822479821940063,-0.0296805500242344,0.194176514412247,8.57250169206705,-2.92444081278928,21.4310607363147
"Gambia",0.0822554590411313,-0.0296117821830648,0.194122700265327,8.57331347509895,-2.91776490661243,21.4245262031984
"Guinea",0.082762261213489,0.0164685473118473,0.149055975115131,8.62835261202724,1.66049013262652,16.0737959831638
"Cameroon",0.0830526745990141,-0.0116336744372381,0.177739023635266,8.65990432097086,-1.15662649068559,19.4513540751411
"Burkina Faso",0.0880948201965436,0.042466288168256,0.133723352224831,9.20916694656682,4.33808815000547,14.3076546315122
"Liberia",0.0922846012195168,0.000407541947993903,0.18416166049104,9.66768932520279,0.0407625004496204,20.2210157272156
"Madagascar",0.100298817754891,-0.00261730857946439,0.203214944089246,10.5501212114561,-0.261388641363669,22.5335818635237
"Burundi",0.108399825523523,0.034580015868201,0.182219635178845,11.4493259167452,3.51848562773205,19.9877700294466
"Cote d'Ivoire",0.108430177792016,0.0314655419940854,0.185394813589946,11.4527087079462,3.19658154988103,20.3693580909379
"Togo",0.110659416184166,0.0373008127329506,0.184018019635382,11.7014405033348,3.80052190659661,20.203748317831
"Nigeria",0.119600723960942,0.0687576142441273,0.170443833677756,12.7046758964004,7.11765397442761,18.5831046294676
"Congo Democratic Republic",0.135335406648557,0.0679989658116612,0.202671847485453,14.4920733984334,7.03642015200265,22.4670523589723
"Senegal",0.148966411061519,0.0449765945291651,0.252956227593872,16.0634004090192,4.60033774206625,28.7826904318581
