"outcome","pct","lo","hi","p"
"All under-5",5.75873094750552,2.51877570991286,9.10108020871887,0.000420285323142983
"1mo-5y (post-neonatal)",8.5346577775754,4.31796174378207,12.9217992950054,5.10109312075004e-05
"Neonatal (control)",0.500946360921661,-2.18651159729593,3.26224311576258,0.71784417921573
