"outcome","pct","lo","hi","p"
"All under-5",6.61726179498949,3.98318398653315,9.31806544925089,5.16072780261299e-07
"1mo-5y (post-neonatal)",8.67771644424782,5.40499815298494,12.0520493192747,9.59288890475685e-08
"Neonatal (control)",1.12140951865387,-1.06658869306823,3.35779720882674,0.317699128542161
