"svkey","regkey","region","rdt","mic","pct_urban","stunting","survey","cc","country","iso3","year","u5mr","m1mo5y","exposure","log_gdp","dtp3","mic_eq","pfpr2_10","pfpr10","year_c"
"CD61FL","orientale","orientale",49.1830275298877,37.9938465251733,19.698000158797,42.9662227093387,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,109.01,79.74,1499,6.13203124151836,71,37.9938465251733,39.6754498249221,3.96754498249221,-3
"CD61FL","sudkivu","sud-kivu",11.8857005775743,9.97405569498996,12.537520202711,52.6705658851764,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,122.64,82.96,1398,6.13203124151836,71,9.97405569498996,10.4155062587664,1.04155062587664,-3
"CD81FL","basuele","bas-uele",60.9751737594106,NA,37.2145335409108,47.1958206256341,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,58.21,44.43,281,6.49256107491737,60,45.4125981647651,47.4225545631897,4.74225545631897,7
"CD81FL","equateur","equateur",21.505889559244,NA,35.0748599375883,34.7733100076582,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,61.01,36.02,638,6.49256107491737,60,16.016982986933,16.7258928211874,1.67258928211874,7
"CD81FL","hautkatanga","haut-katanga",20.6728130035773,NA,63.5925657503205,44.4190739444108,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,108.31,85.95,1369,6.49256107491737,60,15.3965309483336,16.077979646355,1.6077979646355,7
"CD81FL","hautlomami","haut lomami",43.7494008532728,NA,17.8622037143517,45.6902267652139,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,121.24,87.09,721,6.49256107491737,60,32.5833259407855,34.0254602185695,3.40254602185695,7
"CD81FL","hautuele","haut uele",19.9928519438478,NA,34.9487910240358,34.0423417862433,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,49.3,31.31,398,6.49256107491737,60,14.8901150339646,15.5491498215627,1.55491498215627,7
"CD81FL","ituri","ituri",33.6751187803857,NA,15.0245310644223,51.0693988727264,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,101.15,73.38,935,6.49256107491737,60,25.0802833848156,26.1903338576099,2.61903338576098,7
"CD81FL","kasai","kasaï",37.3692411071527,NA,16.9376641051976,42.1699260668582,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,94.25,76.08,846,6.49256107491737,60,27.831562019279,29.0633837696188,2.90633837696188,7
"CD81FL","kasaicentral","kasaï central",58.2184640193584,NA,22.1041052585544,52.0286131808986,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,143.81,120.3,927,6.49256107491737,60,43.3594781166641,45.2785636566886,4.52785636566886,7
"CD81FL","kasaioriental","kasaï oriental",43.5559866390279,NA,68.272543318858,46.5158572733957,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,103.83,85.84,670,6.49256107491737,60,32.4392764621319,33.8750351264735,3.38750351264735,7
"CD81FL","kinshasa","kinshasa",5.11181993165677,NA,100,14.1712714922239,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,64.14,40.06,1900,6.49256107491737,60,3.8071400232974,3.97564360509559,0.397564360509559,7
"CD81FL","kongocentral","kongo central",50.748839478692,NA,23.4562879618618,45.3837363932908,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,68.09,62.77,1016,6.49256107491737,60,37.7963113917051,39.4691718090496,3.94691718090496,7
"CD81FL","kwango","kwango",50.1420262175401,NA,16.911142318195,59.3426061782451,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,71.18,49.91,685,6.49256107491737,60,37.344373904844,38.9972316207331,3.89972316207331,7
"CD81FL","kwilu","kwilu",29.5857478802831,NA,19.0134655467915,46.1972391054176,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,69.93,50.39,1280,6.49256107491737,60,22.0346347054729,23.0098851162185,2.30098851162185,7
"CD81FL","lomami","lomami",51.4963082984872,NA,42.087657256026,40.5452636063754,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,100.63,79.22,687,6.49256107491737,60,38.3530051911846,40.0505048123942,4.00505048123942,7
"CD81FL","lualaba","lualaba",49.9916801795289,NA,25.9742268020521,50.9186347811718,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,144.93,112.39,1029,6.49256107491737,60,37.2324003951529,38.8803021763157,3.88803021763157,7
"CD81FL","maindombe","mai-ndombe",15.3455540962753,NA,32.9080637347641,38.6988687065708,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,54.77,44.92,325,6.49256107491737,60,11.4289380222104,11.9347815113144,1.19347815113144,7
"CD81FL","maniema","maniema",57.1529606874214,NA,23.2462798846374,56.8791398142654,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,130.46,95.03,788,6.49256107491737,60,42.5659211380913,44.449883937047,4.4449883937047,7
"CD81FL","mongala","mongala",11.7403593080092,NA,11.5946814988168,43.7745159184911,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,158.31,101.89,482,6.49256107491737,60,8.74389012269598,9.1308936990047,0.91308936990047,7
"CD81FL","nordkivu","nord-kivu",8.69756136743038,NA,24.8802397397864,56.0168423202229,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,46.1,22.64,1705,6.49256107491737,60,6.47769961182836,6.7644018554355,0.67644018554355,7
"CD81FL","nordubangi","nord ubangi",23.7956616485535,NA,20.88151702053,50.3619313177139,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,75.24,53.1,297,6.49256107491737,60,17.7223409772357,18.5067297610049,1.85067297610049,7
"CD81FL","sankuru","sankuru",41.9269153117557,NA,4.67462667481306,42.6767657075658,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,135.34,120.24,379,6.49256107491737,60,31.225989857012,32.6080485950416,3.26080485950416,7
"CD81FL","sudkivu","sud-kivu",22.7921401091015,NA,27.3099231871668,48.1227150685484,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,82.38,57.42,1573,6.49256107491737,60,16.974946298204,17.726255479,1.7726255479,7
"CD81FL","sudubangi","sud ubangi",25.0737085089262,NA,9.66310664988763,53.4399270524582,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,135.69,107.96,683,6.49256107491737,60,18.6741944108127,19.5007121186359,1.95007121186359,7
"CD81FL","tanganyika","tanganyika",44.8705352265289,NA,11.2595566936896,45.8338327628834,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,69.34,47.44,544,6.49256107491737,60,33.4183153576632,34.8974061714943,3.48974061714943,7
"CD81FL","tshopo","tshopo",43.6193091421699,NA,32.8836009220869,44.8817069409878,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,75.88,55.66,350,6.49256107491737,60,32.4864372853437,33.9242832823243,3.39242832823243,7
"CD81FL","tshuapa","tshuapa",42.1975450398979,NA,4.94723297765852,44.7550590188226,"CDPR81FL","CD","Congo Democratic Republic","COD",2023,136.59,113.76,458,6.49256107491737,60,31.4275472833844,32.8185269300421,3.28185269300421,7
"CI62FL","centre","centre",44.0225076521858,18.6886636371576,32.7111574773763,30.7632947154992,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,123.72,88.85,503,7.34403795563529,82,18.6886636371576,19.5158217512832,1.95158217512832,-4
"CI62FL","centreest","centre-est",59.6935512302499,16.9443055586976,38.3137167980203,23.976336217253,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,134.86,100.04,170,7.34403795563529,82,16.9443055586976,17.6942585838692,1.76942585838692,-4
"CI62FL","centrenord","centre-nord",42.5026475428977,13.4227162455914,52.3464042784015,28.3297602715706,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,78.61,59.6,549,7.34403795563529,82,13.4227162455914,14.0168041307236,1.40168041307236,-4
"CI62FL","centreouest","centre-ouest",39.6124225957236,24.1614757064049,34.5950763332103,29.5601350359623,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,64.25,38.18,1103,7.34403795563529,82,24.1614757064049,25.2308598564875,2.52308598564875,-4
"CI62FL","nord","nord",40.6626269160654,14.1986106905095,31.7020549069172,39.2988852599727,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,189.13,125.62,476,7.34403795563529,82,14.1986106905095,14.8270395749919,1.48270395749919,-4
"CI62FL","nordest","nord-est",53.0778885746089,19.7140146870004,12.0675141069702,38.8252014735487,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,127.83,85.64,325,7.34403795563529,82,19.7140146870004,20.586554721266,2.0586554721266,-4
"CI62FL","nordouest","nord-ouest",44.9790235217866,11.5478520742298,16.6469058054551,31.5914205873723,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,174.42,115.66,422,7.34403795563529,82,11.5478520742298,12.0589586856694,1.20589586856694,-4
"CI62FL","ouest","ouest",50.6220450810964,24.8380672182035,22.0402875571793,34.0777115196542,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,122.85,77.56,961,7.34403795563529,82,24.8380672182035,25.9373972311791,2.59373972311791,-4
"CI62FL","sudouest","sud-ouest",45.9720146236097,17.3272168016859,22.5309808535733,28.9618099389955,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,73.89,53.32,629,7.34403795563529,82,17.3272168016859,18.0941174346574,1.80941174346574,-4
"CI62FL","sudsansabidjan","sud sans abidjan",40.0567729516603,18.6278760795436,40.9462406486116,29.211739687211,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,98.04,67.27,964,7.34403795563529,82,18.6278760795436,19.4523437433248,1.94523437433248,-4
"CI62FL","villedabidjan","ville d'abidjan",12.5211574022381,4.72298824330853,100,17.7037445677815,"CIPR62FL","CI","Cote d'Ivoire","CIV",2012,106.15,55.09,1052,7.34403795563529,82,4.72298824330853,4.93202716252823,0.493202716252823,-4
"CI81FL","abidjan","abidjan",10.6018037541439,1.03212728523666,96.3777836319364,13.2114695133095,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,59.47,24.49,1840,7.80628166562701,73,1.03212728523666,1.07780912077982,0.107780912077982,5
"CI81FL","bassassandra","bas sassandra",42.0389454279668,36.1932153990712,33.4836726573891,20.2548653623634,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,64.17,34.89,909,7.80628166562701,73,36.1932153990712,37.7951229712164,3.77951229712164,5
"CI81FL","comoe","comoe",27.2647221790301,12.6381073699191,43.6313375809041,13.7053132390918,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,36.4,15.05,385,7.80628166562701,73,12.6381073699191,13.1974685559931,1.31974685559931,5
"CI81FL","denguele","denguele",37.3485046575618,30.0644418353157,37.0417753253834,28.5756425637307,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,129.72,89.32,176,7.80628166562701,73,30.0644418353157,31.3950905908155,3.13950905908155,5
"CI81FL","gohdjiboua","goh-djiboua",33.19156397333,21.284534906309,47.7057252572363,25.8238764326434,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,74.74,50.22,667,7.80628166562701,73,21.284534906309,22.226585985774,2.2226585985774,5
"CI81FL","lacs","lacs",51.6289619182547,31.9033896695337,36.3572617792615,24.5030083655586,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,73.12,43.05,412,7.80628166562701,73,31.9033896695337,33.3154300457539,3.33154300457539,5
"CI81FL","lagunes","lagunes",39.9383426456811,27.6311227983962,48.4701803591624,18.7956949769498,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,44.75,27.68,600,7.80628166562701,73,27.6311227983962,28.8540731317551,2.88540731317551,5
"CI81FL","montagnes","montagnes",52.3313560110713,37.9046589279153,41.0618239633915,30.2511468063554,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,104.34,73.17,969,7.80628166562701,73,37.9046589279153,39.5823147948148,3.95823147948148,5
"CI81FL","sassandramarahoue","sassandra-marahoue",47.8182216271932,41.3107442521857,45.0885870070729,28.9652456643627,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,85.19,57.87,1069,7.80628166562701,73,41.3107442521857,43.1391530657952,4.31391530657952,5
"CI81FL","savanes","savanes",30.6192292068104,20.4292537292479,47.9376448223572,28.8908479630491,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,87.75,46.11,747,7.80628166562701,73,20.4292537292479,21.333450161682,2.1333450161682,5
"CI81FL","valleedubandama","vallee du bandama",23.5490114478752,18.7521017623372,58.0107658642274,23.3659180823244,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,67.52,36.51,575,7.80628166562701,73,18.7521017623372,19.5820676406243,1.95820676406243,5
"CI81FL","woroba","woroba",53.3704855326941,39.8730502648034,26.7339932914517,30.4125630399107,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,128.44,85.4,514,7.80628166562701,73,39.8730502648034,41.6378269070399,4.16378269070399,5
"CI81FL","yamoussoukro","yamoussoukro",20.7893283252215,8.72865419152907,71.7791977821614,15.642823217253,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,54.21,31.11,111,7.80628166562701,73,8.72865419152907,9.11498342726774,0.911498342726774,5
"CI81FL","zanzan","zanzan",75.0889490399456,44.527212186404,26.5793241963616,30.7318776079036,"CIPR81FL","CI","Cote d'Ivoire","CIV",2021,51.79,42.4,466,7.80628166562701,73,44.527212186404,46.4979815027369,4.64979815027369,5
"CM71FL","adamawa","adamawa",31.2984546649728,NA,41.7177086879937,33.8032658255055,"CMPR71FL","CM","Cameroon","CMR",2018,92.97,57.49,462,7.38442192091887,68,23.3102106520716,24.3419179082556,2.43419179082556,2
"CM71FL","centrewithoutyaoundecentresansyaounde","centre (without yaounde)|centre (sans yaoundé)",46.7314384582873,NA,29.0217250492129,26.5577263790153,"CMPR71FL","CM","Cameroon","CMR",2018,85.04,64.1,985,7.38442192091887,68,34.8042638589467,36.3446965948571,3.63446965948571,2
"CM71FL","douala","douala",8.88105888380902,NA,100,8.68250110378964,"CMPR71FL","CM","Cameroon","CMR",2018,47.26,22.91,835,7.38442192091887,68,6.61436341222055,6.90711437999528,0.690711437999528,2
"CM71FL","east","east",35.128601043411,NA,43.715539001376,37.0197340692448,"CMPR71FL","CM","Cameroon","CMR",2018,124.6,80.59,657,7.38442192091887,68,26.1627961827425,27.3207585481063,2.73207585481063,2
"CM71FL","farnorth","far-north",21.8175590088743,NA,28.7646076798472,37.28549488461,"CMPR71FL","CM","Cameroon","CMR",2018,76.6,52.03,1901,7.38442192091887,68,16.2491056461015,16.96828920269,1.696828920269,2
"CM71FL","littoralwithoutdouala","littoral (without douala)",20.41408912479,NA,70.2566261575451,19.0188151244862,"CMPR71FL","CM","Cameroon","CMR",2018,38.21,31.02,320,7.38442192091887,68,15.2038406644263,15.8767609125306,1.58767609125306,2
"CM71FL","north","north",26.0158195119083,NA,23.347149618926,41.2862934116992,"CMPR71FL","CM","Cameroon","CMR",2018,107.13,77.02,1544,7.38442192091887,68,19.3758522457512,20.2334252490614,2.02334252490614,2
"CM71FL","northwest","north-west",9.50889881000692,NA,39.0080515177197,26.93283495301,"CMPR71FL","CM","Cameroon","CMR",2018,44.56,26.72,563,7.38442192091887,68,7.08196096910034,7.39540775123759,0.739540775123759,2
"CM71FL","south","south",32.5162626878671,NA,39.2219940790751,25.3446766087656,"CMPR71FL","CM","Cameroon","CMR",2018,92.45,51.7,432,7.38442192091887,68,24.2171998900807,25.2890503861566,2.52890503861566,2
"CM71FL","southwest","south-west",9.68377717706665,NA,100,28.358348171714,"CMPR71FL","CM","Cameroon","CMR",2018,48.81,35.72,119,7.38442192091887,68,7.21220546897383,7.5314168577722,0.75314168577722,2
"CM71FL","west","west",15.5936551307943,NA,49.4547372011021,24.9658589077581,"CMPR71FL","CM","Cameroon","CMR",2018,73.66,41.3,1008,7.38442192091887,68,11.6137167098338,12.1277384825087,1.21277384825087,2
"CM71FL","yaounde","yaounde",14.7341649699953,NA,100,12.3705622507677,"CMPR71FL","CM","Cameroon","CMR",2018,60.13,26.93,790,7.38442192091887,68,10.9735925594224,11.4592825104464,1.14592825104464,2
"GA71FL","hautogooue","haut-ogooué",0,NA,87.338147936279,23.3674602244278,"GAPR71FL","GA","Gabon","GAB",2020,50.1,34.68,525,8.79570385388523,63,0,0.00659713801119401,0.000659713801119401,4
"GA71FL","libreville","libreville",0,NA,100,9.3232153958847,"GAPR71FL","GA","Gabon","GAB",2020,22.12,9.52,2351,8.79570385388523,63,0,0.00659713801119401,0.000659713801119401,4
"GA71FL","moyenogooue","moyen-ogooué",0,NA,65.7117922740583,16.7528748498034,"GAPR71FL","GA","Gabon","GAB",2020,29.87,10.57,174,8.79570385388523,63,0,0.00659713801119401,0.000659713801119401,4
"GA71FL","ngounie","ngounié",0,NA,73.9135363597999,24.7948637883393,"GAPR71FL","GA","Gabon","GAB",2020,51.24,40.23,251,8.79570385388523,63,0,0.00659713801119401,0.000659713801119401,4
"GA71FL","nyanga","nyanga",0,NA,78.4312701556857,22.6227978016444,"GAPR71FL","GA","Gabon","GAB",2020,45.3,26.99,115,8.79570385388523,63,0,0.00659713801119401,0.000659713801119401,4
"GA71FL","ogooueivindo","ogooué-ivindo",0,NA,62.1181129966993,38.0998337103255,"GAPR71FL","GA","Gabon","GAB",2020,85.99,73.63,162,8.79570385388523,63,0,0.00659713801119401,0.000659713801119401,4
"GA71FL","ogoouelolo","ogooué-lolo",0,NA,59.7155960515577,27.0934141113597,"GAPR71FL","GA","Gabon","GAB",2020,68.88,52.61,151,8.79570385388523,63,0,0.00659713801119401,0.000659713801119401,4
"GA71FL","portgentil","port-gentil",0,NA,100,11.3507208635404,"GAPR71FL","GA","Gabon","GAB",2020,31.54,14.51,618,8.79570385388523,63,0,0.00659713801119401,0.000659713801119401,4
"GA71FL","woleuntem","woleu-ntem",0,NA,61.8144672283882,14.4225259116535,"GAPR71FL","GA","Gabon","GAB",2020,69.92,44.45,395,8.79570385388523,63,0,0.00659713801119401,0.000659713801119401,4
"GH72FL","ashanti","ashanti",21.6200697550263,19.313244821162,58.7071169834937,15.932409902211,"GHPR72FL","GH","Ghana","GHA",2014,72.79,30.69,1028,7.57553763980581,98,19.313244821162,20.1680468270238,2.01680468270238,-2
"GH72FL","brongahafo","brong ahafo",47.3715764043528,31.5638339067691,45.6713438276984,17.1506643682732,"GHPR72FL","GH","Ghana","GHA",2014,48.91,21.14,475,7.57553763980581,98,31.5638339067691,32.9608455837831,3.29608455837831,-2
"GH72FL","central","central",49.2966175445728,39.3773033269577,37.7367449911013,21.896364001102,"GHPR72FL","GH","Ghana","GHA",2014,62.05,36.97,599,7.57553763980581,98,39.3773033269577,41.1201382664511,4.11201382664511,-2
"GH72FL","eastern","eastern",43.2393339579045,33.6409637491754,44.0483753054601,16.9671214367333,"GHPR72FL","GH","Ghana","GHA",2014,69.68,32.9,524,7.57553763980581,98,33.6409637491754,35.1299089553382,3.51299089553382,-2
"GH72FL","greateraccra","greater accra",13.8824197304832,11.7933434143937,87.3120908347226,10.4973886897397,"GHPR72FL","GH","Ghana","GHA",2014,33.56,14.6,840,7.57553763980581,98,11.7933434143937,12.3153154444585,1.23153154444585,-2
"GH72FL","northern","northern",62.6823755189421,39.9783409609848,25.1205577838928,32.6403666128108,"GHPR72FL","GH","Ghana","GHA",2014,90.46,72.99,657,7.57553763980581,98,39.9783409609848,41.7477777573864,4.17477777573863,-2
"GH72FL","uppereast","upper east",22.441028676244,11.8555609713374,20.2328277348627,14.3935031306706,"GHPR72FL","GH","Ghana","GHA",2014,50.19,26.92,226,7.57553763980581,98,11.8555609713374,12.3802867433533,1.23802867433533,-2
"GH72FL","upperwest","upper west",64.4360088612964,38.0674504571039,17.0551837368781,22.1280037112565,"GHPR72FL","GH","Ghana","GHA",2014,78.68,49.82,154,7.57553763980581,98,38.0674504571039,39.7523114584578,3.97523114584578,-2
"GH72FL","volta","volta",38.2756798561839,25.9611770290432,36.9877690877711,19.512657813919,"GHPR72FL","GH","Ghana","GHA",2014,56.72,19.5,436,7.57553763980581,98,25.9611770290432,27.1102157537345,2.71102157537345,-2
"GH72FL","western","western",42.5099127709691,39.9326429837391,38.9722506761733,17.2272360843806,"GHPR72FL","GH","Ghana","GHA",2014,39.63,14.36,553,7.57553763980581,98,39.9326429837391,41.7000571928968,4.17000571928968,-2
"GH8CFL","ahafo","ahafo",21.3670299606417,11.7972913570995,42.3128167056193,16.4618884399923,"GHPR8CFL","GH","Ghana","GHA",2022,23.51,10.38,182,7.70970808593034,99,11.7972913570995,12.3194381226567,1.23194381226567,6
"GH8CFL","ashanti","ashanti",11.7337476137356,7.34402025111927,56.1504943087558,17.0079151801798,"GHPR8CFL","GH","Ghana","GHA",2022,44.54,21.59,1509,7.70970808593034,99,7.34402025111927,7.6690657470925,0.76690657470925,6
"GH8CFL","bono","bono",15.0392446950604,9.84704676414853,58.5369910838464,16.8630421098287,"GHPR8CFL","GH","Ghana","GHA",2022,39.94,22.52,277,7.70970808593034,99,9.84704676414853,10.282875927179,1.0282875927179,6
"GH8CFL","bonoeast","bono east",21.9587230071781,12.0387965828154,49.7484741390555,13.8118330427994,"GHPR8CFL","GH","Ghana","GHA",2022,41.69,20.66,417,7.70970808593034,99,12.0387965828154,12.5716323420285,1.25716323420285,6
"GH8CFL","central","central",16.0701115739686,9.5663746015663,52.8251060511026,16.4257334842004,"GHPR8CFL","GH","Ghana","GHA",2022,47.28,32.07,838,7.70970808593034,99,9.5663746015663,9.98978124679684,0.998978124679684,6
"GH8CFL","eastern","eastern",14.7739634188592,6.65993693501809,49.3470276448256,10.403032425329,"GHPR8CFL","GH","Ghana","GHA",2022,42.6,27.83,603,7.70970808593034,99,6.65993693501809,6.95470498169703,0.695470498169703,6
"GH8CFL","greateraccra","greater accra",3.39490756589282,2.01888727899785,90.7288614925627,11.3399048705442,"GHPR8CFL","GH","Ghana","GHA",2022,25.01,15.61,1052,7.70970808593034,99,2.01888727899785,2.10824299895459,0.210824299895459,6
"GH8CFL","northeast","north east",26.9180441436062,10.3442815897387,30.3269641883873,29.3212789492668,"GHPR8CFL","GH","Ghana","GHA",2022,29.61,21.95,244,7.70970808593034,99,10.3442815897387,10.8021183092535,1.08021183092535,6
"GH8CFL","northern","northern",18.7507833838785,10.6078940248607,43.6986334788242,29.575569175422,"GHPR8CFL","GH","Ghana","GHA",2022,37.82,23.25,909,7.70970808593034,99,10.6078940248607,11.0773982005901,1.10773982005901,6
"GH8CFL","oti","oti",22.2509772587075,14.7756888007518,29.7225797633844,19.9779374538441,"GHPR8CFL","GH","Ghana","GHA",2022,65.2,37.93,280,7.70970808593034,99,14.7756888007518,15.4296590963612,1.54296590963612,6
"GH8CFL","savannah","savannah",26.371104993165,11.9866068754228,29.1715448279643,21.3935680196761,"GHPR8CFL","GH","Ghana","GHA",2022,47.53,18.19,242,7.70970808593034,99,11.9866068754228,12.5171327241585,1.25171327241585,6
"GH8CFL","uppereast","upper east",33.4586304463295,12.1548749296488,22.2934190057627,20.9729687627419,"GHPR8CFL","GH","Ghana","GHA",2022,38.49,21.42,368,7.70970808593034,99,12.1548749296488,12.6928483032105,1.26928483032105,6
"GH8CFL","upperwest","upper west",30.1176107767303,13.4007895655663,21.1241842439787,16.4589886360534,"GHPR8CFL","GH","Ghana","GHA",2022,45.15,21.15,234,7.70970808593034,99,13.4007895655663,13.9939069783496,1.39939069783496,6
"GH8CFL","volta","volta",11.4774208424948,6.35320860492873,42.5590664030959,14.4348110762615,"GHPR8CFL","GH","Ghana","GHA",2022,24.33,14.32,333,7.70970808593034,99,6.35320860492873,6.63440089081539,0.663440089081539,6
"GH8CFL","western","western",21.9642452606891,9.42000759108831,51.3828632179357,13.1629561228243,"GHPR8CFL","GH","Ghana","GHA",2022,45.54,23.66,518,7.70970808593034,99,9.42000759108831,9.83693604918317,0.983693604918317,6
"GH8CFL","westernnorth","western north",11.4424576885313,4.41692724727878,28.5444593558074,10.640638826026,"GHPR8CFL","GH","Ghana","GHA",2022,26.13,15.9,227,7.70970808593034,99,4.41692724727878,4.61241994183534,0.461241994183534,6
"GM61FL","banjul","banjul",0,0,100,11.9606668946894,"GMPR61FL","GM","Gambia","GMB",2013,54.84,29.9,114,6.48289741087801,97,0,0.00659713801119401,0.000659713801119401,-3
"GM61FL","basse","basse",4.73758599728824,0.948382535365892,7.50910507581114,32.38655058385,"GMPR61FL","GM","Gambia","GMB",2013,79.15,55.17,1088,6.48289741087801,97,0.948382535365892,0.990357837862271,0.0990357837862271,-3
"GM61FL","brikama","brikama",2.52892135717199,1.01857294313304,68.9300096862531,17.8883389430908,"GMPR61FL","GM","Gambia","GMB",2013,58.75,34.95,2526,6.48289741087801,97,1.01857294313304,1.06365486504566,0.106365486504566,-3
"GM61FL","janjanbureh","janjanbureh",1.78707150196755,0.24144025602668,17.3001576025068,34.6515559580923,"GMPR61FL","GM","Gambia","GMB",2013,33.83,21.27,602,6.48289741087801,97,0.24144025602668,0.252126374131559,0.0252126374131559,-3
"GM61FL","kanifing","kanifing",3.20811681733184,1.13305588910833,100,22.8090559532422,"GMPR61FL","GM","Gambia","GMB",2013,53.12,23.66,1268,6.48289741087801,97,1.13305588910833,1.18320481311006,0.118320481311006,-3
"GM61FL","kerewan","kerewan",0.178083789416501,0.116148268821733,17.5524670470722,24.8982664351223,"GMPR61FL","GM","Gambia","GMB",2013,29.2,17.64,865,6.48289741087801,97,0.116148268821733,0.121288977909489,0.0121288977909489,-3
"GM61FL","kuntaur","kuntaur",0.886475718138984,0.159152806207037,4.80314743796133,29.1616123023092,"GMPR61FL","GM","Gambia","GMB",2013,47.84,22.66,489,6.48289741087801,97,0.159152806207037,0.166196891198659,0.0166196891198659,-3
"GM61FL","mansakonko","mansakonko",0.49839491560136,0,16.5155012595562,27.2376938593828,"GMPR61FL","GM","Gambia","GMB",2013,41.31,26.94,382,6.48289741087801,97,0,0.00659713801119401,0.000659713801119401,-3
"GM81FL","banjul","banjul",0,NA,100,10.4453335362693,"GMPR81FL","GM","Gambia","GMB",2020,57.56,26.49,80,6.57971658058731,85,0,0.00659713801119401,0.000659713801119401,4
"GM81FL","basse","basse",0.518287118843935,NA,34.632117809842,20.7392457761335,"GMPR81FL","GM","Gambia","GMB",2020,53.09,22.97,948,6.57971658058731,85,0.386005700531537,0.403090268668265,0.0403090268668265,4
"GM81FL","brikama","brikama",0.64648538958224,NA,93.8137123634866,17.3252024188828,"GMPR81FL","GM","Gambia","GMB",2020,46.45,27.23,3168,6.57971658058731,85,0.481484174728716,0.502794609208264,0.0502794609208264,4
"GM81FL","janjanbureh","janjanbureh",0.469032033505921,NA,14.0699714789074,19.2479847223741,"GMPR81FL","GM","Gambia","GMB",2020,66.35,26.99,491,6.57971658058731,85,0.349321895302015,0.364782842416837,0.0364782842416837,4
"GM81FL","kanifing","kanifing",0.327281734845722,NA,100,13.1790738106406,"GMPR81FL","GM","Gambia","GMB",2020,56.17,26.92,1277,6.57971658058731,85,0.243750251042493,0.254538609262451,0.0254538609262451,4
"GM81FL","kerewan","kerewan",0,NA,25.6175550660047,18.2432350575309,"GMPR81FL","GM","Gambia","GMB",2020,67.66,30.11,906,6.57971658058731,85,0,0.00659713801119401,0.000659713801119401,4
"GM81FL","kuntaur","kuntaur",0.177549049512115,NA,6.79000427726889,25.1433611531569,"GMPR81FL","GM","Gambia","GMB",2020,81.71,38.41,471,6.57971658058731,85,0.132233549212072,0.138086190969342,0.0138086190969342,4
"GM81FL","mansakonko","mansakonko",0,NA,21.2455198936604,17.0072765586887,"GMPR81FL","GM","Gambia","GMB",2020,75.09,26.24,330,6.57971658058731,85,0,0.00659713801119401,0.000659713801119401,4
"GN62FL","boke","boké",36.3756859823733,23.3414850406521,34.2435723867935,27.9930296155019,"GNPR62FL","GN","Guinea","GIN",2012,91.74,51.88,664,6.55015616128664,59,23.3414850406521,24.3745764976961,2.43745764976961,-4
