"regkey","u5mr","m1mo5y","exposure","pfpr2_10","pct_urban","svkey","iso3","year","pfpr10","log_gdp","dtp3","year_c"
"abidjan",59.47,24.49,1840,10.3671445727734,95.4663587697047,"CI81FL","CIV",2021,1.03671445727734,7.80628166562701,73,7
"bassassandra",64.17,34.89,909,35.2635461585744,29.58601047239,"CI81FL","CIV",2021,3.52635461585744,7.80628166562701,73,7
"comoe",36.4,15.05,385,18.7295015156502,39.5664633974006,"CI81FL","CIV",2021,1.87295015156502,7.80628166562701,73,7
"denguele",129.72,89.32,176,27.336849111372,31.2509792333759,"CI81FL","CIV",2021,2.7336849111372,7.80628166562701,73,7
"gohdjiboua",74.74,50.22,667,26.7656590936071,42.782360465529,"CI81FL","CIV",2021,2.67656590936071,7.80628166562701,73,7
"lacs",73.12,43.05,412,30.4186906751066,29.39793546215,"CI81FL","CIV",2021,3.04186906751066,7.80628166562701,73,7
"lagunes",44.75,27.68,600,21.7540985447661,41.4226024732045,"CI81FL","CIV",2021,2.17540985447661,7.80628166562701,73,7
"montagnes",104.34,73.17,969,38.6184765461955,34.5385818596479,"CI81FL","CIV",2021,3.86184765461955,7.80628166562701,73,7
"sassandramarahoue",85.19,57.87,1069,39.0380165237127,39.9356571742884,"CI81FL","CIV",2021,3.90380165237127,7.80628166562701,73,7
"savanes",87.75,46.11,747,18.7354237928873,42.1332580957236,"CI81FL","CIV",2021,1.87354237928873,7.80628166562701,73,7
"valleedubandama",67.52,36.51,575,24.1115928506148,51.4726108988328,"CI81FL","CIV",2021,2.41115928506148,7.80628166562701,73,7
"woroba",128.44,85.4,514,34.9420628459773,22.7662143926632,"CI81FL","CIV",2021,3.49420628459773,7.80628166562701,73,7
"yamoussoukro",54.21,31.11,111,20.0046811845883,65.1334675366883,"CI81FL","CIV",2021,2.00046811845883,7.80628166562701,73,7
"zanzan",51.79,42.4,466,34.7003873628339,22.0822571047237,"CI81FL","CIV",2021,3.47003873628339,7.80628166562701,73,7
"hhohho",112.45,91.47,735,2.23067133738375,25.5058554280566,"SZ51FL","SWZ",2006,0.223067133738375,7.99461836597433,87,-8
"lubombo",133.51,117.16,551,1.4929918551595,17.3582523908732,"SZ51FL","SWZ",2006,0.14929918551595,7.99461836597433,87,-8
"affar",212.42,183.97,127,2.64056066240725,8.73115657782762,"ET41FL","ETH",2000,0.264056066240725,4.80622519255202,30,-14
"amhara",161.87,112.51,3200,3.58290327091918,8.35657236515723,"ET41FL","ETH",2000,0.358290327091918,4.80622519255202,30,-14
"diredawa",169.63,133.2,41,3.73896395638001,60.4918296280982,"ET41FL","ETH",2000,0.373896395638001,4.80622519255202,30,-14
"gambela",201.52,147.44,28,7.50597196490875,27.3270373273868,"ET41FL","ETH",2000,0.750597196490875,4.80622519255202,30,-14
"harari",139.28,100.93,24,3.12851458350368,41.3029258954641,"ET41FL","ETH",2000,0.312851458350368,4.80622519255202,30,-14
"oromiya",174.23,121.33,4649,3.6136498877434,8.97154984847628,"ET41FL","ETH",2000,0.36136498877434,4.80622519255202,30,-14
"snnp",166.08,125.98,2583,4.2907052437018,6.10117478183822,"ET41FL","ETH",2000,0.42907052437018,4.80622519255202,30,-14
"somali",153.09,115.15,152,3.60461011199627,32.7637658157324,"ET41FL","ETH",2000,0.360461011199627,4.80622519255202,30,-14
"tigray",142.4,86.71,783,1.89140584204111,19.6638227850619,"ET41FL","ETH",2000,0.189140584204111,4.80622519255202,30,-14
"amhara",155.65,103.04,2687,5.15153649966369,5.86779510455423,"ET51FL","ETH",2005,0.515153649966369,5.06413472103846,43,-9
"diredawa",118.77,94.82,37,17.2284465311613,53.395347224222,"ET51FL","ETH",2005,1.72284465311613,5.06413472103846,43,-9
"gambela",117.17,92.78,32,12.2727317001355,11.8999761463587,"ET51FL","ETH",2005,1.22727317001355,5.06413472103846,43,-9
"harari",85.07,62.58,21,16.6733635975395,42.5832538513365,"ET51FL","ETH",2005,1.66733635975395,5.06413472103846,43,-9
"oromiya",112.33,73.76,4383,12.1989354708161,8.15034343061658,"ET51FL","ETH",2005,1.21989354708161,5.06413472103846,43,-9
"snnp",125.62,91.53,2609,14.7241388420971,4.90168856673946,"ET51FL","ETH",2005,1.47241388420971,5.06413472103846,43,-9
"somali",106.39,77.86,515,8.55061420695323,13.1919925963536,"ET51FL","ETH",2005,0.855061420695323,5.06413472103846,43,-9
"tigray",86.47,59.69,692,2.95181910215402,11.2265918719221,"ET51FL","ETH",2005,0.295181910215402,5.06413472103846,43,-9
"addisababa",41.08,19.32,228,5.65368828339818,100,"ET61FL","ETH",2011,0.565368828339818,5.83780316274917,65,-3
"affar",108.23,89.26,120,5.40193757263042,17.6992924327837,"ET61FL","ETH",2011,0.540193757263042,5.83780316274917,65,-3
"amhara",80.96,32.84,2725,12.4696259423397,13.6703325680637,"ET61FL","ETH",2011,1.24696259423397,5.83780316274917,65,-3
"benishangulgumuz",119.99,72.24,139,7.92500543220612,15.23255667207,"ET61FL","ETH",2011,0.792500543220612,5.83780316274917,65,-3
"diredawa",72.06,53.59,39,5.5104166749595,52.9537655305979,"ET61FL","ETH",2011,0.55104166749595,5.83780316274917,65,-3
"gambela",117.73,81.46,41,10.320904073758,27.1382255341727,"ET61FL","ETH",2011,1.0320904073758,5.83780316274917,65,-3
"harari",95.08,51.39,29,5.03027582949592,38.2806607625052,"ET61FL","ETH",2011,0.503027582949592,5.83780316274917,65,-3
"oromiya",89.71,55.46,4949,5.01744141116302,9.09439018299021,"ET61FL","ETH",2011,0.501744141116302,5.83780316274917,65,-3
"snnp",94.52,60.39,2650,6.79601036424856,8.98311280018885,"ET61FL","ETH",2011,0.679601036424856,5.83780316274917,65,-3
"somali",90.44,61.42,376,4.46116010910768,36.0808467856691,"ET61FL","ETH",2011,0.446116010910768,5.83780316274917,65,-3
"tigray",84.73,42.59,749,6.8487299841009,15.5677646852868,"ET61FL","ETH",2011,0.68487299841009,5.83780316274917,65,-3
"amhara",59.86,25.98,2179,1.69241594483308,11.3577248622651,"ET71FL","ETH",2016,0.169241594483308,6.46404535770189,64,2
"diredawa",73.39,43.41,48,2.3270919376738,50.2645228045551,"ET71FL","ETH",2016,0.23270919376738,6.46404535770189,64,2
"gambela",78.22,50.79,27,7.86095169217583,34.2725577067047,"ET71FL","ETH",2016,0.786095169217583,6.46404535770189,64,2
"harari",76.28,45.77,26,1.67784960277131,35.8307076724582,"ET71FL","ETH",2016,0.167784960277131,6.46404535770189,64,2
"somali",79.62,39.04,499,3.09782403792502,15.5727674675981,"ET71FL","ETH",2016,0.309782403792502,6.46404535770189,64,2
"tigray",48.9,21.44,710,2.16159129672899,16.8270141015078,"ET71FL","ETH",2016,0.216159129672899,6.46404535770189,64,2
"afar",62.23,35.03,75,1.49156591925992,28.9387340516504,"ET81FL","ETH",2019,0.149156591925992,6.67641982448821,61,5
"amhara",51.67,14.43,1016,1.76811953271727,16.2452225241158,"ET81FL","ETH",2019,0.176811953271727,6.67641982448821,61,5
"diredawa",82.84,46.1,30,1.40734301305233,53.2099009448189,"ET81FL","ETH",2019,0.140734301305233,6.67641982448821,61,5
"gambela",91.27,58.98,25,3.59053760122391,47.9331303580658,"ET81FL","ETH",2019,0.359053760122391,6.67641982448821,61,5
"harari",62.82,23.87,16,1.11018660919409,38.087706802288,"ET81FL","ETH",2019,0.111018660919409,6.67641982448821,61,5
"oromia",60.85,26.12,2285,2.16321299672897,20.5673054613704,"ET81FL","ETH",2019,0.216321299672897,6.67641982448821,61,5
"snnpr",51.47,29.83,1207,2.02588668176116,25.223509793057,"ET81FL","ETH",2019,0.202588668176116,6.67641982448821,61,5
"somali",107.9,56.21,427,1.84272552316387,34.2701799311245,"ET81FL","ETH",2019,0.184272552316387,6.67641982448821,61,5
"tigray",40.27,14.5,342,1.29148513382429,23.3883899960363,"ET81FL","ETH",2019,0.129148513382429,6.67641982448821,61,5
"addisababa",27.1,13.1,467,2.69814824795849,100,"ET8AFL","ETH",2024,0.269814824795849,7.03340312516552,73,10
"afar",77.45,51.31,177,3.27824838645967,22.9979688120047,"ET8AFL","ETH",2024,0.327824838645967,7.03340312516552,73,10
"amhara",39.41,12.45,2703,4.17181443866263,19.4420524101014,"ET8AFL","ETH",2024,0.417181443866263,7.03340312516552,73,10
"benishangulgumuz",80.73,44.51,139,4.89863139992361,33.9667260196171,"ET8AFL","ETH",2024,0.489863139992361,7.03340312516552,73,10
"centralethiopia",42.42,26.14,593,2.93974347247806,21.2949164062792,"ET8AFL","ETH",2024,0.293974347247806,7.03340312516552,73,10
"diredawa",58.54,29.67,57,3.54522943378428,44.4113830923568,"ET8AFL","ETH",2024,0.354522943378428,7.03340312516552,73,10
"gambella",41.76,29.63,57,4.45809331402019,49.5992766599756,"ET8AFL","ETH",2024,0.445809331402019,7.03340312516552,73,10
"harari",64.68,31.72,36,3.05585165171089,35.6529020118029,"ET8AFL","ETH",2024,0.305585165171089,7.03340312516552,73,10
"oromia",57.37,33.38,5287,4.06603707880888,19.0860236958723,"ET8AFL","ETH",2024,0.406603707880888,7.03340312516552,73,10
"sidama",44.66,22.46,463,3.38261225811361,20.3559750427605,"ET8AFL","ETH",2024,0.338261225811361,7.03340312516552,73,10
"somali",39.72,18.05,597,3.47714018485563,35.3383265695294,"ET8AFL","ETH",2024,0.347714018485563,7.03340312516552,73,10
"southethiopia",58.36,31.25,1079,4.53999262600146,26.4050778542957,"ET8AFL","ETH",2024,0.453999262600146,7.03340312516552,73,10
"southwestethiopia",53.2,36.19,356,7.22369656320133,19.5072416725321,"ET8AFL","ETH",2024,0.722369656320133,7.03340312516552,73,10
"tigray",65.7,21.25,723,2.2643295948425,25.3136005205149,"ET8AFL","ETH",2024,0.22643295948425,7.03340312516552,73,10
"librevilleportgentil",82.11,48.26,1924,42.0523405075073,100,"GA41FL","GAB",2000,4.20523405075073,8.28976703304946,45,-14
"estuaire",80.46,41.37,503,21.916345137288,63.3612069680951,"GA61FL","GAB",2012,2.1916345137288,9.13744337638468,82,-2
"hautogooue",62.35,45.87,477,14.7561907051035,82.5683324070049,"GA61FL","GAB",2012,1.47561907051035,9.13744337638468,82,-2
"moyenogooue",21.04,18.81,140,17.3404994086425,59.3809034882708,"GA61FL","GAB",2012,1.73404994086425,9.13744337638468,82,-2
"ngounie",70.67,49.19,314,17.9690072089522,66.3316808367843,"GA61FL","GAB",2012,1.79690072089522,9.13744337638468,82,-2
"nyanga",54.73,42.05,133,14.5101836679631,80.9281205535883,"GA61FL","GAB",2012,1.45101836679631,9.13744337638468,82,-2
"ogooueivindo",92.73,63.48,206,17.6783389349153,58.5457825177664,"GA61FL","GAB",2012,1.76783389349153,9.13744337638468,82,-2
"ogoouelolo",55.5,34.88,168,16.7098520423578,58.3998662358468,"GA61FL","GAB",2012,1.67098520423578,9.13744337638468,82,-2
"ogoouemaritime",59.67,34.94,56,12.1849594449907,73.4313681264919,"GA61FL","GAB",2012,1.21849594449907,9.13744337638468,82,-2
"woleuntem",78.09,42.18,264,21.7262702746427,52.3558429778532,"GA61FL","GAB",2012,2.17262702746427,9.13744337638468,82,-2
"estuaire",57.48,22.71,723,11.5809629691777,91.6972473130843,"GA71FL","GAB",2019,1.15809629691777,8.91478453560632,70,5
"hautogooue",50.1,34.68,525,16.1051938659937,90.3322005452984,"GA71FL","GAB",2019,1.61051938659937,8.91478453560632,70,5
"moyenogooue",29.87,10.57,174,16.2031431652534,66.2757591258193,"GA71FL","GAB",2019,1.62031431652534,8.91478453560632,70,5
"ngounie",51.24,40.23,251,24.7333359694268,75.8793588084187,"GA71FL","GAB",2019,2.47333359694268,8.91478453560632,70,5
"nyanga",45.3,26.99,115,19.5605007497982,80.673244331318,"GA71FL","GAB",2019,1.95605007497982,8.91478453560632,70,5
"ogooueivindo",85.99,73.63,162,36.9680499193114,62.9211840086851,"GA71FL","GAB",2019,3.69680499193114,8.91478453560632,70,5
"ogoouelolo",68.88,52.61,151,23.2103373837247,58.2655055318371,"GA71FL","GAB",2019,2.32103373837247,8.91478453560632,70,5
"ogoouemaritime",27.89,13.95,68,7.11138669673868,60.5887388923468,"GA71FL","GAB",2019,0.711138669673868,8.91478453560632,70,5
"portgentil",31.54,14.51,618,2.81989555805922,100,"GA71FL","GAB",2019,0.281989555805922,8.91478453560632,70,5
"woleuntem",69.92,44.45,395,44.1116755841132,59.3895561335386,"GA71FL","GAB",2019,4.41116755841132,8.91478453560632,70,5
"banjul",54.84,29.9,114,18.0556900574288,100,"GM61FL","GMB",2013,1.80556900574288,6.48289741087801,97,-1
"basse",79.15,55.17,1088,28.1708007291147,7.25912361193873,"GM61FL","GMB",2013,2.81708007291147,6.48289741087801,97,-1
"brikama",58.75,34.95,2526,18.8853341848098,67.7579217483762,"GM61FL","GMB",2013,1.88853341848098,6.48289741087801,97,-1
"janjanbureh",33.83,21.27,602,20.1625979215719,14.8522807641377,"GM61FL","GMB",2013,2.01625979215719,6.48289741087801,97,-1
"kanifing",53.12,23.66,1268,17.4920331987834,100,"GM61FL","GMB",2013,1.74920331987834,6.48289741087801,97,-1
"kerewan",29.2,17.64,865,17.4490457999502,13.7913369099793,"GM61FL","GMB",2013,1.74490457999502,6.48289741087801,97,-1
"kuntaur",47.84,22.66,489,17.9885569834809,4.23870748106085,"GM61FL","GMB",2013,1.79885569834809,6.48289741087801,97,-1
"mansakonko",41.31,26.94,382,18.4604153690541,12.6718677186649,"GM61FL","GMB",2013,1.84604153690541,6.48289741087801,97,-1
"banjul",57.56,26.49,80,3.65070302189456,100,"GM81FL","GMB",2019,0.365070302189456,6.6041968440619,88,5
"basse",53.09,22.97,948,1.99912038243342,32.9319113451365,"GM81FL","GMB",2019,0.199912038243342,6.6041968440619,88,5
"brikama",46.45,27.23,3168,3.21392171219931,94.2212614030217,"GM81FL","GMB",2019,0.321392171219931,6.6041968440619,88,5
"janjanbureh",66.35,26.99,491,2.02754888385649,12.6385326832836,"GM81FL","GMB",2019,0.202754888385649,6.6041968440619,88,5
"kanifing",56.17,26.92,1277,3.25973067500545,100,"GM81FL","GMB",2019,0.325973067500545,6.6041968440619,88,5
"kerewan",67.66,30.11,906,2.47131282256535,22.9158973771569,"GM81FL","GMB",2019,0.247131282256535,6.6041968440619,88,5
"kuntaur",81.71,38.41,471,2.06162082981977,6.48331364866827,"GM81FL","GMB",2019,0.206162082981977,6.6041968440619,88,5
"mansakonko",75.09,26.24,330,2.21978690007295,18.1584547549702,"GM81FL","GMB",2019,0.221978690007295,6.6041968440619,88,5
"ashanti",118.06,61.86,680,23.6230245420834,45.4862803577757,"GH4BFL","GHA",2003,2.36230245420834,5.88164764823244,80,-11
"brongahafo",107.5,60.98,362,61.2391963103343,33.1854616703686,"GH4BFL","GHA",2003,6.12391963103343,5.88164764823244,80,-11
"central",109.12,61.32,292,33.6207825067757,27.4957447795687,"GH4BFL","GHA",2003,3.36207825067757,5.88164764823244,80,-11
"eastern",84.2,49.13,372,37.5207553883914,29.5370726961832,"GH4BFL","GHA",2003,3.75207553883914,5.88164764823244,80,-11
"greateraccra",71.54,45.17,363,16.892345596425,82.7119475371183,"GH4BFL","GHA",2003,1.6892345596425,5.88164764823244,80,-11
"northern",138.1,104.99,479,59.3823426608425,19.1985227154136,"GH4BFL","GHA",2003,5.93823426608425,5.88164764823244,80,-11
"uppereast",72.02,40.81,217,63.5839558352681,15.5954559620574,"GH4BFL","GHA",2003,6.3583955835268,5.88164764823244,80,-11
"upperwest",183.06,141.85,122,59.9876678889359,18.3746415865127,"GH4BFL","GHA",2003,5.99876678889359,5.88164764823244,80,-11
"volta",122.7,64.37,286,41.4547760900028,22.1308161754539,"GH4BFL","GHA",2003,4.14547760900028,5.88164764823244,80,-11
"western",128.49,83.41,340,61.9162523388207,32.8113560981716,"GH4BFL","GHA",2003,6.19162523388207,5.88164764823244,80,-11
"ashanti",77.4,44.04,539,29.8951649738729,43.4320791188573,"GH5AFL","GHA",2008,2.98951649738729,7.07551939906139,93,-6
"brongahafo",66.59,45.36,252,48.7731123094402,34.6936382534773,"GH5AFL","GHA",2008,4.87731123094402,7.07551939906139,93,-6
"central",101.11,62.46,273,29.7779695573061,29.0270205548057,"GH5AFL","GHA",2008,2.97779695573061,7.07551939906139,93,-6
"eastern",74.13,52.31,250,29.0072118424282,31.7538934967765,"GH5AFL","GHA",2008,2.90072118424282,7.07551939906139,93,-6
"greateraccra",58.15,32.25,325,9.70213896024705,84.5411636851301,"GH5AFL","GHA",2008,0.970213896024705,7.07551939906139,93,-6
"northern",139.59,100.35,411,50.3761887076503,23.5881401818273,"GH5AFL","GHA",2008,5.03761887076503,7.07551939906139,93,-6
"uppereast",56.22,43.73,158,46.1808762349464,10.2129422182898,"GH5AFL","GHA",2008,4.61808762349464,7.07551939906139,93,-6
"upperwest",136.97,91.07,81,60.8811046210942,16.7828953840636,"GH5AFL","GHA",2008,6.08811046210942,7.07551939906139,93,-6
"volta",36.3,10.26,260,35.2349408035325,22.238857376276,"GH5AFL","GHA",2008,3.52349408035325,7.07551939906139,93,-6
"western",50.7,24.88,275,36.3734244583975,37.1934900155425,"GH5AFL","GHA",2008,3.63734244583975,7.07551939906139,93,-6
"ashanti",72.79,30.69,1028,22.4588110184588,54.0720883855636,"GH72FL","GHA",2014,2.24588110184588,7.57553763980581,98,0
"brongahafo",48.91,21.14,475,45.7941824334821,40.70761312757,"GH72FL","GHA",2014,4.57941824334821,7.57553763980581,98,0
"central",62.05,36.97,599,42.8675519647798,31.8695786401564,"GH72FL","GHA",2014,4.28675519647798,7.57553763980581,98,0
"eastern",69.68,32.9,524,41.3665342869292,39.8516492691373,"GH72FL","GHA",2014,4.13665342869292,7.57553763980581,98,0
"greateraccra",33.56,14.6,840,16.5874402720744,86.5920925465908,"GH72FL","GHA",2014,1.65874402720744,7.57553763980581,98,0
"northern",90.46,72.99,657,50.3283164615479,24.6261334266451,"GH72FL","GHA",2014,5.03283164615479,7.57553763980581,98,0
"uppereast",50.19,26.92,226,20.9077626082867,19.4821054922954,"GH72FL","GHA",2014,2.09077626082867,7.57553763980581,98,0
"upperwest",78.68,49.82,154,50.6082210892515,15.1075308277856,"GH72FL","GHA",2014,5.06082210892515,7.57553763980581,98,0
"volta",56.72,19.5,436,37.427173064721,33.4474852661586,"GH72FL","GHA",2014,3.7427173064721,7.57553763980581,98,0
"western",39.63,14.36,553,36.75256304376,32.2628473451561,"GH72FL","GHA",2014,3.675256304376,7.57553763980581,98,0
"ahafo",23.51,10.38,182,20.7636069783853,41.7392410552343,"GH8CFL","GHA",2022,2.07636069783853,7.70970808593034,99,8
"ashanti",44.54,21.59,1509,14.8988307944646,54.321451734842,"GH8CFL","GHA",2022,1.48988307944646,7.70970808593034,99,8
"bono",39.94,22.52,277,21.2332325271773,55.7651422143321,"GH8CFL","GHA",2022,2.12332325271773,7.70970808593034,99,8
"bonoeast",41.69,20.66,417,23.9171243365965,45.5969202235914,"GH8CFL","GHA",2022,2.39171243365965,7.70970808593034,99,8
"central",47.28,32.07,838,20.9748534355935,50.6820306349579,"GH8CFL","GHA",2022,2.09748534355935,7.70970808593034,99,8
"eastern",42.6,27.83,603,21.1921329831914,45.0403600092385,"GH8CFL","GHA",2022,2.11921329831914,7.70970808593034,99,8
"greateraccra",25.01,15.61,1052,13.4332558396436,89.7034154371196,"GH8CFL","GHA",2022,1.34332558396436,7.70970808593034,99,8
"northeast",29.61,21.95,244,20.3126641995418,25.4073419538734,"GH8CFL","GHA",2022,2.03126641995418,7.70970808593034,99,8
"northern",37.82,23.25,909,18.2931945935421,37.1270984428486,"GH8CFL","GHA",2022,1.82931945935421,7.70970808593034,99,8
"oti",65.2,37.93,280,20.3996076790661,27.5883318148628,"GH8CFL","GHA",2022,2.03996076790661,7.70970808593034,99,8
"savannah",47.53,18.19,242,21.6574706357954,27.3391830508131,"GH8CFL","GHA",2022,2.16574706357954,7.70970808593034,99,8
"uppereast",38.49,21.42,368,21.8787017080537,22.1978301002386,"GH8CFL","GHA",2022,2.18787017080537,7.70970808593034,99,8
"upperwest",45.15,21.15,234,22.1495591611844,17.5074994075406,"GH8CFL","GHA",2022,2.21495591611844,7.70970808593034,99,8
"volta",24.33,14.32,333,19.9931517027557,38.903423560343,"GH8CFL","GHA",2022,1.99931517027557,7.70970808593034,99,8
"western",45.54,23.66,518,23.3775315288042,48.3194658570844,"GH8CFL","GHA",2022,2.33775315288042,7.70970808593034,99,8
"westernnorth",26.13,15.9,227,22.3329891470085,26.5658423909845,"GH8CFL","GHA",2022,2.23329891470085,7.70970808593034,99,8
"boke",157.74,119.89,799,35.5738747246926,23.5646944803085,"GN52FL","GIN",2005,3.55738747246926,6.13811075336054,59,-9
"conakry",87.84,53.74,675,33.8781337346574,100,"GN52FL","GIN",2005,3.38781337346574,6.13811075336054,59,-9
"faranah",153.01,107.98,571,47.9411788326437,18.7661398367184,"GN52FL","GIN",2005,4.79411788326437,6.13811075336054,59,-9
"kankan",190.8,145.5,1011,44.1998073973995,10.4086533512505,"GN52FL","GIN",2005,4.41998073973995,6.13811075336054,59,-9
"kindia",183.69,138.9,982,39.4372768261014,13.0582938449342,"GN52FL","GIN",2005,3.94372768261014,6.13811075336054,59,-9
"labe",136.82,117.02,678,44.0411606510407,5.45178403102848,"GN52FL","GIN",2005,4.40411606510407,6.13811075336054,59,-9
"mamou",176.82,129.22,459,40.2611127682971,8.41802487272814,"GN52FL","GIN",2005,4.02611127682971,6.13811075336054,59,-9
"nzerekore",178.75,140.14,1539,58.7537448792505,17.373308188433,"GN52FL","GIN",2005,5.87537448792505,6.13811075336054,59,-9
"boke",91.74,51.88,664,29.9404808566518,26.8624986762507,"GN62FL","GIN",2012,2.99404808566518,6.55015616128664,59,-2
"conakry",66.88,40.6,904,15.4927597727791,100,"GN62FL","GIN",2012,1.54927597727791,6.55015616128664,59,-2
"faranah",158.17,125.22,744,68.1545536115567,16.9043067715722,"GN62FL","GIN",2012,6.81545536115567,6.55015616128664,59,-2
"kankan",196.98,150.95,1254,55.5075991836799,10.9791705665874,"GN62FL","GIN",2012,5.55075991836799,6.55015616128664,59,-2
"kindia",110.92,80.49,1058,42.0215936763154,19.1281155065253,"GN62FL","GIN",2012,4.20215936763154,6.55015616128664,59,-2
"labe",120.37,80.83,651,37.6005953314441,4.0365051871419,"GN62FL","GIN",2012,3.76005953314441,6.55015616128664,59,-2
"mamou",113.55,71.53,506,43.7095064969832,7.15339444018135,"GN62FL","GIN",2012,4.37095064969832,6.55015616128664,59,-2
"nzerekore",99.87,81.7,1216,61.5797109675483,12.846224931045,"GN62FL","GIN",2012,6.15797109675483,6.55015616128664,59,-2
"boke",126.24,87.53,837,23.9305884440971,18.6217360201916,"GN71FL","GIN",2018,2.39305884440971,6.83869842219857,51,4
"conakry",37.41,18.56,862,23.6838410344004,100,"GN71FL","GIN",2018,2.36838410344004,6.83869842219857,51,4
"faranah",135.6,89.98,800,42.236702857905,14.1176387212171,"GN71FL","GIN",2018,4.2236702857905,6.83869842219857,51,4
"kankan",132.8,96.9,1353,32.4022905659693,17.5575662644238,"GN71FL","GIN",2018,3.24022905659693,6.83869842219857,51,4
"kindia",123.84,69.84,1186,35.0657581473309,29.3860322560172,"GN71FL","GIN",2018,3.50657581473309,6.83869842219857,51,4
"labe",105.04,88.17,859,20.2374908162989,8.24995145422377,"GN71FL","GIN",2018,2.02374908162989,6.83869842219857,51,4
"mamou",99.19,79.25,623,33.0320217101747,9.95240598012736,"GN71FL","GIN",2018,3.30320217101747,6.83869842219857,51,4
"nzerekore",112.35,92.08,1193,51.9029237120455,22.6854571591181,"GN71FL","GIN",2018,5.19029237120455,6.83869842219857,51,4
"central",55.3,29.24,610,8.39605764604415,11.1043830775817,"KE42FL","KEN",2003,0.839605764604415,6.09334052763883,73,-11
"coast",107.85,54.23,479,32.5106702568965,34.3258200440098,"KE42FL","KEN",2003,3.25106702568965,6.09334052763883,73,-11
"eastern",89.69,55.58,878,9.55569183522001,4.83851286441464,"KE42FL","KEN",2003,0.955569183522001,6.09334052763883,73,-11
"northeastern",137.43,100.52,190,5.65598643254157,18.2034704991986,"KE42FL","KEN",2003,0.565598643254157,6.09334052763883,73,-11
"nyanza",216.58,190.54,922,40.7291672701298,8.73879174938617,"KE42FL","KEN",2003,4.07291672701298,6.09334052763883,73,-11
"riftvalley",79.94,38.83,1494,15.4832279952003,14.5228082003383,"KE42FL","KEN",2003,1.54832279952003,6.09334052763883,73,-11
"western",147.88,131.2,691,49.3807003449108,6.59267581378281,"KE42FL","KEN",2003,4.93807003449108,6.09334052763883,73,-11
"central",68.07,28.93,467,1.43579675145034,12.4213396484367,"KE52FL","KEN",2008,0.143579675145034,6.81951881158765,88,-6
"coast",66.54,29.99,482,3.73288417064042,41.4167592555526,"KE52FL","KEN",2008,0.373288417064042,6.81951881158765,88,-6
"eastern",52.18,17.55,926,1.51491823381324,6.02694486085261,"KE52FL","KEN",2008,0.151491823381324,6.81951881158765,88,-6
"northeastern",79.26,45.83,169,2.10419670586177,13.2754734864668,"KE52FL","KEN",2008,0.210419670586177,6.81951881158765,88,-6
"nyanza",132.79,97.58,1046,13.1935821211162,8.42979860493023,"KE52FL","KEN",2008,1.31935821211162,6.81951881158765,88,-6
"riftvalley",41.36,22.8,1669,1.67344134651558,11.1825121014037,"KE52FL","KEN",2008,0.167344134651558,6.81951881158765,88,-6
"western",95.83,68.31,676,14.0592163348865,8.67097938501622,"KE52FL","KEN",2008,1.40592163348865,6.81951881158765,88,-6
"central",42.44,16.22,1812,2.09361109108243,35.7767514506333,"KE72FL","KEN",2014,0.209361109108243,7.301698034031,92,0
"coast",54.03,32.84,2027,4.06522075387553,37.0621897185525,"KE72FL","KEN",2014,0.406522075387553,7.301698034031,92,0
"eastern",42.54,20.61,2523,1.62356164426559,21.2917260037955,"KE72FL","KEN",2014,0.162356164426559,7.301698034031,92,0
"nairobi",71.91,35.14,1809,2.51046367863506,100,"KE72FL","KEN",2014,0.251046367863506,7.301698034031,92,0
"northeastern",48.45,22.73,676,1.30099344086916,29.3198534793097,"KE72FL","KEN",2014,0.130099344086916,7.301698034031,92,0
"nyanza",69.54,49.65,2938,14.0452450641228,24.0732571387564,"KE72FL","KEN",2014,1.40452450641228,7.301698034031,92,0
"riftvalley",44.48,23.91,5584,2.15691515264983,24.0671621232046,"KE72FL","KEN",2014,0.215691515264983,7.301698034031,92,0
"western",50.83,36.86,2302,16.9323721113281,13.8112887827213,"KE72FL","KEN",2014,1.69323721113281,7.301698034031,92,0
"baringo",60.43,23.9,257,4.39757691497201,11.7647590794866,"KE8CFL","KEN",2022,0.439757691497201,7.65423604156395,94,8
"bomet",35.51,11.44,331,2.77624139783515,2.1702170109302,"KE8CFL","KEN",2022,0.277624139783515,7.65423604156395,94,8
"bungoma",54.26,28.76,593,8.09893917243702,9.85464656043707,"KE8CFL","KEN",2022,0.809893917243702,7.65423604156395,94,8
"busia",69.94,37.96,329,15.1645762969962,11.7187736830302,"KE8CFL","KEN",2022,1.51645762969962,7.65423604156395,94,8
"elgeyomarakwet",20.6,0.600000000000001,162,3.4452294788732,3.998700209772,"KE8CFL","KEN",2022,0.34452294788732,7.65423604156395,94,8
"embu",55.62,23.29,166,3.34475530686856,13.1599177631634,"KE8CFL","KEN",2022,0.334475530686856,7.65423604156395,94,8
"garissa",42.41,9.84999999999999,245,2.52954004129459,51.8911110034774,"KE8CFL","KEN",2022,0.252954004129459,7.65423604156395,94,8
"homabay",55.24,25.79,381,6.43910328582304,9.38932531217879,"KE8CFL","KEN",2022,0.643910328582304,7.65423604156395,94,8
"isiolo",32.47,12.41,97,2.91396413206712,52.3449119672383,"KE8CFL","KEN",2022,0.291396413206712,7.65423604156395,94,8
