"svkey","regkey","u5mr","m1mo5y","exposure","pfpr2_10","pct_urban","iso3","year","pfpr10","log_gdp","dtp3","year_c","dtp3_reg","facility","educ_yrs","wealth_q","measles","excl_bf","stunting","underweight","wasting","birth_int","mage1","imp_water","imp_sanit","elec_dhs","hexp_gdp","hexp_pc","polstab","elec","log_hexp_pc","dtp3_reg_imp","measles_imp","facility_imp","educ_yrs_imp","wealth_q_imp","excl_bf_imp","stunting_imp","underweight_imp","wasting_imp","birth_int_imp","mage1_imp","imp_water_imp","imp_sanit_imp","elec_dhs_imp","hexp_gdp_imp","log_hexp_pc_imp","elec_imp"
"AO71FL","huila",97.64,60.79,1157,5.97286551193955,30.2648382778929,"AGO",2015,0.597286551193955,8.20021383115933,57,1,33.6028195646486,30.4016207696124,3.82663781869019,2.09956983513221,48.1162586862693,52.4706912282717,36.5384898459921,31.7980039011178,3.4958933623098,35.3604577085116,18.3217907089293,38.1116298331609,31.19707939485,32.6721250549279,2.29966879,107.52857208,NA,42,4.67775659904336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO71FL","luanda",42.61,26.03,3557,7.88567715973098,96.8271323744512,"AGO",2015,0.788567715973098,8.20021383115933,57,1,55.7473953098943,70.7309924037902,7.17517486860016,4.22441002187548,76.9748634083319,38.4133046330634,23.5025663939955,16.4380910751185,3.32927002737869,25.2541283942362,19.0983477382583,49.6683422018902,92.3008326210212,77.9387994643649,2.29966879,107.52857208,NA,42,4.67775659904336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO71FL","lundanorte",67.44,47.95,353,22.5755180991572,67.4325308968438,"AGO",2015,2.25755180991572,8.20021383115933,57,1,31.5421957133484,42.0317789953407,2.75164373018844,2.4203161104709,34.1549870639622,26.0092360530809,31.039893675036,22.9203059897478,5.72300108238877,30.1022095511182,18.8089456653157,33.4080988309709,51.9183059122929,28.1948257194951,2.29966879,107.52857208,NA,42,4.67775659904336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO71FL","lundasul",57.55,46.33,239,19.2638545445957,73.9675369556438,"AGO",2015,1.92638545445957,8.20021383115933,57,1,39.9140966858447,44.1782684290107,3.70867771484676,2.69442719987686,49.4969929966477,19.3814384275682,36.8140390950087,21.0106711585217,2.83470998974878,32.4308656196375,18.3124602423139,23.499295222518,47.1023310809216,24.4796964548471,2.29966879,107.52857208,NA,42,4.67775659904336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO71FL","malanje",52.23,34.84,481,19.2576875068855,55.5365411295464,"AGO",2015,1.92576875068855,8.20021383115933,57,1,44.4423207191922,30.4659987200229,3.59188683065625,2.7588326035702,69.5985474179841,31.9175899863854,26.9934863852146,22.7099880346343,6.16359985151428,30.4117700247379,17.8601529835342,49.4500054551654,58.073168798375,37.9933708322723,2.29966879,107.52857208,NA,42,4.67775659904336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO71FL","moxico",18.63,13.85,232,32.2776548471668,52.4494494776207,"AGO",2015,3.22776548471668,8.20021383115933,57,1,12.9038471597736,24.548100985315,2.9147979745085,2.25222591646007,24.8094463443391,20.7143334726176,31.1145675735249,26.0762634314909,3.53448011604006,27.729388800565,19.6264886320169,18.1044425481317,38.0558722697519,20.7463471932396,2.29966879,107.52857208,NA,42,4.67775659904336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO71FL","namibe",66.34,44.98,155,5.78929664733694,63.4262913303378,"AGO",2015,0.578929664733694,8.20021383115933,57,1,40.6794613135142,52.0531314922667,4.93516850215838,2.90122308794911,54.802879011508,62.6102688687866,29.1627615179567,17.6646835950195,3.18863471485523,29.2658449294134,18.5034746034106,53.303459882763,40.5203433316858,48.8013725249818,2.29966879,107.52857208,NA,42,4.67775659904336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO71FL","uige",61.55,43.5,698,18.0921795220523,33.2735313954845,"AGO",2015,1.80921795220523,8.20021383115933,57,1,28.5546136492946,40.234908515439,3.3079869532272,2.17870596032712,41.8468370018995,19.8537400957686,31.9274932947554,25.1104802723586,5.26927833108441,29.2885371150689,19.7758634247963,26.6702876302488,57.2003199867132,22.0472052656265,2.29966879,107.52857208,NA,42,4.67775659904336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO71FL","zaire",53.24,33.14,250,19.7722014882068,71.0483069175164,"AGO",2015,1.97722014882068,8.20021383115933,57,1,57.2411498273303,85.4802060822494,5.96577059832855,2.91717526636999,70.6489346311927,48.4801251821549,19.3703090849207,21.3106580695135,3.70310940524223,18.7999874103883,18.680714998503,32.3978726287291,74.7070475172113,36.7393220477187,2.29966879,107.52857208,NA,42,4.67775659904336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","bengo",19.75,15.78,181,15.3172708651532,29.1440866467178,"AGO",2023,1.53172708651532,7.96745814969305,66,9,36.4724407295972,52.3565773578555,5.96618428070034,2.58201109444504,49.8243949305664,23.8272447028454,31.5210304341401,23.4725733769254,4.23890977514944,20.4198170971837,18.6937692625613,41.0437659401116,49.546283555726,38.4976276425985,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","benguela",98.61,61.69,775,28.2745960065671,66.043575062699,"AGO",2023,2.82745960065671,7.96745814969305,66,9,50.5380812059902,49.9698225276424,6.6018096796807,3.08349289970377,48.5764633686094,45.2790007500971,31.5210304341401,23.4725733769254,4.23890977514944,23.5034339596031,19.1563718977902,68.6216841155874,60.9458168532511,48.4602717021054,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","bie",46.66,32.07,661,28.4529715472114,33.9825049970421,"AGO",2023,2.84529715472114,7.96745814969305,66,9,25.7151806330342,21.8128874124913,4.00746193143943,2.0441067182952,35.085309566397,38.3285434693744,31.5210304341401,23.4725733769254,4.23890977514944,28.4221069674779,18.1396735315516,47.6651939045447,33.3838839995321,22.8017415796795,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","cabinda",52.75,43.81,235,27.9566506239455,76.4470045112338,"AGO",2023,2.79566506239455,7.96745814969305,66,9,83.9709844917583,85.1733926854879,7.32626732950972,3.93429851292859,80.9252811460393,16.8314549618582,31.5210304341401,23.4725733769254,4.23890977514944,16.3169150913583,18.7413036931815,85.1157160984269,92.7630971649135,85.4125538810247,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","cuandocubango",66.67,46.37,204,21.263534271587,53.5993002245026,"AGO",2023,2.1263534271587,7.96745814969305,66,9,35.3279963623729,26.7652397558654,5.09770553129444,2.44413919656073,42.7201556662941,18.0921518262607,31.5210304341401,23.4725733769254,4.23890977514944,21.6243136550805,17.6444074236127,51.7429924705949,54.0322923485629,36.2648848716146,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","cunene",63.79,44.35,342,20.1971825326909,33.2237255941933,"AGO",2023,2.01971825326909,7.96745814969305,66,9,57.8174892420699,51.7380973688457,4.83153309909193,2.15960244938669,49.1838289007414,47.4106629107343,31.5210304341401,23.4725733769254,4.23890977514944,30.3005845452683,19.2751964058813,65.5101111562265,28.481375194954,29.3949998351058,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","huambo",104.51,84.6,890,34.1816615515045,41.5867815143049,"AGO",2023,3.41816615515045,7.96745814969305,66,9,27.2008666119214,34.0624553208313,4.78999177094122,2.44252581927944,35.9234598777736,31.2937246555385,31.5210304341401,23.4725733769254,4.23890977514944,30.2485954269284,18.0307336824092,45.1144703087201,84.5828587391081,33.351050021429,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","huila",30.22,16,751,27.3110479937611,41.7862853987937,"AGO",2023,2.73110479937611,7.96745814969305,66,9,25.4249534846815,25.9518951785254,4.74152732781479,2.26750742405799,27.0523682744333,45.4529939861537,31.5210304341401,23.4725733769254,4.23890977514944,27.957956485834,19.8150367543972,63.3138765104964,45.3021695637886,37.790995079117,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","luanda",38.52,26.51,2220,9.15256230592339,93.6310028125004,"AGO",2023,0.915256230592339,7.96745814969305,66,9,64.438132439701,78.6098279660302,9.02157998541731,4.1879047521853,78.9174404078966,48.555510961917,31.5210304341401,23.4725733769254,4.23890977514944,22.3471181950152,19.8280821243483,74.4851592426388,96.5359039382782,92.7782376103081,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","malanje",10.01,1.19,417,36.8088810996339,44.3512341558723,"AGO",2023,3.68088810996339,7.96745814969305,66,9,33.1374485155378,38.2996731568678,3.99935536189573,2.3846759070587,33.0012237236328,14.9208737484332,31.5210304341401,23.4725733769254,4.23890977514944,25.1460132322064,18.4220015572328,58.5420702005102,45.2715984112287,36.7287431731708,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","moxico",32.84,22.78,289,22.8252761394997,48.7486705698259,"AGO",2023,2.28252761394997,7.96745814969305,66,9,10.8383958120158,35.9093023093978,3.52976736544786,2.23897016229983,12.9507235212715,27.0557237063379,31.5210304341401,23.4725733769254,4.23890977514944,25.0006671082172,18.5349971854699,46.0016560600654,43.3212795819333,31.9012887749817,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","namibe",25.31,21.04,159,13.3586100125455,63.1676664061119,"AGO",2023,1.33586100125455,7.96745814969305,66,9,35.8342775898142,51.725283905259,5.65105843948234,3.03205417527305,49.7151284777565,55.5190489899388,31.5210304341401,23.4725733769254,4.23890977514944,26.4374925812179,19.0287352697178,70.5840786145187,51.5111737778427,58.5047008410653,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","uige",54.21,32.35,599,40.8834699017843,33.3983361779195,"AGO",2023,4.08834699017843,7.96745814969305,66,9,62.0011578566352,42.7959597394216,5.19012539659641,2.29723689172789,61.0940783144858,28.6619614220241,31.5210304341401,23.4725733769254,4.23890977514944,28.8884214480425,18.67675421702,34.3159539102075,58.1969499331041,25.0092319157938,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AO81FL","zaire",28.57,25.96,105,41.7168580753884,52.7705524778775,"AGO",2023,4.17168580753884,7.96745814969305,66,9,60.0191970127487,73.6480630799949,6.75817313342793,3.01574485207082,60.1426472444478,40.7405588902118,31.5210304341401,23.4725733769254,4.23890977514944,16.6979155527235,19.746066401393,52.6349495297348,57.1660885385074,67.4855617486971,2.54692864,76.07118225,NA,51.1,4.33166951049486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","cascades",127.71,99.33,587,66.2628469278618,23.4159106612637,"BFA",2010,6.62628469278618,6.43768325095688,91,-4,75.3655868350711,76.7308104265856,1.19861615112064,3.5295797833513,91.3808301295968,41.3101664347984,33.4319905286652,25.1622032715029,10.9292325932483,21.6301467610419,18.7892966157507,91.1791622179625,36.6124103123177,8.700724035534,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","centre",79.08,60.58,1265,36.0325061227408,77.7704541725577,"BFA",2010,3.60325061227408,6.43768325095688,91,-4,88.7930972881778,97.0524898305106,3.99733525681756,4.5784721583781,94.3700862598731,18.8453541638448,16.0424144664579,19.5627596840989,12.1156359341745,16.3984383206112,20.1656604925391,96.7538462291014,84.3644306521613,43.0581495642756,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","centreest",74.81,53.76,1121,69.4405443637524,14.4309020168162,"BFA",2010,6.94405443637524,6.43768325095688,91,-4,98.1416221834024,84.1288440156991,0.761011792308521,3.13140623079124,95.1934144318514,27.6640615952292,31.3536959419221,34.2425395008225,18.159568014234,16.2755736117579,19.4271153339097,87.4781195505376,17.2810072041248,6.09650128377727,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","centrenord",101.24,84.62,1169,69.320832714056,6.19449373640913,"BFA",2010,6.9320832714056,6.43768325095688,91,-4,97.7987152287135,69.8631556172478,0.479836882880049,2.70980957580066,95.2215843821055,22.2381733689932,25.1408500616832,27.9436088949955,21.980819843694,18.2447550131725,19.3462921740062,86.1553817174834,21.8455541540075,3.06456637325342,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","centreouest",119.81,87.53,1212,76.4856020978722,10.5804932834558,"BFA",2010,7.64856020978722,6.43768325095688,91,-4,91.2495152727052,59.65055115984,0.910719497430243,2.76315993926715,85.9007950547316,10.4605940280221,29.8796334690544,31.6849775647424,10.8000414628037,18.2520993926153,19.1960544473682,66.8990261036829,20.1320765863946,5.96448237689203,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","centresud",112.68,82.19,683,73.8797090591851,8.65969844913252,"BFA",2010,7.38797090591851,6.43768325095688,91,-4,96.7006570606313,85.3152449705317,0.827239271505197,2.81015951112673,94.9938982128897,15.5707305905215,27.9086880594883,24.4479692825886,14.5441733158514,19.6644645406771,18.9391415812926,84.6115121095646,14.0820916908076,3.42269790908459,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","est",159.63,116.27,1687,75.5750602771903,4.99788475187764,"BFA",2010,7.55750602771903,6.43768325095688,91,-4,82.1309862392151,51.2400564168841,0.375613003016937,2.13538592381922,74.0608269165135,39.6180770414579,37.5236707061882,39.0932323248524,15.2432951035422,27.934375747697,18.066229006599,65.3178867514063,5.01828515288134,3.13194513953725,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","nord",132.5,108.54,1151,64.3212842577497,8.73055604449096,"BFA",2010,6.43212842577497,6.43768325095688,91,-4,92.9648701484837,61.848484499921,0.652846092327453,2.93833327655382,89.4695927643028,18.2673317143368,31.3868503574808,33.3480512746331,15.8695408707863,23.4782315094436,19.02610367932,69.7264903772645,31.2696727536095,7.81766111493742,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","plateaucentral",123.65,95.77,709,62.8038568181943,6.41693984568872,"BFA",2010,6.28038568181943,6.43768325095688,91,-4,91.5851008160606,81.4785657988874,0.646487216972309,3.00136051850292,95.4597000357251,17.9670186275234,32.5685103033215,29.3734462741011,11.3957077399267,17.8689837877796,19.2893730254438,93.5585386765391,34.0406565872798,2.98965617168414,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","sahel",207.58,172.84,1412,75.1773424882967,4.07558296742974,"BFA",2010,7.51773424882967,6.43768325095688,91,-4,73.9859713456592,35.3627992744557,0.280183387279481,1.86010492983561,70.3689735029669,14.6642165179463,40.1295121196788,42.7630922594566,17.9468381173273,28.371407944103,18.2629491741553,59.3797771272031,7.84861725949791,1.867047534951,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF62FL","sudouest",193.02,149.41,710,80.744019608043,7.15591675827944,"BFA",2010,8.0744019608043,6.43768325095688,91,-4,89.2993349117142,42.4695318484486,0.587882283933899,2.14879168893823,84.3021228705299,7.25517658974383,33.4550394720004,28.2144822555568,9.22489483070753,22.2042519017738,18.729221150536,52.2219442505558,10.9377883471871,6.21626094414626,5.28967237,33.05819321,NA,13.1,3.49826943905428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF81FL","boucledumouhoun",47.15,28.64,1282,18.244281302319,7.34581408275699,"BFA",2021,1.8244281302319,6.79742162713752,91,7,84.4122465220774,97.0234004051262,1.44277833332465,2.51210631218135,89.6260652485923,78.8870481948662,31.3868503574808,29.3734462741011,14.5441733158514,20.3179519854129,19.2631544619067,50.640046946134,55.6092564750686,10.5417491870822,7.08691931,63.59171295,NA,19,4.15248316232805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BF81FL","cascades",76.4,37.73,388,21.6001038076989,20.2085750694819,"BFA",2021,2.16001038076989,6.79742162713752,91,7,95.5753596933157,96.2672544809231,2.33401586189729,3.72731866858838,92.9252537471757,59.4931379773566,31.3868503574808,29.3734462741011,14.5441733158514,22.5055843610316,19.2237732203177,93.019725557742,81.6556194342097,42.8747847427305,7.08691931,63.59171295,NA,19,4.15248316232805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
