"edf","Ref.df","Chi.sq","p-value","term","age_band"
2.46687184140232,2.93326201738379,19.7329330369371,0.000124276574901272,"s(pfpr_pct)","<1"
1.56988195865305,1.86087355293327,42.2704511643915,0,"s(calendar_year)","<1"
52.4279556134882,131,397.455777400432,0,"s(survey)","<1"
23.2554572668446,35,947.270320741208,0,"s(country)","<1"
170.993290610835,1199,492.482166231043,0,"s(region)","<1"
2.51458892416817,3.0335616492048,37.4732429452799,0,"s(pfpr_pct)","1-5"
3.0665838111485,3.64920158911373,73.7702362509647,0,"s(calendar_year)","1-5"
26.8669018604489,131,96.7369677635805,0,"s(survey)","1-5"
26.1851998986157,35,516.790825509867,0,"s(country)","1-5"
18.5339465734825,1199,39.2011398823146,0,"s(region)","1-5"
3.01940974704883,3.50929278611929,134.503185703996,0,"s(pfpr_pct)","6-11"
2.29121727342422,2.76208153433313,51.0329128610544,0,"s(calendar_year)","6-11"
39.2323277021895,131,207.385390309799,0,"s(survey)","6-11"
25.9854591636308,35,791.43078205115,0,"s(country)","6-11"
19.9652560219834,1199,42.8158315145175,0,"s(region)","6-11"
3.53175344752802,3.8291425540675,174.631670557307,0,"s(pfpr_pct)","12-23"
3.04210118923689,3.59003537040987,47.882138834737,0,"s(calendar_year)","12-23"
42.7781702998198,131,337.485460780428,0,"s(survey)","12-23"
25.9957104982753,35,792.382292561275,0,"s(country)","12-23"
101.33462635352,1199,321.106375019165,0,"s(region)","12-23"
3.65157706587467,3.89923491291446,196.867349075759,0,"s(pfpr_pct)","24-35"
1.00395357462412,1.00660324383373,47.1471782991569,0,"s(calendar_year)","24-35"
32.0679525112925,131,210.637603612996,0,"s(survey)","24-35"
24.000238071486,35,508.417559605866,0,"s(country)","24-35"
55.4422428318392,1199,175.623192134061,0,"s(region)","24-35"
3.35147868175088,3.75400507335338,113.410856542683,0,"s(pfpr_pct)","36-47"
1.00046862326974,1.00084679952012,43.1144943060461,0,"s(calendar_year)","36-47"
10.1686600644287,131,26.8191792452135,8.0246516032112e-07,"s(survey)","36-47"
21.1933602637464,35,185.147090635091,0,"s(country)","36-47"
19.7668575521069,1198,44.0931654878039,0,"s(region)","36-47"
3.18579461791998,3.64366419342122,62.8261250266492,0,"s(pfpr_pct)","48-59"
1.0003316480854,1.00060070073759,17.2451633946092,3.37447096507848e-05,"s(calendar_year)","48-59"
14.117121348658,131,39.4004140433391,0,"s(survey)","48-59"
14.2379831039128,35,64.6816554222202,0,"s(country)","48-59"
0.000847914424660615,1198,0.00135075772219981,0,"s(region)","48-59"
