"fit_id","rows","deaths","countries","surveys","regions","converged","iterations","rank","coefficients","finite_coefficients","finite_covariance","elapsed_seconds","min_smoothing_hessian_eigenvalue","max_smoothing_gradient","warnings","age_band","gamma","input_verified"
"imputed_dhsmics_age_1",1556271,45077,40,166,1457,TRUE,13,1690,1690,TRUE,TRUE,160.89,0.461427015259177,0.000103055025689969,"openMP not available: single threaded computation only","<1",2,TRUE
"imputed_dhsmics_age_2",1395129,19113,40,166,1448,TRUE,16,1681,1681,TRUE,TRUE,166.025,0.0350582829267502,8.07665368363075e-07,"openMP not available: single threaded computation only","1-5",2,TRUE
"imputed_dhsmics_age_3",1341861,17244,40,165,1446,TRUE,15,1678,1678,TRUE,TRUE,148.698,0.637359754729057,4.39579170361526e-05,"openMP not available: single threaded computation only","6-11",2,TRUE
"imputed_dhsmics_age_4",1161544,15866,40,162,1416,TRUE,14,1645,1645,TRUE,TRUE,101.261,0.587118189177531,1.71366567300879e-05,"openMP not available: single threaded computation only","12-23",2,TRUE
"imputed_dhsmics_age_5",1149394,13578,40,162,1416,TRUE,17,1645,1645,TRUE,TRUE,120.504,0.0839387337867446,4.31765892230374e-05,"openMP not available: single threaded computation only","24-35",2,TRUE
"imputed_dhsmics_age_6",1110787,7963,40,162,1416,TRUE,19,1645,1645,TRUE,TRUE,122.916,0.000191641853125824,0.000264935332580203,"openMP not available: single threaded computation only","36-47",2,TRUE
"imputed_dhsmics_age_7",1082977,4578,40,162,1416,TRUE,20,1645,1645,TRUE,TRUE,129.317,9.02244160773202e-05,9.06268144447958e-05,"openMP not available: single threaded computation only","48-59",2,TRUE
