"edf","Ref.df","Chi.sq","p-value","term","age_band"
2.51705719132459,2.98829652098295,22.3747846789728,4.1933716061815e-05,"s(pfpr_pct)","<1"
2.80531672595953,3.3742096377312,53.7804171721057,0,"s(calendar_year)","<1"
67.873307727446,165,537.176325682474,0,"s(survey)","<1"
27.2347927887321,39,1276.28731784515,0,"s(country)","<1"
200.753054824438,1443,563.669068413712,0,"s(region)","<1"
2.31609492851109,2.82705570395611,32.0171246967955,7.72054669972988e-07,"s(pfpr_pct)","1-5"
2.90614556720275,3.46596886562661,76.4482442243779,0,"s(calendar_year)","1-5"
38.3168219634158,165,149.3620734295,0,"s(survey)","1-5"
29.4571655533417,39,668.014959231939,0,"s(country)","1-5"
5.35032121748774,1434,10.8623693813822,0,"s(region)","1-5"
3.00095164090979,3.4868190038196,153.349842719045,0,"s(pfpr_pct)","6-11"
2.41907383505124,2.90752061143349,74.2507453275858,0,"s(calendar_year)","6-11"
50.2205484970156,164,254.617836137192,0,"s(survey)","6-11"
27.9167057586145,39,964.719856429738,0,"s(country)","6-11"
33.3315382888506,1432,72.7886747384229,0,"s(region)","6-11"
3.54145917885255,3.83502401492084,159.848022153622,0,"s(pfpr_pct)","12-23"
2.70402651453783,3.21632100458017,57.5223635592974,0,"s(calendar_year)","12-23"
63.4869792575591,161,587.883122935773,0,"s(survey)","12-23"
27.506666639058,39,1293.45760573671,0,"s(country)","12-23"
121.137451744436,1402,387.39047337186,0,"s(region)","12-23"
3.6890214544504,3.91067076933061,190.83191379512,0,"s(pfpr_pct)","24-35"
1.72563965973801,2.05440835635957,41.175390411279,0,"s(calendar_year)","24-35"
39.9634912942353,161,229.102760532796,0,"s(survey)","24-35"
28.1494644966027,39,955.300022754073,0,"s(country)","24-35"
91.1403758510978,1402,275.994740579737,0,"s(region)","24-35"
3.39894591837588,3.79263827125607,107.738973723737,0,"s(pfpr_pct)","36-47"
1.00098164131964,1.00177081462877,34.8911112588604,0,"s(calendar_year)","36-47"
16.034754003814,161,42.9155313053531,0,"s(survey)","36-47"
25.8462448275552,39,272.671175452562,0,"s(country)","36-47"
0.0709340295771605,1402,0.141189494293019,0,"s(region)","36-47"
3.30675539035325,3.72906885155922,57.5961584813367,0,"s(pfpr_pct)","48-59"
1.00026524455235,1.00048268282669,10.4889751768114,0.00120251328577714,"s(calendar_year)","48-59"
15.7417756296571,161,41.9211510207307,0,"s(survey)","48-59"
18.1158943257618,39,100.164927246032,0,"s(country)","48-59"
0.000745521867304905,1402,0.00113014937187856,0,"s(region)","48-59"
