"iso3","country","year","series","pfpr_pct","exposure_source","status","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_deaths","map_population_coverage","any_current_pfpr_outside_observed_support","any_zero_below_observed_support","temporal_transport_from_pre2016_fit","previous_deaths","change_deaths","change_pct"
"GAB","Gabon",2005,"map_full",13.5729851145187,"MAP","estimated",2434.17926397405,390.34018391332,2043.83908006073,0.160358026908852,247.587005011858,0.999284909726468,FALSE,TRUE,FALSE,343.62390691691,46.71627699641,13.59517660327
"GHA","Ghana",2005,"map_full",33.4717058296969,"MAP","estimated",57379.9146584327,16285.386524923,41094.5281335097,0.283816848140426,14365.2438310093,0.999730304961018,FALSE,TRUE,FALSE,14187.045921859,2098.340603064,14.7905393034003
"GIN","Guinea",2005,"map_full",42.9604000479577,"MAP","estimated",47244.174690902,15907.2125104209,31336.9621804812,0.336702093210323,9581.37694548418,0.996935005435981,FALSE,TRUE,FALSE,13914.4727168632,1992.7397935577,14.321346084086
"GMB","The Gambia",2005,"map_full",6.80021050223797,"MAP","estimated",5244.84227075379,480.15533845255,4764.68693230124,0.0915480988112808,309.032888877776,0.99989435444155,FALSE,TRUE,FALSE,423.398812756106,56.756525696444,13.404979888108
"GNB","Guinea-Bissau",2005,"map_full",5.47134440577292,"MAP","estimated",7767.24982587559,633.935467902709,7133.31435797288,0.0816164642716698,322.64768526346,0.996068689009789,FALSE,TRUE,FALSE,563.827650065882,70.1078178368269,12.4342638798638
"GNQ","Equatorial Guinea",2005,"map_full",33.9046533846217,"MAP","estimated",2828.61147410932,797.754766834626,2030.8567072747,0.282030520676518,795.294411262496,0.967788791016353,FALSE,TRUE,FALSE,695.637518186376,102.11724864825,14.6796637585741
"KEN","Kenya",2005,"map_full",12.1603957572431,"MAP","estimated",82551.3260242614,12357.3984250662,70193.9275991953,0.149693518205079,5380.61737522306,0.822215895130027,FALSE,TRUE,FALSE,10900.9763647499,1456.4220603163,13.3604735170868
"LBR","Liberia",2005,"map_full",42.3245620053839,"MAP","estimated",18341.6145030929,5793.34156617838,12548.2729369145,0.315857776053545,4318.96062855385,0.999979141849584,FALSE,TRUE,FALSE,5037.85146101445,755.49010516393,14.9962759126646
"LSO","Lesotho",2005,"map_full",,"MAP","missing_MAP_no_estimate",4720.58173459787,,,,,0,,TRUE,FALSE,,,
"MDG","Madagascar",2005,"map_full",16.612555436176,"MAP","estimated",62155.6370120644,12553.404286962,49602.2327251024,0.201967269429246,5743.20514220464,0.965066759112986,FALSE,TRUE,FALSE,11154.2144739165,1399.1898130455,12.5440461658455
"MLI","Mali",2005,"map_full",38.5111391906618,"MAP","estimated",87830.0017542328,29444.0738902305,58385.9278640023,0.335239363567604,19914.3514175643,0.977670801796849,FALSE,TRUE,FALSE,25916.4212284716,3527.6526617589,13.6116504306677
"MOZ","Mozambique",2005,"map_full",44.2928156950409,"MAP","estimated",99135.6037445077,31312.0652963714,67823.5384481364,0.315850855935359,12272.1178087967,0.999790945132115,FALSE,TRUE,FALSE,27222.3856286192,4089.6796677522,15.023222885553
"MRT","Mauritania",2005,"map_full",4.08661106779518,"MAP","estimated",7861.39012005786,387.166735774968,7474.22338428289,0.049249144217781,254.427955607677,0.840119682930452,FALSE,TRUE,FALSE,336.444951375439,50.721784399529,15.0758048804628
"MWI","Malawi",2005,"map_full",32.2108258478265,"MAP","estimated",61511.0868799983,18988.7305695554,42522.3563104429,0.308704195173797,8465.6610118672,0.999764978481837,FALSE,TRUE,FALSE,16755.4192479584,2233.311321597,13.3288895284976
"NAM","Namibia",2005,"map_full",4.5353951282014,"MAP","estimated",3618.47879220969,221.374106151812,3397.10468605788,0.0611787767357966,68.1857539029271,0.611389973186959,FALSE,TRUE,FALSE,194.407250054541,26.966856097271,13.8713222319154
"NER","Niger",2005,"map_full",26.7916282649868,"MAP","estimated",124960.908948674,41975.0988109282,82985.8101377457,0.335905837786191,19061.3616023064,0.952363358910006,FALSE,TRUE,FALSE,37762.7187841743,4212.3800267539,11.154864274548
"NGA","Nigeria",2005,"map_full",44.911076588637,"MAP","estimated",913193.381854743,324443.412883722,588749.968971021,0.355284454892523,141101.592555906,0.999968748812492,FALSE,TRUE,FALSE,284682.49474985,39760.918133872,13.966759062165
"RWA","Rwanda",2005,"map_full",4.897431879853,"MAP","estimated",38267.9806795348,3032.63854327557,35235.3421362592,0.0792474149255905,2841.50458808531,0.814603360177058,FALSE,TRUE,FALSE,2703.7999915094,328.83855176617,12.1620886455657
"SEN","Senegal",2005,"map_full",5.44994687087531,"MAP","estimated",38522.3642175266,3163.44978992705,35358.9144275996,0.0821198245274824,4355.85191330994,0.99558981120801,FALSE,TRUE,FALSE,2808.38148494797,355.06830497908,12.6431650002727
"SLE","Sierra Leone",2005,"map_full",40.7926668056115,"MAP","estimated",37841.2524673903,12478.6600448421,25362.5924225482,0.329763399231978,6759.19690523862,0.99816935916103,FALSE,TRUE,FALSE,10961.6056092744,1517.0544355677,13.8397100720733
"SOM","Somalia",2005,"map_full",9.00565355096317,"MAP","estimated",91196.3495631419,13107.4981293135,78088.8514338284,0.143728320180603,2834.75713714953,0.983183349547194,FALSE,TRUE,FALSE,11753.4896651033,1354.0084642102,11.5200549180753
"SSD","South Sudan",2005,"map_full",35.4180105817913,"MAP","estimated",37611.7230423069,11381.3507390556,26230.3723032513,0.302601152471889,4727.21749013014,0.998944588913762,FALSE,TRUE,FALSE,10005.7333090254,1375.6174300302,13.7482919796529
"STP","Sao Tome and Principe",2005,"map_full",,"MAP","missing_MAP_no_estimate",413.742464346307,,,,39.3306059836189,,,TRUE,FALSE,,,
"SWZ","Swaziland",2005,"map_full",2.77619052188256,"MAP","estimated",3247.7077903365,120.675319019243,3127.03247131726,0.0371570740995575,2.47884157083843,0.0274046526925583,FALSE,TRUE,FALSE,105.845469218539,14.829849800704,14.0108498835079
"TCD","Chad",2005,"map_full",17.2544300153994,"MAP","estimated",77646.949864827,18531.0189273183,59115.9309375087,0.238657396840163,3943.23764594159,0.941951498070144,FALSE,TRUE,FALSE,16675.5433817704,1855.4755455479,11.1269270396088
"TGO","Togo",2005,"map_full",54.7789048030301,"MAP","estimated",22148.2394810415,7762.34396956442,14385.8955114771,0.350472279126693,3282.74509670263,1,FALSE,TRUE,FALSE,6720.45931958582,1041.8846499786,15.5031762031827
"TZA","Tanzania",2005,"map_full",21.5102815877522,"MAP","estimated",143205.034385894,33734.530220507,109470.504165387,0.235568046648435,17905.7678371295,0.982661834291151,FALSE,TRUE,FALSE,29783.9640570588,3950.5661634482,13.2640710816058
"UGA","Uganda",2005,"map_full",41.7907617391782,"MAP","estimated",137915.902947265,45543.6106403141,92372.2923069512,0.330227404288021,44154.0043335441,0.972005626882908,FALSE,TRUE,FALSE,39817.1669210708,5726.4437192433,14.3818462287756
"ZMB","Zambia",2005,"map_full",20.8670520447216,"MAP","estimated",52399.241167066,13239.967580761,39159.273586305,0.252674796158739,3742.04847209806,0.999994981989078,FALSE,TRUE,FALSE,11800.847321888,1439.120258873,12.195058707384
"ZWE","Zimbabwe",2005,"map_full",4.09485353977597,"MAP","estimated",28517.2506942995,1650.7244766955,26866.526217604,0.0578851199363856,363.485138105732,0.993374399109765,FALSE,TRUE,FALSE,1452.7213068866,198.0031698089,13.6298110911067
"AGO","Angola",2015,"map_full",12.001303326479,"MAP","estimated",77321.0488630936,12585.8999595238,64735.1489035698,0.16277456326037,6832.55631081913,0.998084957706995,FALSE,TRUE,FALSE,11229.3700497138,1356.52990981,12.0801959843204
"BDI","Burundi",2015,"map_full",16.717817650048,"MAP","estimated",39468.6283250787,8062.74021781343,31405.8881072653,0.204282250485262,7621.7837339771,0.903118502531811,FALSE,TRUE,FALSE,7169.53869496851,893.20152284492,12.4582844287005
"BEN","Benin",2015,"map_full",36.3793100261877,"MAP","estimated",38817.0754924682,12882.0991528068,25934.9763396614,0.331866813493106,7298.77480376705,1,FALSE,TRUE,FALSE,11383.5203547634,1498.5787980434,13.1644583691224
"BFA","Burkina Faso",2015,"map_full",39.2003452509794,"MAP","estimated",55253.1036656593,16984.2988183619,38268.8048472975,0.307390855745138,13545.8717646912,1,FALSE,TRUE,FALSE,14761.6425083666,2222.6563099953,15.0569715310173
"BWA","Botswana",2015,"map_full",0.0668556239324968,"MAP","estimated",2000.78906689539,1.6833516014288,1999.10571529396,0.000841343862419662,0.518384167820944,0.500006041684288,FALSE,TRUE,FALSE,1.46043362973747,0.22291797169133,15.2638207688631
"CAF","Central African Republic",2015,"map_full",36.7348327663838,"MAP","estimated",28150.8022278888,8341.83552381646,19808.9667040723,0.296326742530707,2950.93257259004,1,FALSE,TRUE,FALSE,7310.8535009438,1030.98202287266,14.1020747131585
"CIV","Cote d'Ivoire",2015,"map_full",21.3567298975211,"MAP","estimated",77900.2697353517,17468.1796331476,60432.0901022041,0.224237729760009,12113.9747572197,0.999044906250652,FALSE,TRUE,FALSE,15378.2983566938,2089.8812764538,13.5898083648775
"CMR","Cameroon",2015,"map_full",25.339889009207,"MAP","estimated",86832.2296518058,23706.7898069452,63125.4398448606,0.27301832397957,12490.1867607554,0.994188327616715,FALSE,TRUE,FALSE,21027.054512509,2679.7352944362,12.7442257442288
"COD","Democratic Republic of the Congo",2015,"map_full",31.2906693790223,"MAP","estimated",248211.14235586,75956.8802447916,172254.262111069,0.306017205850865,72887.450903449,0.967925701459564,FALSE,TRUE,FALSE,67387.6118321048,8569.2684126868,12.7163853707073
"COG","Congo",2015,"map_full",19.1216915715156,"MAP","estimated",9147.10580862238,1929.9867597863,7217.11904883608,0.2109942532825,1162.69867040741,0.999999884856155,FALSE,TRUE,FALSE,1705.44689236558,224.53986742072,13.1660427789262
"COM","Comoros",2015,"map_full",0.242446595277091,"MAP","estimated",1091.49777195399,3.20720024747472,1088.29057170652,0.00293834795625209,0.566885759376502,0.977875023773357,FALSE,TRUE,FALSE,2.767286382823,0.43991386465172,15.8969403160561
"CPV","Cape Verde",2015,"map_full",,"MAP","missing_MAP_no_estimate",297.674343911655,,,,0.0236627273474872,,,TRUE,FALSE,,,
"DJI","Djibouti",2015,"map_full",0.446388006068223,"MAP","estimated",1975.83391624404,9.25261282881919,1966.58130341522,0.00468288997002741,15.5983083618225,0.900244405140964,FALSE,TRUE,FALSE,7.90680291608374,1.34580991273545,17.0209113217917
"ERI","Eritrea",2015,"map_full",0.437883754324056,"MAP","estimated",12707.9072451884,102.533586492476,12605.373658696,0.00806848716426526,22.6752348843585,0.941587510523092,FALSE,TRUE,FALSE,91.6757620614168,10.8578244310592,11.8437242155513
"ETH","Ethiopia",2015,"map_full",4.44168903034584,"MAP","estimated",222280.681072972,11413.4980973416,210867.182975631,0.0513472337867937,11813.4580723826,0.827586281480413,FALSE,TRUE,FALSE,9885.10709656174,1528.39100077986,15.4615522710064
"GAB","Gabon",2015,"map_full",16.5336880312919,"MAP","estimated",2235.68864689905,393.24630816237,1842.44233873668,0.175894934524005,307.793775942293,0.999284909726468,FALSE,TRUE,FALSE,343.952728986058,49.293579176312,14.3314982037285
"GHA","Ghana",2015,"map_full",27.1359006682193,"MAP","estimated",45615.0682451127,10650.7311481852,34964.3370969275,0.233491509668548,9488.9556894683,0.999730304961018,FALSE,TRUE,FALSE,9228.40687950674,1422.32426867846,15.412457288126
"GIN","Guinea",2015,"map_full",37.0047253732389,"MAP","estimated",45918.3793797175,14656.4615389959,31261.9178407216,0.31918507876325,8411.25835546664,0.996935005435981,FALSE,TRUE,FALSE,12862.4270414031,1794.0344975928,13.9478691837703
"GMB","The Gambia",2015,"map_full",16.1615436677223,"MAP","estimated",4466.05170786417,752.27657323347,3713.7751346307,0.168443319164622,380.221418593574,0.99989435444155,FALSE,TRUE,FALSE,656.281408876352,95.995164357118,14.6271344972998
"GNB","Guinea-Bissau",2015,"map_full",5.43390998716656,"MAP","estimated",5858.71311364054,432.772445582926,5425.94066805761,0.0738681750050748,240.020921747807,0.996068689009789,FALSE,TRUE,FALSE,381.7634274648,51.009018118126,13.3614208298749
"GNQ","Equatorial Guinea",2015,"map_full",34.4631748290858,"MAP","estimated",2397.90491647383,643.073905915208,1754.83101055863,0.268181570293813,720.251418626558,0.967788791016353,FALSE,TRUE,FALSE,556.98845097846,86.085454936748,15.4555188326655
"KEN","Kenya",2015,"map_full",5.61238811543549,"MAP","estimated",58800.8181651058,3866.11085150332,54934.7073136025,0.065749269689543,2218.91481903351,0.822215895130027,FALSE,TRUE,FALSE,3356.85533247772,509.2555190256,15.1706126295802
"LBR","Liberia",2015,"map_full",33.370745219075,"MAP","estimated",16738.7379224384,4612.62542918194,12126.1124932565,0.275565902910678,2549.96903104348,0.999979141849584,FALSE,TRUE,FALSE,4006.12775246759,606.497676714349,15.139249524451
"LSO","Lesotho",2015,"map_full",,"MAP","missing_MAP_no_estimate",3209.90050536875,,,,,0,,TRUE,FALSE,,,
"MDG","Madagascar",2015,"map_full",6.1292538325627,"MAP","estimated",64918.4040198667,5693.1320142018,59225.2720056649,0.0876967340795925,3397.67118195632,0.965066759112986,FALSE,TRUE,FALSE,5044.50914835585,648.62286584595,12.8579976122623
"MLI","Mali",2015,"map_full",29.3609132094117,"MAP","estimated",87968.261234185,25531.0009250281,62437.260309157,0.290229687012463,17514.868481058,0.97767054940682,FALSE,TRUE,FALSE,22554.2073010235,2976.7936240046,13.1983961319249
"MOZ","Mozambique",2015,"map_full",34.6327854633793,"MAP","estimated",74024.3876125815,20283.9109353449,53740.4766772366,0.27401659898227,6527.55341006905,0.999790945132115,FALSE,TRUE,FALSE,17581.602805083,2702.3081302619,15.3700897479076
"MRT","Mauritania",2015,"map_full",6.4035707842887,"MAP","estimated",6687.89899376322,453.846179113035,6234.05281465018,0.0678608004600949,382.678216987015,0.840119682930452,FALSE,TRUE,FALSE,390.665141362465,63.18103775057,16.1726837286334
"MWI","Malawi",2015,"map_full",18.220052663991,"MAP","estimated",39889.0024103965,8302.34866017813,31586.6537502184,0.208136282145132,4821.92982126994,0.999764978481837,FALSE,TRUE,FALSE,7342.82051725845,959.528142919679,13.0675690719175
"NAM","Namibia",2015,"map_full",0.747527078008077,"MAP","estimated",2917.63286683462,30.6894656224494,2886.94340121217,0.0105186180109579,8.80805539286492,0.611389973186959,FALSE,TRUE,FALSE,26.8486902708044,3.840775351645,14.3052614965785
"NER","Niger",2015,"map_full",24.4675094266675,"MAP","estimated",130781.033490802,40916.4714251937,89864.5620656084,0.312862426095382,23833.605476099,0.952363358910006,FALSE,TRUE,FALSE,36805.1162198194,4111.3552053743,11.1706078601114
"NGA","Nigeria",2015,"map_full",24.7148386742744,"MAP","estimated",864459.156359802,243586.732291896,620872.424067906,0.281779342031182,131749.412498181,0.999968748812492,FALSE,TRUE,FALSE,217381.1812357,26205.551056196,12.0551148481349
"RWA","Rwanda",2015,"map_full",3.51517020020461,"MAP","estimated",24192.851240852,1232.07098101909,22960.7802598329,0.0509270680315107,2258.86330735559,0.814603360177058,FALSE,TRUE,FALSE,1086.59231961205,145.47866140704,13.3885228876807
"SEN","Senegal",2015,"map_full",3.7940130969993,"MAP","estimated",25792.154911383,1176.74185614619,24615.4130552368,0.0456240225056515,1477.05079283071,0.99558981120801,FALSE,TRUE,FALSE,1021.24996071476,155.49189543143,15.2256451811859
"SLE","Sierra Leone",2015,"map_full",39.4884460983626,"MAP","estimated",30658.3071959905,9651.57181034209,21006.7353856484,0.314810982506051,5877.6609699097,0.99816935916103,FALSE,TRUE,FALSE,8446.49875242431,1205.07305791778,14.2671311893807
"SOM","Somalia",2015,"map_full",3.06207942936047,"MAP","estimated",74992.4241087959,3744.35232476497,71248.0717840309,0.0499297411606914,1156.96102925527,0.983183349547194,FALSE,TRUE,FALSE,3328.57277055357,415.7795542114,12.4912262063074
"SSD","South Sudan",2015,"map_full",26.9542365045867,"MAP","estimated",37596.1477230602,10040.853129524,27555.2945935362,0.267071328783115,4239.80271119919,0.998944588913762,FALSE,TRUE,FALSE,8881.43919343725,1159.41393608675,13.0543475087177
"STP","Sao Tome and Principe",2015,"map_full",,"MAP","missing_MAP_no_estimate",246.668713665251,,,,1.97586382035857,,,TRUE,FALSE,,,
"SWZ","Swaziland",2015,"map_full",1.50976317944939,"MAP","estimated",2182.78050307361,42.7405215005166,2140.03998157309,0.0195807693170857,1.1775372350791,0.0264825648638429,FALSE,TRUE,FALSE,37.2638799914713,5.4766415090453,14.6969169885121
"TCD","Chad",2015,"map_full",15.4351335502291,"MAP","estimated",80419.5352387475,16074.742242959,64344.7929957885,0.199886037580754,3813.80248648943,0.941951498070144,FALSE,TRUE,FALSE,14352.2374882665,1722.5047546925,12.0016461273074
"TGO","Togo",2015,"map_full",35.5367930048613,"MAP","estimated",19215.9012241169,5938.16323628241,13277.7379878345,0.309023405513228,2690.54017770444,1,FALSE,TRUE,FALSE,5209.55291041258,728.61032586983,13.9860433015955
"TZA","Tanzania",2015,"map_full",10.3871042581125,"MAP","estimated",105515.469734238,12006.260146048,93509.2095881897,0.113786728868177,9239.79602778234,0.982661834291151,FALSE,TRUE,FALSE,10415.3678120988,1590.8923339492,15.2744709802871
"UGA","Uganda",2015,"map_full",22.5283221289013,"MAP","estimated",102980.329081345,24181.2514250768,78799.0776562686,0.234814276093212,20152.3749939553,0.972005626882908,FALSE,TRUE,FALSE,21275.4125262728,2905.838898804,13.6582023742929
"ZMB","Zambia",2015,"map_full",18.7741653137543,"MAP","estimated",40792.1955819214,8812.88836460403,31979.3072173173,0.216043491625879,3116.41915303928,0.999994981989078,FALSE,TRUE,FALSE,7795.14084248711,1017.74752211692,13.056178748814
"ZWE","Zimbabwe",2015,"map_full",6.83446267073993,"MAP","estimated",28833.3741163462,2402.71529575348,26430.6588205927,0.0833310484599627,786.280022691115,0.993374399109765,FALSE,TRUE,FALSE,2096.03660620352,306.67868954996,14.6313613341628
"AGO","Angola",2024,"map_full",20.3401829769949,"MAP","estimated",78496.5769564462,18700.1244449298,59796.4525115164,0.238228533905441,14651.9398492798,0.997135198338393,FALSE,TRUE,FALSE,16669.1052852758,2031.019159654,12.1843321815721
"BDI","Burundi",2024,"map_full",23.4246685162394,"MAP","estimated",43783.7562317264,11100.9768239631,32682.7794077633,0.253540988242557,14430.2985954673,0.903118502531811,FALSE,TRUE,FALSE,9843.24449106964,1257.73233289346,12.7776195545539
"BEN","Benin",2024,"map_full",36.4070797441475,"MAP","estimated",33993.4310312077,11082.0404772244,22911.3905539833,0.326005352829802,7361.29305522589,1,FALSE,TRUE,FALSE,9773.55214547112,1308.48833175328,13.3880529031567
"BFA","Burkina Faso",2024,"map_full",20.8912355688325,"MAP","estimated",54484.0205521836,12353.1854022255,42130.8351499581,0.226730429895383,10708.7756030255,1,FALSE,TRUE,FALSE,10892.9435343529,1460.2418678726,13.4053927964233
"BWA","Botswana",2024,"map_full",0.0785030798269115,"MAP","estimated",1172.25308563155,1.15232683342562,1171.10075879812,0.000983001748982225,0.695282142301979,0.500006041684288,FALSE,TRUE,FALSE,0.998203315302788,0.154123518122832,15.4400927907238
"CAF","Central African Republic",2024,"map_full",33.7356038277751,"MAP","estimated",30131.6302473718,8543.54579109856,21588.0844562733,0.28354077495836,3864.81190981826,1,FALSE,TRUE,FALSE,7496.6383292574,1046.90746184116,13.9650256002795
"CIV","Cote d'Ivoire",2024,"map_full",21.6015841554766,"MAP","estimated",76149.5103506282,16387.9673348508,59761.5430157774,0.215207783469557,12847.9944570404,0.999044906250652,FALSE,TRUE,FALSE,14343.1504753856,2044.8168594652,14.2563996869051
"CMR","Cameroon",2024,"map_full",25.1740174516115,"MAP","estimated",76158.9596642578,20776.6795551297,55382.2801091281,0.272806766882353,16295.439261067,0.994188327616715,FALSE,TRUE,FALSE,18440.9971427378,2335.6824123919,12.6657056248811
"COD","Democratic Republic of the Congo",2024,"map_full",36.0589155594133,"MAP","estimated",207594.492222304,64941.1958796703,142653.296342634,0.312827162149021,61774.2754897226,0.967916469947541,FALSE,TRUE,FALSE,57203.4299637434,7737.7659159269,13.5267516665194
"COG","Congo",2024,"map_full",23.0367800311056,"MAP","estimated",7790.75347139419,1859.25147657911,5931.50199481508,0.23864848033067,1414.45241393579,0.999607704919486,FALSE,TRUE,FALSE,1641.16077302856,218.09070355055,13.2888079665766
"COM","Comoros",2024,"map_full",2.05693091322994,"MAP","estimated",991.364747730024,22.9255685957999,968.439179134224,0.0231252610588521,3.33028598949748,0.977875023773357,FALSE,TRUE,FALSE,19.6857166583815,3.2398519374184,16.4578815881665
"CPV","Cape Verde",2024,"map_full",,"MAP","missing_MAP_no_estimate",171.633171400474,,,,3.47634329775336e-24,,,TRUE,FALSE,,,
"DJI","Djibouti",2024,"map_full",4.3967566637446,"MAP","estimated",1619.05851447361,69.562098581619,1549.49641589199,0.0429645364634861,19.4005119570286,0.900244405140964,FALSE,TRUE,FALSE,59.3261449788729,10.2359536027461,17.2536975163165
"ERI","Eritrea",2024,"map_full",1.01244593723427,"MAP","estimated",11415.5571326635,203.104618800169,11212.4525138633,0.0177919147037531,43.3765641194195,0.941587510523092,FALSE,TRUE,FALSE,181.233471724172,21.871147075997,12.0679402474195
"ETH","Ethiopia",2024,"map_full",3.96841512486915,"MAP","estimated",191455.600459436,7986.02660822875,183469.573851207,0.041712159837919,8908.38144328392,0.827585277262,FALSE,TRUE,FALSE,6835.77470675632,1150.25190147243,16.8269428238404
"GAB","Gabon",2024,"map_full",18.3938632660677,"MAP","estimated",1762.17544190006,329.437019124626,1432.73842277544,0.186949046781296,264.514045573738,0.999284909726468,FALSE,TRUE,FALSE,287.50836151307,41.928657611556,14.5834567700564
"GHA","Ghana",2024,"map_full",16.1544407206884,"MAP","estimated",39450.0929558237,6649.84126781666,32800.2516880071,0.168563386536583,6745.25942954957,0.999730304961018,FALSE,TRUE,FALSE,5809.40622831926,840.4350394974,14.4667975773584
"GIN","Guinea",2024,"map_full",21.3998882059171,"MAP","estimated",41823.6813861269,10214.0445546355,31609.6368314914,0.244216774232206,7062.92867541533,0.996935005435981,FALSE,TRUE,FALSE,9070.58203016984,1143.46252446566,12.6062751062982
"GMB","The Gambia",2024,"map_full",7.44118125415429,"MAP","estimated",4149.15874769844,348.988140095415,3800.17060760302,0.0841105779066662,125.250703961608,0.99989435444155,FALSE,TRUE,FALSE,302.704169731851,46.283970363564,15.2901661065867
"GNB","Guinea-Bissau",2024,"map_full",6.4586512545087,"MAP","estimated",5124.05416089457,420.401370330922,4703.65279056365,0.0820446773453946,243.753822660091,0.996068689009789,FALSE,TRUE,FALSE,369.218069705195,51.183300625727,13.8626207180474
"GNQ","Equatorial Guinea",2024,"map_full",22.7935103595535,"MAP","estimated",2267.52069426983,499.052016564141,1768.46867770569,0.220087083582204,718.459783286752,0.967788791016353,FALSE,TRUE,FALSE,437.048067040908,62.003949523233,14.1869863292244
"KEN","Kenya",2024,"map_full",4.56636270936913,"MAP","estimated",40835.6314958744,2143.41801255401,38692.2134833204,0.0524889155386409,2762.50881132626,0.822215895130027,FALSE,TRUE,FALSE,1854.02413588489,289.39387666912,15.6089595096343
"LBR","Liberia",2024,"map_full",15.076632247439,"MAP","estimated",14929.2413209443,2516.03932037752,12413.2020005668,0.168530956549531,2689.78371276534,0.999979141849584,FALSE,TRUE,FALSE,2206.38835777185,309.65096260567,14.0342909948263
"LSO","Lesotho",2024,"map_full",,"MAP","missing_MAP_no_estimate",2500.22260683638,,,,,0,,TRUE,FALSE,,,
"MDG","Madagascar",2024,"map_full",9.56229188686996,"MAP","estimated",56616.2699064944,7074.83720645816,49541.4327000362,0.124961203169031,4898.31220543322,0.965066759112986,FALSE,TRUE,FALSE,6256.8146128477,818.02259361046,13.0741063021228
"MLI","Mali",2024,"map_full",17.8255590399717,"MAP","estimated",87756.7145398564,18716.5711371619,69040.1434026945,0.213277938164622,12944.5842730324,0.97767054940682,FALSE,TRUE,FALSE,16625.2240198216,2091.3471173403,12.5793620275244
