"iso3","age_band","Location","pfpr_pct","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","status","map_population_coverage_within_raster","map_coverage_below_95pct","population_weight_year","log_hr_se","log_hr_zero_vs_current","hr_zero_vs_current","hr_lower_95","hr_upper_95","attributable_fraction","af_lower_95","af_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","zero_below_observed_support","current_pfpr_outside_central95","current_pfpr_outside_observed_support","negative_attributable_estimate","series","year","exposure_source","temporal_transport_from_pre2016_fit"
"AGO","<1","Angola",20.1035553415068,25724.5129425046,65823.7910576055,39080.8741477558,"0-27 days mapped to model <1 completed month","estimated",0.998084957706995,FALSE,2020,0.027338322897675,-0.064352161163515,0.937674728756395,0.888753576178756,0.989288730323531,0.0623252712436049,0.0107112696764688,0.111246423821244,24121.2256957534,1603.28724675122,275.54219542298,2861.76006939694,36645.1480660597,2435.72608169607,418.605782188752,4347.60748874594,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BDI","<1","Burundi",32.7108667147613,10665.1060429336,24443.9696865901,43630.8266606321,"0-27 days mapped to model <1 completed month","estimated",0.903118502531811,TRUE,2020,0.0328743833682967,-0.110576739427808,0.895317621391211,0.839448180636854,0.954905450584788,0.104682378608789,0.0450945494152118,0.160551819363146,9548.65737424434,1116.44866868926,480.938151471544,1712.30217889387,39063.4479451294,4567.37871550274,1967.51246887442,7005.00860068255,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BEN","<1","Benin",56.789331963267,10804.6666154987,27278.4884920618,39608.7437859428,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0385434179268516,-0.143051507841137,0.866709425414358,0.803645837898766,0.934721730241466,0.133290574585642,0.0652782697585336,0.196354162101234,9364.50639411258,1440.16022138612,705.309941977546,2121.54126006943,34329.271568099,5279.47221784378,2585.59026165541,7777.34169797128,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BFA","<1","Burkina Faso",53.1839944402602,21668.9137055495,51434.2296696051,42129.3637422836,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0373804328196119,-0.143527916346657,0.866296616013039,0.805096152438794,0.932149314889063,0.133703383986961,0.0678506851109367,0.194903847561206,18771.7066157961,2897.2070897534,1470.2506405313,4223.35465368335,36496.5252447227,5632.83849756089,2858.5061932018,8211.17508867664,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BWA","<1","Botswana",0.0739687942020688,454.850857072986,3530.37620506091,12883.9203148079,"0-27 days mapped to model <1 completed month","estimated",0.500006041684288,TRUE,2020,0.000126679016433284,-0.000218662556875236,0.999781361348039,0.9995331555767,1.00002962875426,0.000218638651960701,-2.96287542569384e-05,0.000466844423299584,454.751409094752,0.0994479782336071,-0.0134766642677733,0.21234458605756,12881.1033918383,2.81692296959869,-0.38173450887342,6.01478634920429,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CAF","<1","Central African Republic",57.137610295232,7548.95249397688,14817.4288792299,50946.4398682452,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0386629601500993,-0.142934391494232,0.866810937200319,0.803551667045459,0.935050267038509,0.133189062799681,0.0649497329614912,0.196448332954541,6543.51458618479,1005.43790779209,490.302448622781,1482.97913299478,44160.9312892133,6785.50857903188,3308.9576647812,10008.3431820855,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CIV","<1","Cote d'Ivoire",62.0559536355424,27392.2659919489,55654.1700156284,49218.7126036681,"0-27 days mapped to model <1 completed month","estimated",0.999044906250652,FALSE,2020,0.0404941606057015,-0.140105165654328,0.869266813578437,0.80294125835754,0.94107107503042,0.130733186421563,0.0589289249695797,0.19705874164246,23811.1877755144,3581.0782164345,1614.19678738633,5397.885467109,42784.1934734234,6434.51913024469,2900.40582212086,9698.97757094071,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CMR","<1","Cameroon",48.6084683420969,23859.4478366695,58529.8485352131,40764.5815490451,"0-27 days mapped to model <1 completed month","estimated",0.994188327616715,FALSE,2020,0.0361682208738338,-0.141914598479401,0.867695355824575,0.808314299640722,0.93143871245898,0.132304644175425,0.0685612875410195,0.191685700359278,20702.7320804168,3156.71575625266,1635.83446369985,4573.51496875766,35371.2380922386,5393.34345680649,2794.87219707342,7813.98736408162,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COD","<1","Democratic Republic of the Congo",64.5181086884157,73984.3174206275,188322.837012299,39285.8978732334,"0-27 days mapped to model <1 completed month","estimated",0.967925701459564,FALSE,2020,0.0415814758787423,-0.13792477604421,0.871164221699955,0.802980805533281,0.945137288388935,0.128835778300045,0.0548627116110649,0.197019194466719,64452.4903037434,9531.82711688414,4058.98027038937,14576.3306213821,34224.4686445193,5061.42922871412,2155.33088540095,7740.07595288623,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COG","<1","Congo",32.8294542135053,3184.65198687615,10321.124158586,30855.6697695268,"0-27 days mapped to model <1 completed month","estimated",0.999999884856155,FALSE,2020,0.0329082911358381,-0.110965122703366,0.894969962517566,0.839066450747873,0.954598093029194,0.105030037482434,0.0454019069708058,0.160933549252127,2850.16786932604,334.484117550109,144.589273242543,512.517347380817,27614.8976170878,3240.772152439,1400.90624839796,4965.7124505615,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
