"iso3","state","key","age_band","year","series","exposure_source","pfpr_pct","ihme_deaths","implied_person_years","age_mapping","ihme_rate_per100000","log_hr_zero_vs_current","log_hr_se","hr_zero_vs_current","hr_lower_95","hr_upper_95","attributable_fraction","af_lower_95","af_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","zero_below_observed_support","current_pfpr_outside_central95","current_pfpr_outside_observed_support","negative_attributable_estimate"
"NGA","Abia","abia","<1",2024,"map_full","MAP",29.3385490348385,3492.21115981618,11286.8864210489,"0-27 days mapped to model <1 completed month",30940.429712339,-0.0852901149834458,0.0305435363771849,0.918245848875611,0.864887839061262,0.974895704271277,0.0817541511243887,0.025104295728723,0.135112160938738,3206.70840089829,285.502758917888,87.6695017031719,471.84019625714,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","1-5",2024,"map_full","MAP",29.3385490348385,1505.75840401694,61049.6967925562,"direct age match",2466.44698192921,-0.194918334205205,0.0423946168196256,0.822901858246295,0.757287898208454,0.894200831555881,0.177098141753705,0.105799168444119,0.242712101791546,1239.09138873551,266.667015281424,159.307987022736,365.465787029234,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","6-11",2024,"map_full","MAP",29.3385490348385,2313.65525701036,71570.1764903117,"direct age match",3232.70860918382,-0.470042888313046,0.053683429508312,0.624975463564573,0.562557228710276,0.694319280108146,0.375024536435427,0.305680719891854,0.437442771289724,1445.97776677866,867.677490231699,707.239804544499,1012.09176743565,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","12-23",2024,"map_full","MAP",29.3385490348385,2260.94653819113,138665.223521518,"IHME 1 to 4 minus 2 to 4",1630.50726113767,-0.742384890013342,0.0670311450357133,0.475977407071184,0.417376772359562,0.542805702294893,0.524022592928816,0.457194297705107,0.582623227640438,1076.15947077479,1184.78706741635,1033.69186467709,1317.27996960339,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","24-35",2024,"map_full","MAP",29.3385490348385,1163.33301142896,136057.723848422,"IHME 2-4 rate shared; deaths and person-time divided equally",855.029011601722,-0.872445223794148,0.0696124546129091,0.41792837041125,0.364625078743987,0.479023887759624,0.58207162958875,0.520976112240376,0.635374921256013,486.189869712118,677.143141716842,606.068709535149,739.152620531197,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","36-47",2024,"map_full","MAP",29.3385490348385,1163.33301142896,136057.723848422,"IHME 2-4 rate shared; deaths and person-time divided equally",855.029011601722,-0.733640203214256,0.0751666293610817,0.480157932471899,0.414382094691149,0.556374522619095,0.519842067528101,0.443625477380905,0.585617905308851,558.583573544038,604.749437884923,516.084162548139,681.268641329666,TRUE,FALSE,FALSE,FALSE
"NGA","Abia","abia","48-59",2024,"map_full","MAP",29.3385490348385,1163.33301142896,136057.723848422,"IHME 2-4 rate shared; deaths and person-time divided equally",855.029011601722,-0.63011158040641,0.0853487674962721,0.532532377512601,0.450500917775141,0.629500899797883,0.467467622487399,0.370499100202117,0.549499082224859,619.512494415158,543.820517013803,431.013833969849,639.250422102096,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","<1",2024,"map_full","MAP",24.3095856120304,4006.59711293149,9063.2871120074,"0-27 days mapped to model <1 completed month",44206.8872299477,-0.0688874106153895,0.0287351886827779,0.933431768670572,0.882313026656092,0.987512187217297,0.0665682313294285,0.0124878127827025,0.117686973343908,3739.88502947405,266.712083457444,50.0336346420048,471.524287629347,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","1-5",2024,"map_full","MAP",24.3095856120304,1548.61120434922,48597.1210571777,"direct age match",3186.63157541199,-0.170233719927758,0.0397197300143272,0.843467658357199,0.7802940908913,0.911755835395254,0.156532341642801,0.0882441646047465,0.2197059091087,1306.20346623815,242.40773811106,136.655902025347,340.239032507463,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","6-11",2024,"map_full","MAP",24.3095856120304,1484.10011009275,56836.3180710748,"direct age match",2611.18270933183,-0.417732549479329,0.0519225171747335,0.658538331293962,0.594817476226811,0.729085393614211,0.341461668706038,0.270914606385789,0.405182523773189,977.336809973662,506.763300119083,402.064397162883,601.331428139445,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","12-23",2024,"map_full","MAP",24.3095856120304,1337.29712476157,110759.916738091,"IHME 1 to 4 minus 2 to 4",1207.38364937906,-0.682991389244804,0.0664064506805163,0.505103768193062,0.443459840522354,0.575316620197923,0.494896231806938,0.424683379802077,0.556540159477646,675.473816910816,661.823307850753,567.927862743343,744.259555083801,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","24-35",2024,"map_full","MAP",24.3095856120304,785.846050261576,110275.251063573,"IHME 2-4 rate shared; deaths and person-time divided equally",712.622317956491,-0.822339114435256,0.0697531365461645,0.439402638427567,0.383254790334723,0.503776295890475,0.560597361572433,0.496223704109525,0.616745209665277,345.302827882819,440.543222378757,389.95543792064,484.666787033206,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","36-47",2024,"map_full","MAP",24.3095856120304,785.846050261576,110275.251063573,"IHME 2-4 rate shared; deaths and person-time divided equally",712.622317956491,-0.68060662608256,0.0748336505574799,0.506309758481618,0.437236700766119,0.586294725681862,0.493690241518382,0.413705274318138,0.562763299233881,397.881523911672,387.964526349904,325.10865579529,442.245315935119,TRUE,FALSE,FALSE,FALSE
"NGA","Adamawa","adamawa","48-59",2024,"map_full","MAP",24.3095856120304,785.846050261576,110275.251063573,"IHME 2-4 rate shared; deaths and person-time divided equally",712.622317956491,-0.598607063065645,0.0849545558839974,0.549576628761525,0.465279028253851,0.649146968893892,0.450423371238475,0.350853031106108,0.534720971746149,431.882623028317,353.963427233259,275.716468717037,420.208363638743,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","<1",2024,"map_full","MAP",31.2500767570482,1428.76284217155,4448.64178875748,"0-27 days mapped to model <1 completed month",32116.8327326847,-0.0911473766947185,0.0310847050451762,0.912883163281649,0.858925234532056,0.970230744538695,0.0871168367183509,0.0297692554613053,0.141074765467944,1304.29354294085,124.469299230706,42.5332060422256,201.562382868664,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","1-5",2024,"map_full","MAP",31.2500767570482,560.346157309745,24147.9550549551,"direct age match",2320.47043335359,-0.203242947911299,0.0431945656641806,0.816079952419742,0.749833350396486,0.888179337967907,0.183920047580258,0.111820662032093,0.250166649603514,457.287265395922,103.058891913823,62.6582782775151,140.179920792383,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","6-11",2024,"map_full","MAP",31.2500767570482,453.116626724564,28591.940263283,"direct age match",1584.77047221047,-0.487022810814625,0.0540875819166571,0.614453016610912,0.552647744006562,0.683170272052655,0.385546983389088,0.316829727947345,0.447352255993438,278.418878167469,174.697748557095,143.560817573562,202.70274519337,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","12-23",2024,"map_full","MAP",31.2500767570482,463.164146340028,55214.1705496034,"IHME 1 to 4 minus 2 to 4",838.850138885868,-0.758801154927778,0.0670175481485352,0.468227422807708,0.410591880505683,0.533953372870249,0.531772577192292,0.466046627129751,0.589408119494317,216.866154577723,246.297991762305,215.8560882092,272.992708511466,TRUE,FALSE,FALSE,FALSE
"NGA","Akwa Ibom","akwaibom","24-35",2024,"map_full","MAP",31.2500767570482,205.93137665412,55681.6077976479,"IHME 2-4 rate shared; deaths and person-time divided equally",369.837339112932,-0.883908593272909,0.0693164254502362,0.413164858199673,0.360678323994288,0.473289323740616,0.586835141800327,0.526710676259384,0.639321676005712,85.0836080341628,120.847768619957,108.466254660517,131.656392864676,TRUE,FALSE,FALSE,FALSE
