"iso3","survey","unit","basis","first_confirmed","first_all","records","deaths","main_kept","post_main","post_national","entry_first","entry_last"
"NGA","NG8BFL","oyo","confirmed",,,3388,18,3388,0,0,2019,2023
"NGA","NG8BFL","plateau","confirmed",2021,2021,5094,97,5094,2879,2879,2019,2023
"NGA","NG8BFL","rivers","confirmed",,,3244,32,3244,0,0,2019,2023
"NGA","NG8BFL","sokoto","confirmed",2016,2016,6667,96,6667,6667,6667,2019,2023
"NGA","NG8BFL","taraba","confirmed",2021,2021,4115,74,4115,2221,2221,2019,2023
"NGA","NG8BFL","yobe","confirmed",2020,2020,7395,143,7395,5884,5884,2019,2023
"NGA","NG8BFL","zamfara","confirmed",2016,2016,5018,90,5018,5018,5018,2019,2023
"TCD","MC_TCD2019","barhelgazal","national",,2015,6880,76,273,0,6607,2014,2019
"TCD","MC_TCD2019","batha","national",,2015,6419,91,302,0,6117,2014,2019
"TCD","MC_TCD2019","borkoutibesti","national",,2015,4655,25,161,0,4494,2014,2019
"TCD","MC_TCD2019","charibaguirmi","national",,2015,6593,175,500,0,6093,2014,2019
"TCD","MC_TCD2019","ennediestennediouest","national",,2015,10221,71,625,0,9596,2014,2019
"TCD","MC_TCD2019","guera","national",,2015,6800,103,345,0,6455,2014,2019
"TCD","MC_TCD2019","hadjerlamis","national",,2015,6322,134,324,0,5998,2014,2019
"TCD","MC_TCD2019","kanem","national",,2015,6684,97,292,0,6392,2014,2019
"TCD","MC_TCD2019","lac","national",,2015,5464,83,213,0,5251,2014,2019
"TCD","MC_TCD2019","logoneoccidental","national",,2015,5928,176,503,0,5425,2014,2019
"TCD","MC_TCD2019","logoneoriental","national",,2015,5860,175,608,0,5252,2014,2019
"TCD","MC_TCD2019","mandoul","national",,2015,5697,117,457,0,5240,2014,2019
"TCD","MC_TCD2019","mayokebbiest","national",,2015,5863,103,435,0,5428,2014,2019
"TCD","MC_TCD2019","mayokebbiouest","national",,2015,7543,114,787,0,6756,2014,2019
"TCD","MC_TCD2019","moyenchari","national",,2015,5742,103,585,0,5157,2014,2019
"TCD","MC_TCD2019","ndjamena","national",,2015,6034,67,711,0,5323,2014,2019
"TCD","MC_TCD2019","ouaddai","national",,2015,6009,70,262,0,5747,2014,2019
"TCD","MC_TCD2019","salamat","national",,2015,6674,76,522,0,6152,2014,2019
"TCD","MC_TCD2019","sila","national",,2015,6426,74,232,0,6194,2014,2019
"TCD","MC_TCD2019","tandjile","national",,2015,6145,152,648,0,5497,2014,2019
"TCD","MC_TCD2019","wadifira","national",,2015,7047,29,596,0,6451,2014,2019
"TCD","TD71FL","barhelgazal","national",,2015,5277,49,5277,0,0,2009,2014
"TCD","TD71FL","batha","national",,2015,4836,84,4836,0,0,2009,2014
"TCD","TD71FL","borkoutibesti","national",,2015,3159,50,3159,0,0,2009,2014
"TCD","TD71FL","charibaguirmi","national",,2015,5620,133,5617,0,3,2009,2015
"TCD","TD71FL","guera","national",,2015,5974,101,5917,0,57,2010,2015
"TCD","TD71FL","hadjerlamis","national",,2015,5837,107,5791,0,46,2010,2015
"TCD","TD71FL","kanem","national",,2015,5641,67,5627,0,14,2010,2015
"TCD","TD71FL","lac","national",,2015,5471,80,5443,0,28,2010,2015
"TCD","TD71FL","logoneoccidental","national",,2015,4666,128,4632,0,34,2010,2015
"TCD","TD71FL","logoneoriental","national",,2015,5073,154,5065,0,8,2010,2015
"TCD","TD71FL","mandoul","national",,2015,5650,122,5650,0,0,2009,2014
"TCD","TD71FL","mayokebbiest","national",,2015,5765,115,5765,0,0,2009,2014
"TCD","TD71FL","mayokebbiouest","national",,2015,6637,126,6625,0,12,2010,2015
"TCD","TD71FL","moyenchari","national",,2015,4626,94,4625,0,1,2009,2015
"TCD","TD71FL","ndjamena","national",,2015,6778,146,6777,0,1,2009,2015
"TCD","TD71FL","ouaddai","national",,2015,4822,66,4822,0,0,2009,2014
"TCD","TD71FL","salamat","national",,2015,5561,104,5546,0,15,2010,2015
"TCD","TD71FL","sila","national",,2015,5010,63,5010,0,0,2009,2014
"TCD","TD71FL","tandjile","national",,2015,4743,129,4712,0,31,2010,2015
"TCD","TD71FL","wadifira","national",,2015,4974,45,4960,0,14,2010,2015
"UGA","UG52FL","central1","pre_programme",,,3651,69,3651,0,0,2002,2006
"UGA","UG52FL","central2","pre_programme",,,3556,59,3556,0,0,2002,2006
"UGA","UG52FL","eastcentral","pre_programme",,,5108,93,5108,0,0,2002,2006
"UGA","UG52FL","eastern","pre_programme",,,5110,76,5110,0,0,2002,2006
"UGA","UG52FL","kampala","confirmed",,,2418,31,2418,0,0,2002,2006
"UGA","UG52FL","north","pre_programme",,,9100,217,9100,0,0,2002,2006
"UGA","UG52FL","southwest","pre_programme",,,4351,93,4351,0,0,2002,2006
"UGA","UG52FL","western","pre_programme",,,4723,89,4723,0,0,2002,2006
"UGA","UG52FL","westnile","confirmed",,,3442,79,3442,0,0,2002,2006
"UGA","UG61FL","central1","pre_programme",,,3541,58,3541,0,0,2006,2011
"UGA","UG61FL","central2","pre_programme",,,4283,52,4283,0,0,2006,2011
"UGA","UG61FL","eastcentral","pre_programme",,,5211,77,5211,0,0,2006,2011
"UGA","UG61FL","eastern","pre_programme",,,5423,61,5423,0,0,2006,2011
"UGA","UG61FL","kampala","confirmed",,,3236,29,3236,0,0,2006,2011
"UGA","UG61FL","karamoja","confirmed",2022,2022,4476,76,4476,0,0,2006,2011
"UGA","UG61FL","north","pre_programme",,,4400,50,4400,0,0,2006,2011
"UGA","UG61FL","southwest","pre_programme",,,4431,65,4431,0,0,2006,2011
"UGA","UG61FL","western","pre_programme",,,5104,66,5104,0,0,2006,2011
"UGA","UG61FL","westnile","confirmed",,,4531,69,4531,0,0,2006,2011
"UGA","UG7BFL","acholi","confirmed",,,5537,38,5537,0,0,2011,2016
"UGA","UG7BFL","ankole","confirmed",,,6334,49,6334,0,0,2011,2016
"UGA","UG7BFL","bugishu","pre_programme",,,4666,41,4666,0,0,2011,2016
"UGA","UG7BFL","bukedi","confirmed",,,6337,53,6337,0,0,2011,2016
"UGA","UG7BFL","bunyoro","confirmed",,,6007,76,6007,0,0,2011,2016
"UGA","UG7BFL","busoga","pre_programme",,,8088,106,8088,0,0,2011,2016
"UGA","UG7BFL","kampala","confirmed",,,3861,34,3861,0,0,2011,2016
"UGA","UG7BFL","karamoja","confirmed",2022,2022,4944,79,4944,0,0,2011,2016
"UGA","UG7BFL","kigezi","confirmed",,,4079,31,4079,0,0,2011,2016
"UGA","UG7BFL","lango","confirmed",,,5901,44,5901,0,0,2011,2016
"UGA","UG7BFL","teso","confirmed",,,6508,43,6508,0,0,2011,2016
"UGA","UG7BFL","tooro","confirmed",,,6741,67,6741,0,0,2011,2016
"UGA","UG7BFL","westnile","confirmed",,,6363,70,6363,0,0,2011,2016
