"iso3","regkey","year","coverage","coverage_confirmed"
"BFA","nord",2014,0.146341463414634,0.146341463414634
"BFA","nord",2015,0.146341463414634,0.146341463414634
"BFA","nord",2016,1,1
"BFA","nord",2017,1,1
"BFA","nord",2018,1,1
"BFA","nord",2019,1,1
"BFA","nord",2020,1,1
"BFA","nord",2021,1,1
"BFA","nord",2022,1,1
"BFA","nord",2023,1,1
"BFA","nord",2024,1,1
"BFA","nord",2025,1,1
"BFA","boucledumouhoun",2000,0,0
"BFA","boucledumouhoun",2001,0,0
"BFA","boucledumouhoun",2002,0,0
"BFA","boucledumouhoun",2003,0,0
"BFA","boucledumouhoun",2004,0,0
"BFA","boucledumouhoun",2005,0,0
"BFA","boucledumouhoun",2006,0,0
"BFA","boucledumouhoun",2007,0,0
"BFA","boucledumouhoun",2008,0,0
"BFA","boucledumouhoun",2009,0,0
"BFA","boucledumouhoun",2010,0,0
"BFA","boucledumouhoun",2011,0,0
"BFA","boucledumouhoun",2012,0,0
"BFA","boucledumouhoun",2013,0,0
"BFA","boucledumouhoun",2014,0.129770992366412,0.129770992366412
"BFA","boucledumouhoun",2015,0.129770992366412,0.129770992366412
"BFA","boucledumouhoun",2016,0.847328244274809,0.847328244274809
"BFA","boucledumouhoun",2017,1,1
"BFA","boucledumouhoun",2018,1,1
"BFA","boucledumouhoun",2019,1,1
"BFA","boucledumouhoun",2020,1,1
"BFA","boucledumouhoun",2021,1,1
"BFA","boucledumouhoun",2022,1,1
"BFA","boucledumouhoun",2023,1,1
"BFA","boucledumouhoun",2024,1,1
"BFA","boucledumouhoun",2025,1,1
"BFA","centreouest",2000,0,0
"BFA","centreouest",2001,0,0
"BFA","centreouest",2002,0,0
"BFA","centreouest",2003,0,0
"BFA","centreouest",2004,0,0
"BFA","centreouest",2005,0,0
"BFA","centreouest",2006,0,0
"BFA","centreouest",2007,0,0
"BFA","centreouest",2008,0,0
"BFA","centreouest",2009,0,0
"BFA","centreouest",2010,0,0
"BFA","centreouest",2011,0,0
"BFA","centreouest",2012,0,0
"BFA","centreouest",2013,0,0
"BFA","centreouest",2014,0,0
"BFA","centreouest",2015,0,0
"BFA","centreouest",2016,0.992125984251969,0.992125984251969
"BFA","centreouest",2017,1,1
"BFA","centreouest",2018,1,1
"BFA","centreouest",2019,1,1
"BFA","centreouest",2020,1,1
"BFA","centreouest",2021,1,1
"BFA","centreouest",2022,1,1
"BFA","centreouest",2023,1,1
"BFA","centreouest",2024,1,1
"BFA","centreouest",2025,1,1
"BFA","sahel",2000,0,0
"BFA","sahel",2001,0,0
"BFA","sahel",2002,0,0
"BFA","sahel",2003,0,0
"BFA","sahel",2004,0,0
"BFA","sahel",2005,0,0
"BFA","sahel",2006,0,0
"BFA","sahel",2007,0,0
"BFA","sahel",2008,0,0
"BFA","sahel",2009,0,0
"BFA","sahel",2010,0,0
"BFA","sahel",2011,0,0
"BFA","sahel",2012,0,0
"BFA","sahel",2013,0,0
"BFA","sahel",2014,0.137931034482759,0.137931034482759
"BFA","sahel",2015,0.505747126436782,0.505747126436782
"BFA","sahel",2016,0.988505747126437,0.988505747126437
"BFA","sahel",2017,0.988505747126437,0.988505747126437
"BFA","sahel",2018,0.988505747126437,0.988505747126437
"BFA","sahel",2019,0.988505747126437,0.988505747126437
"BFA","sahel",2020,0.988505747126437,0.988505747126437
"BFA","sahel",2021,0.988505747126437,0.988505747126437
"BFA","sahel",2022,0.988505747126437,0.988505747126437
"BFA","sahel",2023,0.988505747126437,0.988505747126437
"BFA","sahel",2024,0.988505747126437,0.988505747126437
"BFA","sahel",2025,0.988505747126437,0.988505747126437
"BFA","centre",2000,0,0
"BFA","centre",2001,0,0
"BFA","centre",2002,0,0
"BFA","centre",2003,0,0
"BFA","centre",2004,0,0
"BFA","centre",2005,0,0
"BFA","centre",2006,0,0
"BFA","centre",2007,0,0
"BFA","centre",2008,0,0
"BFA","centre",2009,0,0
"BFA","centre",2010,0,0
"BFA","centre",2011,0,0
"BFA","centre",2012,0,0
"BFA","centre",2013,0,0
"BFA","centre",2014,0,0
"BFA","centre",2015,0,0
"BFA","centre",2016,0,0
"BFA","centre",2017,0,0
"BFA","centre",2018,0,0
"BFA","centre",2019,1,1
"BFA","centre",2020,1,1
"BFA","centre",2021,1,1
"BFA","centre",2022,1,1
"BFA","centre",2023,1,1
"BFA","centre",2024,1,1
"BFA","centre",2025,1,1
"BFA","centreest",2000,0,0
"BFA","centreest",2001,0,0
"BFA","centreest",2002,0,0
"BFA","centreest",2003,0,0
"BFA","centreest",2004,0,0
"BFA","centreest",2005,0,0
"BFA","centreest",2006,0,0
"BFA","centreest",2007,0,0
"BFA","centreest",2008,0,0
"BFA","centreest",2009,0,0
"BFA","centreest",2010,0,0
"BFA","centreest",2011,0,0
"BFA","centreest",2012,0,0
"BFA","centreest",2013,0,0
"BFA","centreest",2014,0.142857142857143,0.142857142857143
"BFA","centreest",2015,0.142857142857143,0.142857142857143
"BFA","centreest",2016,1,1
"BFA","centreest",2017,1,1
"BFA","centreest",2018,1,1
"BFA","centreest",2019,1,1
"BFA","centreest",2020,1,1
"BFA","centreest",2021,1,1
"BFA","centreest",2022,1,1
"BFA","centreest",2023,1,1
"BFA","centreest",2024,1,1
"BFA","centreest",2025,1,1
"BFA","centrenord",2000,0,0
"BFA","centrenord",2001,0,0
"BFA","centrenord",2002,0,0
"BFA","centrenord",2003,0,0
"BFA","centrenord",2004,0,0
"BFA","centrenord",2005,0,0
"BFA","centrenord",2006,0,0
"BFA","centrenord",2007,0,0
"BFA","centrenord",2008,0,0
"BFA","centrenord",2009,0,0
"BFA","centrenord",2010,0,0
"BFA","centrenord",2011,0,0
"BFA","centrenord",2012,0,0
"BFA","centrenord",2013,0,0
"BFA","centrenord",2014,0.321428571428571,0.321428571428571
"BFA","centrenord",2015,0.508928571428571,0.508928571428571
"BFA","centrenord",2016,0.732142857142857,0.732142857142857
"BFA","centrenord",2017,1,1
"BFA","centrenord",2018,1,1
"BFA","centrenord",2019,1,1
"BFA","centrenord",2020,1,1
"BFA","centrenord",2021,1,1
"BFA","centrenord",2022,1,1
"BFA","centrenord",2023,1,1
"BFA","centrenord",2024,1,1
"BFA","centrenord",2025,1,1
"BFA","plateaucentral",2000,0,0
"BFA","plateaucentral",2001,0,0
"BFA","plateaucentral",2002,0,0
"BFA","plateaucentral",2003,0,0
"BFA","plateaucentral",2004,0,0
"BFA","plateaucentral",2005,0,0
"BFA","plateaucentral",2006,0,0
"BFA","plateaucentral",2007,0,0
"BFA","plateaucentral",2008,0,0
"BFA","plateaucentral",2009,0,0
"BFA","plateaucentral",2010,0,0
"BFA","plateaucentral",2011,0,0
"BFA","plateaucentral",2012,0,0
"BFA","plateaucentral",2013,0,0
"BFA","plateaucentral",2014,0.177570093457944,0.177570093457944
"BFA","plateaucentral",2015,0.990654205607477,0.990654205607477
"BFA","plateaucentral",2016,0.990654205607477,0.990654205607477
"BFA","plateaucentral",2017,0.990654205607477,0.990654205607477
"BFA","plateaucentral",2018,0.990654205607477,0.990654205607477
"BFA","plateaucentral",2019,1,1
"BFA","plateaucentral",2020,1,1
"BFA","plateaucentral",2021,1,1
"BFA","plateaucentral",2022,1,1
"BFA","plateaucentral",2023,1,1
"BFA","plateaucentral",2024,1,1
"BFA","plateaucentral",2025,1,1
"BFA","centresud",2000,0,0
"BFA","centresud",2001,0,0
"BFA","centresud",2002,0,0
"BFA","centresud",2003,0,0
"BFA","centresud",2004,0,0
"BFA","centresud",2005,0,0
"BFA","centresud",2006,0,0
"BFA","centresud",2007,0,0
"BFA","centresud",2008,0,0
"BFA","centresud",2009,0,0
"BFA","centresud",2010,0,0
"BFA","centresud",2011,0,0
"BFA","centresud",2012,0,0
"BFA","centresud",2013,0,0
"BFA","centresud",2014,0,0
"BFA","centresud",2015,0,0
"BFA","centresud",2016,0.990654205607477,0.990654205607477
"BFA","centresud",2017,0.990654205607477,0.990654205607477
"BFA","centresud",2018,0.990654205607477,0.990654205607477
"BFA","centresud",2019,0.990654205607477,0.990654205607477
"BFA","centresud",2020,0.990654205607477,0.990654205607477
"BFA","centresud",2021,0.990654205607477,0.990654205607477
"BFA","centresud",2022,0.990654205607477,0.990654205607477
"BFA","centresud",2023,0.990654205607477,0.990654205607477
"BFA","centresud",2024,0.990654205607477,0.990654205607477
"BFA","centresud",2025,0.990654205607477,0.990654205607477
"BFA","hautsbassins",2000,0,0
"BFA","hautsbassins",2001,0,0
"BFA","hautsbassins",2002,0,0
"BFA","hautsbassins",2003,0,0
"BFA","hautsbassins",2004,0,0
"BFA","hautsbassins",2005,0,0
"BFA","hautsbassins",2006,0,0
"BFA","hautsbassins",2007,0,0
"BFA","hautsbassins",2008,0,0
"BFA","hautsbassins",2009,0,0
"BFA","hautsbassins",2010,0,0
"BFA","hautsbassins",2011,0,0
"BFA","hautsbassins",2012,0,0
"BFA","hautsbassins",2013,0,0
"BFA","hautsbassins",2014,0,0
"BFA","hautsbassins",2015,0,0
"BFA","hautsbassins",2016,0.764285714285714,0.764285714285714
"BFA","hautsbassins",2017,0.785714285714286,0.785714285714286
"BFA","hautsbassins",2018,1,1
"BFA","hautsbassins",2019,1,1
"BFA","hautsbassins",2020,1,1
"BFA","hautsbassins",2021,1,1
"BFA","hautsbassins",2022,1,1
"BFA","hautsbassins",2023,1,1
"BFA","hautsbassins",2024,1,1
"BFA","hautsbassins",2025,1,1
"BFA","est",2000,0,0
"BFA","est",2001,0,0
"BFA","est",2002,0,0
"BFA","est",2003,0,0
"BFA","est",2004,0,0
"BFA","est",2005,0,0
"BFA","est",2006,0,0
"BFA","est",2007,0,0
"BFA","est",2008,0,0
"BFA","est",2009,0,0
"BFA","est",2010,0,0
"BFA","est",2011,0,0
"BFA","est",2012,0,0
"BFA","est",2013,0,0
"BFA","est",2014,0.234234234234234,0.234234234234234
"BFA","est",2015,1,1
"BFA","est",2016,1,1
"BFA","est",2017,1,1
"BFA","est",2018,1,1
"BFA","est",2019,1,1
"BFA","est",2020,1,1
"BFA","est",2021,1,1
"BFA","est",2022,1,1
"BFA","est",2023,1,1
"BFA","est",2024,1,1
"BFA","est",2025,1,1
"CMR","farnorth",2000,0,0
"CMR","farnorth",2001,0,0
"CMR","farnorth",2002,0,0
"CMR","farnorth",2003,0,0
"CMR","farnorth",2004,0,0
"CMR","farnorth",2005,0,0
"CMR","farnorth",2006,0,0
"CMR","farnorth",2007,0,0
"CMR","farnorth",2008,0,0
"CMR","farnorth",2009,0,0
"CMR","farnorth",2010,0,0
"CMR","farnorth",2011,0,0
"CMR","farnorth",2012,0,0
"CMR","farnorth",2013,0,0
"CMR","farnorth",2014,0,0
"CMR","farnorth",2015,0,0
"CMR","farnorth",2016,1,1
"CMR","farnorth",2017,1,1
"CMR","farnorth",2018,1,1
"CMR","farnorth",2019,1,1
"CMR","farnorth",2020,1,1
"CMR","farnorth",2021,1,1
"CMR","farnorth",2022,1,1
"CMR","farnorth",2023,1,1
"CMR","farnorth",2024,1,1
"CMR","farnorth",2025,1,1
"CMR","douala",2000,0,
"CMR","douala",2001,0,
"CMR","douala",2002,0,
"CMR","douala",2003,0,
"CMR","douala",2004,0,
"CMR","douala",2005,0,
"CMR","douala",2006,0,
"CMR","douala",2007,0,
"CMR","douala",2008,0,
"CMR","douala",2009,0,
"CMR","douala",2010,0,
"CMR","douala",2011,0,
"CMR","douala",2012,0,
"CMR","douala",2013,0,
"CMR","douala",2014,0,
"CMR","douala",2015,0,
"CMR","douala",2016,0,
"CMR","douala",2017,0,
"CMR","douala",2018,0,
"CMR","douala",2019,0,
"CMR","douala",2020,1,
"CMR","douala",2021,1,
"CMR","douala",2022,1,
"CMR","douala",2023,1,
"CMR","douala",2024,1,
"CMR","douala",2025,1,
"CMR","northwest",2000,0,
"CMR","northwest",2001,0,
"CMR","northwest",2002,0,
"CMR","northwest",2003,0,
"CMR","northwest",2004,0,
"CMR","northwest",2005,0,
"CMR","northwest",2006,0,
"CMR","northwest",2007,0,
"CMR","northwest",2008,0,
"CMR","northwest",2009,0,
"CMR","northwest",2010,0,
"CMR","northwest",2011,0,
"CMR","northwest",2012,0,
"CMR","northwest",2013,0,
"CMR","northwest",2014,0,
"CMR","northwest",2015,0,
"CMR","northwest",2016,0,
"CMR","northwest",2017,0,
"CMR","northwest",2018,0,
"CMR","northwest",2019,0,
"CMR","northwest",2020,1,
"CMR","northwest",2021,1,
"CMR","northwest",2022,1,
"CMR","northwest",2023,1,
"CMR","northwest",2024,1,
"CMR","northwest",2025,1,
"CMR","west",2000,0,
"CMR","west",2001,0,
"CMR","west",2002,0,
"CMR","west",2003,0,
"CMR","west",2004,0,
"CMR","west",2005,0,
"CMR","west",2006,0,
"CMR","west",2007,0,
"CMR","west",2008,0,
"CMR","west",2009,0,
"CMR","west",2010,0,
"CMR","west",2011,0,
"CMR","west",2012,0,
"CMR","west",2013,0,
"CMR","west",2014,0,
"CMR","west",2015,0,
"CMR","west",2016,0,
"CMR","west",2017,0,
"CMR","west",2018,0,
"CMR","west",2019,0,
"CMR","west",2020,1,
"CMR","west",2021,1,
"CMR","west",2022,1,
"CMR","west",2023,1,
"CMR","west",2024,1,
"CMR","west",2025,1,
"CMR","southwest",2000,0,
"CMR","southwest",2001,0,
"CMR","southwest",2002,0,
"CMR","southwest",2003,0,
"CMR","southwest",2004,0,
"CMR","southwest",2005,0,
"CMR","southwest",2006,0,
"CMR","southwest",2007,0,
"CMR","southwest",2008,0,
"CMR","southwest",2009,0,
"CMR","southwest",2010,0,
"CMR","southwest",2011,0,
"CMR","southwest",2012,0,
"CMR","southwest",2013,0,
"CMR","southwest",2014,0,
"CMR","southwest",2015,0,
"CMR","southwest",2016,0,
"CMR","southwest",2017,0,
"CMR","southwest",2018,0,
"CMR","southwest",2019,0,
"CMR","southwest",2020,1,
"CMR","southwest",2021,1,
"CMR","southwest",2022,1,
"CMR","southwest",2023,1,
"CMR","southwest",2024,1,
"CMR","southwest",2025,1,
"CMR","north",2000,0,0
"CMR","north",2001,0,0
"CMR","north",2002,0,0
"CMR","north",2003,0,0
"CMR","north",2004,0,0
"CMR","north",2005,0,0
"CMR","north",2006,0,0
"CMR","north",2007,0,0
"CMR","north",2008,0,0
"CMR","north",2009,0,0
"CMR","north",2010,0,0
"CMR","north",2011,0,0
"CMR","north",2012,0,0
"CMR","north",2013,0,0
"CMR","north",2014,0,0
"CMR","north",2015,0,0
"CMR","north",2016,1,1
"CMR","north",2017,1,1
"CMR","north",2018,1,1
"CMR","north",2019,1,1
"CMR","north",2020,1,1
"CMR","north",2021,1,1
"CMR","north",2022,1,1
"CMR","north",2023,1,1
"CMR","north",2024,1,1
"CMR","north",2025,1,1
"CMR","south",2000,0,
"CMR","south",2001,0,
"CMR","south",2002,0,
"CMR","south",2003,0,
"CMR","south",2004,0,
"CMR","south",2005,0,
"CMR","south",2006,0,
"CMR","south",2007,0,
"CMR","south",2008,0,
"CMR","south",2009,0,
"CMR","south",2010,0,
"CMR","south",2011,0,
"CMR","south",2012,0,
"CMR","south",2013,0,
"CMR","south",2014,0,
"CMR","south",2015,0,
"CMR","south",2016,0,
"CMR","south",2017,0,
"CMR","south",2018,0,
"CMR","south",2019,0,
"CMR","south",2020,1,
"CMR","south",2021,1,
"CMR","south",2022,1,
"CMR","south",2023,1,
"CMR","south",2024,1,
"CMR","south",2025,1,
"CMR","littoral",2000,0,
"CMR","littoral",2001,0,
"CMR","littoral",2002,0,
"CMR","littoral",2003,0,
"CMR","littoral",2004,0,
"CMR","littoral",2005,0,
"CMR","littoral",2006,0,
"CMR","littoral",2007,0,
"CMR","littoral",2008,0,
"CMR","littoral",2009,0,
"CMR","littoral",2010,0,
"CMR","littoral",2011,0,
"CMR","littoral",2012,0,
"CMR","littoral",2013,0,
"CMR","littoral",2014,0,
"CMR","littoral",2015,0,
"CMR","littoral",2016,0,
"CMR","littoral",2017,0,
"CMR","littoral",2018,0,
"CMR","littoral",2019,0,
"CMR","littoral",2020,1,
"CMR","littoral",2021,1,
"CMR","littoral",2022,1,
"CMR","littoral",2023,1,
"CMR","littoral",2024,1,
"CMR","littoral",2025,1,
"CMR","centre",2000,0,
"CMR","centre",2001,0,
"CMR","centre",2002,0,
"CMR","centre",2003,0,
"CMR","centre",2004,0,
"CMR","centre",2005,0,
"CMR","centre",2006,0,
"CMR","centre",2007,0,
"CMR","centre",2008,0,
"CMR","centre",2009,0,
"CMR","centre",2010,0,
"CMR","centre",2011,0,
"CMR","centre",2012,0,
"CMR","centre",2013,0,
"CMR","centre",2014,0,
"CMR","centre",2015,0,
"CMR","centre",2016,0,
"CMR","centre",2017,0,
"CMR","centre",2018,0,
"CMR","centre",2019,0,
"CMR","centre",2020,1,
"CMR","centre",2021,1,
"CMR","centre",2022,1,
"CMR","centre",2023,1,
"CMR","centre",2024,1,
"CMR","centre",2025,1,
"CMR","east",2000,0,
"CMR","east",2001,0,
"CMR","east",2002,0,
"CMR","east",2003,0,
"CMR","east",2004,0,
"CMR","east",2005,0,
"CMR","east",2006,0,
"CMR","east",2007,0,
"CMR","east",2008,0,
"CMR","east",2009,0,
"CMR","east",2010,0,
"CMR","east",2011,0,
"CMR","east",2012,0,
"CMR","east",2013,0,
"CMR","east",2014,0,
"CMR","east",2015,0,
"CMR","east",2016,0,
"CMR","east",2017,0,
"CMR","east",2018,0,
"CMR","east",2019,0,
"CMR","east",2020,1,
"CMR","east",2021,1,
"CMR","east",2022,1,
"CMR","east",2023,1,
"CMR","east",2024,1,
"CMR","east",2025,1,
"CMR","yaounde",2000,0,
"CMR","yaounde",2001,0,
"CMR","yaounde",2002,0,
"CMR","yaounde",2003,0,
"CMR","yaounde",2004,0,
"CMR","yaounde",2005,0,
"CMR","yaounde",2006,0,
"CMR","yaounde",2007,0,
"CMR","yaounde",2008,0,
"CMR","yaounde",2009,0,
"CMR","yaounde",2010,0,
"CMR","yaounde",2011,0,
"CMR","yaounde",2012,0,
"CMR","yaounde",2013,0,
"CMR","yaounde",2014,0,
"CMR","yaounde",2015,0,
"CMR","yaounde",2016,0,
"CMR","yaounde",2017,0,
"CMR","yaounde",2018,0,
"CMR","yaounde",2019,0,
"CMR","yaounde",2020,1,
"CMR","yaounde",2021,1,
"CMR","yaounde",2022,1,
"CMR","yaounde",2023,1,
"CMR","yaounde",2024,1,
"CMR","yaounde",2025,1,
"CMR","adamawa",2000,0,
"CMR","adamawa",2001,0,
"CMR","adamawa",2002,0,
"CMR","adamawa",2003,0,
"CMR","adamawa",2004,0,
"CMR","adamawa",2005,0,
"CMR","adamawa",2006,0,
"CMR","adamawa",2007,0,
"CMR","adamawa",2008,0,
"CMR","adamawa",2009,0,
"CMR","adamawa",2010,0,
"CMR","adamawa",2011,0,
"CMR","adamawa",2012,0,
"CMR","adamawa",2013,0,
"CMR","adamawa",2014,0,
"CMR","adamawa",2015,0,
"CMR","adamawa",2016,0,
"CMR","adamawa",2017,0,
"CMR","adamawa",2018,0,
"CMR","adamawa",2019,0,
"CMR","adamawa",2020,1,
"CMR","adamawa",2021,1,
"CMR","adamawa",2022,1,
"CMR","adamawa",2023,1,
"CMR","adamawa",2024,1,
"CMR","adamawa",2025,1,
"TCD","moyenchari",2000,0,
"TCD","moyenchari",2001,0,
"TCD","moyenchari",2002,0,
"TCD","moyenchari",2003,0,
"TCD","moyenchari",2004,0,
"TCD","moyenchari",2005,0,
"TCD","moyenchari",2006,0,
"TCD","moyenchari",2007,0,
"TCD","moyenchari",2008,0,
"TCD","moyenchari",2009,0,
"TCD","moyenchari",2010,0,
"TCD","moyenchari",2011,0,
"TCD","moyenchari",2012,0,
"TCD","moyenchari",2013,0,
"TCD","moyenchari",2014,0,
"TCD","moyenchari",2015,1,
"TCD","moyenchari",2016,1,
"TCD","moyenchari",2017,1,
"TCD","moyenchari",2018,1,
"TCD","moyenchari",2019,1,
"TCD","moyenchari",2020,1,
"TCD","moyenchari",2021,1,
"TCD","moyenchari",2022,1,
"TCD","moyenchari",2023,1,
"TCD","moyenchari",2024,1,
"TCD","moyenchari",2025,1,
"TCD","ouaddai",2000,0,
"TCD","ouaddai",2001,0,
"TCD","ouaddai",2002,0,
"TCD","ouaddai",2003,0,
"TCD","ouaddai",2004,0,
"TCD","ouaddai",2005,0,
"TCD","ouaddai",2006,0,
"TCD","ouaddai",2007,0,
"TCD","ouaddai",2008,0,
"TCD","ouaddai",2009,0,
"TCD","ouaddai",2010,0,
"TCD","ouaddai",2011,0,
"TCD","ouaddai",2012,0,
"TCD","ouaddai",2013,0,
"TCD","ouaddai",2014,0,
"TCD","ouaddai",2015,1,
"TCD","ouaddai",2016,1,
"TCD","ouaddai",2017,1,
"TCD","ouaddai",2018,1,
"TCD","ouaddai",2019,1,
"TCD","ouaddai",2020,1,
"TCD","ouaddai",2021,1,
"TCD","ouaddai",2022,1,
"TCD","ouaddai",2023,1,
"TCD","ouaddai",2024,1,
"TCD","ouaddai",2025,1,
"TCD","borkoutibesti",2000,0,
"TCD","borkoutibesti",2001,0,
"TCD","borkoutibesti",2002,0,
"TCD","borkoutibesti",2003,0,
"TCD","borkoutibesti",2004,0,
"TCD","borkoutibesti",2005,0,
"TCD","borkoutibesti",2006,0,
"TCD","borkoutibesti",2007,0,
"TCD","borkoutibesti",2008,0,
"TCD","borkoutibesti",2009,0,
"TCD","borkoutibesti",2010,0,
"TCD","borkoutibesti",2011,0,
"TCD","borkoutibesti",2012,0,
"TCD","borkoutibesti",2013,0,
"TCD","borkoutibesti",2014,0,
"TCD","borkoutibesti",2015,1,
"TCD","borkoutibesti",2016,1,
"TCD","borkoutibesti",2017,1,
"TCD","borkoutibesti",2018,1,
"TCD","borkoutibesti",2019,1,
"TCD","borkoutibesti",2020,1,
"TCD","borkoutibesti",2021,1,
"TCD","borkoutibesti",2022,1,
"TCD","borkoutibesti",2023,1,
"TCD","borkoutibesti",2024,1,
"TCD","borkoutibesti",2025,1,
"TCD","charibaguirmi",2000,0,
"TCD","charibaguirmi",2001,0,
"TCD","charibaguirmi",2002,0,
"TCD","charibaguirmi",2003,0,
"TCD","charibaguirmi",2004,0,
"TCD","charibaguirmi",2005,0,
"TCD","charibaguirmi",2006,0,
"TCD","charibaguirmi",2007,0,
"TCD","charibaguirmi",2008,0,
"TCD","charibaguirmi",2009,0,
"TCD","charibaguirmi",2010,0,
"TCD","charibaguirmi",2011,0,
"TCD","charibaguirmi",2012,0,
"TCD","charibaguirmi",2013,0,
"TCD","charibaguirmi",2014,0,
"TCD","charibaguirmi",2015,1,
"TCD","charibaguirmi",2016,1,
"TCD","charibaguirmi",2017,1,
"TCD","charibaguirmi",2018,1,
"TCD","charibaguirmi",2019,1,
"TCD","charibaguirmi",2020,1,
"TCD","charibaguirmi",2021,1,
"TCD","charibaguirmi",2022,1,
"TCD","charibaguirmi",2023,1,
"TCD","charibaguirmi",2024,1,
"TCD","charibaguirmi",2025,1,
"TCD","tandjile",2000,0,
"TCD","tandjile",2001,0,
"TCD","tandjile",2002,0,
"TCD","tandjile",2003,0,
"TCD","tandjile",2004,0,
"TCD","tandjile",2005,0,
"TCD","tandjile",2006,0,
"TCD","tandjile",2007,0,
"TCD","tandjile",2008,0,
"TCD","tandjile",2009,0,
"TCD","tandjile",2010,0,
"TCD","tandjile",2011,0,
"TCD","tandjile",2012,0,
"TCD","tandjile",2013,0,
"TCD","tandjile",2014,0,
"TCD","tandjile",2015,1,
"TCD","tandjile",2016,1,
"TCD","tandjile",2017,1,
"TCD","tandjile",2018,1,
"TCD","tandjile",2019,1,
"TCD","tandjile",2020,1,
"TCD","tandjile",2021,1,
"TCD","tandjile",2022,1,
"TCD","tandjile",2023,1,
"TCD","tandjile",2024,1,
"TCD","tandjile",2025,1,
"TCD","kanem",2000,0,
"TCD","kanem",2001,0,
"TCD","kanem",2002,0,
"TCD","kanem",2003,0,
"TCD","kanem",2004,0,
"TCD","kanem",2005,0,
"TCD","kanem",2006,0,
"TCD","kanem",2007,0,
"TCD","kanem",2008,0,
"TCD","kanem",2009,0,
"TCD","kanem",2010,0,
"TCD","kanem",2011,0,
"TCD","kanem",2012,0,
"TCD","kanem",2013,0,
"TCD","kanem",2014,0,
"TCD","kanem",2015,1,
"TCD","kanem",2016,1,
"TCD","kanem",2017,1,
"TCD","kanem",2018,1,
"TCD","kanem",2019,1,
"TCD","kanem",2020,1,
"TCD","kanem",2021,1,
"TCD","kanem",2022,1,
"TCD","kanem",2023,1,
"TCD","kanem",2024,1,
"TCD","kanem",2025,1,
"TCD","ennediestennediouest",2000,0,
"TCD","ennediestennediouest",2001,0,
"TCD","ennediestennediouest",2002,0,
"TCD","ennediestennediouest",2003,0,
"TCD","ennediestennediouest",2004,0,
"TCD","ennediestennediouest",2005,0,
"TCD","ennediestennediouest",2006,0,
"TCD","ennediestennediouest",2007,0,
"TCD","ennediestennediouest",2008,0,
"TCD","ennediestennediouest",2009,0,
"TCD","ennediestennediouest",2010,0,
"TCD","ennediestennediouest",2011,0,
"TCD","ennediestennediouest",2012,0,
"TCD","ennediestennediouest",2013,0,
"TCD","ennediestennediouest",2014,0,
"TCD","ennediestennediouest",2015,1,
"TCD","ennediestennediouest",2016,1,
"TCD","ennediestennediouest",2017,1,
"TCD","ennediestennediouest",2018,1,
"TCD","ennediestennediouest",2019,1,
"TCD","ennediestennediouest",2020,1,
"TCD","ennediestennediouest",2021,1,
"TCD","ennediestennediouest",2022,1,
"TCD","ennediestennediouest",2023,1,
"TCD","ennediestennediouest",2024,1,
"TCD","ennediestennediouest",2025,1,
"TCD","hadjerlamis",2000,0,
"TCD","hadjerlamis",2001,0,
"TCD","hadjerlamis",2002,0,
"TCD","hadjerlamis",2003,0,
"TCD","hadjerlamis",2004,0,
"TCD","hadjerlamis",2005,0,
"TCD","hadjerlamis",2006,0,
"TCD","hadjerlamis",2007,0,
"TCD","hadjerlamis",2008,0,
"TCD","hadjerlamis",2009,0,
"TCD","hadjerlamis",2010,0,
"TCD","hadjerlamis",2011,0,
"TCD","hadjerlamis",2012,0,
"TCD","hadjerlamis",2013,0,
"TCD","hadjerlamis",2014,0,
"TCD","hadjerlamis",2015,1,
"TCD","hadjerlamis",2016,1,
"TCD","hadjerlamis",2017,1,
"TCD","hadjerlamis",2018,1,
"TCD","hadjerlamis",2019,1,
"TCD","hadjerlamis",2020,1,
"TCD","hadjerlamis",2021,1,
"TCD","hadjerlamis",2022,1,
"TCD","hadjerlamis",2023,1,
"TCD","hadjerlamis",2024,1,
"TCD","hadjerlamis",2025,1,
"TCD","mandoul",2000,0,
"TCD","mandoul",2001,0,
"TCD","mandoul",2002,0,
"TCD","mandoul",2003,0,
"TCD","mandoul",2004,0,
"TCD","mandoul",2005,0,
"TCD","mandoul",2006,0,
"TCD","mandoul",2007,0,
"TCD","mandoul",2008,0,
"TCD","mandoul",2009,0,
"TCD","mandoul",2010,0,
"TCD","mandoul",2011,0,
"TCD","mandoul",2012,0,
"TCD","mandoul",2013,0,
"TCD","mandoul",2014,0,
"TCD","mandoul",2015,1,
"TCD","mandoul",2016,1,
"TCD","mandoul",2017,1,
"TCD","mandoul",2018,1,
"TCD","mandoul",2019,1,
"TCD","mandoul",2020,1,
"TCD","mandoul",2021,1,
"TCD","mandoul",2022,1,
"TCD","mandoul",2023,1,
"TCD","mandoul",2024,1,
"TCD","mandoul",2025,1,
"TCD","lac",2000,0,
"TCD","lac",2001,0,
"TCD","lac",2002,0,
"TCD","lac",2003,0,
"TCD","lac",2004,0,
"TCD","lac",2005,0,
"TCD","lac",2006,0,
"TCD","lac",2007,0,
"TCD","lac",2008,0,
"TCD","lac",2009,0,
"TCD","lac",2010,0,
"TCD","lac",2011,0,
"TCD","lac",2012,0,
"TCD","lac",2013,0,
"TCD","lac",2014,0,
"TCD","lac",2015,1,
