"fit_id","variant","original_min_hessian","strict_min_hessian","original_max_gradient","strict_max_gradient","original_fREML","strict_fREML","strict_selected"
"main_age_7","main",-4.44199306587774e-05,2.57518976219893e-05,5.5390832049633e-05,5.83535669534506e-05,4497.84671658172,4497.81121742633,TRUE
"no_smc_age_1","no_smc",-1.30438784301988e-06,0.000206878217806292,6.96939948120639e-05,0.000202873241942813,26073.1272876099,26073.1276311603,TRUE
"no_smc_age_7","no_smc",-3.84903001862251e-05,2.48144092712829e-05,3.85361307823147e-05,5.31990737694762e-05,4496.32084667896,4496.29137682631,TRUE
"coverage_age_7","coverage",-4.96692456609465e-05,2.53247889156882e-05,5.34196140038533e-05,5.81153445634271e-05,4497.7252618271,4497.68272634376,TRUE
