"iso3","age_band","Location","pfpr_pct","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","status","map_population_coverage_within_raster","map_coverage_below_95pct","population_weight_year","log_hr_se","log_hr_zero_vs_current","hr_zero_vs_current","hr_lower_95","hr_upper_95","attributable_fraction","af_lower_95","af_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","zero_below_observed_support","current_pfpr_outside_central95","current_pfpr_outside_observed_support","negative_attributable_estimate","series","year","exposure_source","temporal_transport_from_pre2016_fit"
"AGO","<1","Angola",20.1035553415068,25724.5129425046,65823.7910576055,39080.8741477558,"0-27 days mapped to model <1 completed month","estimated",0.998084957706995,FALSE,2020,0.0264442461266288,-0.0550495724623242,0.946438229517087,0.898633237560222,0.996786324889759,0.0535617704829127,0.0032136751102414,0.101366762439778,24346.6624844935,1377.85045801115,82.6702269664098,2607.61059232186,36987.6333363821,2093.24081137369,125.593232535119,3961.50168567443,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BDI","<1","Burundi",32.7108667147613,10665.1060429336,24443.9696865901,43630.8266606321,"0-27 days mapped to model <1 completed month","estimated",0.903118502531811,TRUE,2020,0.0314601539399206,-0.0953890959654866,0.909019169956942,0.854660471998414,0.966835226879127,0.0909808300430576,0.0331647731208728,0.145339528001586,9694.78584265027,970.320200283328,353.705822223943,1550.06147836683,39661.257835583,3969.56882504907,1447.00646727599,6341.28375317528,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BEN","<1","Benin",56.789331963267,10804.6666154987,27278.4884920618,39608.7437859428,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0365725941626546,-0.116631488690439,0.889913075778425,0.828354750889428,0.956046043788706,0.110086924221575,0.0439539562112941,0.171645249110572,9615.21410055891,1189.45251493979,474.907843295261,1854.56969277395,35248.3390102679,4360.40477567486,1740.9609899517,6798.65269409496,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BFA","<1","Burkina Faso",53.1839944402602,21668.9137055495,51434.2296696051,42129.3637422836,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0354347339215957,-0.119018428310841,0.88779144011458,0.828224930084283,0.95164201476103,0.112208559885419,0.0483579852389696,0.171775069915717,19237.4761043684,2431.43760118114,1047.86500911747,3722.1791667684,37402.088507873,4727.27523441065,2037.29114997653,7236.77440233543,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BWA","<1","Botswana",0.0739687942020688,454.850857072986,3530.37620506091,12883.9203148079,"0-27 days mapped to model <1 completed month","estimated",0.500006041684288,TRUE,2020,0.00012313879305486,-0.000184656262839637,0.999815360785079,0.999574082431423,1.00005669737878,0.000184639214921289,-5.66973787834435e-05,0.000425917568576684,454.76687376783,0.0839833051562318,-0.025788851333441,0.193728971109547,12881.5414378759,2.37887693203458,-0.730484510304366,5.48748801421872,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CAF","<1","Central African Republic",57.137610295232,7548.95249397688,14817.4288792299,50946.4398682452,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0366907740916958,-0.116319969515137,0.890190343950816,0.828420927906439,0.956565463001884,0.109809656049184,0.0434345369981162,0.171579072093561,6720.00461708165,828.947876895228,327.88525639666,1295.24226419493,45352.0288293828,5594.41103886242,2212.8350273796,8741.34287906392,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CIV","<1","Cote d'Ivoire",62.0559536355424,27392.2659919489,55654.1700156284,49218.7126036681,"0-27 days mapped to model <1 completed month","estimated",0.999044906250652,FALSE,2020,0.0385297352373795,-0.110543377632673,0.89534749129253,0.830222402971368,0.965581183180232,0.104652508707469,0.0344188168197683,0.169777597028632,24525.5966367091,2866.66935523975,942.809385455259,4650.59309728221,44067.8508543423,5150.86174932581,1694.04985321048,8356.23475469364,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CMR","<1","Cameroon",48.6084683420969,23859.4478366695,58529.8485352131,40764.5815490451,"0-27 days mapped to model <1 completed month","estimated",0.994188327616715,FALSE,2020,0.0342822646256486,-0.119616046263098,0.887261038516653,0.829601938891495,0.948927568228131,0.112738961483347,0.0510724317718686,0.170398061108505,21169.5584659973,2689.88937067222,1218.56002175276,4065.60365048801,36168.8249599025,4595.75658914257,2081.94630987238,6946.20565785684,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COD","<1","Democratic Republic of the Congo",64.5181086884157,73984.3174206275,188322.837012299,39285.8978732334,"0-27 days mapped to model <1 completed month","estimated",0.967925701459564,FALSE,2020,0.0396464964911295,-0.106755073720491,0.898745772493411,0.831551366256801,0.971369895296797,0.101254227506589,0.0286301047032033,0.168448633743199,66493.0925125996,7491.22490802794,2118.17875414759,12462.5571879278,35308.0346321764,3977.86324105701,1124.75936947002,6617.655822121,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COG","<1","Congo",32.8294542135053,3184.65198687615,10321.124158586,30855.6697695268,"0-27 days mapped to model <1 completed month","estimated",0.999999884856155,FALSE,2020,0.0314892791318029,-0.0957230396937416,0.908715659386818,0.854326340211414,0.966567587522203,0.0912843406131821,0.0334324124777973,0.145673659788586,2893.9431301717,290.70885670445,106.47059882348,463.91991008124,28039.0303004375,2816.63946908935,1031.57947901352,4494.858340555,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
