"iso3","country","year","series","pfpr_pct","exposure_source","status","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_deaths","map_population_coverage","any_current_pfpr_outside_observed_support","any_zero_below_observed_support","temporal_transport_from_pre2016_fit"
"AGO","Angola",2005,"map_full",20.1035553415068,"MAP","estimated",96551.420798192,26468.2303330904,70083.1904651016,0.274136103998027,17036.3618753842,0.998084957706995,FALSE,TRUE,FALSE
"BDI","Burundi",2005,"map_full",32.7108667147613,"MAP","estimated",39965.5290915808,13128.6624378662,26836.8666537146,0.328499652982997,9544.83585622456,0.903118502531811,FALSE,TRUE,FALSE
"BEN","Benin",2005,"map_full",56.789331963267,"MAP","estimated",35764.568969811,12856.6397542876,22907.9292155233,0.359479790323769,7882.71211201263,1,FALSE,TRUE,FALSE
"BFA","Burkina Faso",2005,"map_full",53.1839944402602,"MAP","estimated",88292.8538201055,33944.5040185557,54348.3498015498,0.384453583159932,24966.6794975544,1,FALSE,TRUE,FALSE
"BWA","Botswana",2005,"map_full",0.0739687942020688,"MAP","estimated",2386.55814676257,2.75486107658518,2383.80328568599,0.00115432388702627,1.01106893548783,0.500006041684288,FALSE,TRUE,FALSE
"CAF","Central African Republic",2005,"map_full",57.137610295232,"MAP","estimated",27492.8570841914,9517.77683548985,17975.0802487015,0.346190896287845,3752.68743335549,1,FALSE,TRUE,FALSE
"CIV","Cote d'Ivoire",2005,"map_full",62.0559536355424,"MAP","estimated",80769.9833548921,26792.8135302914,53977.1698246007,0.331717457617485,18927.1407480006,0.999044906250652,FALSE,TRUE,FALSE
"CMR","Cameroon",2005,"map_full",48.6084683420969,"MAP","estimated",89440.1172170792,33080.1641969166,56359.9530201625,0.36985823840803,20518.3763959582,0.994188327616715,FALSE,TRUE,FALSE
"COD","Democratic Republic of the Congo",2005,"map_full",64.5181086884157,"MAP","estimated",291364.155661708,107400.386238957,183963.769422751,0.368612213108519,90901.2946546033,0.967925701459564,FALSE,TRUE,FALSE
"COG","Congo",2005,"map_full",32.8294542135053,"MAP","estimated",10371.3261694714,3249.91470384476,7121.41146562667,0.313355751303152,1798.4947973644,0.999999884856155,FALSE,TRUE,FALSE
"COM","Comoros",2005,"map_full",1.49344288730066,"MAP","estimated",1294.11415854412,27.7612293583157,1266.3529291858,0.0214519168769061,6.01667570728837,0.977875023773357,FALSE,TRUE,FALSE
"CPV","Cape Verde",2005,"map_full",,"MAP","missing_MAP_no_estimate",487.882790929842,,,,0.360636598851271,,,TRUE,FALSE
"DJI","Djibouti",2005,"map_full",0.180218583070353,"MAP","estimated",1827.74449858499,4.21777011883472,1823.52672846615,0.00230763661009515,3.15105029062501,0.900748542924068,FALSE,TRUE,FALSE
"ERI","Eritrea",2005,"map_full",0.264051516629705,"MAP","estimated",12881.6351925552,73.8464978493198,12807.7886947059,0.00573269594624124,20.5491549999896,0.951453885431987,FALSE,TRUE,FALSE
"ETH","Ethiopia",2005,"map_full",10.282958677834,"MAP","estimated",324374.02190096,45424.3371072403,278949.68479372,0.140036914303543,31593.2561718979,0.827728262514435,FALSE,TRUE,FALSE
"GAB","Gabon",2005,"map_full",13.5729851145187,"MAP","estimated",2434.17926397405,434.211157089419,1999.96810688463,0.17838092843685,247.587005011858,0.999284909726468,FALSE,TRUE,FALSE
"GHA","Ghana",2005,"map_full",33.4717058296969,"MAP","estimated",57379.9146584327,17112.398399041,40267.5162593916,0.298229763862609,14365.2438310093,0.999730304961018,FALSE,TRUE,FALSE
"GIN","Guinea",2005,"map_full",42.9604000479577,"MAP","estimated",47244.174690902,16630.4746713936,30613.7000195084,0.352011116295279,9581.37694548418,0.996935005435981,FALSE,TRUE,FALSE
"GMB","The Gambia",2005,"map_full",6.80021050223797,"MAP","estimated",5244.84227075379,530.342803650015,4714.49946710378,0.101117016732287,309.032888877776,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2005,"map_full",5.47134440577292,"MAP","estimated",7767.24982587559,705.960045004528,7061.28978087107,0.090889318720342,322.64768526346,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2005,"map_full",33.9046533846217,"MAP","estimated",2828.61147410932,856.365522063279,1972.24595204604,0.302751201393939,795.294411262496,0.967788791016353,FALSE,TRUE,FALSE
"KEN","Kenya",2005,"map_full",12.1603957572431,"MAP","estimated",82551.3260242614,13849.2074827561,68702.1185415054,0.167764809479691,5380.61737522306,0.822215895130027,FALSE,TRUE,FALSE
"LBR","Liberia",2005,"map_full",42.3245620053839,"MAP","estimated",18341.6145030929,6123.89319124918,12217.7213118438,0.333879724176763,4318.96062855385,0.999979141849584,FALSE,TRUE,FALSE
"LSO","Lesotho",2005,"map_full",,"MAP","missing_MAP_no_estimate",4720.58173459787,,,,,0,,TRUE,FALSE
"MDG","Madagascar",2005,"map_full",16.612555436176,"MAP","estimated",62155.6370120644,13900.2257830258,48255.4112290386,0.223635802820712,5743.20514220464,0.965066759112986,FALSE,TRUE,FALSE
"MLI","Mali",2005,"map_full",38.5111391906618,"MAP","estimated",87830.0017542328,30812.4977121863,57017.5040420465,0.350819732400852,19914.3514175643,0.977670801796849,FALSE,TRUE,FALSE
"MOZ","Mozambique",2005,"map_full",44.2928156950409,"MAP","estimated",99135.6037445077,32981.3943734422,66154.2093710655,0.33268970105273,12272.1178087967,0.999790945132115,FALSE,TRUE,FALSE
"MRT","Mauritania",2005,"map_full",4.08661106779518,"MAP","estimated",7861.39012005786,433.087436219766,7428.30268383809,0.0550904394268349,254.427955607677,0.840119682930452,FALSE,TRUE,FALSE
"MWI","Malawi",2005,"map_full",32.2108258478265,"MAP","estimated",61511.0868799983,20251.8899485815,41259.1969314168,0.329239670046651,8465.6610118672,0.999764978481837,FALSE,TRUE,FALSE
"NAM","Namibia",2005,"map_full",4.5353951282014,"MAP","estimated",3618.47879220969,253.902859481804,3364.57593272789,0.0701683978439883,68.1857539029271,0.611389973186959,FALSE,TRUE,FALSE
"NER","Niger",2005,"map_full",26.7916282649868,"MAP","estimated",124960.908948674,44866.7755691014,80094.1333795725,0.359046488590523,19061.3616023064,0.952363358910006,FALSE,TRUE,FALSE
"NGA","Nigeria",2005,"map_full",44.911076588637,"MAP","estimated",913193.381854743,338231.982743434,574961.39911131,0.370383742878718,141101.592555906,0.999968748812492,FALSE,TRUE,FALSE
"RWA","Rwanda",2005,"map_full",4.897431879853,"MAP","estimated",38267.9806795348,3413.38269321773,34854.597986317,0.0891968332952348,2841.50458808531,0.814603360177058,FALSE,TRUE,FALSE
"SEN","Senegal",2005,"map_full",5.44994687087531,"MAP","estimated",38522.3642175266,3510.8634844792,35011.5007330474,0.0911383181118945,4355.85191330994,0.99558981120801,FALSE,TRUE,FALSE
"SLE","Sierra Leone",2005,"map_full",40.7926668056115,"MAP","estimated",37841.2524673903,13275.0999391238,24566.1525282666,0.350810268517501,6759.19690523862,0.99816935916103,FALSE,TRUE,FALSE
"SOM","Somalia",2005,"map_full",9.00565355096317,"MAP","estimated",91196.3495631419,14663.2303202318,76533.1192429102,0.160787470008099,2834.75713714953,0.983183349547194,FALSE,TRUE,FALSE
"SSD","South Sudan",2005,"map_full",35.4180105817913,"MAP","estimated",37611.7230423069,12284.8625120929,25326.860530214,0.32662323122699,4727.21749013014,0.998944588913762,FALSE,TRUE,FALSE
"STP","Sao Tome and Principe",2005,"map_full",,"MAP","missing_MAP_no_estimate",413.742464346307,,,,39.3306059836189,,,TRUE,FALSE
"SWZ","Swaziland",2005,"map_full",2.77619052188256,"MAP","estimated",3247.7077903365,143.060150848327,3104.64763948817,0.0440495759113552,2.47884157083843,0.0274046526925583,FALSE,TRUE,FALSE
"TCD","Chad",2005,"map_full",17.2544300153994,"MAP","estimated",77646.949864827,20395.9759520193,57250.9739128078,0.262675816468334,3943.23764594159,0.941951498070144,FALSE,TRUE,FALSE
"TGO","Togo",2005,"map_full",54.7789048030301,"MAP","estimated",22148.2394810415,7968.1505304758,14180.0889505657,0.359764510280666,3282.74509670263,1,FALSE,TRUE,FALSE
"TZA","Tanzania",2005,"map_full",21.5102815877522,"MAP","estimated",143205.034385894,37021.8685753452,106183.165810549,0.258523513046214,17905.7678371295,0.982661834291151,FALSE,TRUE,FALSE
"UGA","Uganda",2005,"map_full",41.7907617391782,"MAP","estimated",137915.902947265,47964.0453208801,89951.8576263852,0.347777481029291,44154.0043335441,0.972005626882908,FALSE,TRUE,FALSE
"ZMB","Zambia",2005,"map_full",20.8670520447216,"MAP","estimated",52399.241167066,14542.6354758413,37856.6056912247,0.277535230509819,3742.04847209806,0.999994981989078,FALSE,TRUE,FALSE
"ZWE","Zimbabwe",2005,"map_full",4.09485353977597,"MAP","estimated",28517.2506942995,1872.90458285356,26644.3461114459,0.0656761972930283,363.485138105732,0.993374399109765,FALSE,TRUE,FALSE
"AGO","Angola",2015,"map_full",12.001303326479,"MAP","estimated",77321.0488630936,14012.4148414499,63308.6340216437,0.18122380706786,6832.55631081913,0.998084957706995,FALSE,TRUE,FALSE
"BDI","Burundi",2015,"map_full",16.717817650048,"MAP","estimated",39468.6283250787,8887.28933300008,30581.3389920786,0.225173503872518,7621.7837339771,0.903118502531811,FALSE,TRUE,FALSE
"BEN","Benin",2015,"map_full",36.3793100261877,"MAP","estimated",38817.0754924682,13536.5791562499,25280.4963362183,0.348727434628002,7298.77480376705,1,FALSE,TRUE,FALSE
"BFA","Burkina Faso",2015,"map_full",39.2003452509794,"MAP","estimated",55253.1036656593,17806.3287299808,37446.7749356785,0.322268389441583,13545.8717646912,1,FALSE,TRUE,FALSE
"BWA","Botswana",2015,"map_full",0.0668556239324968,"MAP","estimated",2000.78906689539,2.05978985978996,1998.7292770356,0.00102948876214429,0.518384167820944,0.500006041684288,FALSE,TRUE,FALSE
"CAF","Central African Republic",2015,"map_full",36.7348327663838,"MAP","estimated",28150.8022278888,8865.22419573778,19285.578032151,0.314919060706379,2950.93257259004,1,FALSE,TRUE,FALSE
"CIV","Cote d'Ivoire",2015,"map_full",21.3567298975211,"MAP","estimated",77900.2697353517,19106.2453514778,58794.0243838739,0.245265458211979,12113.9747572197,0.999044906250652,FALSE,TRUE,FALSE
"CMR","Cameroon",2015,"map_full",25.339889009207,"MAP","estimated",86832.2296518058,25532.5241290159,61299.7055227899,0.294044322383525,12490.1867607554,0.994188327616715,FALSE,TRUE,FALSE
"COD","Democratic Republic of the Congo",2015,"map_full",31.2906693790223,"MAP","estimated",248211.14235586,81438.4235527485,166772.718803112,0.328101401007978,72887.450903449,0.967925701459564,FALSE,TRUE,FALSE
"COG","Congo",2015,"map_full",19.1216915715156,"MAP","estimated",9147.10580862238,2123.56186152372,7023.54394709866,0.232156695894124,1162.69867040741,0.999999884856155,FALSE,TRUE,FALSE
"COM","Comoros",2015,"map_full",0.242446595277091,"MAP","estimated",1091.49777195399,3.68476469275132,1087.81300726124,0.00337587926190163,0.566885759376502,0.977875023773357,FALSE,TRUE,FALSE
"CPV","Cape Verde",2015,"map_full",,"MAP","missing_MAP_no_estimate",297.674343911655,,,,0.0236627273474872,,,TRUE,FALSE
"DJI","Djibouti",2015,"map_full",0.446388006068223,"MAP","estimated",1975.83391624404,10.8096837412529,1965.02423250279,0.00547094755909523,15.5983083618225,0.900244405140964,FALSE,TRUE,FALSE
"ERI","Eritrea",2015,"map_full",0.437883754324056,"MAP","estimated",12707.9072451884,114.683020517815,12593.2242246706,0.0090245402571094,22.6752348843585,0.941587510523092,FALSE,TRUE,FALSE
"ETH","Ethiopia",2015,"map_full",4.44168903034584,"MAP","estimated",222280.681072972,12801.7881842251,209478.892888747,0.0575928961636678,11813.4580723826,0.827586281480413,FALSE,TRUE,FALSE
"GAB","Gabon",2015,"map_full",16.5336880312919,"MAP","estimated",2235.68864689905,435.356245508975,1800.33240139008,0.194730266270674,307.793775942293,0.999284909726468,FALSE,TRUE,FALSE
"GHA","Ghana",2015,"map_full",27.1359006682193,"MAP","estimated",45615.0682451127,11313.6717475899,34301.3964975228,0.248024878244088,9488.9556894683,0.999730304961018,FALSE,TRUE,FALSE
"GIN","Guinea",2015,"map_full",37.0047253732389,"MAP","estimated",45918.3793797175,15448.7368724406,30469.6425072769,0.336439070392463,8411.25835546664,0.996935005435981,FALSE,TRUE,FALSE
"GMB","The Gambia",2015,"map_full",16.1615436677223,"MAP","estimated",4466.05170786417,817.155461939348,3648.89624592482,0.182970443557659,380.221418593574,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2015,"map_full",5.43390998716656,"MAP","estimated",5858.71311364054,479.193957048446,5379.5191565921,0.0817916746824082,240.020921747807,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2015,"map_full",34.4631748290858,"MAP","estimated",2397.90491647383,692.323462783572,1705.58145369026,0.288720148170699,720.251418626558,0.967788791016353,FALSE,TRUE,FALSE
"KEN","Kenya",2015,"map_full",5.61238811543549,"MAP","estimated",58800.8181651058,4385.52000400618,54415.2981610997,0.0745826357669404,2218.91481903351,0.822215895130027,FALSE,TRUE,FALSE
"LBR","Liberia",2015,"map_full",33.370745219075,"MAP","estimated",16738.7379224384,4934.86620630708,11803.8717161313,0.294817102052351,2549.96903104348,0.999979141849584,FALSE,TRUE,FALSE
"LSO","Lesotho",2015,"map_full",,"MAP","missing_MAP_no_estimate",3209.90050536875,,,,,0,,TRUE,FALSE
"MDG","Madagascar",2015,"map_full",6.1292538325627,"MAP","estimated",64918.4040198667,6392.76639521845,58525.6376246483,0.0984738687239152,3397.67118195632,0.965066759112986,FALSE,TRUE,FALSE
