"iso3","country","year","series","pfpr_pct","exposure_source","status","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_deaths","map_population_coverage","any_current_pfpr_outside_observed_support","any_zero_below_observed_support","temporal_transport_from_pre2016_fit","previous_deaths","change_deaths","change_pct"
"AGO","Angola",2005,"map_full",20.1035553415068,"MAP","estimated",96551.420798192,26468.2303330904,70083.1904651016,0.274136103998027,17036.3618753842,0.998084957706995,FALSE,TRUE,FALSE,24155.6330463862,2312.5972867042,9.57373910368363
"BDI","Burundi",2005,"map_full",32.7108667147613,"MAP","estimated",39965.5290915808,13128.6624378662,26836.8666537146,0.328499652982997,9544.83585622456,0.903118502531811,FALSE,TRUE,FALSE,12256.9763160432,871.686121823001,7.11175496588051
"BEN","Benin",2005,"map_full",56.789331963267,"MAP","estimated",35764.568969811,12856.6397542876,22907.9292155233,0.359479790323769,7882.71211201263,1,FALSE,TRUE,FALSE,12532.7817101421,323.8580441455,2.58408748860134
"BFA","Burkina Faso",2005,"map_full",53.1839944402602,"MAP","estimated",88292.8538201055,33944.5040185557,54348.3498015498,0.384453583159932,24966.6794975544,1,FALSE,TRUE,FALSE,32764.2238215029,1180.2801970528,3.60234444582873
"BWA","Botswana",2005,"map_full",0.0739687942020688,"MAP","estimated",2386.55814676257,2.75486107658518,2383.80328568599,0.00115432388702627,1.01106893548783,0.500006041684288,FALSE,TRUE,FALSE,2.24378125896788,0.5110798176173,22.7776132621944
"CAF","Central African Republic",2005,"map_full",57.137610295232,"MAP","estimated",27492.8570841914,9517.77683548985,17975.0802487015,0.346190896287845,3752.68743335549,1,FALSE,TRUE,FALSE,9210.12242676941,307.65440872044,3.34039434509835
"CIV","Cote d'Ivoire",2005,"map_full",62.0559536355424,"MAP","estimated",80769.9833548921,26792.8135302914,53977.1698246007,0.331717457617485,18927.1407480006,0.999044906250652,FALSE,TRUE,FALSE,26322.9912890305,469.822241260903,1.7848360625211
"CMR","Cameroon",2005,"map_full",48.6084683420969,"MAP","estimated",89440.1172170792,33080.1641969166,56359.9530201625,0.36985823840803,20518.3763959582,0.994188327616715,FALSE,TRUE,FALSE,31795.3384271552,1284.8257697614,4.040924969882
"COD","Democratic Republic of the Congo",2005,"map_full",64.5181086884157,"MAP","estimated",291364.155661708,107400.386238957,183963.769422751,0.368612213108519,90901.2946546033,0.967925701459564,FALSE,TRUE,FALSE,105102.242948752,2298.143290205,2.18657873107958
"COG","Congo",2005,"map_full",32.8294542135053,"MAP","estimated",10371.3261694714,3249.91470384476,7121.41146562667,0.313355751303152,1798.4947973644,0.999999884856155,FALSE,TRUE,FALSE,3040.08122640521,209.83347743955,6.90223259882008
