"age_band","pfpr_pct","reference_pfpr_pct","log_hazard_ratio","standard_error","lower_95","upper_95","central_95_support","pfpr_p025","pfpr_p975","fit_signature"
"<1",0.0164865959077473,20,0.0247826199390213,0.0147040468878337,-0.00403731196113283,0.0536025518391753,FALSE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
"<1",0.25334245061511,20,0.0244883097723248,0.0145283682554499,-0.00398729200835692,0.0529639115530066,FALSE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
"<1",0.490198305322473,20,0.0241940000884508,0.0143526966065458,-0.003937285260379,0.0523252854372806,FALSE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
"<1",0.727054160029836,20,0.0238996913702213,0.0141770333085054,-0.00388729391444922,0.0516866766548919,FALSE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
"<1",0.963910014737199,20,0.0236053841004589,0.0140013797182781,-0.00383732014736622,0.051048088348284,FALSE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
"<1",1.20076586944456,20,0.0233110787619856,0.0138257371818157,-0.0037873661143732,0.0504095236383445,FALSE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
"<1",1.43762172415192,20,0.023016775837624,0.0136501070335084,-0.00373743394805246,0.0497709856233005,FALSE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
"<1",1.67447757885929,20,0.0227224758101963,0.0134744905956198,-0.00368752575721846,0.0491324773776111,FALSE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
"<1",1.76782403096607,20,0.0226064911330093,0.0134052830549283,-0.00366786365465019,0.0488808459206688,TRUE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
"<1",1.91133343356665,20,0.0224281791625249,0.0132988891777215,-0.00363764362580923,0.048494001950859,TRUE,1.76782403096607,67.5343293391306,"042ab8a76f3044c9670222a08d7dec831b20b0307e9099e7bcf58214460d31a9"
