"converged","rank","coefficients","iterations","max_abs_smoothing_gradient","min_hessian_eigenvalue","max_hessian_eigenvalue","elapsed_seconds"
TRUE,1526,1526,25,0.00567535350482554,-0.00424501392851198,213.94190944767,437.738
