"iso3","age_band","Location","pfpr_pct","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","status","map_population_coverage_within_raster","map_coverage_below_95pct","population_weight_year","log_hr_se","log_hr_zero_vs_current","hr_zero_vs_current","hr_lower_95","hr_upper_95","attributable_fraction","af_lower_95","af_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","zero_below_observed_support","current_pfpr_outside_central95","current_pfpr_outside_observed_support","negative_attributable_estimate","series","year","exposure_source","temporal_transport_from_pre2016_fit"
"AGO","<1","Angola",20.1035553415068,25724.5129425046,65823.7910576055,39080.8741477558,"0-27 days mapped to model <1 completed month","estimated",0.998084957706995,FALSE,2020,0.0253215557029596,-0.0322548478338208,0.968259791723043,0.921377821679382,1.01752723172643,0.031740208276957,-0.0175272317264308,0.0786221783206179,24908.0115438862,816.501398618372,-450.879499392846,2022.51724377664,37840.4390626605,1240.43508509531,-684.979537259194,3072.62345617048,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BDI","<1","Burundi",32.7108667147613,10665.1060429336,24443.9696865901,43630.8266606321,"0-27 days mapped to model <1 completed month","estimated",0.903118502531811,TRUE,2020,0.0302320526408562,-0.0588431554478301,0.942854639174136,0.888608983663827,1.00041175247504,0.0571453608258641,-0.000411752475035998,0.111391016336173,10055.6447098641,609.461333069544,-4.39138380969929,1187.99700145543,41137.5273279795,2493.29933265255,-17.9651008653819,4860.0821253152,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BEN","<1","Benin",56.789331963267,10804.6666154987,27278.4884920618,39608.7437859428,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0352402207489609,-0.0551764259800607,0.946318178112985,0.883161444578903,1.01399138257679,0.0536818218870148,-0.0139913825767934,0.116838555421097,10224.6524266969,580.014188801776,-151.17222423215,1262.40163916143,37482.4742568574,2126.26952908538,-554.181087695316,4627.82840599393,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BFA","<1","Burkina Faso",53.1839944402602,21668.9137055495,51434.2296696051,42129.3637422836,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0341862360840111,-0.0609009762314016,0.940916408251668,0.879936090168195,1.00612271414847,0.059083591748332,-0.00612271414847254,0.120063909831805,20388.636454541,1280.27725100852,-132.672564526998,2601.65450129626,39640.2096143175,2489.15412796606,-257.946051451026,5058.21612962485,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BWA","<1","Botswana",0.0739687942020688,454.850857072986,3530.37620506091,12883.9203148079,"0-27 days mapped to model <1 completed month","estimated",0.500006041684288,TRUE,2020,0.000118080748396182,-9.97828511767117e-05,0.999900222126966,0.999668833729626,1.00013166408263,9.9777873033613e-05,-0.00013166408263432,0.000331166270374439,454.80547302192,0.0453840510662584,-0.0598875208319487,0.150631261913478,12882.6347846426,1.28553016534609,-1.69634954898286,4.2667198384564,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CAF","<1","Central African Republic",57.137610295232,7548.95249397688,14817.4288792299,50946.4398682452,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0353488101664253,-0.0545565309754874,0.946904977882667,0.883521017231324,1.01483611555583,0.0530950221173334,-0.0148361155558308,0.116478982768676,7148.14069434648,400.811799630402,-111.997131526118,879.294307467486,48241.4375166413,2705.00235160388,-755.847269043469,5934.18949153871,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CIV","<1","Cote d'Ivoire",62.0559536355424,27392.2659919489,55654.1700156284,49218.7126036681,"0-27 days mapped to model <1 completed month","estimated",0.999044906250652,FALSE,2020,0.0370192252004221,-0.0447082319154987,0.956276452082491,0.889348672070106,1.02824087056757,0.043723547917509,-0.0282408705675681,0.110651327929894,26194.5789372808,1197.68705466813,-773.581438431026,3030.99060701801,47066.6958647035,2152.01673896459,-1389.97929214252,5446.11590859567,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CMR","<1","Cameroon",48.6084683420969,23859.4478366695,58529.8485352131,40764.5815490451,"0-27 days mapped to model <1 completed month","estimated",0.994188327616715,FALSE,2020,0.0331007940631188,-0.06605105576477,0.936083070634499,0.877280399336119,0.998827188880106,0.0639169293655011,0.00117281111989387,0.122719600663881,22334.4251945932,1525.02264207626,27.9826257373737,2928.02191057679,38159.0346695606,2605.54687948452,47.8091545385405,5002.61316892904,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COD","<1","Democratic Republic of the Congo",64.5181086884157,73984.3174206275,188322.837012299,39285.8978732334,"0-27 days mapped to model <1 completed month","estimated",0.967925701459564,FALSE,2020,0.0380232978499465,-0.0390671029173859,0.961686175033223,0.892621387026915,1.03609471237344,0.0383138249667772,-0.0360947123734376,0.107378612973085,71149.6952326871,2834.6221879404,-2670.44265744266,7944.33338638743,37780.7048584557,1505.19301477775,-1418.01318406661,4218.46522303007,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COG","<1","Congo",32.8294542135053,3184.65198687615,10321.124158586,30855.6697695268,"0-27 days mapped to model <1 completed month","estimated",0.999999884856155,FALSE,2020,0.0302620210078224,-0.059048902246203,0.942660669805767,0.888373991173954,1.00026469395439,0.0573393301942327,-0.000264693954393103,0.111626008826046,3002.04617504694,182.605811829211,-0.842958127772099,355.489990794922,29086.4263322477,1769.2434372791,-8.16730924674376,3444.29526602676,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
