"survey","region","polygons","coverage","maximum_mean_error"
"AO81FL","Cabinda",1,0.989121150411267,4.9737991503207e-14
"AO81FL","Cunene",4,0.999820985811135,7.46069872548105e-14
"AO81FL","Namibe",4,0.757130592104608,4.2632564145606e-14
"AO81FL","Benguela",5,0.998979960830982,6.75015598972095e-14
"AO81FL","North Lunda",3,0.996850914893056,7.8159700933611e-14
"BU61FL","Bujumbura Mairie",1,1,3.90798504668055e-14
"BU61FL","North",1,0.977066338426091,3.90798504668055e-14
"BU61FL","Central East",1,0.996530600230396,3.90798504668055e-14
"BU61FL","West",1,0.997454688368695,3.90798504668055e-14
"BU61FL","South",1,0.999642333080854,3.90798504668055e-14
"BU71FL","Bubanza",1,1,3.90798504668055e-14
"BU71FL","Bujumbura Rural",1,1,3.90798504668055e-14
"BU71FL","Bujumbura Mairie",1,1,3.90798504668055e-14
"BU71FL","Bururi",1,1,3.90798504668055e-14
"BU71FL","Cankuzo",1,0.9782679795961,3.90798504668055e-14
"BU71FL","Cibitoke",1,0.991498415887938,3.90798504668055e-14
"BU71FL","Gitega",1,1,3.90798504668055e-14
"BU71FL","Karusi",1,1,3.90798504668055e-14
"BU71FL","Kayanza",1,0.983942009363011,3.90798504668055e-14
"BU71FL","Kirundo",1,0.976859342854083,3.90798504668055e-14
"BU71FL","Makamba",1,0.998603706870453,3.90798504668055e-14
"BU71FL","Muramvya",1,1,3.90798504668055e-14
"BU71FL","Muyinga",1,0.958648624642353,3.90798504668055e-14
"BU71FL","Mwaro",1,1,3.90798504668055e-14
"BU71FL","Ngozi",1,0.992887556872605,3.90798504668055e-14
"BU71FL","Rumonge",1,1,3.90798504668055e-14
"BU71FL","Rutana",1,0.999946850637548,3.90798504668055e-14
"BU71FL","Ruyigi",1,0.996635017998814,3.90798504668055e-14
"BJ41FL","Atlantique",5,0.999999901874086,1.13686837721616e-13
"BJ41FL","Mono/Couffo",4,0.990949234771289,1.13686837721616e-13
"BJ41FL","Zou/Collines",7,0.996837128710935,1.27897692436818e-13
"BJ41FL","Atacora/Donga",5,0.996792948891634,1.63424829224823e-13
"BJ41FL","Borgou/Alibori",5,0.992829909069675,1.84741111297626e-13
"BJ41FL","Queme/Plateau",4,0.980055176478672,1.20792265079217e-13
"BJ51FL","Atlantique",5,0.999999901874086,1.13686837721616e-13
"BJ51FL","Couffo",4,0.996263450174644,1.4210854715202e-13
"BJ51FL","Mono",3,0.983815615556298,1.20792265079217e-13
"BJ51FL","Zou",5,0.99975593719406,1.27897692436818e-13
"BJ51FL","Alibori",3,0.992517605139669,1.35003119794419e-13
"BJ51FL","Atacora",4,0.997505036448359,1.4210854715202e-13
"BJ51FL","Borgou",5,0.993058872219387,1.63424829224823e-13
"BJ51FL","Collines",5,0.993119736313317,1.49213974509621e-13
"BJ51FL","Donga",4,0.995761909387225,1.98951966012828e-13
"BJ51FL","Oueme",3,0.990870158640424,1.4210854715202e-13
"BJ51FL","Plateau",3,0.959725948601541,1.49213974509621e-13
"BJ51FL","Littoral",2,0.99999993823044,1.4210854715202e-13
"BJ61FL","Atlantique",5,0.999999901571967,1.17239551400417e-13
"BJ61FL","Couffo",4,0.996263450301732,1.06581410364015e-13
"BJ61FL","Mono",3,0.983815615386974,1.31450406115619e-13
"BJ61FL","Zou",5,0.999755937112741,1.4210854715202e-13
"BJ61FL","Alibori",3,0.992517605145331,1.35003119794419e-13
"BJ61FL","Atacora",4,0.99750503659496,1.91846538655227e-13
"BJ61FL","Borgou",5,0.993058872189784,1.20792265079217e-13
"BJ61FL","Collines",5,0.993119736128546,9.2370555648813e-14
"BJ61FL","Donga",4,0.995761909120613,9.9475983006414e-14
"BJ61FL","Oueme",3,0.990870158332497,7.46069872548105e-14
"BJ61FL","Plateau",3,0.959725948580004,1.17239551400417e-13
"BJ61FL","Littoral",2,0.999999939029736,1.35003119794419e-13
"BJ71FL","Atlantic",5,0.999999901571967,1.17239551400417e-13
"BJ71FL","Couffo",4,0.996263450301732,1.06581410364015e-13
"BJ71FL","Mono",3,0.983815615386974,1.31450406115619e-13
"BJ71FL","Zou",5,0.999755937112741,1.4210854715202e-13
"BJ71FL","Alibori",3,0.992517605145331,1.35003119794419e-13
"BJ71FL","Atacora",4,0.99750503659496,1.91846538655227e-13
"BJ71FL","Borgou",5,0.993058872189784,1.20792265079217e-13
"BJ71FL","Collines",5,0.993119736128546,9.2370555648813e-14
"BJ71FL","Donga",4,0.995761909120613,9.9475983006414e-14
"BJ71FL","Oueme",3,0.990870158332497,7.46069872548105e-14
"BJ71FL","Plateau",3,0.959725948580004,1.17239551400417e-13
"BJ71FL","Littoral",2,0.999999939029736,1.35003119794419e-13
"BF43FL","Centre",3,1.00000005006641,1.63424829224823e-13
"BF43FL","Centre-Sud",5,0.999386407128423,1.84741111297626e-13
"BF43FL","Plateau Central",7,1.00000002680582,4.12114786740858e-13
"BF43FL","Centre-Est",5,0.995610356605998,1.35003119794419e-13
"BF43FL","Centre-Ouest",7,0.999466354230427,1.56319401867222e-13
"BF43FL","Cascades",3,0.996217659681619,1.84741111297626e-13
"BF43FL","Hauts-Bassins",4,0.998845104494511,1.56319401867222e-13
"BF43FL","Sud-Ouest",5,0.989195999506492,2.1316282072803e-13
"BF43FL","Boucle du Mouhoun",4,0.996500905589363,2.1316282072803e-13
"BF43FL","Centre-Nord",6,1.00000001256998,1.98951966012828e-13
"BF43FL","Nord",6,0.999342480672868,2.1316282072803e-13
"BF43FL","Sahel",4,0.996513588455138,2.41584530158434e-13
"BF43FL","Est",4,0.99731271250744,2.41584530158434e-13
"BF43FL","Ouagadougou",1,1,4.9737991503207e-14
"BF62FL","Centre",3,0.99999998892697,8.5265128291212e-14
"BF62FL","Centre-Est",5,0.995610356605998,1.35003119794419e-13
"BF62FL","Centre-Ouest",7,0.999466354230427,1.56319401867222e-13
"BF62FL","Centre-Sud",5,0.999386407128423,1.84741111297626e-13
"BF62FL","Plateau Central",7,1.00000002680582,4.12114786740858e-13
"BF62FL","Cascades",3,0.996217659681619,1.84741111297626e-13
"BF62FL","Hauts-Bassins",4,0.998845104494511,1.56319401867222e-13
"BF62FL","Sud-Ouest",5,0.989195999506492,2.1316282072803e-13
"BF62FL","Boucle du Mouhoun",4,0.996500905589363,2.1316282072803e-13
"BF62FL","Centre-Nord",6,1.00000001256998,1.98951966012828e-13
"BF62FL","Nord",6,0.999342480672868,2.1316282072803e-13
"BF62FL","Sahel",4,0.996513588455138,2.41584530158434e-13
"BF62FL","Est",4,0.99731271250744,2.41584530158434e-13
"BF81FL","Centre",3,0.999999988795842,7.28306304154103e-14
"BF81FL","Centre-Est",5,0.995581634251115,1.35003119794419e-13
"BF81FL","Centre-Ouest",7,0.999466354239434,1.56319401867222e-13
"BF81FL","Centre-Sud",5,0.999391924399637,1.06581410364015e-13
"BF81FL","Plateau-Central",7,0.999999995880812,2.41584530158434e-13
"BF81FL","Cascades",3,0.996217659681619,1.84741111297626e-13
"BF81FL","Hauts-Bassins",4,0.998845104494511,1.56319401867222e-13
"BF81FL","Sud-Ouest",5,0.989195999620857,1.70530256582424e-13
"BF81FL","Boucle du Mouhoun",4,0.996500905589363,2.1316282072803e-13
"BF81FL","Centre-Nord",6,1.00000003816862,1.27897692436818e-13
"BF81FL","Nord",6,0.999342480653635,1.98951966012828e-13
"BF81FL","Sahel",4,0.996513588455138,2.41584530158434e-13
"BF81FL","Est",4,0.997313521055597,1.27897692436818e-13
"CI62FL","West Central",11,0.999999990892339,1.70530256582424e-13
"CI62FL","South",9,0.99773370069876,1.27897692436818e-13
"CI62FL","Southwest",5,0.998321365327166,1.13686837721616e-13
"CI62FL","Northwest",8,0.998027183440767,1.77635683940025e-13
"CI62FL","West",6,0.996489973966285,1.84741111297626e-13
"CI62FL","North",5,0.99635083511118,1.13686837721616e-13
"CI62FL","East Central",6,0.993525284586618,1.84741111297626e-13
"CI62FL","Abidjan",2,1.00000000147061,1.84741111297626e-13
"CI62FL","Central",9,1.00000000396412,1.70530256582424e-13
"CI62FL","North Central",7,0.99999996811655,1.98951966012828e-13
"CI62FL","Northeast",5,0.984557396893078,1.84741111297626e-13
"CI81FL","Bas-Sassandra",6,0.998456887830696,1.56319401867222e-13
"CI81FL","Goh-Djiboua",7,1.00000004219749,1.27897692436818e-13
"CI81FL","Lagunes",8,0.999875299487969,1.4210854715202e-13
"CI81FL","Denguele",4,0.997343309395127,9.2370555648813e-14
"CI81FL","Montagnes",6,0.996386617736,8.5265128291212e-14
"CI81FL","Woroba",8,0.998238589143787,1.98951966012828e-13
"CI81FL","Savanes",5,0.996114892985244,1.4210854715202e-13
"CI81FL","Abidjan",3,0.99999998252832,1.70530256582424e-13
"CI81FL","Comoe",6,0.991152395594974,1.4210854715202e-13
"CI81FL","Lacs",9,0.999999992585689,2.41584530158434e-13
"CI81FL","Sassandra-Marahoue",9,1.00000005488541,1.13686837721616e-13
"CI81FL","Vallee du Bandama",7,0.999999980228446,2.1316282072803e-13
"CI81FL","Zanzan",5,0.984744501099861,2.1316282072803e-13
"CI81FL","Yamoussoukro",4,1.00000007611134,1.84741111297626e-13
"CM44FL","Adamawa",6,0.998017684236933,2.27373675443232e-13
"CM44FL","Centre",7,0.999999918470963,1.70530256582424e-13
"CM44FL","East",5,0.996718229876249,1.98951966012828e-13
"CM44FL","Littoral",5,0.999608475677059,1.49213974509621e-13
"CM44FL","West",6,1.00000006824774,1.06581410364015e-13
"CM44FL","South",4,0.996922320469095,1.20792265079217e-13
"CM44FL","Yaounde",1,1,4.2632564145606e-14
"CM44FL","Northwest",4,0.998740144028156,1.70530256582424e-13
"CM44FL","Southwest",4,0.990622340164775,1.4210854715202e-13
"CM44FL","Far North",2,0.98969192370585,7.105427357601e-14
"CM44FL","North",3,0.990889185186572,1.06581410364015e-13
"CM44FL","Douala",2,0.981379995149687,1.13686837721616e-13
"CM61FL","Adamawa",6,0.998017684241532,1.84741111297626e-13
"CM61FL","Centre",7,0.999999918514847,2.1316282072803e-13
"CM61FL","East",5,0.99671822985178,1.27897692436818e-13
"CM61FL","Littoral",5,0.999608475411612,9.9475983006414e-14
"CM61FL","South",4,0.996922320390929,2.27373675443232e-13
"CM61FL","West",6,1.00000006829494,1.13686837721616e-13
"CM61FL","Yaounde",1,1,4.2632564145606e-14
"CM61FL","Northwest",4,0.998740144032891,1.84741111297626e-13
"CM61FL","Southwest",4,0.990622340051598,2.70006239588838e-13
"CM61FL","Far North",2,0.989691923689988,1.63424829224823e-13
"CM61FL","North",3,0.990889185176658,1.56319401867222e-13
"CM61FL","Douala",2,0.981379995214845,1.13686837721616e-13
"CM71FL","Adamawa",6,0.998017684241532,1.84741111297626e-13
"CM71FL","Centre",7,1.0000000318968,1.13686837721616e-13
"CM71FL","East",5,0.99671822985178,1.27897692436818e-13
"CM71FL","Littoral",5,0.999608475411612,9.9475983006414e-14
"CM71FL","South",4,0.996922320390929,2.27373675443232e-13
"CM71FL","West",6,1.00000006829494,1.13686837721616e-13
"CM71FL","Yaounde",1,1,4.2632564145606e-14
"CM71FL","Northwest",4,0.998740144032891,1.84741111297626e-13
"CM71FL","Southwest",4,0.990622340051598,2.70006239588838e-13
"CM71FL","Far North",2,0.989691923689988,1.63424829224823e-13
"CM71FL","North",3,0.990889185176658,1.56319401867222e-13
"CM71FL","Douala",2,0.981379995214845,1.13686837721616e-13
"CD51FL","Equateur",10,0.982781386202484,8.5265128291212e-14
"CD51FL","Orientale",10,0.996982273219424,2.20268248085631e-13
"CD51FL","Kinshasa",5,0.978507446660916,9.2370555648813e-14
"CD51FL","Bas-Congo",3,0.993670041941991,1.06581410364015e-13
"CD51FL","Bandundu",8,0.999035869097122,8.5265128291212e-14
"CD51FL","Katanga",8,0.997902809241721,1.20792265079217e-13
"CD51FL","Kasai Oriental",10,1.00000003106663,9.2370555648813e-14
"CD51FL","Nord-Kivu",5,0.994303735157519,6.3948846218409e-14
"CD51FL","Kasai Occident",9,0.99949015893518,1.06581410364015e-13
"CD51FL","Maniema",7,0.999999980901931,1.35003119794419e-13
"CD51FL","Sud-Kivu",4,0.988772555639192,1.20792265079217e-13
"CD61FL","Equateur",10,0.982755940495151,9.9475983006414e-14
"CD61FL","Orientale",10,0.996944259052846,1.13686837721616e-13
"CD61FL","Bandundu",8,0.999038655278207,9.2370555648813e-14
"CD61FL","Bas-Congo",3,0.993440031033304,1.27897692436818e-13
"CD61FL","Kinshasa",4,0.978975526112436,1.52766688188422e-13
"CD61FL","Katanga",7,0.997897879234938,6.3948846218409e-14
"CD61FL","Kasai-Oriental",10,0.999999943413875,7.8159700933611e-14
"CD61FL","Nord-Kivu",5,0.99425833413821,1.20792265079217e-13
"CD61FL","Kasai-Occidental",10,0.999495350008217,1.27897692436818e-13
"CD61FL","Maniema",7,0.999999994744762,1.91846538655227e-13
"CD61FL","Sud-Kivu",4,0.988836116069348,9.59232693276135e-14
"CD81FL","Bas-Uele",5,0.994602639476012,1.70530256582424e-13
"CD81FL","Haut uele",4,0.997692612645617,2.27373675443232e-13
"CD81FL","Mongala",7,0.999999956752835,1.35003119794419e-13
"CD81FL","Nord Ubangi",4,0.995719050893346,1.27897692436818e-13
"CD81FL","Tshopo",9,0.99999999153561,2.1316282072803e-13
"CD81FL","Kinshasa",4,0.978980624319679,9.41469124882133e-14
"CD81FL","Kongo Central",3,0.993440089224211,1.49213974509621e-13
"CD81FL","Kwango",5,0.997592524101149,7.63833440942108e-14
"CD81FL","Ituri",4,0.995497939270016,2.06057393370429e-13
"CD81FL","Haut-Katanga",4,0.995706093817544,1.06581410364015e-13
"CD81FL","Haut Lomami",5,0.999999957447737,1.20792265079217e-13
"CD81FL","Lualaba",5,0.996688326353915,1.84741111297626e-13
"CD81FL","Tanganyika",5,1.00000000858021,1.77635683940025e-13
"CD81FL","Lomami",8,1.00000002496849,1.49213974509621e-13
"CD81FL","Nord-Kivu",5,0.994258325257586,4.61852778244065e-14
"CD81FL","Kasai",7,0.99894967361295,1.4210854715202e-13
"CD81FL","Kasai Central",6,0.999973271875833,1.27897692436818e-13
"CD81FL","Kwilu",5,0.999999995642504,9.2370555648813e-14
"CD81FL","Mai-Ndombe",6,0.998502367083672,1.35003119794419e-13
"CD81FL","Sankuru",7,1.00000001336373,8.17124146124115e-14
"CD81FL","Tshuapa",7,0.999999996799729,1.77635683940025e-13
"CD81FL","Kasai Oriental",4,0.999999948101369,8.88178419700125e-14
"CD81FL","Maniema",7,0.999999992018742,1.35003119794419e-13
"CD81FL","Equateur",5,0.997747820359155,1.06581410364015e-13
"CD81FL","Sud-Kivu",4,0.988836984691418,8.88178419700125e-14
"CD81FL","Sud Ubangi",4,0.943824048457253,1.91846538655227e-13
"CG51FL","North",7,0.99353934607298,1.56319401867222e-13
"CG51FL","Pointe-Noire",1,0.994372822770971,4.9737991503207e-14
"CG51FL","South",6,0.977580963969495,1.13686837721616e-13
"CG51FL","Brazzaville",1,0.999096769231629,4.61852778244065e-14
"CG61FL","Cuvette",5,1.00000004843025,1.4210854715202e-13
"CG61FL","Sangha",4,0.994965688304605,2.06057393370429e-13
"CG61FL","Likouala",3,0.993141686905959,1.27897692436818e-13
"CG61FL","Kouilou",2,0.987170539657063,1.20792265079217e-13
"CG61FL","Niari",4,0.936841617146325,9.9475983006414e-14
"CG61FL","Pointe-Noire",1,0.993217776998766,4.9737991503207e-14
"CG61FL","Lekoumou",5,0.993278652007984,1.56319401867222e-13
"CG61FL","Bouenza",4,0.998023963286438,8.5265128291212e-14
"CG61FL","Cuvette-Ouest",4,0.98830489779951,1.35003119794419e-13
"CG61FL","Plateaux",4,0.990527251825208,1.35003119794419e-13
"CG61FL","Pool",4,0.999182205342601,9.59232693276135e-14
"CG61FL","Brazzaville",1,0.99862742334068,4.61852778244065e-14
"ET41FL","Oromiya",23,0.999722481453904,9.76996261670138e-15
"ET41FL","Somali",13,0.995341940151999,6.21724893790088e-15
"ET41FL","Benishangul-Gumuz",5,0.994009918022087,9.59232693276135e-14
"ET41FL","SNNP",10,0.999974599356956,6.21724893790088e-14
"ET41FL","Gambela",3,0.988270538682681,3.90798504668055e-14
"ET41FL","Affar",7,0.999974123841148,1.77635683940025e-14
"ET41FL","Amhara",10,0.992898221354589,7.8159700933611e-14
"ET41FL","Addis Ababa",2,7.21138934755411e-06,2.1316282072803e-14
"ET41FL","Harari",1,1,4.44089209850063e-15
"ET41FL","Dire Dawa",2,0.999999968073303,6.66133814775094e-15
"ET41FL","Tigray",4,0.997784118053958,1.15463194561016e-14
"ET51FL","Oromiya",23,0.999722481453904,9.76996261670138e-15
"ET51FL","Somali",13,0.995341940151999,6.21724893790088e-15
"ET51FL","Benishangul-Gumuz",5,0.994009918022087,9.59232693276135e-14
"ET51FL","SNNP",10,0.999974599356956,6.21724893790088e-14
"ET51FL","Gambela",3,0.988270538682681,3.90798504668055e-14
"ET51FL","Affar",7,0.999974123841148,1.77635683940025e-14
"ET51FL","Amhara",10,0.992898221354589,7.8159700933611e-14
"ET51FL","Addis Ababa",2,7.21138934755411e-06,2.1316282072803e-14
"ET51FL","Harari",1,1,4.44089209850063e-15
"ET51FL","Dire Dawa",2,0.999999968073303,6.66133814775094e-15
"ET51FL","Tigray",4,0.997784118053958,1.15463194561016e-14
"ET61FL","Oromiya",23,0.999722481457436,1.68753899743024e-14
"ET61FL","Somali",13,0.995341940173262,6.21724893790088e-15
"ET61FL","Benishangul-Gumuz",5,0.994009918065208,1.06581410364015e-13
"ET61FL","SNNP",10,0.999974599323744,4.44089209850063e-14
"ET61FL","Gambela",3,0.988270538670469,8.70414851306123e-14
"ET61FL","Affar",7,0.999974123826496,9.32587340685131e-15
"ET61FL","Amhara",10,0.992898221351821,5.86197757002083e-14
"ET61FL","Addis Ababa",2,7.21123045657368e-06,8.88178419700125e-15
"ET61FL","Harari",1,1,4.44089209850063e-15
"ET61FL","Dire Dawa",2,0.999999968128014,1.24344978758018e-14
"ET61FL","Tigray",4,0.997784118043886,8.21565038222616e-15
"ET71FL","Oromiya",23,0.999722481457436,1.68753899743024e-14
"ET71FL","Somali",13,0.995341940173262,6.21724893790088e-15
"ET71FL","Benishangul-Gumuz",5,0.994009918065208,1.06581410364015e-13
"ET71FL","SNNP",10,0.999974599323744,4.44089209850063e-14
"ET71FL","Gambela",3,0.988270538670469,8.70414851306123e-14
"ET71FL","Affar",7,0.999974123826496,9.32587340685131e-15
"ET71FL","Amhara",10,0.992898221351821,5.86197757002083e-14
"ET71FL","Addis Ababa",2,7.21123045657368e-06,8.88178419700125e-15
"ET71FL","Harari",1,1,4.44089209850063e-15
"ET71FL","Dire Dawa",2,0.999999968128014,1.24344978758018e-14
"ET71FL","Tigray",4,0.997784118043886,8.21565038222616e-15
"ET81FL","Oromia",23,0.999722481457436,1.68753899743024e-14
"ET81FL","Somali",13,0.995341940173262,6.21724893790088e-15
"ET81FL","Benishangul-Gumuz",5,0.994009918065208,1.06581410364015e-13
"ET81FL","SNNPR",10,0.999974599323744,4.44089209850063e-14
"ET81FL","Gambela",3,0.988270538670469,8.70414851306123e-14
"ET81FL","Afar",7,0.999974123826496,9.32587340685131e-15
"ET81FL","Amhara",10,0.992898221351821,5.86197757002083e-14
"ET81FL","Addis Ababa",2,7.21123045657368e-06,8.88178419700125e-15
"ET81FL","Harari",1,1,4.44089209850063e-15
"ET81FL","Dire Dawa",2,0.999999968128014,1.24344978758018e-14
"ET81FL","Tigray",4,0.997784118043886,8.21565038222616e-15
"ET8AFL","Oromia",23,0.998274095236809,1.59872115546023e-14
"ET8AFL","Somali",13,0.995191464642942,7.99360577730113e-15
"ET8AFL","Benishangul-Gumuz",5,0.99295385516081,9.2370555648813e-14
"ET8AFL","Gambella",3,0.987866281938251,7.99360577730113e-14
"ET8AFL","South West Ethiopia",6,0.999902548262071,3.90798504668055e-14
"ET8AFL","Addis Ababa",2,0.0198272901221265,1.24344978758018e-14
"ET8AFL","Afar",7,0.999761765201352,2.30926389122033e-14
"ET8AFL","Amhara",10,0.992889306763644,7.63833440942108e-14
"ET8AFL","Sidama",4,1.00000001992695,4.79616346638068e-14
"ET8AFL","Central Ethiopia",4,0.999999971298187,1.95399252334028e-14
"ET8AFL","Dire Dawa",2,0.9999999924144,1.50990331349021e-14
"ET8AFL","Harari",1,1,4.44089209850063e-15
"ET8AFL","Tigray",4,0.997701881208222,7.105427357601e-15
"ET8AFL","South Ethiopia",4,0.999970533992537,4.2632564145606e-14
"GA41FL","East",4,0.994938339201675,9.2370555648813e-14
"GA41FL","North",7,0.989273137715751,7.8159700933611e-14
"GA41FL","South",5,0.998472309012648,9.59232693276135e-14
"GA41FL","West",8,0.986952582364922,1.70530256582424e-13
"GA41FL","Libreville/Port-Gentil",2,0.825904191052945,1.56319401867222e-13
"GA61FL","Haut Ogooue",3,0.994396027526639,1.35003119794419e-13
"GA61FL","Ogooue Ivindo",6,0.998037625658568,1.24344978758018e-13
"GA61FL","Ogooue Lolo",4,0.998342939919417,1.27897692436818e-13
"GA61FL","Moyen Ogooue",7,0.999999980090347,9.2370555648813e-14
"GA61FL","Ngounie",5,0.998379053911182,9.9475983006414e-14
"GA61FL","Estuaire",4,0.985279645726734,1.70530256582424e-13
"GA61FL","Liberville/Port Gentil",2,0.953250561992724,1.4210854715202e-13
"GA61FL","Nyanga",3,0.998585422205825,1.70530256582424e-13
"GA61FL","Ogooue Maritime",3,0.992848405090812,9.2370555648813e-14
"GA61FL","Woleu Ntem",4,0.986768795006863,8.5265128291212e-14
"GA71FL","Haut Ogooue",3,0.994396027526639,1.35003119794419e-13
"GA71FL","Ogooue Ivindo",6,0.998037625658568,1.24344978758018e-13
"GA71FL","Ogooue Lolo",4,0.998342939919417,1.27897692436818e-13
"GA71FL","Moyen Ogooue",7,0.999999980090347,9.2370555648813e-14
"GA71FL","Ngounie",5,0.998379053911182,9.9475983006414e-14
"GA71FL","Nyanga",3,0.998585422205825,1.70530256582424e-13
"GA71FL","Ogooue Maritime",3,0.992848405090812,9.2370555648813e-14
"GA71FL","Estuaire",4,0.984718543916913,1.77635683940025e-13
"GA71FL","Port-Gentil",1,0.941092724729003,4.9737991503207e-14
"GA71FL","Woleu Ntem",4,0.986768795006863,8.5265128291212e-14
"GA71FL","Liberville",1,0.953362553004323,4.9737991503207e-14
"GH4BFL","Western",4,0.993488987863093,1.77635683940025e-13
"GH4BFL","Volta",5,0.96285491556875,1.06581410364015e-13
"GH4BFL","Eastern",5,1.0000000184857,1.3855583347322e-13
"GH4BFL","Ashanti",5,1.00000004442831,1.4210854715202e-13
"GH4BFL","Brong-Ahafo",6,0.999456938543636,2.55795384873636e-13
"GH4BFL","Northern",5,0.99854388626057,1.35003119794419e-13
"GH4BFL","Central",5,0.996457035115013,1.13686837721616e-13
"GH4BFL","Greater Accra",4,0.990362394019341,7.99360577730113e-14
"GH4BFL","Upper West",3,0.989394252099796,2.41584530158434e-13
"GH4BFL","Upper East",3,0.975829164303195,2.1316282072803e-13
"GH5AFL","Western",4,0.993488987863093,1.77635683940025e-13
"GH5AFL","Volta",5,0.96285491556875,1.06581410364015e-13
"GH5AFL","Eastern",5,1.0000000184857,1.3855583347322e-13
"GH5AFL","Ashanti",5,1.00000004442831,1.4210854715202e-13
"GH5AFL","Brong-Ahafo",6,0.999456938543636,2.55795384873636e-13
"GH5AFL","Northern",5,0.99854388626057,1.35003119794419e-13
"GH5AFL","Central",5,0.996457035115013,1.13686837721616e-13
"GH5AFL","Greater Accra",4,0.990362394019341,7.99360577730113e-14
"GH5AFL","Upper East",3,0.975829164303195,2.1316282072803e-13
"GH5AFL","Upper West",3,0.989394252099796,2.41584530158434e-13
"GH72FL","Western",4,0.993365432557184,2.27373675443232e-13
"GH72FL","Northern",5,0.998453200297203,1.84741111297626e-13
"GH72FL","Brong Ahafo",6,0.99946975126949,1.98951966012828e-13
"GH72FL","Volta",5,0.96281278115973,1.35003119794419e-13
"GH72FL","Ashanti",5,1.00000005592592,1.4210854715202e-13
"GH72FL","Eastern",6,1.00000000707153,1.59872115546023e-13
"GH72FL","Central",5,0.996522461823308,1.27897692436818e-13
"GH72FL","Greater Accra",4,0.990688875614984,7.99360577730113e-14
"GH72FL","Upper East",3,0.976458351336516,1.4210854715202e-13
"GH72FL","Upper West",3,0.98961669599169,2.8421709430404e-13
"GH8CFL","Ahafo",3,0.999999906331567,1.56319401867222e-13
"GH8CFL","Ashanti",5,0.999999981752032,1.49213974509621e-13
"GH8CFL","Bono",4,0.99862495045773,2.1316282072803e-13
"GH8CFL","Bono East",5,0.999999947879111,1.13686837721616e-13
"GH8CFL","Eastern",6,0.999999980907836,1.13686837721616e-13
"GH8CFL","Oti",4,0.994316363937598,1.49213974509621e-13
"GH8CFL","Savannah",4,0.999887819393991,2.34479102800833e-13
"GH8CFL","Western North",4,0.999103585201377,1.35003119794419e-13
"GH8CFL","Central",5,0.996576351528808,9.9475983006414e-14
"GH8CFL","Greater Accra",4,0.990609035073993,8.5265128291212e-14
"GH8CFL","Northern",2,0.998634734777397,2.1316282072803e-13
"GH8CFL","Volta",3,0.949090640821357,1.4210854715202e-13
"GH8CFL","North East",3,0.996079224183349,1.27897692436818e-13
"GH8CFL","Upper East",3,0.976220072999774,1.35003119794419e-13
"GH8CFL","Upper West",3,0.989451096813375,1.98951966012828e-13
"GH8CFL","Western",2,0.991351336098404,1.49213974509621e-13
