"survey","region","polygons","coverage","maximum_mean_error"
"GN52FL","Faranah",6,0.999283800692506,1.13686837721616e-13
"GN52FL","Kankan",4,0.994924976263455,1.20792265079217e-13
"GN52FL","Labe",5,0.99966889026344,9.9475983006414e-14
"GN52FL","Mamou",4,0.999999451631955,1.70530256582424e-13
"GN52FL","Nzerekore",3,0.99223227804174,3.41060513164848e-13
"GN52FL","Kindia",4,0.997249703189164,1.20792265079217e-13
"GN52FL","Boke",3,0.992892354207808,7.8159700933611e-14
"GN52FL","Conakry",1,0.989531593108792,4.9737991503207e-14
"GN62FL","Faranah",6,0.999283800692506,1.13686837721616e-13
"GN62FL","Kankan",4,0.994924976263455,1.20792265079217e-13
"GN62FL","Labe",5,0.99966889026344,9.9475983006414e-14
"GN62FL","Mamou",4,0.999999451631955,1.70530256582424e-13
"GN62FL","Nzerekore",3,0.99223227804174,3.41060513164848e-13
"GN62FL","Kindia",4,0.997249703189164,1.20792265079217e-13
"GN62FL","Boke",3,0.992892354207808,7.8159700933611e-14
"GN62FL","Conakry",1,0.989531593108792,4.9737991503207e-14
"GN71FL","Faranah",6,0.999283800692506,1.13686837721616e-13
"GN71FL","Kankan",4,0.994924976263455,1.20792265079217e-13
"GN71FL","Labé",5,0.99966889026344,9.9475983006414e-14
"GN71FL","Mamou",4,0.999999451631955,1.70530256582424e-13
"GN71FL","N'Zérékoré",3,0.99223227804174,3.41060513164848e-13
"GN71FL","Kindia",4,0.997249703189164,1.20792265079217e-13
"GN71FL","Boké",3,0.992892354207808,7.8159700933611e-14
"GN71FL","Conakry",1,0.989531593108792,4.9737991503207e-14
"GM61FL","Banjul",1,0.637280634104404,4.79616346638068e-14
"GM61FL","Brikama",1,0.96988115022999,4.79616346638068e-14
"GM61FL","Janjanbureh",3,0.999448065215942,5.50670620214078e-14
"GM61FL","Kanifing",1,0.952628302798604,4.79616346638068e-14
"GM61FL","Mansakonko",3,0.965796729836488,8.5265128291212e-14
"GM61FL","Basse",1,0.990374081090891,4.08562073062058e-14
"GM61FL","Kerewan",2,0.959145513086048,7.99360577730113e-14
"GM61FL","Kuntaur",2,0.930215419740985,4.9737991503207e-14
"GM81FL","Banjul",1,0.846612908165881,4.79616346638068e-14
"GM81FL","Brikama",1,0.976822675067758,4.79616346638068e-14
"GM81FL","Janjanbureh",3,0.999403702966236,6.57252030578093e-14
"GM81FL","Kanifing",1,0.949929822123878,4.79616346638068e-14
"GM81FL","Kerewan",3,0.961379125431934,5.32907051820075e-14
"GM81FL","Mansakonko",3,0.965029345775888,6.3948846218409e-14
"GM81FL","Basse",1,0.990271473469897,4.08562073062058e-14
"GM81FL","Kuntaur",2,0.934401341783397,7.46069872548105e-14
"KE42FL","Nyanza",3,0.988133739860782,8.88178419700125e-14
"KE42FL","Rift Valley",8,0.997408475261737,8.34887714518118e-14
"KE42FL","Western",4,0.996257980148777,1.4210854715202e-13
"KE42FL","Eastern",9,0.999953061944914,4.08562073062058e-14
"KE42FL","North-Eastern",5,0.998208442506918,1.59872115546023e-14
"KE42FL","Coast",5,0.938723274963354,5.32907051820075e-14
"KE42FL","Nairobi Area",3,1.00000010030683,1.06581410364015e-14
"KE42FL","Central",3,1.00000001784746,1.24344978758018e-14
"KE52FL","Nyanza",3,0.988133739860782,8.88178419700125e-14
"KE52FL","Rift Valley",8,0.997408475261737,8.34887714518118e-14
"KE52FL","Western",4,0.996257980148777,1.4210854715202e-13
"KE52FL","Eastern",9,0.999953061944914,4.08562073062058e-14
"KE52FL","North-Eastern",5,0.998208442506918,1.59872115546023e-14
"KE52FL","Coast",5,0.938723274963354,5.32907051820075e-14
"KE52FL","Nairobi Area",3,1.00000010030683,1.06581410364015e-14
"KE52FL","Central",3,1.00000001784746,1.24344978758018e-14
"KE72FL","Nyanza",3,0.987505558120901,1.13686837721616e-13
"KE72FL","Rift Valley",8,0.997640141138421,8.17124146124115e-14
"KE72FL","Western",4,0.996156779550837,8.5265128291212e-14
"KE72FL","Coast",6,0.938038666600189,7.46069872548105e-14
"KE72FL","Eastern",9,0.999962032730911,3.73034936274053e-14
"KE72FL","North Eastern",5,0.998213468455917,1.95399252334028e-14
"KE72FL","Central",3,0.999999935740279,2.1316282072803e-14
"KE72FL","Nairobi",3,1.0000000771292,1.4210854715202e-14
"KE8CFL","Bungoma",2,0.993139501734811,9.9475983006414e-14
"KE8CFL","Busia",2,0.990078362602404,1.4210854715202e-13
"KE8CFL","Kakamega",4,1.00000000430507,1.27897692436818e-13
"KE8CFL","Kisumu",3,0.999999999404568,1.20792265079217e-13
"KE8CFL","Nandi",3,1.00000006634999,6.3948846218409e-14
"KE8CFL","Siaya",2,1.00000004725206,1.19015908239817e-13
"KE8CFL","Trans Nzoia",3,0.999982240787645,1.49213974509621e-13
"KE8CFL","Uasin Gishu",3,1.00000000204279,3.90798504668055e-14
"KE8CFL","Vihiga",3,1.00000000560853,1.13686837721616e-13
"KE8CFL","Bomet",2,0.999999970241304,6.75015598972095e-14
"KE8CFL","Homa Bay",2,1.0000000311914,9.2370555648813e-14
"KE8CFL","Kericho",2,0.999999923044502,1.13686837721616e-13
"KE8CFL","Kisii",2,1.0000000345933,1.13686837721616e-13
"KE8CFL","Migori",1,0.92772694579175,5.15143483426073e-14
"KE8CFL","Narok",2,0.991288884948576,6.3948846218409e-14
"KE8CFL","Nyamira",2,0.999999964761112,1.06581410364015e-13
"KE8CFL","Garissa",5,0.999999983927741,2.30926389122033e-14
"KE8CFL","Isiolo",7,0.99999998159334,4.08562073062058e-14
"KE8CFL","Marsabit",3,0.999243596603716,4.44089209850063e-14
"KE8CFL","Meru",5,0.999999971965621,5.6843418860808e-14
"KE8CFL","Samburu",3,1.0000000408275,8.17124146124115e-14
"KE8CFL","Tana River",5,0.998241449523738,7.99360577730113e-14
"KE8CFL","Wajir",3,0.999795051047562,4.88498130835069e-15
"KE8CFL","Kajiado",4,0.989390231381146,8.5265128291212e-14
"KE8CFL","Kilifi",2,0.974907532851486,8.5265128291212e-14
"KE8CFL","Kitui",3,1.00000004273978,5.15143483426073e-14
"KE8CFL","Kwale",2,0.973050487139247,4.9737991503207e-14
"KE8CFL","Lamu",3,0.853835980015439,7.8159700933611e-14
"KE8CFL","Makueni",3,1.00000003677891,6.57252030578093e-14
"KE8CFL","Mombasa",2,0.845983815766122,6.92779167366098e-14
"KE8CFL","Taita Taveta",3,0.995553250643647,1.56319401867222e-13
"KE8CFL","Embu",2,0.999999978102086,5.50670620214078e-14
"KE8CFL","Kiambu",3,1.00000004344779,2.48689957516035e-14
"KE8CFL","Kirinyaga",2,0.999999962571938,2.30926389122033e-14
"KE8CFL","Laikipia",4,0.999999923248788,9.59232693276135e-14
"KE8CFL","Machakos",3,1.00000008012327,5.32907051820075e-14
"KE8CFL","Murang'a",2,1.00000006303063,1.15463194561016e-14
"KE8CFL","Nairobi",3,1.0000000771292,1.4210854715202e-14
"KE8CFL","Nakuru",2,1.00000008168372,1.06581410364015e-13
"KE8CFL","Nyandarua",2,1.00000001229657,1.06581410364015e-14
"KE8CFL","Nyeri",2,1.00000001567921,2.48689957516035e-14
"KE8CFL","Tharaka-Nithi",2,1.00000000237961,6.75015598972095e-14
"KE8CFL","Mandera",1,0.996037066915117,4.88498130835069e-15
"KE8CFL","Baringo",2,1.00000002938417,1.10134124042816e-13
"KE8CFL","Elgeyo-Marakwet",2,1.00000004790696,6.3948846218409e-14
"KE8CFL","Turkana",2,0.999154059067354,1.4210854715202e-13
"KE8CFL","West Pokot",2,0.984433092114814,1.56319401867222e-13
"LB51FL","South Central",7,0.967668755696634,1.06581410364015e-13
"LB51FL","South Eastern A",7,0.992629800061135,1.13686837721616e-13
"LB51FL","North Central",10,0.990159407788842,8.5265128291212e-14
"LB51FL","Monrovia",2,0.937533026291163,1.24344978758018e-13
"LB51FL","North Western",6,0.985690028280533,7.8159700933611e-14
"LB51FL","South Eastern B",5,0.994617833160145,1.70530256582424e-13
"LB5AFL","South Central",7,0.967668756729672,9.59232693276135e-14
"LB5AFL","South Eastern A",7,0.992629800361903,1.56319401867222e-13
"LB5AFL","North Central",10,0.990159407741238,1.20792265079217e-13
"LB5AFL","Monrovia",2,0.937533026291163,1.24344978758018e-13
"LB5AFL","North Western",6,0.985690028280533,7.8159700933611e-14
"LB5AFL","South Eastern B",5,0.994617833137115,9.9475983006414e-14
"LB6AFL","North Central",10,0.990159407741238,1.20792265079217e-13
"LB6AFL","South Central",7,0.950218823380532,5.6843418860808e-14
"LB6AFL","South Eastern A",7,0.992629800361903,1.56319401867222e-13
"LB6AFL","North Western",6,0.985690028280533,7.8159700933611e-14
"LB6AFL","South Eastern B",5,0.994617833137115,9.9475983006414e-14
"LB7AFL","North Central",10,0.990159407741238,1.20792265079217e-13
"LB7AFL","South Central",7,0.950218823380532,5.6843418860808e-14
"LB7AFL","South Eastern A",7,0.992629800361903,1.56319401867222e-13
"LB7AFL","North Western",6,0.985690028280533,7.8159700933611e-14
"LB7AFL","South Eastern B",5,0.994617833137115,9.9475983006414e-14
"MD42FL","Antsiranana",4,0.987220795871384,8.17124146124115e-14
"MD42FL","Mahajanga",11,0.995702572274072,7.105427357601e-14
"MD42FL","Toamasina",10,0.99517154399875,6.3948846218409e-14
"MD42FL","Antananarivo",9,0.999999947780077,1.4210854715202e-14
"MD42FL","Fianarantsoa",10,0.99577084601898,8.88178419700125e-14
"MD42FL","Toliara",11,0.997615175403722,8.17124146124115e-14
"MD51FL","Atsinanana",5,0.993549846432268,7.46069872548105e-14
"MD51FL","Analanjirofo",4,0.991958138034049,9.9475983006414e-14
"MD51FL","Alaotra Mangoro",6,0.999999954129262,8.17124146124115e-14
"MD51FL","Sofia",7,0.998288938306022,8.88178419700125e-14
"MD51FL","Sava",4,0.993418028792787,6.75015598972095e-14
"MD51FL","Analamanga",6,0.999999983122546,9.76996261670138e-15
"MD51FL","Vakinankaratra",8,0.999999990923025,1.15463194561016e-14
"MD51FL","Itasy",4,0.99999999331949,7.46069872548105e-14
"MD51FL","Bongolava",6,1.00000001460204,9.9475983006414e-14
"MD51FL","Ihorombe",5,0.99999996696086,5.86197757002083e-14
"MD51FL","Atsimo Atsinanana",5,0.996187687259225,1.17239551400417e-13
"MD51FL","Atsimo Andrefana",7,0.996952653127783,6.75015598972095e-14
"MD51FL","Androy",3,0.999833423399224,6.03961325396085e-14
"MD51FL","Anosy",5,0.998587796389223,9.2370555648813e-14
"MD51FL","Amoron'i Mania",6,1.00000001475915,4.61852778244065e-14
"MD51FL","Melaky",5,0.993342197926495,9.2370555648813e-14
"MD51FL","Menabe",6,0.995256495688721,7.105427357601e-14
"MD51FL","Haute Matsiatra",6,0.999999935431962,5.50670620214078e-14
"MD51FL","Vatovavy Fitovinany",5,0.990117819992126,1.03028696685215e-13
"MD51FL","Betsiboka",7,1.00000001385539,7.28306304154103e-14
"MD51FL","Boeny",4,0.991819119515153,7.46069872548105e-14
"MD51FL","Diana",3,0.980766062222783,7.99360577730113e-14
"MD81FL","Atsinanana",5,0.993549846432268,7.46069872548105e-14
"MD81FL","Analanjirofo",4,0.991958138034049,9.9475983006414e-14
"MD81FL","Alaotra Mangoro",6,0.999999954129262,8.17124146124115e-14
"MD81FL","Sofia",7,0.998288938306022,8.88178419700125e-14
"MD81FL","Sava",4,0.993418028792787,6.75015598972095e-14
"MD81FL","Analamanga excluding capital",6,1.00000004426837,1.59872115546023e-14
"MD81FL","Vakinankaratra",8,0.999999990923025,1.15463194561016e-14
"MD81FL","Itasy",4,0.99999999331949,7.46069872548105e-14
"MD81FL","Bongolava",6,1.00000001460204,9.9475983006414e-14
"MD81FL","Ihorombe",5,0.99999996696086,5.86197757002083e-14
"MD81FL","Atsimo Atsinanana",5,0.996187687259225,1.17239551400417e-13
"MD81FL","Atsimo Andrefana",7,0.996952653127783,6.75015598972095e-14
"MD81FL","Androy",3,0.999833423399224,6.03961325396085e-14
"MD81FL","Anosy",5,0.998587796389223,9.2370555648813e-14
"MD81FL","Amoron'i Mania",6,1.00000001475915,4.61852778244065e-14
"MD81FL","Melaky",5,0.993342197926495,9.2370555648813e-14
"MD81FL","Menabe",6,0.995256495688721,7.105427357601e-14
"MD81FL","Haute Matsiatra",6,0.999999935431962,5.50670620214078e-14
"MD81FL","Vatovavy Fitovinany",5,0.990117819992126,1.03028696685215e-13
"MD81FL","Betsiboka",7,1.00000001385539,7.28306304154103e-14
"MD81FL","Boeny",4,0.991819119515153,7.46069872548105e-14
"MD81FL","Diana",3,0.980766062222783,7.99360577730113e-14
"MD81FL","Antananarivo capital",1,1,5.10702591327572e-15
"ML41FL","Kayes",5,0.996107243441588,1.06581410364015e-13
"ML41FL","Koulikoro",8,0.999533471115431,9.9475983006414e-14
"ML41FL","Sikasso",4,0.990701397679736,9.9475983006414e-14
"ML41FL","Segou",8,0.996721472079798,9.2370555648813e-14
"ML41FL","Mopti",6,0.997708240836688,1.13686837721616e-13
"ML41FL","Kidal/Gao/Timbouctou",11,0.9656622683936,7.46069872548105e-14
"ML41FL","Bamako",1,1,4.9737991503207e-14
"ML53FL","Kayes",5,0.996107243441588,1.06581410364015e-13
"ML53FL","Koulikoro",8,0.999533471115431,9.9475983006414e-14
"ML53FL","Sikasso",4,0.990701397679736,9.9475983006414e-14
"ML53FL","Segou",8,0.996721472079798,9.2370555648813e-14
"ML53FL","Mopti",6,0.997708240836688,1.13686837721616e-13
"ML53FL","Gao",7,0.996020941797491,7.8159700933611e-14
"ML53FL","Kidal",4,0.953509438113242,7.28306304154103e-14
"ML53FL","Tombouctou",9,0.942175788707484,7.8159700933611e-14
"ML53FL","Bamako",1,1,4.9737991503207e-14
"ML6AFL","Kayes",5,0.996107243455701,1.06581410364015e-13
"ML6AFL","Koulikoro",8,0.999533471136149,8.5265128291212e-14
"ML6AFL","Mopti",4,0.997277681719341,1.20792265079217e-13
"ML6AFL","Segou",8,0.99672147210807,1.4210854715202e-13
"ML6AFL","Sikasso",4,0.990701397687234,1.4210854715202e-13
"ML6AFL","Gao",7,0.996020941842163,6.75015598972095e-14
"ML6AFL","Kidal",4,0.953509438072365,6.03961325396085e-14
"ML6AFL","Mopti (Not Surveyed)",5,0.998809113202156,1.13686837721616e-13
"ML6AFL","Tombouctou",9,0.942175788707036,1.35003119794419e-13
"ML6AFL","Bamako",1,1,4.9737991503207e-14
"ML7AFL","Kayes",5,0.996107243441588,1.06581410364015e-13
"ML7AFL","Koulikoro",8,0.999533471115431,9.9475983006414e-14
"ML7AFL","Sikasso",4,0.990701397679736,9.9475983006414e-14
"ML7AFL","Segou",8,0.996721472079798,9.2370555648813e-14
"ML7AFL","Mopti",6,0.997708240836688,1.13686837721616e-13
"ML7AFL","Gao",7,0.996020941797491,7.8159700933611e-14
"ML7AFL","Kidal",4,0.953509438113242,7.28306304154103e-14
"ML7AFL","Tombouctou",9,0.942175788707484,7.8159700933611e-14
"ML7AFL","Bamako",1,1,4.9737991503207e-14
"ML8AFL","Kayes",5,0.996109992377662,1.20792265079217e-13
"ML8AFL","Koulikoro",8,0.999537963028236,7.63833440942108e-14
"ML8AFL","Mopti",6,0.997700309095037,1.56319401867222e-13
"ML8AFL","Segou",8,0.996731329844885,9.9475983006414e-14
"ML8AFL","Sikasso",4,0.990692106420405,1.91846538655227e-13
"ML8AFL","Gao",7,0.996009198446186,7.8159700933611e-14
"ML8AFL","Kidal",4,0.953516476482932,8.34887714518118e-14
"ML8AFL","Tombouctou",9,0.942176308512914,8.5265128291212e-14
"ML8AFL","Bamako",1,1,4.9737991503207e-14
"MZ41FL","Gaza",4,0.999693333254686,1.4210854715202e-13
"MZ41FL","Maputo",2,0.985551419067008,8.5265128291212e-14
"MZ41FL","Maputo City",1,0.955541825558307,4.44089209850063e-14
"MZ41FL","Zambezia",5,0.99539893463635,1.98951966012828e-13
"MZ41FL","Tete",4,0.997750520618521,1.13686837721616e-13
"MZ41FL","Manica",5,0.99877599036022,1.27897692436818e-13
"MZ41FL","Sofala",5,0.994545519110636,1.4210854715202e-13
"MZ41FL","Inhambane",4,0.990652152235422,1.84741111297626e-13
"MZ41FL","Niassa",4,0.994638142103301,1.70530256582424e-13
"MZ41FL","Cabo Delgado",3,0.977914935326224,1.4210854715202e-13
"MZ41FL","Nampula",4,0.991623666882989,1.63424829224823e-13
"MZ62FL","Gaza",4,0.999693333254686,1.4210854715202e-13
"MZ62FL","Maputo",2,0.985551419067008,8.5265128291212e-14
"MZ62FL","Maputo City",1,0.955541825558307,4.44089209850063e-14
"MZ62FL","Zambezia",5,0.99539893463635,1.98951966012828e-13
"MZ62FL","Tete",4,0.997750520618521,1.13686837721616e-13
"MZ62FL","Manica",5,0.99877599036022,1.27897692436818e-13
"MZ62FL","Sofala",5,0.994545519110636,1.4210854715202e-13
"MZ62FL","Inhambane",4,0.990652152235422,1.84741111297626e-13
"MZ62FL","Niassa",4,0.994638142103301,1.70530256582424e-13
"MZ62FL","Cabo Delgado",3,0.977914935326224,1.4210854715202e-13
"MZ62FL","Nampula",4,0.991623666882989,1.63424829224823e-13
"MZ81FL","Gaza",4,0.999693414538857,1.4210854715202e-13
"MZ81FL","Maputo",2,0.995609567999157,1.4210854715202e-13
"MZ81FL","Maputo City",1,0.939626535094804,4.44089209850063e-14
"MZ81FL","Inhambane",4,0.990653582244571,1.56319401867222e-13
"MZ81FL","Manica",5,0.998775466308914,1.06581410364015e-13
"MZ81FL","Sofala",5,0.994546049628586,1.56319401867222e-13
"MZ81FL","Tete",4,0.99775086732701,1.06581410364015e-13
"MZ81FL","Zambezia",5,0.99539850917789,1.56319401867222e-13
"MZ81FL","Cabo Delgado",3,0.977917935578835,1.27897692436818e-13
"MZ81FL","Nampula",4,0.991624157280416,1.27897692436818e-13
"MZ81FL","Niassa",4,0.980289950301383,1.35003119794419e-13
"MR71FL","Assaba",6,0.999296607807326,1.17239551400417e-13
"MR71FL","Brakna",5,0.989213516000421,4.08562073062058e-14
"MR71FL","Gorgol",4,0.992128013671203,7.105427357601e-15
"MR71FL","Tagant",6,0.895518805279511,6.75015598972095e-14
"MR71FL","Trarza",2,0.982633727804209,9.76996261670138e-15
"MR71FL","Guidimagha",3,0.998900560504454,9.2370555648813e-14
"MR71FL","Eastern Basin Region",4,0.978283518022596,9.9475983006414e-14
"MR71FL","Western Basin Region",4,0.999719769543597,5.6843418860808e-14
"MR71FL","Adrar",2,0.00855888874955533,4.61852778244065e-14
"MR71FL","Dakhlet Nouadhibou",1,6.19819582210523e-07,4.44089209850063e-15
"MR71FL","North Nouakchott",1,1,4.44089209850063e-15
"MR71FL","West Nouakchott",1,0.985902186480545,4.44089209850063e-15
"MR71FL","South Nouakchott",1,0.983106933649122,4.44089209850063e-15
"MR71FL","Tiris Zemour and Inchiri",1,0.0261371490389316,4.44089209850063e-15
"MW41FL","Northern",2,0.92634327066768,6.75015598972095e-14
"MW41FL","Central",3,0.982475735108026,1.35003119794419e-13
"MW41FL","Southern",2,0.975063962195654,1.20792265079217e-13
"MW4EFL","Northern",2,0.92634327066768,6.75015598972095e-14
"MW4EFL","Central",3,0.982475735108026,1.35003119794419e-13
"MW4EFL","Southern",2,0.975063962195654,1.20792265079217e-13
"MW61FL","Northern",2,0.926343270656696,5.50670620214078e-14
"MW61FL","Central",3,0.982475735106174,1.27897692436818e-13
"MW61FL","Southern",2,0.975063962194361,7.8159700933611e-14
"MW7AFL","Northern",2,0.926343270656696,5.50670620214078e-14
"MW7AFL","Central",3,0.982475735106174,1.27897692436818e-13
"MW7AFL","Southern",2,0.975063962194361,7.8159700933611e-14
"MW81FL","Northern",2,0.926308880840164,9.2370555648813e-14
"MW81FL","Central",3,0.982506892455964,1.35003119794419e-13
"MW81FL","Southern",2,0.97514459128479,1.20792265079217e-13
"NM41FL","Caprivi",2,0.985806470179155,2.8421709430404e-14
"NM41FL","Kavango",5,0.931363765592868,7.105427357601e-14
"NM41FL","Ohangwena",5,0.994198379444247,2.30926389122033e-14
"NM41FL","Omusati",4,0.997405341284801,1.01252339845814e-13
"NM41FL","Oshana",5,0.999999972215659,3.19744231092045e-14
"NM41FL","Oshikoto",6,0.999999970532496,1.86517468137026e-14
"NM41FL","Erongo",4,0.174689505571511,8.34887714518118e-14
"NM41FL","Khomas",4,0.999731509115355,4.79616346638068e-14
"NM41FL","Kunene",6,0.956448390062,2.22044604925031e-14
"NM41FL","Omaheke",3,0.99983491048904,9.2370555648813e-14
"NM41FL","Otjozondjupa",7,1.00003116380803,1.24344978758018e-14
"NM41FL","Hardap",2,0.000885271895421644,6.3948846218409e-14
"NM51FL","Caprivi",2,0.985806470179155,2.8421709430404e-14
"NM51FL","Kavango",5,0.931363765592868,7.105427357601e-14
"NM51FL","Ohangwena",5,0.994198379444247,2.30926389122033e-14
"NM51FL","Omusati",4,0.997405341284801,1.01252339845814e-13
"NM51FL","Oshana",5,0.999999972215659,3.19744231092045e-14
"NM51FL","Oshikoto",6,0.999999970532496,1.86517468137026e-14
"NM51FL","Erongo",4,0.174689505571511,8.34887714518118e-14
"NM51FL","Khomas",4,0.999731509115355,4.79616346638068e-14
"NM51FL","Kunene",6,0.956448390062,2.22044604925031e-14
"NM51FL","Omaheke",3,0.99983491048904,9.2370555648813e-14
"NM51FL","Otjozondjupa",7,1.00003116380803,1.24344978758018e-14
"NM51FL","Hardap",2,0.000885271895421644,6.3948846218409e-14
"NM61FL","Zambezi",2,0.985806470179155,2.8421709430404e-14
"NM61FL","Kavango",5,0.93136376558879,8.34887714518118e-14
"NM61FL","Ohangwena",5,0.994198379290422,4.08562073062058e-14
"NM61FL","Omusati",4,0.997405341232684,8.5265128291212e-14
"NM61FL","Oshana",5,0.999999972274514,6.57252030578093e-14
"NM61FL","Oshikoto",6,0.999999970552992,1.86517468137026e-14
"NM61FL","Erongo",4,0.17468950556945,7.105427357601e-14
"NM61FL","Khomas",4,0.999731509113528,5.50670620214078e-14
"NM61FL","Kunene",6,0.95644839007734,2.04281036531029e-14
"NM61FL","Omaheke",3,0.999834910489827,7.63833440942108e-14
"NM61FL","Otjozondjupa",7,1.0000311638231,1.77635683940025e-14
"NM61FL","Hardap",2,0.000885271796765342,7.105427357601e-14
"NI51FL","Dosso",4,0.990366075858346,1.4210854715202e-13
"NI51FL","Tahoua",6,0.997176357055656,8.88178419700125e-14
"NI51FL","Tillaberi",6,0.99691830342332,1.20792265079217e-13
"NI51FL","Niamey",1,1,4.61852778244065e-14
"NI51FL","Agadez",5,0.696099187363697,9.9475983006414e-14
"NI51FL","Maradi",5,0.998058841043792,1.13686837721616e-13
"NI51FL","Zinder",7,0.9992156866261,8.88178419700125e-14
"NI51FL","Diffa",3,0.940980493301634,6.75015598972095e-14
"NI61FL","Dosso",4,0.990366075858346,1.4210854715202e-13
"NI61FL","Tahoua",6,0.997176357055656,8.88178419700125e-14
"NI61FL","Tillaberi",6,0.99691830342332,1.20792265079217e-13
"NI61FL","Niamey",1,1,4.61852778244065e-14
"NI61FL","Agadez",5,0.696099187363697,9.9475983006414e-14
"NI61FL","Maradi",5,0.998058841043792,1.13686837721616e-13
"NI61FL","Zinder",7,0.9992156866261,8.88178419700125e-14
"NI61FL","Diffa",3,0.940980493301634,6.75015598972095e-14
"NG4BFL","North Central",20,0.999977804908196,7.105427357601e-14
"NG4BFL","Northeast",12,0.994499009002452,7.105427357601e-14
"NG4BFL","Southeast",12,0.999999976856892,7.8159700933611e-14
"NG4BFL","Southsouth",13,0.997669474727843,7.105427357601e-14
"NG4BFL","Southwest",10,0.999654535656032,1.49213974509621e-13
"NG4BFL","Northwest",12,0.997806195855845,2.1316282072803e-13
"NG53FL","North Central",20,0.999977804908196,7.105427357601e-14
"NG53FL","North East",12,0.994499009002452,7.105427357601e-14
"NG53FL","South East",12,0.999999976856892,7.8159700933611e-14
"NG53FL","South South",13,0.997669474727843,7.105427357601e-14
"NG53FL","South West",10,0.999654535656032,1.49213974509621e-13
"NG53FL","North West",12,0.997806195855845,2.1316282072803e-13
"NG61FL","North Central",20,0.999977805025179,1.56319401867222e-13
"NG61FL","North East",12,0.994499009002452,7.105427357601e-14
"NG61FL","South East",12,0.999999976872094,1.27897692436818e-13
"NG61FL","South South",13,0.99766947449072,1.56319401867222e-13
"NG61FL","South West",10,0.999654535656032,1.49213974509621e-13
"NG61FL","North West",12,0.997806195855845,2.1316282072803e-13
"NG6AFL","North Central",20,0.99997780501147,1.27897692436818e-13
"NG6AFL","North East",12,0.994499008998321,9.2370555648813e-14
"NG6AFL","South East",12,0.999999976861959,1.27897692436818e-13
"NG6AFL","South South",13,0.997669474727843,7.105427357601e-14
"NG6AFL","South West",10,0.999654535656032,1.49213974509621e-13
"NG6AFL","North West",12,0.997806195855845,2.1316282072803e-13
"NG7BFL","North Central",20,0.99997780501147,1.27897692436818e-13
"NG7BFL","North East",12,0.994499008998321,9.2370555648813e-14
"NG7BFL","South East",12,0.999999976861959,1.27897692436818e-13
"NG7BFL","South South",13,0.997669474727843,7.105427357601e-14
"NG7BFL","South West",10,0.999654535656032,1.49213974509621e-13
"NG7BFL","North West",12,0.997806195855845,2.1316282072803e-13
"NG8BFL","North East",12,0.994516849428276,1.20792265079217e-13
"NG8BFL","South East",12,1.00000001808352,1.13686837721616e-13
"NG8BFL","South South",13,0.997655922488326,8.5265128291212e-14
"NG8BFL","North Central",21,0.99998670623929,8.5265128291212e-14
"NG8BFL","South West",10,0.999654364855157,1.77635683940025e-13
"NG8BFL","North West",12,0.997780336528157,1.56319401867222e-13
"RW41FL","Butare",1,0.988545075123113,4.9737991503207e-14
"RW41FL","Byumba",1,0.995777332237192,4.9737991503207e-14
"RW41FL","Cyangugu",1,0.982847237325883,4.9737991503207e-14
"RW41FL","Gikongoro",1,0.998699854008525,4.9737991503207e-14
"RW41FL","Gisenyi",1,0.991903004220058,4.9737991503207e-14
"RW41FL","Gitarama",1,1,4.9737991503207e-14
"RW41FL","Kibungo",1,0.998339926041274,4.9737991503207e-14
"RW41FL","Kibuye",1,0.999999484955242,4.9737991503207e-14
"RW41FL","Kigali City",1,1,4.9737991503207e-14
"RW41FL","Kigali Rural",1,0.999896283559984,4.9737991503207e-14
"RW41FL","Ruhengeri",1,0.985150014135753,4.9737991503207e-14
"RW41FL","Umutara",1,0.991020612846387,4.9737991503207e-14
"RW53FL","City of Kigali",1,1,4.9737991503207e-14
"RW53FL","South",1,0.995736825614611,4.9737991503207e-14
"RW53FL","West",1,0.991149342391577,4.9737991503207e-14
"RW53FL","North",1,0.990190468281804,4.9737991503207e-14
"RW53FL","East",1,0.995695352184366,4.9737991503207e-14
"RW5AFL","City of Kigali",1,1,4.9737991503207e-14
"RW5AFL","South",1,0.995736825614611,4.9737991503207e-14
"RW5AFL","West",1,0.991149342391577,4.9737991503207e-14
"RW5AFL","North",1,0.990190468281804,4.9737991503207e-14
"RW5AFL","East",1,0.995695352184366,4.9737991503207e-14
"RW61FL","City of Kigali",1,1,4.9737991503207e-14
"RW61FL","South",1,0.995736825614611,4.9737991503207e-14
"RW61FL","West",1,0.991149342391577,4.9737991503207e-14
"RW61FL","North",1,0.990190468281804,4.9737991503207e-14
"RW61FL","East",1,0.995695352184366,4.9737991503207e-14
"RW70FL","City of Kigali",1,1,4.9737991503207e-14
"RW70FL","South",1,0.995736825614611,4.9737991503207e-14
"RW70FL","West",1,0.991149342391577,4.9737991503207e-14
"RW70FL","North",1,0.990190468281804,4.9737991503207e-14
"RW70FL","East",1,0.995695352184366,4.9737991503207e-14
"RW81FL","Kigali",1,1,4.9737991503207e-14
"RW81FL","South",1,0.995736825614611,4.9737991503207e-14
"RW81FL","West",1,0.991149342391577,4.9737991503207e-14
"RW81FL","North",1,0.990190468281804,4.9737991503207e-14
"RW81FL","East",1,0.995695352184366,4.9737991503207e-14
