"series","age_band","log_hazard_ratio","standard_error","pfpr_min","pfpr_p025","pfpr_p975","pfpr_max","hazard_ratio_40_to_20","lower_95","upper_95","contrast_within_central_support"
"snow","<1",0.0388822767425188,0.0185800516170781,0.0281661902385298,0.446305493779025,78.6700872587556,94.0177992421066,0.961863936237332,0.927465967485273,0.997537660969394,TRUE
"snow","1-5",0.0746979378620767,0.0194144826790488,0.0281661902385298,0.449482999463637,78.6587450980415,94.0177992421066,0.92802376483811,0.89337368631892,0.964017769152039,TRUE
"snow","6-11",0.136301647915834,0.026788171287656,0.0281661902385298,0.449482311432971,78.6700872587556,94.0177992421066,0.8725793810344,0.827946728986314,0.919618073905046,TRUE
"snow","12-23",0.100641027911017,0.044605036404903,0.0281661902385298,0.446305493779025,78.6587450980415,94.0177992421066,0.904257577862789,0.828559275372304,0.986871780241506,TRUE
"snow","24-35",0.15589458371742,0.0491956933565365,0.0281661902385298,0.445395692942844,78.7575709959414,94.0177992421066,0.855649384994302,0.7769975026625,0.942262835507646,TRUE
"snow","36-47",0.12767756739724,0.0528177856644212,0.0281661902385298,0.431176596603031,78.7887498495931,94.0177992421066,0.880137118300648,0.793580394919184,0.976134682724182,TRUE
"snow","48-59",0.117559242986844,0.0543609831584276,0.0281661902385298,0.445395692942844,78.7887498495931,94.0177992421066,0.8890878379671,0.799229796066429,0.989048691016658,TRUE
"map_matched","<1",0.00313851617600386,0.022228190048568,0.0164865959077473,1.78413863017667,73.7415162940535,94.7588284788529,0.996866403817384,0.954368161295872,1.04125710324459,TRUE
"map_matched","1-5",0.0531423477668665,0.0304173835090918,0.0164865959077473,1.78413863017667,73.4438040845125,94.7588284788529,0.948245022313383,0.893364667282099,1.00649673674432,TRUE
"map_matched","6-11",0.162828391311211,0.0368074586720705,0.0164865959077473,1.78413863017667,73.2531998937869,94.7588284788529,0.849736998155192,0.790593768366001,0.913304651421849,TRUE
"map_matched","12-23",0.131461571810131,0.053443958977821,0.0164865959077473,1.78413863017667,72.8933953193134,94.7588284788529,0.876812968825645,0.789613470261517,0.973642182226472,TRUE
"map_matched","36-47",0.134162953751057,0.0620449470389828,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,0.874447558482939,0.774319228927759,0.987523625876676,TRUE
"map_matched","48-59",0.0655231522424618,0.0677186826766079,0.0164865959077473,1.75043899566514,73.2069091925186,94.7588284788529,0.936577362642427,0.820163334381871,1.06951520440175,TRUE
"snow_matched","<1",0.039023685548539,0.0186446696936865,0.0281661902385298,0.446305493779025,78.6700872587556,94.0177992421066,0.961727929823034,0.927217384058141,0.99752294003981,TRUE
"snow_matched","1-5",0.074805094374177,0.0194769977076923,0.0281661902385298,0.449482999463637,78.6587450980415,94.0177992421066,0.927924326376158,0.893168514482224,0.964032589057171,TRUE
"snow_matched","6-11",0.136385542900607,0.026822266638517,0.0281661902385298,0.449482311432971,78.6700872587556,94.0177992421066,0.872506179071197,0.827821948708818,0.91960237790843,TRUE
"snow_matched","12-23",0.0998046229304836,0.0446894357376209,0.0281661902385298,0.446305493779025,78.6587450980415,94.0177992421066,0.905014219790026,0.829115410528528,0.98786095110696,TRUE
"snow_matched","24-35",0.155504094687301,0.0492224493527551,0.0281661902385298,0.445395692942844,78.7575709959414,94.0177992421066,0.855983571936691,0.777260208953995,0.942680285166721,TRUE
"snow_matched","36-47",0.127289938299561,0.0528498337757564,0.0281661902385298,0.431176596603031,78.7887498495931,94.0177992421066,0.880478351189274,0.793838203443762,0.976574475188889,TRUE
"snow_matched","48-59",0.119097739825694,0.0541983897345984,0.0281661902385298,0.445395692942844,78.7887498495931,94.0177992421066,0.887721030822762,0.798255478952751,0.987213554235652,TRUE
"map_matched","24-35",0.0894898345817643,0.0597045914658288,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,0.914397560310694,0.8134174489627,1.0279136492196,TRUE
"map_full","<1",0.0163657705256633,0.0186267379131178,0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,0.983767421112334,0.948499348164176,1.02034686762325,TRUE
"map_full","1-5",0.0643632227999831,0.0257957042492341,0.0164865959077473,1.76768905979204,67.3804721618428,94.7588284788529,0.937664356596787,0.891434957240571,0.986291190950899,TRUE
"map_full","6-11",0.168507861549227,0.0329498092038287,0.0164865959077473,1.75228032887322,67.0775337306141,94.7588284788529,0.844924620976326,0.792082688782814,0.901291778297828,TRUE
"map_full","12-23",0.0991032466730698,0.0457710417625175,0.0164865959077473,1.74737139843124,66.3280806954508,94.7588284788529,0.905649197929674,0.827940084833233,0.990651962304579,TRUE
"map_full","24-35",0.140842130745366,0.0493797602247486,0.0164865959077473,1.74574104390516,66.3446960305032,94.7588284788529,0.868626430281083,0.788497170703991,0.956898646458311,TRUE
"map_full","36-47",0.138049988570291,0.0543638635665592,0.0164865959077473,1.74615801560054,66.4693798324298,94.7588284788529,0.871055147855973,0.783015207441027,0.968994041745397,TRUE
"map_full","48-59",0.00523283806547795,0.064490422487671,0.0164865959077473,1.72053231100745,66.3280806954508,94.7588284788529,0.994780829381394,0.876661736602741,1.12881497753012,TRUE
