"fit_id","age_band","pfpr_pct","log_hazard_ratio","standard_error","lower_95","upper_95","pfpr_min","pfpr_p025","pfpr_p975","pfpr_max","within_observed_support","within_central_support","reference_within_observed_support"
"original","24-35",29.5,0.103862895320634,0.0334006455547619,0.0383976300333006,0.169328160607967,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",30,0.106046616897781,0.0352081938852282,0.0370385568827338,0.175054676912828,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",30.5,0.107988482577131,0.0369871601320655,0.0354936487182825,0.180483316435979,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",31,0.109700837896107,0.038731788805701,0.033786531836933,0.185615143955281,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",31.5,0.111196028392133,0.0404363113885298,0.0319408580706143,0.190451198713651,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",32,0.112486399602632,0.0420949736243502,0.0299802512989056,0.194992547906358,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",32.5,0.113584297065028,0.0437020630248606,0.0279282535363014,0.199240340593755,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",33,0.114502066316745,0.0452519372092523,0.0258082693866104,0.203195863246879,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",33.5,0.115252052895206,0.0467390537300153,0.0236435075843758,0.206860598206036,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
"original","24-35",34,0.115846602337834,0.0481580020948318,0.021456918231964,0.210236286443704,0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE,TRUE,TRUE
