"series","age_band","pfpr_min","pfpr_p025","pfpr_p975","pfpr_max","reference_within_observed_support"
"snow","<1",0.0281661902385298,0.446305493779025,78.6700872587556,94.0177992421066,TRUE
"snow","1-5",0.0281661902385298,0.449482999463637,78.6587450980415,94.0177992421066,TRUE
"snow","6-11",0.0281661902385298,0.449482311432971,78.6700872587556,94.0177992421066,TRUE
"snow","12-23",0.0281661902385298,0.446305493779025,78.6587450980415,94.0177992421066,TRUE
"snow","24-35",0.0281661902385298,0.445395692942844,78.7575709959414,94.0177992421066,TRUE
"snow","36-47",0.0281661902385298,0.431176596603031,78.7887498495931,94.0177992421066,TRUE
"snow","48-59",0.0281661902385298,0.445395692942844,78.7887498495931,94.0177992421066,TRUE
"map_matched","<1",0.0164865959077473,1.78413863017667,73.7415162940535,94.7588284788529,TRUE
"map_matched","1-5",0.0164865959077473,1.78413863017667,73.4438040845125,94.7588284788529,TRUE
"map_matched","6-11",0.0164865959077473,1.78413863017667,73.2531998937869,94.7588284788529,TRUE
"map_matched","12-23",0.0164865959077473,1.78413863017667,72.8933953193134,94.7588284788529,TRUE
"map_matched","36-47",0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE
"map_matched","48-59",0.0164865959077473,1.75043899566514,73.2069091925186,94.7588284788529,TRUE
"snow_matched","<1",0.0281661902385298,0.446305493779025,78.6700872587556,94.0177992421066,TRUE
"snow_matched","1-5",0.0281661902385298,0.449482999463637,78.6587450980415,94.0177992421066,TRUE
"snow_matched","6-11",0.0281661902385298,0.449482311432971,78.6700872587556,94.0177992421066,TRUE
"snow_matched","12-23",0.0281661902385298,0.446305493779025,78.6587450980415,94.0177992421066,TRUE
"snow_matched","24-35",0.0281661902385298,0.445395692942844,78.7575709959414,94.0177992421066,TRUE
"snow_matched","36-47",0.0281661902385298,0.431176596603031,78.7887498495931,94.0177992421066,TRUE
"snow_matched","48-59",0.0281661902385298,0.445395692942844,78.7887498495931,94.0177992421066,TRUE
"map_matched","24-35",0.0164865959077473,1.78413863017667,73.2069091925186,94.7588284788529,TRUE
"map_full","<1",0.0164865959077473,1.76782403096607,67.5343293391306,94.7588284788529,TRUE
"map_full","1-5",0.0164865959077473,1.76768905979204,67.3804721618428,94.7588284788529,TRUE
"map_full","6-11",0.0164865959077473,1.75228032887322,67.0775337306141,94.7588284788529,TRUE
"map_full","12-23",0.0164865959077473,1.74737139843124,66.3280806954508,94.7588284788529,TRUE
"map_full","24-35",0.0164865959077473,1.74574104390516,66.3446960305032,94.7588284788529,TRUE
"map_full","36-47",0.0164865959077473,1.74615801560054,66.4693798324298,94.7588284788529,TRUE
"map_full","48-59",0.0164865959077473,1.72053231100745,66.3280806954508,94.7588284788529,TRUE
