"variable","mean","sd"
"birth_order",3.60362783966754,2.36346589449638
"maternal_age_birth",26.862575859551,6.82231399207876
"maternal_education_years",3.60077113830155,4.14851393093789
"log_hiv_prev",-1.15479496016652,1.16336500941692
"log_gdp_pc",6.69997690286008,0.76037224318672
"log_health_expenditure_pc",3.58600575087506,0.713031461046659
"political_stability",-0.65292616455927,0.720882034884189
