"iso3","state","key","year","series","exposure_source","pfpr_pct","under5_person_years","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_rate_per100000","ihme_malaria_rate_lower","ihme_malaria_rate_upper","ihme_malaria_deaths","any_current_pfpr_outside_central95","any_zero_below_observed_support","any_negative_attributable_band","model_over_ihme_malaria","attributable_rate_per100000","ihme_malaria_share_of_allcause"
"NGA","Kano","kano",2024,"map_full","MAP",19.8247401504606,3593026.62912006,91760.724895018,26918.7573561063,64841.9675389116,0.293358159353075,507.94406870474,106.29855207716,1043.28519786539,18250.5656495972,FALSE,TRUE,FALSE,1.4749546875935,749.194485171372,0.198892997744704
"NGA","Sokoto","sokoto",2024,"map_full","MAP",24.272861693209,1532397.94717589,50749.3691645726,16215.910732195,34533.4584323776,0.319529306455204,445.75860584484,88.92401439585,1119.1849157723,6830.79572532621,FALSE,TRUE,FALSE,2.37394168765317,1058.20493704523,0.134598633200247
"NGA","Katsina","katsina",2024,"map_full","MAP",25.7481666264205,2270344.13885969,44457.555070286,14405.3389607461,30052.2161095398,0.324024542914512,345.32110341821,65.90130305057,758.23895793995,7839.97743170093,FALSE,TRUE,FALSE,1.83742097298625,634.500237835373,0.1763474716346
"NGA","Kaduna","kaduna",2024,"map_full","MAP",25.5483663968691,2107655.2021146,41097.4202639489,12571.6819827053,28525.7382812436,0.305899540700206,315.79638559624,87.18073444533,676.88469697084,6655.89894910905,FALSE,TRUE,FALSE,1.88880301200909,596.477164295764,0.161954178786927
"NGA","Jigawa","jigawa",2024,"map_full","MAP",23.3264526626528,1285322.36610755,37810.9844096222,11733.1267524132,26077.857657209,0.310310004767487,436.14981697683,123.81306694526,1029.35928633261,5605.93114734033,FALSE,TRUE,FALSE,2.09298445593287,912.854787390474,0.148261972939105
"NGA","Taraba","taraba",2024,"map_full","MAP",28.548499802928,1652544.92069155,36844.0031363872,10974.1961769387,25869.8069594485,0.297855695438821,322.40624043314,94.07402922137,624.10414968105,5327.90795027044,FALSE,TRUE,FALSE,2.05975709028187,664.078539683283,0.144607195112536
"NGA","Bauchi","bauchi",2024,"map_full","MAP",24.5498471220122,1494707.50769066,33384.1805494766,9876.26701255118,23507.9135369254,0.295836736142563,319.8601787145,79.38336981599,678.69640484943,4780.97410535839,FALSE,TRUE,FALSE,2.06574367375931,660.749140667002,0.143210767095894
"NGA","Kebbi","kebbi",2024,"map_full","MAP",29.8830654643758,1039720.21648957,27829.6941537331,9292.91683905415,18536.7773146789,0.33392091151701,394.01517470245,106.77045140461,782.90583653634,4096.65542741808,FALSE,TRUE,FALSE,2.26841554133612,893.790145817305,0.147204471769897
"NGA","Niger","niger",2024,"map_full","MAP",30.0785876837372,2305796.51511208,30818.3408033832,8969.61786853911,21848.7229348441,0.291048045894619,237.46564025957,77.5032899031,433.11347916417,5475.47445769374,FALSE,TRUE,FALSE,1.63814440882573,389.003010879437,0.177669346076303
"NGA","Plateau","plateau",2024,"map_full","MAP",19.8314319765802,2111570.75883411,34126.8199600167,8063.83574163048,26062.9842183863,0.236290277004366,276.24243799941,73.90728537325,566.09250581104,5833.054544286,FALSE,TRUE,FALSE,1.38243791145923,381.888019044309,0.170922885610791
"NGA","Imo","imo",2024,"map_full","MAP",30.0971355588315,1600320.31053538,22304.8903897867,7488.58187485347,14816.3085149332,0.335737219237018,416.40013908824,207.8359413461,609.8811949545,6663.73599892666,FALSE,TRUE,FALSE,1.12378129566652,467.942687820303,0.298756724757453
