"iso3","age_band","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","Location","pfpr_pct","population_weight_on_map","population_weight_within_raster","map_population_coverage_within_raster","legacy_density_weighted_pfpr_pct","status","map_coverage_below_95pct","exposure_year","population_weight_year","log_hr_zero_vs_current","log_hr_se","hr_zero_vs_current","hr_lower_95","hr_upper_95","monte_carlo_se_log_hr","imputations","attributable_fraction","af_lower_95","af_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","zero_below_observed_support","current_pfpr_outside_central95","negative_attributable_estimate"
"AGO","<1",25724.5129425046,65823.7910576055,39080.8741477558,"0-27 days mapped to model <1 completed month","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,0.0342689088893282,0.0154758312133478,1.03486285313542,1.00390648979594,1.06677378389821,0.00144879024266785,10,-0.0348628531354187,-0.0667737838982054,-0.00390648979593911,40443.3449235728,-1362.47077581699,-2609.57784489521,-152.669036074589,26621.3428591993,-896.829916694715,-1717.72306810939,-100.492547315398,TRUE,FALSE,TRUE
"AGO","1-5",16311.3605706205,353423.597502691,4615.24377146218,"direct age match","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.0228565902701609,0.0188051296426051,0.977402642771899,0.942032695491553,1.0141006046494,0.000725578350795512,10,0.0225973572281012,-0.0141006046494043,0.0579673045084471,4510.95145926368,104.2923121985,-65.077727782014,267.533241081062,15942.7669289298,368.593641690676,-230.000046700202,945.525605144236,TRUE,FALSE,FALSE
"AGO","6-11",15584.8977425952,398903.483355136,3906.93448237459,"direct age match","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.237411962802403,0.050326067180613,0.788666319897511,0.714583575238255,0.870429416087963,0.00221983289618497,10,0.211333680102489,0.129570583912037,0.285416424761745,3081.26764029506,825.666842079534,506.223782187348,1115.10327173773,12291.2839486316,3293.61379396361,2019.34430071745,4448.18579396891,TRUE,FALSE,FALSE
"AGO","12-23",13321.4790908751,765090.887816982,1741.16295240229,"direct age match","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.493423367017742,0.0637174281997748,0.610532734919114,0.538826277056771,0.691781815920125,0.00459180705966261,10,0.389467265080886,0.308218184079875,0.461173722943229,1063.03697927001,678.12597313228,536.658083376588,802.978601010188,8133.19906251974,5188.28002835531,4105.92209464754,6143.51610744923,TRUE,FALSE,FALSE
"AGO","24-35",8536.3901505322,683810.891660083,1248.35539396111,"IHME 2-4 rate shared; deaths and person-time divided equally","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.751659503868533,0.0721193230224005,0.471583308697387,0.409408016397423,0.543200934361028,0.00441270542996526,10,0.528416691302613,0.456799065638972,0.590591983602577,588.70356711441,659.6518268467,570.247577546806,737.268688360469,4025.61911151976,4510.77103901244,3899.41504469283,5041.52359180832,TRUE,FALSE,FALSE
"AGO","36-47",8536.3901505322,683810.891660083,1248.35539396111,"IHME 2-4 rate shared; deaths and person-time divided equally","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.557208865913036,0.0811985743417739,0.572805611991194,0.488529370798918,0.671620354354615,0.00173322315977109,10,0.427194388008806,0.328379645645385,0.511470629201082,715.064975420402,533.290418540708,409.934501908454,638.497118815854,4889.6921843712,3646.697966161,2803.17677272252,4366.11284139863,TRUE,FALSE,FALSE
"AGO","48-59",8536.3901505322,683810.891660083,1248.35539396111,"IHME 2-4 rate shared; deaths and person-time divided equally","Angola",20.1035553415068,36776664,36847228,0.998084957706995,19.9947348079463,"estimated",FALSE,2005,2020,-0.578853084601332,0.0991579115755111,0.560540891013865,0.46153420903072,0.680786135351678,0.00125815443611852,10,0.439459108986135,0.319213864648322,0.53846579096928,699.754244832925,548.601149128185,398.492349760905,672.196674620036,4784.9957410213,3751.3944095109,2724.93409009726,4596.55407442869,TRUE,FALSE,FALSE
"BDI","<1",10665.1060429336,24443.9696865901,43630.8266606321,"0-27 days mapped to model <1 completed month","Burundi",32.7108667147613,10240924,11339513,0.903118502531811,32.8192509953754,"estimated",TRUE,2005,2020,0.0556989793652551,0.0250151719895346,1.05727937292201,1.00662812790812,1.11047927374069,0.00236557204978852,10,-0.0572793729220133,-0.110479273740691,-0.00662812790812439,46129.9730518222,-2499.14639119007,-4820.30204217263,-289.190699843874,11275.9966292196,-610.89058628601,-1178.27316999076,-70.6896870062741,TRUE,FALSE,TRUE
"BDI","1-5",7598.67822594829,130763.669523546,5811.0010629367,"direct age match","Burundi",32.7108667147613,10240924,11339513,0.903118502531811,32.8192509953754,"estimated",TRUE,2005,2020,-0.0371791310216424,0.0305623769062017,0.963503526518656,0.907481168673971,1.02298436337846,0.00118117449490114,10,0.0364964734813444,-0.022984363378463,0.0925188313260292,5598.92001674317,212.081046193534,-133.562160023172,537.627027177217,7321.3532675817,277.324958366591,-174.65078154121,703.02082908728,TRUE,FALSE,FALSE
"BDI","6-11",6027.24891595677,147004.287682879,4100.04974069796,"direct age match","Burundi",32.7108667147613,10240924,11339513,0.903118502531811,32.8192509953754,"estimated",TRUE,2005,2020,-0.325195968667525,0.0571099992219548,0.722385774792291,0.645886756754735,0.807945359097088,0.0017427270855391,10,0.277614225207709,0.192054640902912,0.354113243245265,2961.81760862103,1138.23213207693,787.433580633824,1451.88191114546,4353.99887801942,1673.25003793734,1157.56112618654,2134.32866147596,TRUE,FALSE,FALSE
