"iso3","age_band","draw","log_hr_zero_vs_current","variance"
"MLI","48-59",10,-0.515370523523358,0.0100029673751143
"MOZ","<1",10,0.0796406581631161,0.00102175069468807
"MOZ","1-5",10,-0.0528598246899251,0.00167383354211913
"MOZ","6-11",10,-0.377735454651137,0.00355507968016075
"MOZ","12-23",10,-0.631736287995892,0.00429964700103868
"MOZ","24-35",10,-0.872498028256799,0.00526620402223857
"MOZ","36-47",10,-0.695436502733473,0.00714964447240414
"MOZ","48-59",10,-0.4817837394923,0.010124727728025
"MRT","<1",10,0.007361100607654,9.06160815527786e-06
"MRT","1-5",10,-0.00488086632367503,1.43404265057016e-05
"MRT","6-11",10,-0.0524551600339202,0.000169372709339079
"MRT","12-23",10,-0.114613318746299,0.000286452428356977
"MRT","24-35",10,-0.181271390442637,0.00037922160980906
"MRT","36-47",10,-0.129353587753774,0.000494566854601216
"MRT","48-59",10,-0.153437407723465,0.000761462970373944
"MWI","<1",10,0.0579492759931947,0.000546168233756411
"MWI","1-5",10,-0.0384566820199342,0.000886703768089102
"MWI","6-11",10,-0.32076214843735,0.00320730313757419
"MWI","12-23",10,-0.603723056686226,0.00418963246264172
"MWI","24-35",10,-0.873270064932364,0.00524156806908202
"MWI","36-47",10,-0.69570065901654,0.00708879839753737
"MWI","48-59",10,-0.56587098094366,0.0101886328198327
"NAM","<1",10,0.00816943991047361,1.11592144943873e-05
"NAM","1-5",10,-0.00541686676661992,1.76625668303923e-05
"NAM","6-11",10,-0.0581601985194597,0.000207645653305537
"NAM","12-23",10,-0.127019899103933,0.000350951289099987
"NAM","24-35",10,-0.200839568102315,0.000464556435048811
"NAM","36-47",10,-0.143370180202871,0.000605891010607624
"NAM","48-59",10,-0.169884864757534,0.000932652201411844
"NER","<1",10,0.0482146789823153,0.000380162008780644
"NER","1-5",10,-0.031990758110219,0.00061402563731733
"NER","6-11",10,-0.28662349358657,0.00298409185573084
"NER","12-23",10,-0.565800367108783,0.0042003415210546
"NER","24-35",10,-0.84090358014335,0.00535643336687555
"NER","36-47",10,-0.651479754035577,0.00715019798721005
"NER","48-59",10,-0.596155477317897,0.0104282150730808
"NGA","<1",10,0.0807502934029903,0.00105001510383131
"NGA","1-5",10,-0.0535963329572675,0.00172076923598889
"NGA","6-11",10,-0.380132435719052,0.00357463277344617
"NGA","12-23",10,-0.631988097346354,0.0043255713111058
"NGA","24-35",10,-0.871458323822348,0.00529960894810478
"NGA","36-47",10,-0.692647102547848,0.00718760589287263
"NGA","48-59",10,-0.479121661273404,0.0101806526283467
"RWA","<1",10,0.00882152222437574,1.30098962114615e-05
"RWA","1-5",10,-0.00584925984412355,2.05944353312003e-05
"RWA","6-11",10,-0.0627499120664654,0.000241123400160212
"RWA","12-23",10,-0.136987561126496,0.000407296128636563
"RWA","24-35",10,-0.216548576798509,0.000539086467619263
"RWA","36-47",10,-0.154634668591638,0.000703130484867859
"RWA","48-59",10,-0.183061856545587,0.00108211573519767
"SEN","<1",10,0.00981666579421298,1.6106855071614e-05
"SEN","1-5",10,-0.0065091445860606,2.55023450889764e-05
"SEN","6-11",10,-0.0697305730685625,0.000296540147366624
"SEN","12-23",10,-0.152122165211145,0.00050041197652382
"SEN","24-35",10,-0.240377061393632,0.000662220163216522
"SEN","36-47",10,-0.171744644652668,0.000863806079707007
"SEN","48-59",10,-0.202998644181813,0.00132894435305102
"SLE","<1",10,0.073357906593783,0.000868997522726641
"SLE","1-5",10,-0.0486892566741765,0.0014203496393815
"SLE","6-11",10,-0.363284190604124,0.00345961142042589
"SLE","12-23",10,-0.628851332866363,0.00421047462758564
"SLE","24-35",10,-0.877329610744469,0.00516271475048417
"SLE","36-47",10,-0.707360718113408,0.00703747134139723
"SLE","48-59",10,-0.500142212798986,0.00998765115936152
"SOM","<1",10,0.0162202087606549,4.38809852245972e-05
"SOM","1-5",10,-0.010755711300791,6.96099590409287e-05
"SOM","6-11",10,-0.113757824465915,0.000760288453259349
"SOM","12-23",10,-0.246611240746115,0.00127120023142507
"SOM","24-35",10,-0.388251381925348,0.00167954607622088
"SOM","36-47",10,-0.278805020185624,0.00219258815746151
"SOM","48-59",10,-0.32479298720742,0.00336259643429633
"SSD","<1",10,0.0637084896066872,0.000658242749987472
"SSD","1-5",10,-0.0422818732668469,0.0010715351964558
"SSD","6-11",10,-0.338013354649831,0.00331299357507388
"SSD","12-23",10,-0.617079161623266,0.00418118344887511
"SSD","24-35",10,-0.879083459879613,0.00518026992756543
"SSD","36-47",10,-0.707937769178424,0.0070464267753682
"SSD","48-59",10,-0.539846093957488,0.0100751496582307
"SWZ","<1",10,0.00500073723959788,4.18362373281825e-06
"SWZ","1-5",10,-0.00331576867523608,6.61853249303483e-06
"SWZ","6-11",10,-0.0357136143998128,7.9013427164234e-05
"SWZ","12-23",10,-0.0781169515518044,0.000133833659593131
"SWZ","24-35",10,-0.123625715545508,0.000177222221945168
"SWZ","36-47",10,-0.0881429889365285,0.00023109739062899
"SWZ","48-59",10,-0.104808009350796,0.000355996556984019
"TCD","<1",10,0.0310679732674698,0.000159682198633166
"TCD","1-5",10,-0.0206059105503921,0.000255179862160488
"TCD","6-11",10,-0.206091207611439,0.00211030404554274
"TCD","12-23",10,-0.434003357407941,0.0033635602619174
"TCD","24-35",10,-0.671456376869692,0.004405187403254
"TCD","36-47",10,-0.493817250878584,0.00577873845054781
"TCD","48-59",10,-0.536180362359191,0.00872430080508106
"TGO","<1",10,0.0984525623432702,0.00155397767090638
"TGO","1-5",10,-0.0653444269536075,0.00255788201405071
"TGO","6-11",10,-0.412455715021306,0.00408025785670984
"TGO","12-23",10,-0.633442852895328,0.00521191490317344
"TGO","24-35",10,-0.853286101575146,0.0064847681412699
"TGO","36-47",10,-0.636759063609443,0.00864284041047596
"TGO","48-59",10,-0.455895479173104,0.0125697844778529
"TZA","<1",10,0.0387222725725565,0.000246748864671294
"TZA","1-5",10,-0.0256869342065436,0.000396230150227917
"TZA","6-11",10,-0.245725770021084,0.00262229141162573
"TZA","12-23",10,-0.504724060104432,0.00398502186117666
"TZA","24-35",10,-0.768781692490566,0.00516951645954906
"TZA","36-47",10,-0.57746844787551,0.00682168757722241
"TZA","48-59",10,-0.587332365962806,0.010151259622962
"UGA","<1",10,0.0751496066711949,0.000911302885648461
"UGA","1-5",10,-0.0498786982384191,0.00149051448297371
"UGA","6-11",10,-0.367559867185378,0.00348514846361565
"UGA","12-23",10,-0.629969426592713,0.00422746863393593
"UGA","24-35",10,-0.876166786129903,0.00517934826980829
"UGA","36-47",10,-0.704718690840245,0.00705456727675751
"UGA","48-59",10,-0.494314227726086,0.0100010432092492
"ZMB","<1",10,0.0375657156620663,0.000232417288292384
"ZMB","1-5",10,-0.0249190480793971,0.000372938652874241
"ZMB","6-11",10,-0.240142595066932,0.00255999721163162
"ZMB","12-23",10,-0.495353454176447,0.00392308425776728
"ZMB","24-35",10,-0.756528474039191,0.00509801287163696
"ZMB","36-47",10,-0.566234758295186,0.0067198245321919
"ZMB","48-59",10,-0.582474225492397,0.0100241326833829
"ZWE","<1",10,0.00737594686819282,9.09817104479172e-06
"ZWE","1-5",10,-0.0048907106510704,1.43983256834405e-05
"ZWE","6-11",10,-0.0525600863717936,0.000170042831045925
"ZWE","12-23",10,-0.114841655491425,0.00028758249527495
"ZWE","24-35",10,-0.181631677016135,0.000380716910287893
"ZWE","36-47",10,-0.129611517385706,0.000496517448218339
"ZWE","48-59",10,-0.153740547249089,0.000764463198161657
"AGO","<1",45,0.0299663720977855,0.000217073740227839
"AGO","1-5",45,-0.0218645985491133,0.000349790919972464
"AGO","6-11",45,-0.237472224768182,0.00247945339478451
"AGO","12-23",45,-0.495840029783546,0.00382334379482994
"AGO","24-35",45,-0.752873412603023,0.00497595879720266
"AGO","36-47",45,-0.557788633333038,0.00655438178262708
"AGO","48-59",45,-0.58113103466333,0.0098158098731405
"BDI","<1",45,0.0486897914975391,0.00056595257963877
"BDI","1-5",45,-0.03556447601178,0.00092387191078026
"BDI","6-11",45,-0.322253198727342,0.00323573467636852
"BDI","12-23",45,-0.608950840658159,0.00419315319010555
"BDI","24-35",45,-0.87793088830347,0.0052335221430126
"BDI","36-47",45,-0.700121686122633,0.007096649600609
"BDI","48-59",45,-0.568513554227433,0.0102093771773197
"BEN","<1",45,0.0844335452466166,0.00167791520662487
"BEN","1-5",45,-0.0616796078960635,0.00277738451503722
"BEN","6-11",45,-0.410651755634117,0.00424773894284322
"BEN","12-23",45,-0.629111462375936,0.00547403380291036
"BEN","24-35",45,-0.846292101389028,0.00681555212609763
"BEN","36-47",45,-0.62443071930464,0.00909277336508061
"BEN","48-59",45,-0.461666258622013,0.0133223703497425
"BFA","<1",45,0.079081138611133,0.00147359167984683
"BFA","1-5",45,-0.0577739515831374,0.0024364489543762
"BFA","6-11",45,-0.400709140005576,0.00400746708014296
"BFA","12-23",45,-0.626682485616176,0.00506057178049194
"BFA","24-35",45,-0.851220513814488,0.00627481171129861
"BFA","36-47",45,-0.644004505694614,0.00840172824075138
"BFA","48-59",45,-0.464328709282881,0.012181011818014
"BWA","<1",45,0.00011038584312767,2.98621789548183e-09
"BWA","1-5",45,-8.04644194907949e-05,4.74731744236168e-09
"BWA","6-11",45,-0.000984140785777958,5.65517203091992e-08
"BWA","12-23",45,-0.00216517845590622,9.56176798571777e-08
"BWA","24-35",45,-0.00338045682245265,1.26613875186137e-07
"BWA","36-47",45,-0.0023886792487764,1.65107286090379e-07
"BWA","48-59",45,-0.00283126960629369,2.54677902770979e-07
"CAF","<1",45,0.0849505360378962,0.00169837153997087
"CAF","1-5",45,-0.062056811644837,0.00281150520584904
"CAF","6-11",45,-0.411559380003306,0.00427129384652203
"CAF","12-23",45,-0.629509496064968,0.00551149505237101
"CAF","24-35",45,-0.845946416315697,0.00686324148766719
"CAF","36-47",45,-0.622760026846342,0.00915500373550671
"CAF","48-59",45,-0.461572956446288,0.0134232647251998
"CIV","<1",45,0.0922501342168125,0.00200084491007889
"CIV","1-5",45,-0.067382081172985,0.00331568437901789
"CIV","6-11",45,-0.423443328806023,0.00460223109056862
"CIV","12-23",45,-0.63879696255002,0.0059480106455678
"CIV","24-35",45,-0.843947072329853,0.00738633789793481
"CIV","36-47",45,-0.604685340715716,0.00987326930886758
"CIV","48-59",45,-0.462842858923512,0.0145250222509424
"CMR","<1",45,0.0722875278340452,0.00123372132599017
"CMR","1-5",45,-0.0528149530776526,0.00203598554981055
"CMR","6-11",45,-0.386584862910613,0.00374866651809779
"CMR","12-23",45,-0.626402958743294,0.00459313413792348
"CMR","24-35",45,-0.85981646275327,0.00564774882255768
"CMR","36-47",45,-0.671247391921503,0.00762500577885378
"CMR","48-59",45,-0.473110304150221,0.0108923555436337
"COD","<1",45,0.0959035178760745,0.00216186361662383
"COD","1-5",45,-0.0700469313725738,0.00358376162360247
"COD","6-11",45,-0.428784032765738,0.00478505514310911
"COD","12-23",45,-0.645856990340276,0.00613091343569855
"COD","24-35",45,-0.844840401987339,0.00758627609854164
"COD","36-47",45,-0.599277430886511,0.010180715199473
"COD","48-59",45,-0.465157252042683,0.0149525350239648
"COG","<1",45,0.0488657672767384,0.000569994823886545
"COG","1-5",45,-0.0356932692521097,0.000930565274373869
"COG","6-11",45,-0.322851287887244,0.00323996266266647
"COG","12-23",45,-0.609402320838654,0.00419294706473606
"COG","24-35",45,-0.878133324970412,0.00523125154187185
"COG","36-47",45,-0.700648706829459,0.0070953644518647
"COG","48-59",45,-0.567579010197064,0.0102054455948246
"COM","<1",45,0.00222869566517047,1.21719251336628e-06
"COM","1-5",45,-0.00162458896421532,1.93518179438122e-06
"COM","6-11",45,-0.0198580599038984,2.29933099435579e-05
"COM","12-23",45,-0.0436785487300874,3.88631100914023e-05
"COM","24-35",45,-0.0681861363916572,5.14581089632344e-05
"COM","36-47",45,-0.0481915491304306,6.71046026821392e-05
"COM","48-59",45,-0.0570890193517261,0.000103496020202682
"DJI","<1",45,0.000268945562894842,1.77265054403196e-08
"DJI","1-5",45,-0.000196044611355308,2.81806021668791e-08
"DJI","6-11",45,-0.00239775954838091,3.35688542671862e-07
"DJI","12-23",45,-0.00527522555598713,5.67580310357054e-07
"DJI","24-35",45,-0.00823611090766094,7.51571235307277e-07
"DJI","36-47",45,-0.00581976653427996,9.80065777377578e-07
"DJI","48-59",45,-0.00689805275627118,1.51174906382851e-06
"ERI","<1",45,0.00039405191076282,3.80540310033449e-08
"ERI","1-5",45,-0.000287239391326618,6.04962364447468e-08
"ERI","6-11",45,-0.0035131017096517,7.20605280151578e-07
"ERI","12-23",45,-0.00772902148792801,1.21838864939597e-06
"ERI","24-35",45,-0.0120671536077299,1.61334876853122e-06
"ERI","36-47",45,-0.00852686987781708,2.10384404932539e-06
"ERI","48-59",45,-0.0101066418194866,3.24516814337035e-06
"ETH","<1",45,0.0153409240443572,5.74453473740385e-05
"ETH","1-5",45,-0.0111853815881257,9.16795723677888e-05
"ETH","6-11",45,-0.132806476833091,0.000960562011174076
"ETH","12-23",45,-0.288629372946722,0.00159357428627428
"ETH","24-35",45,-0.447791043776149,0.00210316751452894
"ETH","36-47",45,-0.319861408251289,0.0027473305711621
"ETH","48-59",45,-0.368441269215683,0.00421058011370197
"GAB","<1",45,0.0202446822311038,9.97612703753146e-05
"GAB","1-5",45,-0.0147635650728498,0.000159649248016158
"GAB","6-11",45,-0.171361742546892,0.00151501105143623
"GAB","12-23",45,-0.368824674415906,0.00247302268805411
"GAB","24-35",45,-0.569298260517894,0.00325429605274105
"GAB","36-47",45,-0.410208056804074,0.00425790533310431
"GAB","48-59",45,-0.461610107152741,0.00649087711570001
"GHA","<1",45,0.049818814248189,0.000592132130326216
"GHA","1-5",45,-0.0363907667682271,0.000967233978426376
"GHA","6-11",45,-0.326044302420889,0.00326251815428282
"GHA","12-23",45,-0.611706471389466,0.00419211480426209
"GHA","24-35",45,-0.879035802599215,0.00521953779177341
"GHA","36-47",45,-0.70326501168479,0.00708881296662854
"GHA","48-59",45,-0.562435715729701,0.010185265355593
"GIN","<1",45,0.0639016560102987,0.000967292127743347
"GIN","1-5",45,-0.0466898873894074,0.0015912695749269
"GIN","6-11",45,-0.366651980868571,0.00353953905215941
"GIN","12-23",45,-0.626283480525423,0.00428117440535095
"GIN","24-35",45,-0.871028683275287,0.00523826749632379
"GIN","36-47",45,-0.699620121967319,0.00714230503961853
"GIN","48-59",45,-0.494654300852363,0.0101423171656528
"GMB","<1",45,0.0101468181050827,2.51870939396686e-05
"GMB","1-5",45,-0.0073972079595742,4.01103012717359e-05
"GMB","6-11",45,-0.0893197326639784,0.000452090317170321
"GMB","12-23",45,-0.19548432121147,0.000758364365730767
"GMB","24-35",45,-0.30438675475719,0.00100282741275815
"GMB","36-47",45,-0.21607812557979,0.00130862622640263
"GMB","48-59",45,-0.253031684288907,0.00201310205026954
"GNB","<1",45,0.00816435449626661,1.63167585139131e-05
"GNB","1-5",45,-0.00595172720983948,2.59685903171953e-05
"GNB","6-11",45,-0.0721942931065934,0.000298517947129232
"GNB","12-23",45,-0.158299402755506,0.000502188544488776
"GNB","24-35",45,-0.246724061000262,0.000664402442580324
"GNB","36-47",45,-0.174855596236432,0.000866780276115109
"GNB","48-59",45,-0.205651191526618,0.00133469619094094
"GNQ","<1",45,0.0504612644922123,0.000607288484260964
"GNQ","1-5",45,-0.0368609302045391,0.000992351301543043
"GNQ","6-11",45,-0.328154350092457,0.00327740003540498
"GNQ","12-23",45,-0.613130277845035,0.00419184579674784
"GNQ","24-35",45,-0.879469798326065,0.00521223468533733
"GNQ","36-47",45,-0.70480411734274,0.00708481203900263
"GNQ","48-59",45,-0.558906010433984,0.0101727014187857
"KEN","<1",45,0.0181396383068472,8.01954026758907e-05
"KEN","1-5",45,-0.0132273054195417,0.000128177586268269
"KEN","6-11",45,-0.155161011626866,0.00127390979047004
"KEN","12-23",45,-0.335482713546708,0.00209561988938979
"KEN","24-35",45,-0.519081238398243,0.00276156030864852
"KEN","36-47",45,-0.372493326892095,0.00361036529366454
"KEN","48-59",45,-0.423825041097104,0.00551774997687334
"LBR","<1",45,0.0629577075365387,0.000939329907515252
"LBR","1-5",45,-0.046000097675056,0.0015446331362241
"LBR","6-11",45,-0.364225707854857,0.00352167210674714
"LBR","12-23",45,-0.626062937229883,0.00426397621527352
"LBR","24-35",45,-0.872168940854007,0.0052182142555719
"LBR","36-47",45,-0.701963596553023,0.00712010004280082
"LBR","48-59",45,-0.497949049166163,0.0101145658406175
"MDG","<1",45,0.0247718011172786,0.000148912681684843
"MDG","1-5",45,-0.0180689373766258,0.000239026827020764
"MDG","6-11",45,-0.204102775016459,0.00201300252450005
"MDG","12-23",45,-0.434026429395454,0.00321592532164788
"MDG","24-35",45,-0.665636182858463,0.00421484246448961
"MDG","36-47",45,-0.484904447700378,0.00552764023288163
"MDG","48-59",45,-0.52960871861651,0.00836844269469988
"MLI","<1",45,0.0572971685448205,0.000780161690156665
"MLI","1-5",45,-0.0418620201032452,0.00127946632909423
"MLI","6-11",45,-0.348862639550787,0.00341927309911839
"MLI","12-23",45,-0.62298149989454,0.00420661022303904
"MLI","24-35",45,-0.877843778386747,0.00517058586153052
"MLI","36-47",45,-0.71048381720055,0.00706607891160914
"MLI","48-59",45,-0.521909492239259,0.0100821349588085
"MOZ","<1",45,0.0658798140712585,0.00102721487893965
"MOZ","1-5",45,-0.0481351936688005,0.00169124596032087
"MOZ","6-11",45,-0.371614171397188,0.00357957980485306
"MOZ","12-23",45,-0.626551615934102,0.00432737106226209
"MOZ","24-35",45,-0.86851651640276,0.00529547053290803
"MOZ","36-47",45,-0.694023980368733,0.00720693323308255
"MOZ","48-59",45,-0.488354299468454,0.0102321359856715
"MRT","<1",45,0.00609828263351545,9.10810350486364e-06
"MRT","1-5",45,-0.00444544357985235,1.44886202673254e-05
"MRT","6-11",45,-0.054121982451186,0.000169215998967456
"MRT","12-23",45,-0.118850710094148,0.000285314834851774
