"iso3","source_age","deaths","rate_per100000","implied_person_years","ihme_deaths_lower","ihme_deaths_upper","ihme_rate_lower","ihme_rate_upper"
"MOZ","0 to 6 days (early neonatal)",24477.1962064349,142108.082147807,17224.3519414864,22584.3667376217,25925.6043954447,131118.818370317,150517.154337752
"MOZ","7 to 27 days (late neonatal)",4253.31456574847,8386.52413538223,50716.0594435542,3805.78932167812,4727.07897728875,7504.1108544994,9320.67481021446
"MOZ","1 to 5 months",20838.5390067919,5704.92547305789,365272.764827588,18780.6962220249,23243.2015198453,5141.55393734039,6363.2451575787
"MOZ","6-11 months",16625.7667144307,4019.1770403136,413660.969588279,15029.3165345425,18244.9167753965,3633.24500967576,4410.59662785101
"MOZ","12 to 23 months",12829.2730672562,1600.23075042222,801713.944309046,11642.3872374779,14421.1426041605,1452.18719471218,1798.78904521104
"MOZ","2 to 4",20111.5141838456,903.42537244968,2226140.06614761,18188.8017803517,22489.3870335366,817.05558679548,1010.24133097137
"MRT","0 to 6 days (early neonatal)",2987.92909649139,132115.248786143,2261.60804596296,2789.10763297948,3203.71987595712,123324.094020541,141656.724368126
"MRT","7 to 27 days (late neonatal)",622.953019279219,9340.03958916196,6669.70426979864,567.096425618252,685.72465653644,8502.572268251,10281.1853239355
"MRT","1 to 5 months",1430.65653513578,2948.23038299922,48525.9409639617,1299.51999590828,1606.4801425708,2677.99030805684,3310.5594876849
"MRT","6-11 months",744.339315712685,1334.34993125219,55782.9170803926,669.204731133927,837.164490534776,1199.65890304641,1500.75423507932
"MRT","12 to 23 months",780.915974851919,721.10113764472,108294.930361997,699.729499404739,862.54576182827,646.1332003869,796.47843065694
"MRT","2 to 4",1294.59617858686,432.36126959064,299424.640836259,1170.25091955372,1434.02152762066,390.83320473737,478.92569015549
"MWI","0 to 6 days (early neonatal)",15146.8556534267,135960.744532256,11140.6095233858,14087.4522755453,16260.0751611661,126451.360187911,145953.191582865
"MWI","7 to 27 days (late neonatal)",2723.38972975064,8290.81430542007,32848.2779788017,2454.92042095257,3017.26082427928,7473.51329204174,9185.44596531494
"MWI","1 to 5 months",9407.97018112691,3953.44635682557,237968.833569328,8428.13993114764,10368.4536362021,3541.69905560017,4357.0636879982
"MWI","6-11 months",9366.10621031007,3439.00807673474,272349.061163095,8559.06949178688,10239.907350653,3142.68367779,3759.84675949402
"MWI","12 to 23 months",10393.8484179916,1996.17310983063,520688.730191013,9339.21868094312,11526.2638143557,1793.62796608197,2213.65724780088
"MWI","2 to 4",14472.9166873923,1044.94234484182,1385044.52028721,13060.837230807,15789.6181514203,942.99042662532,1140.00798675742
"NAM","0 to 6 days (early neonatal)",992.95480910223,87338.0206829795,1136.91013528514,959.318995381776,1027.23485160838,84379.4918884397,90353.2143594395
"NAM","7 to 27 days (late neonatal)",157.346762240022,4665.97348002581,3372.21724284535,149.149448610485,165.210554231152,4422.88968561936,4899.16699707501
"NAM","1 to 5 months",890.376764621126,3615.68630617745,24625.3875260115,846.988539758727,938.023932319637,3439.49324194011,3809.17429757731
"NAM","6-11 months",494.59343701336,1737.64859344497,28463.3750966187,471.052789043251,519.17452633457,1654.94354567674,1824.00901007782
"NAM","12 to 23 months",517.296710419476,934.13626217275,55377.0077629009,492.898982570116,543.630916673322,890.07875737975,981.69066664075
"NAM","2 to 4",565.910308813483,358.98607507988,157641.298116524,539.305500024121,594.007979242648,342.10927369139,376.80987554643
"NER","0 to 6 days (early neonatal)",19307.6221462261,139184.687992735,13871.9441230733,18058.5566118796,20621.2918998897,130180.430743249,148654.663808731
"NER","7 to 27 days (late neonatal)",7551.9556922415,18508.2021427989,40803.2916107942,6803.78749245767,8396.06271864491,16674.6044837662,20576.9250155882
"NER","1 to 5 months",14382.2244116153,4893.00288874282,293934.51707752,12922.1206369267,15789.0110805579,4396.25831134308,5371.60835601821
"NER","6-11 months",16061.1230725234,4825.77832731755,332819.329508057,14538.0000627277,17580.840349373,4368.1357342485,5282.39762256579
"NER","12 to 23 months",26444.8504215903,4163.64461238184,635137.07060753,24158.504703662,29262.224045894,3803.66787291342,4607.22974615601
"NER","2 to 4",41213.1332044772,2452.01683945673,1680785.08031814,37487.3102410866,45078.701252904,2230.34525235022,2682.0027010456
"NGA","0 to 6 days (early neonatal)",198015.516925141,158747.289865113,124736.313352747,186504.744545084,209344.935326513,149519.205379799,167829.984468514
"NGA","7 to 27 days (late neonatal)",50954.3140375919,13920.8470542598,366028.833152072,46101.8567814405,56023.7788281616,12595.1434985142,15305.8376154989
