"iso3","state","key","year","series","exposure_source","pfpr_pct","under5_person_years","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_rate_per100000","ihme_malaria_rate_lower","ihme_malaria_rate_upper","ihme_malaria_deaths","any_current_pfpr_outside_central95","any_zero_below_observed_support","any_negative_attributable_band","model_over_ihme_malaria","attributable_rate_per100000","ihme_malaria_share_of_allcause"
"NGA","Kano","kano",2024,"map_full","MAP",19.8247401504606,3593026.62912006,91760.724895018,27219.813450395,64540.911444623,0.296639041175151,507.94406870474,106.29855207716,1043.28519786539,18250.5656495972,FALSE,TRUE,FALSE,1.49145040066173,757.573384783434,0.198892997744704
"NGA","Sokoto","sokoto",2024,"map_full","MAP",24.272861693209,1532397.94717589,50749.3691645726,16381.4033071339,34367.9658574387,0.32279028442721,445.75860584484,88.92401439585,1119.1849157723,6830.79572532621,FALSE,TRUE,FALSE,2.3981691102835,1069.00451918013,0.134598633200247
"NGA","Katsina","katsina",2024,"map_full","MAP",25.7481666264205,2270344.13885969,44457.555070286,14547.9598883813,29909.5951819047,0.327232567454091,345.32110341821,65.90130305057,758.23895793995,7839.97743170093,FALSE,TRUE,FALSE,1.85561247020389,640.782145727399,0.1763474716346
"NGA","Kaduna","kaduna",2024,"map_full","MAP",25.5483663968691,2107655.2021146,41097.4202639489,12706.6874501453,28390.7328138037,0.309184551452046,315.79638559624,87.18073444533,676.88469697084,6655.89894910905,FALSE,TRUE,FALSE,1.90908659330625,602.882645956354,0.161954178786927
"NGA","Jigawa","jigawa",2024,"map_full","MAP",23.3264526626528,1285322.36610755,37810.9844096222,11846.5470600071,25964.4373496152,0.313309670324064,436.14981697683,123.81306694526,1029.35928633261,5605.93114734033,FALSE,TRUE,FALSE,2.11321665369142,921.679056739904,0.148261972939105
"NGA","Taraba","taraba",2024,"map_full","MAP",28.548499802928,1652544.92069155,36844.0031363872,11096.7278566979,25747.2752796893,0.301181383999469,322.40624043314,94.07402922137,624.10414968105,5327.90795027044,FALSE,TRUE,FALSE,2.08275517525309,671.493265796015,0.144607195112536
"NGA","Bauchi","bauchi",2024,"map_full","MAP",24.5498471220122,1494707.50769066,33384.1805494766,9988.81179476988,23395.3687547067,0.299207937123575,319.8601787145,79.38336981599,678.69640484943,4780.97410535839,FALSE,TRUE,FALSE,2.08928381008688,668.278692879701,0.143210767095894
"NGA","Kebbi","kebbi",2024,"map_full","MAP",29.8830654643758,1039720.21648957,27829.6941537331,9369.96381226166,18459.7303414714,0.33668942822373,394.01517470245,106.77045140461,782.90583653634,4096.65542741808,FALSE,TRUE,FALSE,2.28722282805393,901.2005021791,0.147204471769897
"NGA","Niger","niger",2024,"map_full","MAP",30.0785876837372,2305796.51511208,30818.3408033832,9065.65878586514,21752.6820175181,0.294164401766558,237.46564025957,77.5032899031,433.11347916417,5475.47445769374,FALSE,TRUE,FALSE,1.65568460887015,393.168205713265,0.177669346076303
"NGA","Plateau","plateau",2024,"map_full","MAP",19.8314319765802,2111570.75883411,34126.8199600167,8206.64817828424,25920.1717817325,0.240475033650929,276.24243799941,73.90728537325,566.09250581104,5833.054544286,FALSE,TRUE,FALSE,1.40692121357298,388.651346110489,0.170922885610791
"NGA","Imo","imo",2024,"map_full","MAP",30.0971355588315,1600320.31053538,22304.8903897867,7556.29695274061,14748.5934370461,0.338773104045407,416.40013908824,207.8359413461,609.8811949545,6663.73599892666,FALSE,TRUE,FALSE,1.1339430244472,472.174033097955,0.298756724757453
"NGA","Zamfara","zamfara",2024,"map_full","MAP",34.6814501326872,787829.609010779,20179.4627490544,6897.36752765646,13282.0952213979,0.34180134592432,382.28330943247,59.34800721624,755.66174107797,3011.7411020153,FALSE,TRUE,FALSE,2.2901595104045,875.489756765678,0.149247833773792
"NGA","Ogun","ogun",2024,"map_full","MAP",23.0610670171334,2047073.09638667,29614.4280519417,6781.68506359064,22832.7429883511,0.228999359761263,261.76921631223,105.27982946653,419.32625185371,5358.60720174989,FALSE,TRUE,FALSE,1.26556860920428,331.286903020763,0.18094582790359
"NGA","Benue","benue",2024,"map_full","MAP",29.6189343353326,1582468.45314582,23741.1641181418,6227.3910611453,17513.7730569965,0.2623035260679,275.64314149171,81.56534150852,469.54571504484,4361.96575736641,FALSE,TRUE,FALSE,1.42765702610769,393.523867649036,0.183730070507925
"NGA","Nasarawa","nasarawa",2024,"map_full","MAP",28.7946737320367,1049913.83293037,19142.3193264844,5538.10201008111,13604.2173164033,0.289311964533935,305.04405170737,80.00842293321,572.50438840466,3202.69969540696,FALSE,TRUE,FALSE,1.7291980319052,527.481573856773,0.167309908521684
"NGA","FCT (Abuja)","fct",2024,"map_full","MAP",25.3431153011793,1013477.50040093,17161.3457524102,4839.80590437518,12321.539848035,0.282017854205604,335.37150807149,95.54701744817,658.4705902348,3398.91477705982,FALSE,TRUE,FALSE,1.42392681835988,477.544484456792,0.198056424367679
"NGA","Yobe","yobe",2024,"map_full","MAP",26.5140228746164,903232.498717039,16061.8273972182,4647.33230840072,11414.4950888175,0.289340197318121,288.92441488142,66.46034694012,593.53860228115,2609.65921193703,FALSE,TRUE,FALSE,1.78081961320582,514.522264754849,0.162475859526981
"NGA","Gombe","gombe",2024,"map_full","MAP",23.2960463398307,678677.282158504,15302.3375764205,4625.41178212598,10676.9257942945,0.302268314172687,357.58517604081,82.19985836729,807.52209705972,2426.84935415547,FALSE,TRUE,FALSE,1.90593279892134,681.53331542424,0.158593374511292
"NGA","Abia","abia",2024,"map_full","MAP",29.3385490348385,691092.403994853,13062.5703933215,4475.55752258626,8587.01287073523,0.342624566821434,514.85316421968,242.27973296835,837.51071395076,3558.11110964936,FALSE,TRUE,FALSE,1.25784647658946,647.606238574659,0.272389813223017
"NGA","Borno","borno",2024,"map_full","MAP",18.9105232538524,852925.462272557,13264.0347742775,3267.01135230349,9997.02342197404,0.246306000240522,285.69200498076,71.01273462892,577.88132389409,2436.73985415788,FALSE,TRUE,FALSE,1.3407304627652,383.035974046171,0.183710303510616
"NGA","Adamawa","adamawa",2024,"map_full","MAP",24.3095856120304,556033.558641345,10734.1437029198,2903.16415156951,7830.97955135024,0.270460712276456,353.45279347754,84.57155244492,663.09634058538,1965.31614569041,FALSE,TRUE,FALSE,1.47719956299939,522.120312065935,0.183090165371629
"NGA","Ebonyi","ebonyi",2024,"map_full","MAP",26.0077534160741,442171.756845013,9227.8432234721,2855.7153189362,6372.1279045359,0.30946725575835,339.66752271492,100.97264366109,726.31944885786,1501.9138526205,FALSE,TRUE,FALSE,1.90138423315934,645.83847220644,0.162758926029454
"NGA","Anambra","anambra",2024,"map_full","MAP",21.7136200822191,859475.401588528,9548.6404180613,2652.93903217032,6895.70138589098,0.27783421681188,290.14801254314,112.85217503435,441.39005617737,2493.75079600629,FALSE,TRUE,FALSE,1.06383486129367,308.669570678465,0.261162918156322
"NGA","Rivers","rivers",2024,"map_full","MAP",26.6094897166155,417019.127511268,8576.29611237255,2583.15953649532,5993.13657587724,0.301197568583101,503.33713575903,159.51732973755,839.681285326,2099.01213198251,FALSE,TRUE,FALSE,1.23065488623714,619.434305546457,0.244745762562277
