"iso3","country","year","series","pfpr_pct","exposure_source","status","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_deaths","map_population_coverage","any_current_pfpr_outside_observed_support","any_zero_below_observed_support","temporal_transport_from_pre2016_fit"
"BWA","Botswana",2005,"map_full",0.0739687942020688,"MAP","estimated",2386.55814676257,2.83608226982943,2383.72206449274,0.00118835666069006,1.01106893548783,0.500006041684288,FALSE,TRUE,FALSE
"COM","Comoros",2005,"map_full",1.49344288730066,"MAP","estimated",1294.11415854412,28.5587227812688,1265.55543576285,0.0220681634558402,6.01667570728837,0.977875023773357,FALSE,TRUE,FALSE
"DJI","Djibouti",2005,"map_full",0.180218583070353,"MAP","estimated",1827.74449858499,4.34102859096341,1823.40346999402,0.00237507408410977,3.15105029062501,0.900748542924068,FALSE,TRUE,FALSE
"ERI","Eritrea",2005,"map_full",0.264051516629705,"MAP","estimated",12881.6351925552,75.3294976530163,12806.3056949022,0.00584782106673476,20.5491549999896,0.951453885431987,FALSE,TRUE,FALSE
"GAB","Gabon",2005,"map_full",13.5729851145187,"MAP","estimated",2434.17926397405,443.996584529831,1990.18267944422,0.182400939446407,247.587005011858,0.999284909726468,FALSE,TRUE,FALSE
"GMB","The Gambia",2005,"map_full",6.80021050223797,"MAP","estimated",5244.84227075379,542.684732941367,4702.15753781242,0.103470172204697,309.032888877776,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2005,"map_full",5.47134440577292,"MAP","estimated",7767.24982587559,720.949727682432,7046.30009819316,0.092819175878788,322.64768526346,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2005,"map_full",33.9046533846217,"MAP","estimated",2828.61147410932,864.868329117004,1963.74314499232,0.305757201734231,795.294411262496,0.967788791016353,FALSE,TRUE,FALSE
"MRT","Mauritania",2005,"map_full",4.08661106779518,"MAP","estimated",7861.39012005786,444.607519328559,7416.7826007293,0.0565558396846596,254.427955607677,0.840119682930452,FALSE,TRUE,FALSE
"NAM","Namibia",2005,"map_full",4.5353951282014,"MAP","estimated",3618.47879220969,260.437574802859,3358.04121740684,0.071974326715293,68.1857539029271,0.611389973186959,FALSE,TRUE,FALSE
"SWZ","Swaziland",2005,"map_full",2.77619052188256,"MAP","estimated",3247.7077903365,146.929087258525,3100.77870307797,0.0452408580894224,2.47884157083843,0.0274046526925583,FALSE,TRUE,FALSE
"ZWE","Zimbabwe",2005,"map_full",4.09485353977597,"MAP","estimated",28517.2506942995,1920.77962658209,26596.4710677174,0.0673550072260667,363.485138105732,0.993374399109765,FALSE,TRUE,FALSE
"BWA","Botswana",2015,"map_full",0.0668556239324968,"MAP","estimated",2000.78906689539,2.12173488429223,1998.66733201109,0.00106044905952256,0.518384167820944,0.500006041684288,FALSE,TRUE,FALSE
