"iso3","age_band","Location","pfpr_pct","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","status","map_population_coverage_within_raster","map_coverage_below_95pct","population_weight_year","log_hr_se","log_hr_zero_vs_current","hr_zero_vs_current","hr_lower_95","hr_upper_95","attributable_fraction","af_lower_95","af_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","zero_below_observed_support","current_pfpr_outside_central95","current_pfpr_outside_observed_support","negative_attributable_estimate","series","year","exposure_source","temporal_transport_from_pre2016_fit"
"AGO","<1","Angola",20.1035553415068,25724.5129425046,65823.7910576055,39080.8741477558,"0-27 days mapped to model <1 completed month","estimated",0.998084957706995,FALSE,2020,0.0262792379810448,-0.0596417656024963,0.942101966470952,0.894805348522653,0.99189853602665,0.0578980335290475,0.00810146397335054,0.105194651477347,24235.114229641,1489.39871286355,208.406214835691,2706.08117341127,36818.1683860045,2262.70576175125,316.61229395509,4111.09893540322,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BDI","<1","Burundi",32.7108667147613,10665.1060429336,24443.9696865901,43630.8266606321,"0-27 days mapped to model <1 completed month","estimated",0.903118502531811,TRUE,2020,0.0312954762974909,-0.0999669771723428,0.904867298819444,0.851031521362798,0.962108697409513,0.0951327011805556,0.0378913025904869,0.148968478637202,9650.50569669226,1014.60034624134,404.114760232427,1588.76462172025,39480.1082656656,4150.71839496653,1653.22885527109,6499.61786931784,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BEN","<1","Benin",56.789331963267,10804.6666154987,27278.4884920618,39608.7437859428,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0363521625700764,-0.119338986430045,0.887506896969037,0.826472012418132,0.95304920231117,0.112493103030963,0.04695079768883,0.173527987581868,9589.2161407062,1215.4504747925,507.287716359535,1874.91205428048,35153.0332903037,4455.71049563909,1859.6621162025,6873.22559982046,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BFA","<1","Burkina Faso",53.1839944402602,21668.9137055495,51434.2296696051,42129.3637422836,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.0352323174910192,-0.121919697786408,0.885219450729967,0.826153208621093,0.948508663736318,0.114780549270033,0.0514913362636823,0.173846791378907,19181.7438883416,2487.16981720792,1115.76132208116,3767.07112037621,37293.7322315473,4835.63151073633,2169.29723502891,7324.05470943087,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"BWA","<1","Botswana",0.0739687942020688,454.850857072986,3530.37620506091,12883.9203148079,"0-27 days mapped to model <1 completed month","estimated",0.500006041684288,TRUE,2020,0.000122247685273882,-0.000206667649037442,0.99979335370525,0.99955382645286,1.00003293835656,0.000206646294749979,-3.29383565551566e-05,0.000446173547140494,454.756863828708,0.0939932442779849,-0.0149820397096886,0.202942420320148,12881.257900413,2.66241439490904,-0.424375161157369,5.74846442793331,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CAF","<1","Central African Republic",57.137610295232,7548.95249397688,14817.4288792299,50946.4398682452,"0-27 days mapped to model <1 completed month","estimated",1,FALSE,2020,0.036468794290208,-0.119012495714213,0.887796707038708,0.826552921826431,0.953578376188095,0.112203292961292,0.0464216238119048,0.173447078173569,6701.93516574432,847.017328232562,350.434632849336,1309.34375335136,45230.0815503737,5716.35831787155,2365.01646611951,8836.51113849254,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CIV","<1","Cote d'Ivoire",62.0559536355424,27392.2659919489,55654.1700156284,49218.7126036681,"0-27 days mapped to model <1 completed month","estimated",0.999044906250652,FALSE,2020,0.0382927763426638,-0.113101091078766,0.893060375115864,0.828486337654802,0.962667454311599,0.106939624884136,0.0373325456884009,0.171513662345198,24462.9473420434,2929.31864990548,1022.62302165326,4698.14786021297,43955.2819405518,5263.43066311635,1837.45983700071,8441.68165457086,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"CMR","<1","Cameroon",48.6084683420969,23859.4478366695,58529.8485352131,40764.5815490451,"0-27 days mapped to model <1 completed month","estimated",0.994188327616715,FALSE,2020,0.0341010415771818,-0.122845258668144,0.884400505285017,0.827221073245127,0.945532311791843,0.115599494714983,0.054467688208157,0.172778926754873,21101.307722572,2758.14011409748,1299.5689655865,4122.40979018364,36052.2165197078,4712.36502933732,2220.35251774938,7043.26064965553,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COD","<1","Democratic Republic of the Congo",64.5181086884157,73984.3174206275,188322.837012299,39285.8978732334,"0-27 days mapped to model <1 completed month","estimated",0.967925701459564,FALSE,2020,0.0394065082159552,-0.109295516658151,0.896465457873914,0.829831780556118,0.96844967376703,0.103534542126086,0.0315503262329703,0.170168219443882,66324.3849919718,7659.93242865568,2334.22935074442,12589.7795622391,35218.450424916,4067.4474483174,1239.48289425567,6685.2112903423,TRUE,TRUE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
"COG","<1","Congo",32.8294542135053,3184.65198687615,10321.124158586,30855.6697695268,"0-27 days mapped to model <1 completed month","estimated",0.999999884856155,FALSE,2020,0.031324589772133,-0.10029287176907,0.904572455502536,0.850705675274996,0.961850086387848,0.095427544497464,0.0381499136121524,0.149294324725004,2880.74846768959,303.903519186561,121.494198184095,475.450467864817,27911.1889695962,2944.48079993057,1177.14113615255,4606.57638217922,TRUE,FALSE,FALSE,FALSE,"map_full",2005,"MAP",FALSE
