"iso3","year","status","base","extended","log_ratio"
"BDI",2017,"reported_numeric",0.15,0.15,0
"BDI",2018,"reported_numeric",0.14,0.14,0
"BDI",2019,"reported_numeric",0.13,0.13,0
"BDI",2020,"reported_numeric",0.14,0.14,0
"BDI",2021,"reported_numeric",0.21,0.21,0
"BDI",2022,"reported_numeric",0.19,0.19,0
"BDI",2023,"reported_numeric",0.21,0.21,0
"BDI",2024,"reported_numeric",0.21,0.21,0
"BEN",2000,"reported_numeric",1.52,1.52,0
"BEN",2001,"reported_numeric",1.49,1.49,0
"BEN",2002,"reported_numeric",1.45,1.45,0
"BEN",2003,"reported_numeric",1.4,1.4,0
"BEN",2004,"reported_numeric",1.36,1.36,0
"BEN",2005,"reported_numeric",1.3,1.3,0
"BEN",2006,"reported_numeric",1.23,1.23,0
"BEN",2007,"reported_numeric",1.16,1.16,0
"BEN",2008,"reported_numeric",0.92,0.92,0
"BEN",2009,"reported_numeric",0.89,0.89,0
"BEN",2010,"reported_numeric",0.86,0.86,0
"BEN",2011,"reported_numeric",0.82,0.82,0
"BEN",2012,"reported_numeric",0.79,0.79,0
"BEN",2013,"reported_numeric",0.79,0.79,0
"BEN",2014,"reported_numeric",0.62,0.62,0
"BEN",2015,"reported_numeric",0.33,0.33,0
"BEN",2016,"reported_numeric",0.29,0.29,0
"BEN",2017,"reported_numeric",0.25,0.25,0
"BEN",2018,"reported_numeric",0.23,0.23,0
"BEN",2019,"reported_numeric",0.28,0.28,0
"BEN",2020,"reported_numeric",0.23,0.23,0
"BEN",2021,"reported_numeric",0.25,0.25,0
"BEN",2022,"reported_numeric",0.23,0.23,0
"BEN",2023,"reported_numeric",0.22,0.22,0
"BEN",2024,"reported_numeric",0.17,0.17,0
"BFA",2000,"reported_numeric",2.25,2.25,0
"BFA",2001,"reported_numeric",2.06,2.06,0
"BFA",2002,"reported_numeric",1.88,1.88,0
"BFA",2003,"reported_numeric",1.71,1.71,0
"BFA",2004,"reported_numeric",1.54,1.54,0
"BFA",2005,"reported_numeric",1.39,1.39,0
"BFA",2006,"reported_numeric",1.24,1.24,0
"BFA",2007,"reported_numeric",1.07,1.07,0
"BFA",2008,"reported_numeric",1,1,0
"BFA",2009,"reported_numeric",0.83,0.83,0
"BFA",2010,"reported_numeric",0.74,0.74,0
"BFA",2011,"reported_numeric",0.62,0.62,0
"BFA",2012,"reported_numeric",0.59,0.59,0
"BFA",2013,"reported_numeric",0.54,0.54,0
"BFA",2014,"reported_numeric",0.42,0.42,0
"BFA",2015,"reported_numeric",0.54,0.54,0
"BFA",2016,"reported_numeric",0.48,0.48,0
"BFA",2017,"reported_numeric",0.42,0.42,0
"BFA",2018,"reported_numeric",0.38,0.38,0
"BFA",2019,"reported_numeric",0.31,0.31,0
"BFA",2020,"reported_numeric",0.27,0.27,0
"BFA",2021,"reported_numeric",0.24,0.24,0
"BFA",2022,"reported_numeric",0.22,0.22,0
"BFA",2023,"reported_numeric",0.28,0.28,0
"BFA",2024,"reported_numeric",0.24,0.24,0
"BGD",2000,"imputed_child_series",0.00462275953406562,0.00460564743208867,-0.0037085754133631
"BGD",2001,"imputed_child_series",0.0047905937338402,0.00476132041558455,-0.00612932851872049
"BGD",2002,"imputed_child_series",0.0048533441526553,0.00469026949356501,-0.0341779412319931
"BGD",2003,"imputed_child_series",0.00470839169294794,0.0049392972908833,0.0478766890224893
"BGD",2004,"imputed_child_series",0.00491692520613399,0.00478644590336215,-0.0268952236127816
"BGD",2005,"imputed_child_series",0.00483285185215861,0.00480961189168705,-0.00482034593828169
"BGD",2006,"imputed_child_series",0.00458999024006584,0.00503388470687548,0.0923140958426834
"BGD",2007,"imputed_child_series",0.00428777458486373,0.00490981412783409,0.135468231693318
"BGD",2008,"imputed_child_series",0.0038735061250272,0.00454441207936905,0.159738291435091
"BGD",2009,"imputed_child_series",0.00373894561605097,0.00399572451644388,0.0664212677436855
"BGD",2010,"imputed_child_series",0.00352119743297041,0.00385098117357817,0.0895268545278123
"BGD",2011,"imputed_child_series",0.00333454674981389,0.00367729063005369,0.0978394761593855
"BGD",2012,"imputed_child_series",0.00310432239676435,0.00344307318141411,0.103568977396589
"BGD",2013,"imputed_child_series",0.00275390809768213,0.00316343298053793,0.138636794890648
"BGD",2014,"imputed_child_series",0.00279281453048599,0.00294857083762952,0.054270711508522
"BGD",2015,"imputed_child_series",0.00255683782282726,0.00282155819807155,0.0985180153431443
"BGD",2016,"imputed_child_series",0.00253455614910297,0.00270624993356342,0.0655453556173436
"BGD",2017,"imputed_child_series",0.0024644955440663,0.002505196820477,0.0163801633850861
"BGD",2018,"imputed_child_series",0.00230856734792303,0.00227754886950223,-0.013527328986519
"BGD",2019,"imputed_child_series",0.00222235337715967,0.00218358693331376,-0.017597807301383
"BGD",2020,"imputed_child_series",0.00207739260353625,0.00210095223461276,0.0112771356454365
"BGD",2021,"imputed_child_series",0.00205921664656682,0.00203836191431291,-0.0101791397116476
"BGD",2022,"imputed_child_series",0.00194869701513025,0.00194124109856298,-0.00383344180802496
"BGD",2023,"imputed_child_series",0.00182451287825503,0.00191770863057076,0.0498180163859522
"BGD",2024,"imputed_child_series",0.00191675006204641,0.00174782606639765,-0.0922583078942115
"BGR",2000,"imputed_child_series",0.0555314717518711,0.0550567456028037,-0.00858552703851055
"BGR",2001,"imputed_child_series",0.0530250159540352,0.0576000644972932,0.0827598861175827
"BGR",2002,"imputed_child_series",0.0583667344747664,0.0524767040640826,-0.106376773377086
"BGR",2003,"imputed_child_series",0.0614006388670887,0.0569732444714892,-0.0748384777033212
"BGR",2004,"imputed_child_series",0.0648565315474537,0.0642052084373306,-0.0100932877493028
"BGR",2005,"imputed_child_series",0.062677644442502,0.0616462166969842,-0.0165929758122775
"BGR",2006,"imputed_child_series",0.0587861780893938,0.0560182149082126,-0.0482298566995685
"BGR",2007,"imputed_child_series",0.0613936931650945,0.0573922743348478,-0.0673974118989983
"BGR",2008,"imputed_child_series",0.05394377194426,0.053441589605987,-0.00935296937766958
"BGR",2009,"imputed_child_series",0.0560567236385435,0.0505951645489354,-0.102508090739499
"BGR",2010,"imputed_child_series",0.0510417991182318,0.048732713089713,-0.0462943563276496
"BGR",2011,"imputed_child_series",0.0533300251442265,0.049436108405564,-0.0758183995244395
"BGR",2012,"imputed_child_series",0.0469297464749093,0.0452703875666364,-0.035998604959252
"BGR",2013,"imputed_child_series",0.0444752652045712,0.0439724215419877,-0.0113705422664571
"BGR",2014,"imputed_child_series",0.0474396038079634,0.0454910638312757,-0.041941495865023
"BGR",2015,"imputed_child_series",0.0449391721652129,0.0426200590686793,-0.0529848330901771
"BGR",2016,"imputed_child_series",0.0417687519356294,0.0420728641717456,0.00725447776308227
"BGR",2017,"imputed_child_series",0.0446343141666029,0.0429211321614824,-0.0391386433133667
"BGR",2018,"imputed_child_series",0.0421446319479976,0.0400033914733176,-0.0521430830653413
"BGR",2019,"imputed_child_series",0.0434014113837274,0.0405968033756191,-0.0668026320226718
"BGR",2020,"imputed_child_series",0.0415306996270189,0.040839014760451,-0.0167950351764413
"BGR",2021,"imputed_child_series",0.0401150267896889,0.0378694780490005,-0.0576055379128826
"BGR",2022,"imputed_child_series",0.0397874665463776,0.037060432331244,-0.0710020653004929
"BGR",2023,"imputed_child_series",0.0369515824432537,0.0344142787516077,-0.0711369148414797
"BGR",2024,"imputed_child_series",0.0401476300458285,0.0374773609469688,-0.068826368558988
"BHR",2000,"imputed_child_series",0.014231122416909,0.0133455718470677,-0.0642466528204816
"BHR",2001,"imputed_child_series",0.0134683636905541,0.0135482281902051,0.00591227292042102
"BHR",2002,"imputed_child_series",0.0139810988253555,0.0144105076672976,0.0302513060711859
"BHR",2003,"imputed_child_series",0.0149405407334921,0.0139999701238168,-0.0650231771239732
"BHR",2004,"imputed_child_series",0.015186450446865,0.0130195724298553,-0.1539498155812
"BHR",2005,"imputed_child_series",0.014803977042082,0.0134253520998184,-0.0977509965056068
"BHR",2006,"imputed_child_series",0.0145733290439274,0.0131257957675033,-0.104613643762881
"BHR",2007,"imputed_child_series",0.0147343186793234,0.0131531715341228,-0.113516466020019
"BHR",2008,"imputed_child_series",0.0138683534614568,0.0118195636949815,-0.159853416197596
"BHR",2009,"imputed_child_series",0.0133154445900523,0.0108403703007596,-0.20564745285914
"BHR",2010,"imputed_child_series",0.01271424288784,0.00990901204161421,-0.249278202003072
"BHR",2011,"imputed_child_series",0.0116217137052129,0.00928721211478162,-0.224236806982886
"BHR",2012,"imputed_child_series",0.0108599865679912,0.00899249958670197,-0.188694227044465
"BHR",2013,"imputed_child_series",0.00998960163862852,0.00917485455481976,-0.0850781743729678
"BHR",2014,"imputed_child_series",0.0103119623724128,0.00885943679367302,-0.151821421426609
