"age_band","records","observed_deaths","observed_u5_death_share_pct","displayed_death_share_pct","pfpr_edf","hr_40_to_20","hr_40_to_20_lower_95","hr_40_to_20_upper_95","hr_20_to_zero","hr_20_to_zero_lower_95","hr_20_to_zero_upper_95","zero_below_observed_support"
"<1",1322149,37623,36.7835982870886,36.8,2.33681203114505,0.944339322633037,0.916201906582471,0.973340865003701,0.946753045592884,0.899055883756947,0.996980661083933,TRUE
"1-5",1189209,15586,15.2382628419468,15.2,2.24788915651067,0.9151878818572,0.878841121942613,0.953037856543267,0.864389928822506,0.805023602990269,0.928134214045906,TRUE
"6-11",1143915,14126,13.8108367063608,13.8,2.90272497999616,0.830424786425058,0.789723471073009,0.873223794364535,0.695741284334596,0.632407271461249,0.765418040828479,TRUE
"12-23",989211,13138,12.8448798420054,12.9,3.46270132006124,0.822538891949496,0.772063967247689,0.876313696106544,0.54383777703481,0.480062645110844,0.61608527708269,TRUE
"24-35",980344,11338,11.0850394008721,11.1,3.63499041270903,0.849589043022707,0.795136920078872,0.907770125870449,0.473440125859019,0.414822158965225,0.540341319597139,TRUE
"36-47",949032,6650,6.50163274085372,6.5,3.3373976984632,0.843005115341907,0.78304356486136,0.907558220746563,0.542896722802078,0.4714299949531,0.625197494399053,TRUE
"48-59",924599,3821,3.73575018087249,3.7,3.15526492668766,0.907274030632082,0.829251825513646,0.992637147526953,0.578547089282509,0.492785737690995,0.679233810794965,TRUE
