"edf","Ref.df","Chi.sq","p-value","term","subgroup","age_band"
1.5398677178876,1.77522911206151,11.6718235402381,0.00347487409099256,"s(pfpr_pct)","sahel","<1"
1.00047249882352,1.00079042029744,14.4916049926739,0.000141318104765253,"s(calendar_year)","sahel","<1"
12.0851092437235,30,74.8120308850851,0,"s(survey)","sahel","<1"
2.19364390798112,7,21.1132022122161,0.0077417635966629,"s(country)","sahel","<1"
38.3636487584714,225,101.72401019017,0,"s(region)","sahel","<1"
1.00006602187927,1.00012802883997,4.62565840055973,0.0315041965280526,"s(pfpr_pct)","sahel","1-5"
1.00178102338464,1.00342284836166,0.352486279725568,0.554861741234917,"s(calendar_year)","sahel","1-5"
0.000226018202767478,30,0.000258567057863856,0.292047465433745,"s(survey)","sahel","1-5"
4.55034201155057,7,37.6733604917144,0,"s(country)","sahel","1-5"
0.000822614973488315,225,0.00125998684294783,3.22487305969288e-05,"s(region)","sahel","1-5"
1.73228071906683,2.00347630378071,40.9975864547528,0,"s(pfpr_pct)","sahel","6-11"
1.50558893151252,1.77752430136318,3.29016147263794,0.252246642453451,"s(calendar_year)","sahel","6-11"
7.4753076067194,30,26.0873267255185,9.36770089943195e-07,"s(survey)","sahel","6-11"
3.96938863868966,7,44.1116108833739,4.40826892578183e-05,"s(country)","sahel","6-11"
0.000612128096596573,225,0.00106774946963623,3.49473826977142e-06,"s(region)","sahel","6-11"
1.00012621532641,1.00022885637964,77.9497129270221,0,"s(pfpr_pct)","sahel","12-23"
1.00106515488124,1.00180608579777,21.2255705774357,4.5035649323677e-06,"s(calendar_year)","sahel","12-23"
11.8382422732478,30,57.2092228075966,0,"s(survey)","sahel","12-23"
0.000205232734073,7,0.000316740630834497,0.169771632511133,"s(country)","sahel","12-23"
3.43126107676677,225,7.15351584922983,0,"s(region)","sahel","12-23"
1.90874167154382,2.16340679551496,44.2166468264881,0,"s(pfpr_pct)","sahel","24-35"
1.00065642246018,1.00113840900242,7.32503620497115,0.00681085892820332,"s(calendar_year)","sahel","24-35"
4.14917927212739,30,11.397573948478,0.000797369373529699,"s(survey)","sahel","24-35"
3.77356654412498,7,26.0273828916278,0.000306296697905939,"s(country)","sahel","24-35"
7.31480983353363,225,15.9676694767769,0,"s(region)","sahel","24-35"
1.7643440915341,2.04559373091931,15.9345197047469,0.000386561762465043,"s(pfpr_pct)","sahel","36-47"
1.65663165301398,2.05434381522909,11.6589358106478,0.00282251627072977,"s(calendar_year)","sahel","36-47"
0.000150317581307379,30,0.000200490998859387,0.150566662117009,"s(survey)","sahel","36-47"
4.82821377575568,7,32.8508625180645,0,"s(country)","sahel","36-47"
0.00118315908899029,225,0.00220655386714427,1.89507204595429e-06,"s(region)","sahel","36-47"
2.01824486569062,2.27661824784807,28.2368863349337,1.96735807656001e-06,"s(pfpr_pct)","sahel","48-59"
1.00004923181133,1.00008825978333,6.24233256959547,0.0124753067987935,"s(calendar_year)","sahel","48-59"
4.30367742223051,30,11.7609745791837,0.000174035952286156,"s(survey)","sahel","48-59"
1.02300380948052,7,2.99756264212119,0.0351399092770047,"s(country)","sahel","48-59"
0.000716677257624187,225,0.00134078737496892,1.17227644036433e-06,"s(region)","sahel","48-59"
1.0007181435312,1.00137976351661,0.000276544776793693,0.99482251069355,"s(pfpr_pct)","east_africa","<1"
1.00122686130057,1.00221549999648,10.4858766725087,0.0012093586562596,"s(calendar_year)","east_africa","<1"
6.76640723586654,50,18.4718461058201,1.02108920765343e-05,"s(survey)","east_africa","<1"
4.66415163259146,11,26.5618267281968,7.1384166210442e-05,"s(country)","east_africa","<1"
18.3097371086327,433,40.6572850692205,0,"s(region)","east_africa","<1"
1.75691400774114,2.07490039759302,15.4905326146612,0.000512294893859844,"s(pfpr_pct)","east_africa","1-5"
1.83989967889937,2.25736256227268,32.5479521130949,1.06408217070975e-06,"s(calendar_year)","east_africa","1-5"
9.07301752839152,50,26.6400188528771,7.01394609281536e-07,"s(survey)","east_africa","1-5"
5.99867542270697,11,55.8506978592027,0,"s(country)","east_africa","1-5"
0.00371419483139358,433,0.00690966249689825,2.69248981865644e-06,"s(region)","east_africa","1-5"
1.00016312767794,1.00031399686173,22.2834008796451,2.77398628117931e-06,"s(pfpr_pct)","east_africa","6-11"
