"group","records","observed_deaths","fitted_deaths","age_band","grouping","observed_probability","fitted_probability","residual_deaths"
"AGO",25690,497,519.056271911402,"<1","country",0.0193460490463215,0.0202046038112651,-22.0562719114016
"BDI",20272,491,497.17554105052,"<1","country",0.0242205998421468,0.0245252338718686,-6.17554105052022
"BEN",39662,1148,1142.06983085197,"<1","country",0.0289445817154959,0.0287950640626286,5.93016914802593
"BFA",33233,825,832.596203301507,"<1","country",0.0248247224144675,0.0250532965215752,-7.59620330150733
"CIV",27393,954,933.871927391342,"<1","country",0.0348264155076114,0.0340916265977199,20.128072608658
"CMR",33135,998,999.297632922685,"<1","country",0.0301192092953071,0.0301583712968971,-1.29763292268547
"COD",73549,1766,1775.73917446931,"<1","country",0.0240112034154101,0.0241436209121716,-9.73917446931137
"COG",22486,501,513.350738872149,"<1","country",0.0222805301076225,0.0228297935992239,-12.350738872149
"COM",7568,152,159.614239618232,"<1","country",0.0200845665961945,0.0210906764823246,-7.61423961823246
"ETH",47348,1511,1498.6260832765,"<1","country",0.0319126467855031,0.0316513069881832,12.3739167235026
"GAB",12482,254,263.154679656141,"<1","country",0.0203493029963147,0.0210827335087438,-9.15467965614073
"GHA",34601,891,884.275079561363,"<1","country",0.0257507008467963,0.0255563446016405,6.72492043863667
"GIN",27737,871,867.517179673329,"<1","country",0.0314020982802754,0.0312765324178292,3.48282032667112
"GMB",26541,757,749.411373694108,"<1","country",0.0285219094985117,0.028235988609853,7.58862630589226
"KEN",57990,1358,1363.01670472757,"<1","country",0.0234178306604587,0.0235043404850418,-5.01670472757496
"MDG",28716,678,689.570636279451,"<1","country",0.0236105307145842,0.0240134641412262,-11.5706362794509
"MLI",66076,2150,2143.60579354309,"<1","country",0.0325382892426902,0.0324415187593543,6.3942064569078
"MOZ",38922,1196,1195.27361542614,"<1","country",0.0307281229124916,0.0307094603418667,0.726384573863697
"MRT",30029,877,869.023780153517,"<1","country",0.0292051017349895,0.0289394845034306,7.9762198464831
"MWI",114715,3212,3221.59105147848,"<1","country",0.0279998256548838,0.0280834333040882,-9.59105147847731
"NAM",9056,193,194.263119732752,"<1","country",0.0213118374558304,0.0214513162249063,-1.26311973275162
"NER",20604,521,537.768116029932,"<1","country",0.0252863521646282,0.0261001803547822,-16.7681160299318
"NGA",154273,5916,5888.61795475288,"<1","country",0.0383476045711174,0.0381701137253627,27.3820452471246
"RWA",32324,822,821.374043900442,"<1","country",0.0254300210370004,0.0254106559800904,0.625956099558039
"SEN",89047,2312,2309.27621614708,"<1","country",0.0259638168607589,0.0259332287011025,2.72378385292222
"SLE",39408,1154,1149.53499969107,"<1","country",0.0292833942346732,0.0291700923591928,4.46500030892867
"SWZ",7055,135,145.81626740746,"<1","country",0.0191353649893692,0.0206684999868831,-10.8162674074605
"TCD",40904,1193,1192.49163497088,"<1","country",0.0291658517504401,0.029153423503102,0.508365029116703
"TGO",11236,286,283.088379440367,"<1","country",0.0254538981844073,0.0251947649911327,2.91162055963338
"TZA",35824,963,965.48021004596,"<1","country",0.0268814202769093,0.0269506534738153,-2.48021004595955
"UGA",28630,744,757.212009498259,"<1","country",0.0259867272092211,0.0264482015193244,-13.212009498259
"ZAF",2612,61,55.9842675009442,"<1","country",0.023353751914242,0.021433486792092,5.01573249905582
"ZMB",38154,940,944.66663137433,"<1","country",0.024636997431462,0.0247593078412311,-4.66663137432988
"ZWE",20948,609,593.136866448726,"<1","country",0.0290719877792629,0.0283147253412606,15.8631335512736
"CAF",8906,248,246.43285862762,"<1","country",0.0278463956883,0.0276704310159016,1.56714137238023
"GNB",15023,439,426.628204985703,"<1","country",0.0292218598149504,0.0283983362168477,12.3717950142971
"AO71FL",14290,312,315.506204466913,"<1","survey",0.0218334499650105,0.0220788106694831,-3.5062044669134
"AO81FL",11400,185,203.550067444483,"<1","survey",0.0162280701754386,0.0178552690740775,-18.5500674444831
"BU61FL",7088,205,199.139985917608,"<1","survey",0.0289221218961625,0.0280953704737031,5.8600140823923
"BU71FL",13184,286,298.035555132908,"<1","survey",0.0216929611650485,0.0226058521793771,-12.0355551329081
"BJ71FL",13516,394,393.949584843234,"<1","survey",0.0291506362829239,0.0291469062476497,0.0504151567664053
"BF43FL",5786,162,163.346427933182,"<1","survey",0.0279986173522295,0.0282313217997204,-1.34642793318196
"BF62FL",15127,427,422.827389062961,"<1","survey",0.028227672373901,0.0279518337451551,4.17261093703888
"BF81FL",12320,236,246.422386305385,"<1","survey",0.0191558441558442,0.0200018170702423,-10.4223863053848
"CI62FL",7319,286,278.77506993302,"<1","survey",0.0390763765541741,0.0380892293937724,7.22493006697965
"CI81FL",10648,324,321.17963767555,"<1","survey",0.0304282494365139,0.0301633769417309,2.82036232444949
"CM44FL",5844,157,176.620631873276,"<1","survey",0.0268651608487337,0.0302225584998761,-19.6206318732757
"CM61FL",11831,361,361.707881231108,"<1","survey",0.0305130589130251,0.0305728916601393,-0.70788123110799
"CM71FL",8042,271,249.976046707644,"<1","survey",0.0336980850534693,0.0310838158054767,21.0239532923563
"CD51FL",9043,340,316.29425289062,"<1","survey",0.0375981422094438,0.0349766950006215,23.70574710938
"CD61FL",18750,522,518.383826296181,"<1","survey",0.02784,0.027647137402463,3.61617370381896
"CD81FL",24202,594,583.147687358369,"<1","survey",0.024543426163127,0.0240950205503003,10.8523126416314
"CG51FL",3972,134,120.868359354949,"<1","survey",0.0337361530715005,0.030430100542535,13.1316406450511
"CG61FL",9367,182,200.724850399566,"<1","survey",0.019429913526209,0.0214289367353012,-18.7248503995662
"KM61FL",3160,72,74.4987513246406,"<1","survey",0.0227848101265823,0.0235755542166584,-2.49875132464059
"ET51FL",7815,266,277.655536994289,"<1","survey",0.0340371081253999,0.0355285396025961,-11.6555369942888
"ET61FL",11702,419,410.924893433576,"<1","survey",0.0358058451546744,0.0351157830655936,8.07510656642364
"ET71FL",10644,323,323.1689087039,"<1","survey",0.0303457346862082,0.0303616035986377,-0.168908703900058
"ET81FL",5770,222,201.550056228736,"<1","survey",0.038474870017331,0.0349306856548936,20.449943771264
"ET8AFL",11417,281,285.326687915926,"<1","survey",0.0246124200753263,0.0249913889739797,-4.32668791592602
"GA61FL",6091,139,141.890387191001,"<1","survey",0.0228205549170908,0.0232950890151044,-2.89038719100097
"GA71FL",6391,115,121.264292465142,"<1","survey",0.0179940541386325,0.0189742282060933,-6.26429246514218
"GH5AFL",2999,93,92.0094823152495,"<1","survey",0.0310103367789263,0.0306800541231242,0.990517684750486
"GH72FL",5927,169,163.022099673756,"<1","survey",0.0285135819132782,0.0275049940397766,5.9779003262442
"GH8CFL",9355,163,178.728309542607,"<1","survey",0.0174238375200428,0.0191051105871307,-15.7283095426074
"GN52FL",5215,212,201.599133705751,"<1","survey",0.0406519654841802,0.0386575520049378,10.4008662942491
"GN62FL",7092,239,235.780432461827,"<1","survey",0.0336999435984208,0.0332459718643298,3.2195675381729
"GN71FL",7990,268,250.337193830422,"<1","survey",0.0335419274092616,0.0313313133705159,17.6628061695781
"GM61FL",8097,173,198.843201045753,"<1","survey",0.021365938001729,0.0245576387607451,-25.843201045753
"GM81FL",8369,286,260.770489649795,"<1","survey",0.034173736408173,0.0311590978193087,25.2295103502052
"KE42FL",3012,99,92.8260418530662,"<1","survey",0.0328685258964143,0.0308187389950419,6.17395814693384
"KE52FL",6083,176,173.163902958196,"<1","survey",0.0289330922242315,0.0284668589443032,2.83609704180353
"KE72FL",21136,449,457.852022012572,"<1","survey",0.0212433762301287,0.0216621887780362,-8.85202201257243
"KE8CFL",19554,442,427.286829949125,"<1","survey",0.0226040707783574,0.02185163291138,14.7131700508753
"MD42FL",3460,83,96.2937893582479,"<1","survey",0.0239884393063584,0.0278305749590312,-13.2937893582479
"MD81FL",12497,314,303.811616095024,"<1","survey",0.0251260302472593,0.024310763870931,10.1883839049756
"ML53FL",13383,593,577.112688281725,"<1","survey",0.0443099454531869,0.0431228191199077,15.8873117182749
"ML6AFL",10354,353,352.26411398475,"<1","survey",0.0340931041143519,0.0340220314839434,0.735886015249889
"ML7AFL",9933,311,306.027220194338,"<1","survey",0.031309775495822,0.0308091432794058,4.97277980566236
"ML8AFL",15500,420,424.35208140262,"<1","survey",0.0270967741935484,0.0273775536388787,-4.35208140262046
"MZ41FL",6155,215,220.690453217597,"<1","survey",0.0349309504467912,0.0358554757461571,-5.69045321759708
"MZ62FL",11146,348,342.093225660498,"<1","survey",0.0312219630360667,0.0306920173748877,5.90677433950151
"MZ81FL",9297,227,219.978004663112,"<1","survey",0.0244164784339034,0.0236611815277092,7.02199533688778
"MR71FL",11167,280,291.864967772686,"<1","survey",0.0250738783916898,0.0261363811025957,-11.8649677726857
"MW4EFL",8747,261,266.405871326349,"<1","survey",0.0298388018749285,0.0304568276353435,-5.40587132634937
