"age_band","contrast","hazard_ratio","lower_95","upper_95","zero_extrapolation","iteration","reduction_pct","reduction_lower_95","reduction_upper_95"
"<1","40% to 20%",0.935680812739981,0.906068956920131,0.966260433759597,FALSE,"DHS surveys only (v3)",6.4319187260019,3.3739566240403,9.3931043079869
"1-5","40% to 20%",0.92353246867843,0.885856459806251,0.962810860903829,FALSE,"DHS surveys only (v3)",7.646753132157,3.71891390961711,11.4143540193749
"6-11","40% to 20%",0.813983348630764,0.773245822324423,0.856867082522903,FALSE,"DHS surveys only (v3)",18.6016651369236,14.3132917477097,22.6754177675577
"12-23","40% to 20%",0.83509970631583,0.779558252557644,0.894598341048564,FALSE,"DHS surveys only (v3)",16.490029368417,10.5401658951436,22.0441747442356
"24-35","40% to 20%",0.8238374777074,0.764999556531241,0.887200762249818,FALSE,"DHS surveys only (v3)",17.61625222926,11.2799237750182,23.5000443468759
"36-47","40% to 20%",0.839309623771094,0.772647276856995,0.911723454744224,FALSE,"DHS surveys only (v3)",16.0690376228906,8.8276545255776,22.7352723143005
"48-59","40% to 20%",0.929414797411845,0.838480442379783,1.03021110808073,FALSE,"DHS surveys only (v3)",7.0585202588155,-3.02111080807299,16.1519557620217
"<1","20% to 0%",0.938032145024276,0.889222066041729,0.989521446555682,TRUE,"DHS surveys only (v3)",6.1967854975724,1.04785534443176,11.0777933958271
"1-5","20% to 0%",0.908371850272348,0.85072173619559,0.969928689088415,TRUE,"DHS surveys only (v3)",9.1628149727652,3.00713109115848,14.9278263804411
"6-11","20% to 0%",0.754519334856353,0.688933990562984,0.826348292391339,TRUE,"DHS surveys only (v3)",24.5480665143647,17.3651707608661,31.1066009437016
"12-23","20% to 0%",0.578224652867549,0.507327260001534,0.659029733948826,TRUE,"DHS surveys only (v3)",42.1775347132451,34.0970266051174,49.2672739998466
"24-35","20% to 0%",0.528684581652124,0.457870380804933,0.610450901814853,TRUE,"DHS surveys only (v3)",47.1315418347876,38.9549098185147,54.2129619195067
"36-47","20% to 0%",0.554566762943331,0.474582231888984,0.648031624229426,TRUE,"DHS surveys only (v3)",44.5433237056669,35.1968375770574,52.5417768111016
"48-59","20% to 0%",0.563660658811199,0.470037904493185,0.675931313739574,TRUE,"DHS surveys only (v3)",43.6339341188801,32.4068686260426,52.9962095506815
"<1","40% to 20%",0.944339322633037,0.916201906582471,0.973340865003701,FALSE,"DHS and MICS surveys (v5)",5.5660677366963,2.6659134996299,8.3798093417529
"1-5","40% to 20%",0.9151878818572,0.878841121942613,0.953037856543267,FALSE,"DHS and MICS surveys (v5)",8.48121181428,4.6962143456733,12.1158878057387
"6-11","40% to 20%",0.830424786425058,0.789723471073009,0.873223794364535,FALSE,"DHS and MICS surveys (v5)",16.9575213574942,12.6776205635465,21.0276528926991
"12-23","40% to 20%",0.822538891949496,0.772063967247689,0.876313696106544,FALSE,"DHS and MICS surveys (v5)",17.7461108050504,12.3686303893456,22.7936032752311
"24-35","40% to 20%",0.849589043022707,0.795136920078872,0.907770125870449,FALSE,"DHS and MICS surveys (v5)",15.0410956977293,9.2229874129551,20.4863079921128
"36-47","40% to 20%",0.843005115341907,0.78304356486136,0.907558220746563,FALSE,"DHS and MICS surveys (v5)",15.6994884658093,9.2441779253437,21.695643513864
"48-59","40% to 20%",0.907274030632082,0.829251825513646,0.992637147526953,FALSE,"DHS and MICS surveys (v5)",9.2725969367918,0.736285247304702,17.0748174486354
"<1","20% to 0%",0.946753045592884,0.899055883756947,0.996980661083933,TRUE,"DHS and MICS surveys (v5)",5.3246954407116,0.301933891606698,10.0944116243053
"1-5","20% to 0%",0.864389928822506,0.805023602990269,0.928134214045906,TRUE,"DHS and MICS surveys (v5)",13.5610071177494,7.18657859540937,19.4976397009731
"6-11","20% to 0%",0.695741284334596,0.632407271461249,0.765418040828479,TRUE,"DHS and MICS surveys (v5)",30.4258715665404,23.4581959171521,36.7592728538751
"12-23","20% to 0%",0.54383777703481,0.480062645110844,0.61608527708269,TRUE,"DHS and MICS surveys (v5)",45.616222296519,38.391472291731,51.9937354889156
"24-35","20% to 0%",0.473440125859019,0.414822158965225,0.540341319597139,TRUE,"DHS and MICS surveys (v5)",52.6559874140981,45.9658680402861,58.5177841034775
"36-47","20% to 0%",0.542896722802078,0.4714299949531,0.625197494399053,TRUE,"DHS and MICS surveys (v5)",45.7103277197922,37.4802505600947,52.85700050469
"48-59","20% to 0%",0.578547089282509,0.492785737690995,0.679233810794965,TRUE,"DHS and MICS surveys (v5)",42.1452910717491,32.0766189205035,50.7214262309005
