"series","age_band","edf"
"map_full","<1",2.33681203114505
"map_full","1-5",2.24788915651067
"map_full","6-11",2.90272497999616
"map_full","12-23",3.46270132006124
"map_full","24-35",3.63499041270903
"map_full","36-47",3.3373976984632
"map_full","48-59",3.15526492668766
