"age_band","records","observed_deaths","fitted_deaths","mean_observed_probability","mean_fitted_probability","brier_score","bernoulli_log_loss","smoothing_corrected_covariance_available","model_md5_verified"
"<1",1322149,37623,37629.6093184136,0.0284559455855581,0.028460944506567,0.0275833214887845,0.128210402960527,TRUE,TRUE
"1-5",1189209,15586,15586.9700135729,0.0131061907536859,0.0131070064333265,0.0129005014503374,0.0686268900952239,TRUE,TRUE
"6-11",1143915,14126,14127.1288837317,0.0123488196238357,0.0123498064836391,0.0121491102366331,0.0646495024776427,TRUE,TRUE
"12-23",989211,13138,13140.6939284446,0.0132812918578544,0.0132840151680963,0.0130102007965157,0.067425468832486,TRUE,TRUE
"24-35",980344,11338,11339.5911170313,0.0115653280889157,0.011566951108016,0.0113515560136959,0.0600388308891005,TRUE,TRUE
"36-47",949032,6650,6650.31116406267,0.00700713990676816,0.00700746778197419,0.00693709240400448,0.0403752631041546,TRUE,TRUE
"48-59",924599,3821,3821.08955450042,0.00413260234977542,0.00413269920744026,0.00411061042399056,0.0262256687886138,TRUE,TRUE
