"baseline","country","variable","records","missing_before","missing_after","surveys","surveys_with_missing","surveys_affected","survey_years_affected","country_name"
"previous_primary","BDI","improved_sanitation_pct",114619,0,0,2,0,"","","Burundi"
"previous_primary","BDI","electricity_pct",114619,0,0,2,0,"","","Burundi"
"previous_primary","BDI","log_hiv_incidence",114619,0,0,2,0,"","","Burundi"
"previous_primary","BDI","log_gdp_pc",114619,0,0,2,0,"","","Burundi"
"previous_primary","BDI","log_health_expenditure_pc",114619,0,0,2,0,"","","Burundi"
"previous_primary","BDI","political_stability",114619,0,0,2,0,"","","Burundi"
"previous_primary","BDI","hib3_pct",114619,0,0,2,0,"","","Burundi"
"previous_primary","BDI","pcv3_pct",114619,38597,0,2,0,"","","Burundi"
"previous_primary","BDI","rotavirus_pct",114619,74363,17143,2,1,"BU71FL","2016","Burundi"
"previous_primary","BDI","any_vaccine",114619,74363,17143,2,1,"BU71FL","2016","Burundi"
"previous_primary","BDI","any_required",114619,74363,17143,2,1,"BU71FL","2016","Burundi"
"eligible_MAP","BDI","male_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","multiple_birth_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","mean_birth_order",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","mean_maternal_age_birth",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","mean_maternal_education_years",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","mean_wealth_quintile",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","urban_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","dtp3_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","measles_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","facility_delivery_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","exclusive_breastfeeding_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","short_birth_interval_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","improved_water_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","improved_sanitation_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","electricity_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","log_hiv_incidence",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","log_gdp_pc",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","log_health_expenditure_pc",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","political_stability",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","hib3_pct",114626,0,0,2,0,"","","Burundi"
"eligible_MAP","BDI","pcv3_pct",114626,38604,0,2,0,"","","Burundi"
"eligible_MAP","BDI","rotavirus_pct",114626,74370,17143,2,1,"BU71FL","2016","Burundi"
"eligible_MAP","BDI","any_vaccine",114626,74370,17143,2,1,"BU71FL","2016","Burundi"
"eligible_MAP","BDI","any_required",114626,74370,17143,2,1,"BU71FL","2016","Burundi"
"eligible_MAP","BEN","male_pct",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","multiple_birth_pct",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","mean_birth_order",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","mean_maternal_age_birth",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","mean_maternal_education_years",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","mean_wealth_quintile",243406,1588,1588,4,1,"BJ41FL","2001","Benin"
"eligible_MAP","BEN","urban_pct",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","dtp3_pct",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","measles_pct",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","facility_delivery_pct",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","exclusive_breastfeeding_pct",243406,1588,1588,4,1,"BJ41FL","2001","Benin"
"eligible_MAP","BEN","short_birth_interval_pct",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","improved_water_pct",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","improved_sanitation_pct",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","electricity_pct",243406,88834,88834,4,1,"BJ51FL","2006","Benin"
"eligible_MAP","BEN","log_hiv_incidence",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","log_gdp_pc",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","log_health_expenditure_pc",243406,0,0,4,0,"","","Benin"
"eligible_MAP","BEN","political_stability",243406,5376,5376,4,2,"BJ41FL; BJ51FL","2001; 2006","Benin"
"eligible_MAP","BEN","hib3_pct",243406,67131,0,4,0,"","","Benin"
"eligible_MAP","BEN","pcv3_pct",243406,160874,0,4,0,"","","Benin"
"eligible_MAP","BEN","rotavirus_pct",243406,243406,0,4,0,"","","Benin"
"eligible_MAP","BEN","any_vaccine",243406,243406,0,4,0,"","","Benin"
"eligible_MAP","BEN","any_required",243406,243406,90422,4,2,"BJ41FL; BJ51FL","2001; 2006","Benin"
"previous_primary","BEN","male_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","multiple_birth_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","mean_birth_order",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","mean_maternal_age_birth",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","mean_maternal_education_years",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","mean_wealth_quintile",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","urban_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","dtp3_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","measles_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","facility_delivery_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","exclusive_breastfeeding_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","short_birth_interval_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","improved_water_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","improved_sanitation_pct",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","electricity_pct",236703,83719,83719,3,1,"BJ51FL","2006","Benin"
"previous_primary","BEN","log_hiv_incidence",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","log_gdp_pc",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","log_health_expenditure_pc",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","political_stability",236703,0,0,3,0,"","","Benin"
"previous_primary","BEN","hib3_pct",236703,60446,0,3,0,"","","Benin"
"previous_primary","BEN","pcv3_pct",236703,154171,0,3,0,"","","Benin"
"previous_primary","BEN","rotavirus_pct",236703,236703,0,3,0,"","","Benin"
"previous_primary","BEN","any_vaccine",236703,236703,0,3,0,"","","Benin"
"previous_primary","BEN","any_required",236703,236703,83719,3,1,"BJ51FL","2006","Benin"
"previous_primary","BFA","male_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","multiple_birth_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","mean_birth_order",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","mean_maternal_age_birth",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","mean_maternal_education_years",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","mean_wealth_quintile",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","urban_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","dtp3_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","measles_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","facility_delivery_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","exclusive_breastfeeding_pct",186714,27893,27893,3,1,"BF43FL","2003","Burkina Faso"
"previous_primary","BFA","short_birth_interval_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","improved_water_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","improved_sanitation_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","electricity_pct",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","log_hiv_incidence",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","log_gdp_pc",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","log_health_expenditure_pc",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","political_stability",186714,0,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","hib3_pct",186714,32606,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","pcv3_pct",186714,112587,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","rotavirus_pct",186714,112587,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","any_vaccine",186714,112587,0,3,0,"","","Burkina Faso"
"previous_primary","BFA","any_required",186714,112587,27893,3,1,"BF43FL","2003","Burkina Faso"
"eligible_MAP","BFA","male_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","multiple_birth_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","mean_birth_order",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","mean_maternal_age_birth",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","mean_maternal_education_years",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","mean_wealth_quintile",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","urban_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","dtp3_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","measles_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","facility_delivery_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","exclusive_breastfeeding_pct",199648,40778,40778,3,1,"BF43FL","2003","Burkina Faso"
"eligible_MAP","BFA","short_birth_interval_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","improved_water_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","improved_sanitation_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","electricity_pct",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","log_hiv_incidence",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","log_gdp_pc",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","log_health_expenditure_pc",199648,0,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","political_stability",199648,12885,12885,3,1,"BF43FL","2003","Burkina Faso"
"eligible_MAP","BFA","hib3_pct",199648,45493,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","pcv3_pct",199648,125521,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","rotavirus_pct",199648,125521,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","any_vaccine",199648,125521,0,3,0,"","","Burkina Faso"
"eligible_MAP","BFA","any_required",199648,125521,40778,3,1,"BF43FL","2003","Burkina Faso"
"previous_primary","CIV","male_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","multiple_birth_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","mean_birth_order",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","mean_maternal_age_birth",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","mean_maternal_education_years",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","mean_wealth_quintile",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","urban_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","dtp3_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","measles_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","facility_delivery_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","exclusive_breastfeeding_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","short_birth_interval_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","improved_water_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","improved_sanitation_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","electricity_pct",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","log_hiv_incidence",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","log_gdp_pc",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","log_health_expenditure_pc",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","political_stability",100925,0,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","hib3_pct",100925,16295,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","pcv3_pct",100925,39760,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","rotavirus_pct",100925,41684,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","any_vaccine",100925,41684,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CIV","any_required",100925,41684,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","male_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","multiple_birth_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","mean_birth_order",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","mean_maternal_age_birth",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","mean_maternal_education_years",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","mean_wealth_quintile",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","urban_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","dtp3_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","measles_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","facility_delivery_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","exclusive_breastfeeding_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","short_birth_interval_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","improved_water_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","improved_sanitation_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","electricity_pct",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","log_hiv_incidence",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","log_gdp_pc",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","log_health_expenditure_pc",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","political_stability",100950,0,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","hib3_pct",100950,16303,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","pcv3_pct",100950,39785,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","rotavirus_pct",100950,41709,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","any_vaccine",100950,41709,0,2,0,"","","Côte d'Ivoire"
"eligible_MAP","CIV","any_required",100950,41709,0,2,0,"","","Côte d'Ivoire"
"previous_primary","CMR","male_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","multiple_birth_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","mean_birth_order",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","mean_maternal_age_birth",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","mean_maternal_education_years",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","mean_wealth_quintile",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","urban_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","dtp3_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","measles_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","facility_delivery_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","exclusive_breastfeeding_pct",139442,28849,28849,3,1,"CM44FL","2004","Cameroon"
"previous_primary","CMR","short_birth_interval_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","improved_water_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","improved_sanitation_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","electricity_pct",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","log_hiv_incidence",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","log_gdp_pc",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","log_health_expenditure_pc",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","political_stability",139442,0,0,3,0,"","","Cameroon"
"previous_primary","CMR","hib3_pct",139442,67778,0,3,0,"","","Cameroon"
"previous_primary","CMR","pcv3_pct",139442,92576,0,3,0,"","","Cameroon"
"previous_primary","CMR","rotavirus_pct",139442,96481,0,3,0,"","","Cameroon"
"previous_primary","CMR","any_vaccine",139442,96481,0,3,0,"","","Cameroon"
"previous_primary","CMR","any_required",139442,96481,28849,3,1,"CM44FL","2004","Cameroon"
"eligible_MAP","CMR","male_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","multiple_birth_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","mean_birth_order",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","mean_maternal_age_birth",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","mean_maternal_education_years",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","mean_wealth_quintile",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","urban_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","dtp3_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","measles_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","facility_delivery_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","exclusive_breastfeeding_pct",149330,38707,38707,3,1,"CM44FL","2004","Cameroon"
"eligible_MAP","CMR","short_birth_interval_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","improved_water_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","improved_sanitation_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","electricity_pct",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","log_hiv_incidence",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","log_gdp_pc",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","log_health_expenditure_pc",149330,0,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","political_stability",149330,9811,9811,3,1,"CM44FL","2004","Cameroon"
"eligible_MAP","CMR","hib3_pct",149330,77651,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","pcv3_pct",149330,102464,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","rotavirus_pct",149330,106369,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","any_vaccine",149330,106369,0,3,0,"","","Cameroon"
"eligible_MAP","CMR","any_required",149330,106369,38707,3,1,"CM44FL","2004","Cameroon"
"previous_primary","COD","male_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","multiple_birth_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","mean_birth_order",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","mean_maternal_age_birth",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","mean_maternal_education_years",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","mean_wealth_quintile",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","urban_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","dtp3_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","measles_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","facility_delivery_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","exclusive_breastfeeding_pct",287124,47378,47378,3,1,"CD51FL","2007","Democratic Republic of the Congo"
"previous_primary","COD","short_birth_interval_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","improved_water_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","improved_sanitation_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","electricity_pct",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","log_hiv_incidence",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","log_gdp_pc",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","log_health_expenditure_pc",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","political_stability",287124,0,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","hib3_pct",287124,48993,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","pcv3_pct",287124,94072,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","rotavirus_pct",287124,151836,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","any_vaccine",287124,151836,0,3,0,"","","Democratic Republic of the Congo"
"previous_primary","COD","any_required",287124,151836,47378,3,1,"CD51FL","2007","Democratic Republic of the Congo"
"eligible_MAP","COD","male_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","multiple_birth_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","mean_birth_order",287393,0,0,3,0,"","","Democratic Republic of the Congo"
