"baseline","country","variable","records","missing_before","missing_after","surveys","surveys_with_missing","surveys_affected","survey_years_affected","country_name"
"eligible_MAP","COD","mean_maternal_age_birth",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","mean_maternal_education_years",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","mean_wealth_quintile",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","urban_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","dtp3_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","measles_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","facility_delivery_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","exclusive_breastfeeding_pct",287393,47647,47647,3,1,"CD51FL","2007","Democratic Republic of the Congo"
"eligible_MAP","COD","short_birth_interval_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","improved_water_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","improved_sanitation_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","electricity_pct",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","log_hiv_incidence",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","log_gdp_pc",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","log_health_expenditure_pc",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","political_stability",287393,0,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","hib3_pct",287393,49262,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","pcv3_pct",287393,94341,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","rotavirus_pct",287393,152105,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","any_vaccine",287393,152105,0,3,0,"","","Democratic Republic of the Congo"
"eligible_MAP","COD","any_required",287393,152105,47647,3,1,"CD51FL","2007","Democratic Republic of the Congo"
"previous_primary","COG","male_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","multiple_birth_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","mean_birth_order",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","mean_maternal_age_birth",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","mean_maternal_education_years",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","mean_wealth_quintile",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","urban_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","dtp3_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","measles_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","facility_delivery_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","exclusive_breastfeeding_pct",71280,20264,20264,2,1,"CG51FL","2005","Congo"
"previous_primary","COG","short_birth_interval_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","improved_water_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","improved_sanitation_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","electricity_pct",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","log_hiv_incidence",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","log_gdp_pc",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","log_health_expenditure_pc",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","political_stability",71280,0,0,2,0,"","","Congo"
"previous_primary","COG","hib3_pct",71280,44000,0,2,0,"","","Congo"
"previous_primary","COG","pcv3_pct",71280,71279,0,2,0,"","","Congo"
"previous_primary","COG","rotavirus_pct",71280,71280,0,2,0,"","","Congo"
"previous_primary","COG","any_vaccine",71280,71280,0,2,0,"","","Congo"
"previous_primary","COG","any_required",71280,71280,20264,2,1,"CG51FL","2005","Congo"
"eligible_MAP","COG","male_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","multiple_birth_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","mean_birth_order",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","mean_maternal_age_birth",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","mean_maternal_education_years",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","mean_wealth_quintile",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","urban_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","dtp3_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","measles_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","facility_delivery_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","exclusive_breastfeeding_pct",76823,25794,25794,2,1,"CG51FL","2005","Congo"
"eligible_MAP","COG","short_birth_interval_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","improved_water_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","improved_sanitation_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","electricity_pct",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","log_hiv_incidence",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","log_gdp_pc",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","log_health_expenditure_pc",76823,0,0,2,0,"","","Congo"
"eligible_MAP","COG","political_stability",76823,5520,5520,2,1,"CG51FL","2005","Congo"
"eligible_MAP","COG","hib3_pct",76823,49537,0,2,0,"","","Congo"
"eligible_MAP","COG","pcv3_pct",76823,76822,0,2,0,"","","Congo"
"eligible_MAP","COG","rotavirus_pct",76823,76823,0,2,0,"","","Congo"
"eligible_MAP","COG","any_vaccine",76823,76823,0,2,0,"","","Congo"
"eligible_MAP","COG","any_required",76823,76823,25794,2,1,"CG51FL","2005","Congo"
"previous_primary","COM","male_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","multiple_birth_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","mean_birth_order",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","mean_maternal_age_birth",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","mean_maternal_education_years",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","mean_wealth_quintile",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","urban_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","dtp3_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","measles_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","facility_delivery_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","exclusive_breastfeeding_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","short_birth_interval_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","improved_water_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","improved_sanitation_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","electricity_pct",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","log_hiv_incidence",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","log_gdp_pc",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","log_health_expenditure_pc",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","political_stability",17936,0,0,1,0,"","","Comoros"
"previous_primary","COM","hib3_pct",17936,4718,0,1,0,"","","Comoros"
"previous_primary","COM","pcv3_pct",17936,17936,0,1,0,"","","Comoros"
"previous_primary","COM","rotavirus_pct",17936,17936,0,1,0,"","","Comoros"
"previous_primary","COM","any_vaccine",17936,17936,0,1,0,"","","Comoros"
"previous_primary","COM","any_required",17936,17936,0,1,0,"","","Comoros"
"eligible_MAP","COM","male_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","multiple_birth_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","mean_birth_order",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","mean_maternal_age_birth",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","mean_maternal_education_years",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","mean_wealth_quintile",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","urban_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","dtp3_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","measles_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","facility_delivery_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","exclusive_breastfeeding_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","short_birth_interval_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","improved_water_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","improved_sanitation_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","electricity_pct",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","log_hiv_incidence",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","log_gdp_pc",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","log_health_expenditure_pc",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","political_stability",17998,0,0,1,0,"","","Comoros"
"eligible_MAP","COM","hib3_pct",17998,4732,0,1,0,"","","Comoros"
"eligible_MAP","COM","pcv3_pct",17998,17998,0,1,0,"","","Comoros"
"eligible_MAP","COM","rotavirus_pct",17998,17998,0,1,0,"","","Comoros"
"eligible_MAP","COM","any_vaccine",17998,17998,0,1,0,"","","Comoros"
"eligible_MAP","COM","any_required",17998,17998,0,1,0,"","","Comoros"
"eligible_MAP","ETH","male_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","multiple_birth_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","mean_birth_order",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","mean_maternal_age_birth",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","mean_maternal_education_years",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","mean_wealth_quintile",303563,468,468,6,1,"ET41FL","2000","Ethiopia"
"eligible_MAP","ETH","urban_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","dtp3_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","measles_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","facility_delivery_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","exclusive_breastfeeding_pct",303563,57575,57575,6,2,"ET41FL; ET51FL","2000; 2005","Ethiopia"
"eligible_MAP","ETH","short_birth_interval_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","improved_water_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","improved_sanitation_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","electricity_pct",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","log_hiv_incidence",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","log_gdp_pc",303563,0,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","log_health_expenditure_pc",303563,4500,4500,6,1,"ET8AFL","2024","Ethiopia"
"eligible_MAP","ETH","political_stability",303563,13533,13533,6,1,"ET51FL","2005","Ethiopia"
"eligible_MAP","ETH","hib3_pct",303563,71295,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","pcv3_pct",303563,125540,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","rotavirus_pct",303563,166010,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","any_vaccine",303563,166010,0,6,0,"","","Ethiopia"
"eligible_MAP","ETH","any_required",303563,170510,62075,6,3,"ET41FL; ET51FL; ET8AFL","2000; 2005; 2024","Ethiopia"
"previous_primary","ETH","male_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","multiple_birth_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","mean_birth_order",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","mean_maternal_age_birth",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","mean_maternal_education_years",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","mean_wealth_quintile",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","urban_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","dtp3_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","measles_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","facility_delivery_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","exclusive_breastfeeding_pct",285062,43574,43574,5,1,"ET51FL","2005","Ethiopia"
"previous_primary","ETH","short_birth_interval_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","improved_water_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","improved_sanitation_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","electricity_pct",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","log_hiv_incidence",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","log_gdp_pc",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","log_health_expenditure_pc",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","political_stability",285062,0,0,5,0,"","","Ethiopia"
"previous_primary","ETH","hib3_pct",285062,57294,0,5,0,"","","Ethiopia"
"previous_primary","ETH","pcv3_pct",285062,111539,0,5,0,"","","Ethiopia"
"previous_primary","ETH","rotavirus_pct",285062,152009,0,5,0,"","","Ethiopia"
"previous_primary","ETH","any_vaccine",285062,152009,0,5,0,"","","Ethiopia"
"previous_primary","ETH","any_required",285062,152009,43574,5,1,"ET51FL","2005","Ethiopia"
"eligible_MAP","GAB","male_pct",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","multiple_birth_pct",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","mean_birth_order",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","mean_maternal_age_birth",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","mean_maternal_education_years",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","mean_wealth_quintile",71449,1508,1508,3,1,"GA41FL","2000","Gabon"
"eligible_MAP","GAB","urban_pct",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","dtp3_pct",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","measles_pct",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","facility_delivery_pct",71449,5346,5346,3,1,"GA61FL","2012","Gabon"
"eligible_MAP","GAB","exclusive_breastfeeding_pct",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","short_birth_interval_pct",71449,5346,5346,3,1,"GA61FL","2012","Gabon"
"eligible_MAP","GAB","improved_water_pct",71449,5346,5346,3,1,"GA61FL","2012","Gabon"
"eligible_MAP","GAB","improved_sanitation_pct",71449,5346,5346,3,1,"GA61FL","2012","Gabon"
"eligible_MAP","GAB","electricity_pct",71449,5346,5346,3,1,"GA61FL","2012","Gabon"
"eligible_MAP","GAB","log_hiv_incidence",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","log_gdp_pc",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","log_health_expenditure_pc",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","political_stability",71449,0,0,3,0,"","","Gabon"
"eligible_MAP","GAB","hib3_pct",71449,22328,0,3,0,"","","Gabon"
"eligible_MAP","GAB","pcv3_pct",71449,71449,0,3,0,"","","Gabon"
"eligible_MAP","GAB","rotavirus_pct",71449,71449,0,3,0,"","","Gabon"
"eligible_MAP","GAB","any_vaccine",71449,71449,0,3,0,"","","Gabon"
"eligible_MAP","GAB","any_required",71449,71449,6854,3,2,"GA41FL; GA61FL","2000; 2012","Gabon"
"previous_primary","GAB","male_pct",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","multiple_birth_pct",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","mean_birth_order",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","mean_maternal_age_birth",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","mean_maternal_education_years",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","mean_wealth_quintile",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","urban_pct",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","dtp3_pct",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","measles_pct",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","facility_delivery_pct",69915,5341,5341,2,1,"GA61FL","2012","Gabon"
"previous_primary","GAB","exclusive_breastfeeding_pct",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","short_birth_interval_pct",69915,5341,5341,2,1,"GA61FL","2012","Gabon"
"previous_primary","GAB","improved_water_pct",69915,5341,5341,2,1,"GA61FL","2012","Gabon"
"previous_primary","GAB","improved_sanitation_pct",69915,5341,5341,2,1,"GA61FL","2012","Gabon"
"previous_primary","GAB","electricity_pct",69915,5341,5341,2,1,"GA61FL","2012","Gabon"
"previous_primary","GAB","log_hiv_incidence",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","log_gdp_pc",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","log_health_expenditure_pc",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","political_stability",69915,0,0,2,0,"","","Gabon"
"previous_primary","GAB","hib3_pct",69915,20802,0,2,0,"","","Gabon"
"previous_primary","GAB","pcv3_pct",69915,69915,0,2,0,"","","Gabon"
"previous_primary","GAB","rotavirus_pct",69915,69915,0,2,0,"","","Gabon"
"previous_primary","GAB","any_vaccine",69915,69915,0,2,0,"","","Gabon"
"previous_primary","GAB","any_required",69915,69915,5341,2,1,"GA61FL","2012","Gabon"
"previous_primary","GHA","male_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","multiple_birth_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","mean_birth_order",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","mean_maternal_age_birth",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","mean_maternal_education_years",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","mean_wealth_quintile",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","urban_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","dtp3_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","measles_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","facility_delivery_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","exclusive_breastfeeding_pct",114259,10476,10476,4,1,"GH4BFL","2003","Ghana"
"previous_primary","GHA","short_birth_interval_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","improved_water_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","improved_sanitation_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","electricity_pct",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","log_hiv_incidence",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","log_gdp_pc",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","log_health_expenditure_pc",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","political_stability",114259,0,0,4,0,"","","Ghana"
"previous_primary","GHA","hib3_pct",114259,5066,0,4,0,"","","Ghana"
"previous_primary","GHA","pcv3_pct",114259,43728,0,4,0,"","","Ghana"
"previous_primary","GHA","rotavirus_pct",114259,43728,0,4,0,"","","Ghana"
"previous_primary","GHA","any_vaccine",114259,43728,0,4,0,"","","Ghana"
"previous_primary","GHA","any_required",114259,43728,10476,4,1,"GH4BFL","2003","Ghana"
"eligible_MAP","GHA","male_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","multiple_birth_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","mean_birth_order",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","mean_maternal_age_birth",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","mean_maternal_education_years",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","mean_wealth_quintile",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","urban_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","dtp3_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","measles_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","facility_delivery_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","exclusive_breastfeeding_pct",119208,15353,15353,4,1,"GH4BFL","2003","Ghana"
"eligible_MAP","GHA","short_birth_interval_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","improved_water_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","improved_sanitation_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","electricity_pct",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","log_hiv_incidence",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","log_gdp_pc",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","log_health_expenditure_pc",119208,0,0,4,0,"","","Ghana"
"eligible_MAP","GHA","political_stability",119208,4877,4877,4,1,"GH4BFL","2003","Ghana"
"eligible_MAP","GHA","hib3_pct",119208,9943,0,4,0,"","","Ghana"
"eligible_MAP","GHA","pcv3_pct",119208,48677,0,4,0,"","","Ghana"
"eligible_MAP","GHA","rotavirus_pct",119208,48677,0,4,0,"","","Ghana"
"eligible_MAP","GHA","any_vaccine",119208,48677,0,4,0,"","","Ghana"
"eligible_MAP","GHA","any_required",119208,48677,15353,4,1,"GH4BFL","2003","Ghana"
"previous_primary","GIN","male_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","multiple_birth_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","mean_birth_order",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","mean_maternal_age_birth",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","mean_maternal_education_years",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","mean_wealth_quintile",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","urban_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","dtp3_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","measles_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","facility_delivery_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","exclusive_breastfeeding_pct",114161,27339,27339,3,1,"GN52FL","2005","Guinea"
"previous_primary","GIN","short_birth_interval_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","improved_water_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","improved_sanitation_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","electricity_pct",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","log_hiv_incidence",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","log_gdp_pc",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","log_health_expenditure_pc",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","political_stability",114161,0,0,3,0,"","","Guinea"
"previous_primary","GIN","hib3_pct",114161,38928,9127,3,1,"GN62FL","2012","Guinea"
"previous_primary","GIN","pcv3_pct",114161,114161,0,3,0,"","","Guinea"
"previous_primary","GIN","rotavirus_pct",114161,114161,0,3,0,"","","Guinea"
"previous_primary","GIN","any_vaccine",114161,114161,9127,3,1,"GN62FL","2012","Guinea"
"previous_primary","GIN","any_required",114161,114161,36466,3,2,"GN52FL; GN62FL","2005; 2012","Guinea"
"eligible_MAP","GIN","male_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","multiple_birth_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","mean_birth_order",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","mean_maternal_age_birth",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","mean_maternal_education_years",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","mean_wealth_quintile",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","urban_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","dtp3_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","measles_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","facility_delivery_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","exclusive_breastfeeding_pct",122730,35908,35908,3,1,"GN52FL","2005","Guinea"
"eligible_MAP","GIN","short_birth_interval_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","improved_water_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","improved_sanitation_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","electricity_pct",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","log_hiv_incidence",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","log_gdp_pc",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","log_health_expenditure_pc",122730,0,0,3,0,"","","Guinea"
"eligible_MAP","GIN","political_stability",122730,8565,8565,3,1,"GN52FL","2005","Guinea"
"eligible_MAP","GIN","hib3_pct",122730,47497,9127,3,1,"GN62FL","2012","Guinea"
"eligible_MAP","GIN","pcv3_pct",122730,122730,0,3,0,"","","Guinea"
"eligible_MAP","GIN","rotavirus_pct",122730,122730,0,3,0,"","","Guinea"
"eligible_MAP","GIN","any_vaccine",122730,122730,9127,3,1,"GN62FL","2012","Guinea"
"eligible_MAP","GIN","any_required",122730,122730,45035,3,2,"GN52FL; GN62FL","2005; 2012","Guinea"
"previous_primary","GMB","male_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","multiple_birth_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","mean_birth_order",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","mean_maternal_age_birth",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","mean_maternal_education_years",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","mean_wealth_quintile",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","urban_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","dtp3_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","measles_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","facility_delivery_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","exclusive_breastfeeding_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","short_birth_interval_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","improved_water_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","improved_sanitation_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","electricity_pct",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","log_hiv_incidence",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","log_gdp_pc",93729,0,0,2,0,"","","Gambia"
"previous_primary","GMB","log_health_expenditure_pc",93729,0,0,2,0,"","","Gambia"
