"baseline","survey","country","survey_year","variable","records","missing_before","missing_after","resolved_records"
"previous_primary","CD81FL","COD","2023","any_required",137621,2333,0,2333
"eligible_MAP","CD81FL","COD","2023","male_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","multiple_birth_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","mean_birth_order",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","mean_maternal_age_birth",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","mean_maternal_education_years",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","mean_wealth_quintile",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","urban_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","dtp3_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","measles_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","facility_delivery_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","exclusive_breastfeeding_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","short_birth_interval_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","improved_water_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","improved_sanitation_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","electricity_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","log_hiv_incidence",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","log_gdp_pc",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","log_health_expenditure_pc",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","political_stability",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","hib3_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","pcv3_pct",137621,0,0,0
"eligible_MAP","CD81FL","COD","2023","rotavirus_pct",137621,2333,0,2333
"eligible_MAP","CD81FL","COD","2023","any_vaccine",137621,2333,0,2333
"eligible_MAP","CD81FL","COD","2023","any_required",137621,2333,0,2333
"previous_primary","CG51FL","COG","2005","male_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","multiple_birth_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","mean_birth_order",20264,0,0,0
"previous_primary","CG51FL","COG","2005","mean_maternal_age_birth",20264,0,0,0
"previous_primary","CG51FL","COG","2005","mean_maternal_education_years",20264,0,0,0
"previous_primary","CG51FL","COG","2005","mean_wealth_quintile",20264,0,0,0
"previous_primary","CG51FL","COG","2005","urban_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","dtp3_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","measles_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","facility_delivery_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","exclusive_breastfeeding_pct",20264,20264,20264,0
"previous_primary","CG51FL","COG","2005","short_birth_interval_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","improved_water_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","improved_sanitation_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","electricity_pct",20264,0,0,0
"previous_primary","CG51FL","COG","2005","log_hiv_incidence",20264,0,0,0
"previous_primary","CG51FL","COG","2005","log_gdp_pc",20264,0,0,0
"previous_primary","CG51FL","COG","2005","log_health_expenditure_pc",20264,0,0,0
"previous_primary","CG51FL","COG","2005","political_stability",20264,0,0,0
"previous_primary","CG51FL","COG","2005","hib3_pct",20264,20264,0,20264
"previous_primary","CG51FL","COG","2005","pcv3_pct",20264,20264,0,20264
"previous_primary","CG51FL","COG","2005","rotavirus_pct",20264,20264,0,20264
"previous_primary","CG51FL","COG","2005","any_vaccine",20264,20264,0,20264
"previous_primary","CG51FL","COG","2005","any_required",20264,20264,20264,0
"eligible_MAP","CG51FL","COG","2005","male_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","multiple_birth_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","mean_birth_order",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","mean_maternal_age_birth",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","mean_maternal_education_years",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","mean_wealth_quintile",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","urban_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","dtp3_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","measles_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","facility_delivery_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","exclusive_breastfeeding_pct",25794,25794,25794,0
"eligible_MAP","CG51FL","COG","2005","short_birth_interval_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","improved_water_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","improved_sanitation_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","electricity_pct",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","log_hiv_incidence",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","log_gdp_pc",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","log_health_expenditure_pc",25794,0,0,0
"eligible_MAP","CG51FL","COG","2005","political_stability",25794,5520,5520,0
"eligible_MAP","CG51FL","COG","2005","hib3_pct",25794,25794,0,25794
"eligible_MAP","CG51FL","COG","2005","pcv3_pct",25794,25794,0,25794
"eligible_MAP","CG51FL","COG","2005","rotavirus_pct",25794,25794,0,25794
"eligible_MAP","CG51FL","COG","2005","any_vaccine",25794,25794,0,25794
"eligible_MAP","CG51FL","COG","2005","any_required",25794,25794,25794,0
"previous_primary","CG61FL","COG","2011","male_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","multiple_birth_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","mean_birth_order",51016,0,0,0
"previous_primary","CG61FL","COG","2011","mean_maternal_age_birth",51016,0,0,0
"previous_primary","CG61FL","COG","2011","mean_maternal_education_years",51016,0,0,0
"previous_primary","CG61FL","COG","2011","mean_wealth_quintile",51016,0,0,0
"previous_primary","CG61FL","COG","2011","urban_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","dtp3_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","measles_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","facility_delivery_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","exclusive_breastfeeding_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","short_birth_interval_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","improved_water_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","improved_sanitation_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","electricity_pct",51016,0,0,0
"previous_primary","CG61FL","COG","2011","log_hiv_incidence",51016,0,0,0
"previous_primary","CG61FL","COG","2011","log_gdp_pc",51016,0,0,0
"previous_primary","CG61FL","COG","2011","log_health_expenditure_pc",51016,0,0,0
"previous_primary","CG61FL","COG","2011","political_stability",51016,0,0,0
"previous_primary","CG61FL","COG","2011","hib3_pct",51016,23736,0,23736
"previous_primary","CG61FL","COG","2011","pcv3_pct",51016,51015,0,51015
"previous_primary","CG61FL","COG","2011","rotavirus_pct",51016,51016,0,51016
"previous_primary","CG61FL","COG","2011","any_vaccine",51016,51016,0,51016
"previous_primary","CG61FL","COG","2011","any_required",51016,51016,0,51016
"eligible_MAP","CG61FL","COG","2011","male_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","multiple_birth_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","mean_birth_order",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","mean_maternal_age_birth",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","mean_maternal_education_years",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","mean_wealth_quintile",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","urban_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","dtp3_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","measles_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","facility_delivery_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","exclusive_breastfeeding_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","short_birth_interval_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","improved_water_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","improved_sanitation_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","electricity_pct",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","log_hiv_incidence",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","log_gdp_pc",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","log_health_expenditure_pc",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","political_stability",51029,0,0,0
"eligible_MAP","CG61FL","COG","2011","hib3_pct",51029,23743,0,23743
"eligible_MAP","CG61FL","COG","2011","pcv3_pct",51029,51028,0,51028
"eligible_MAP","CG61FL","COG","2011","rotavirus_pct",51029,51029,0,51029
"eligible_MAP","CG61FL","COG","2011","any_vaccine",51029,51029,0,51029
"eligible_MAP","CG61FL","COG","2011","any_required",51029,51029,0,51029
"previous_primary","KM61FL","COM","2012","male_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","multiple_birth_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","mean_birth_order",17936,0,0,0
"previous_primary","KM61FL","COM","2012","mean_maternal_age_birth",17936,0,0,0
"previous_primary","KM61FL","COM","2012","mean_maternal_education_years",17936,0,0,0
"previous_primary","KM61FL","COM","2012","mean_wealth_quintile",17936,0,0,0
"previous_primary","KM61FL","COM","2012","urban_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","dtp3_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","measles_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","facility_delivery_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","exclusive_breastfeeding_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","short_birth_interval_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","improved_water_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","improved_sanitation_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","electricity_pct",17936,0,0,0
"previous_primary","KM61FL","COM","2012","log_hiv_incidence",17936,0,0,0
"previous_primary","KM61FL","COM","2012","log_gdp_pc",17936,0,0,0
"previous_primary","KM61FL","COM","2012","log_health_expenditure_pc",17936,0,0,0
"previous_primary","KM61FL","COM","2012","political_stability",17936,0,0,0
"previous_primary","KM61FL","COM","2012","hib3_pct",17936,4718,0,4718
"previous_primary","KM61FL","COM","2012","pcv3_pct",17936,17936,0,17936
"previous_primary","KM61FL","COM","2012","rotavirus_pct",17936,17936,0,17936
"previous_primary","KM61FL","COM","2012","any_vaccine",17936,17936,0,17936
"previous_primary","KM61FL","COM","2012","any_required",17936,17936,0,17936
"eligible_MAP","KM61FL","COM","2012","male_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","multiple_birth_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","mean_birth_order",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","mean_maternal_age_birth",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","mean_maternal_education_years",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","mean_wealth_quintile",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","urban_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","dtp3_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","measles_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","facility_delivery_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","exclusive_breastfeeding_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","short_birth_interval_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","improved_water_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","improved_sanitation_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","electricity_pct",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","log_hiv_incidence",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","log_gdp_pc",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","log_health_expenditure_pc",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","political_stability",17998,0,0,0
"eligible_MAP","KM61FL","COM","2012","hib3_pct",17998,4732,0,4732
"eligible_MAP","KM61FL","COM","2012","pcv3_pct",17998,17998,0,17998
"eligible_MAP","KM61FL","COM","2012","rotavirus_pct",17998,17998,0,17998
"eligible_MAP","KM61FL","COM","2012","any_vaccine",17998,17998,0,17998
"eligible_MAP","KM61FL","COM","2012","any_required",17998,17998,0,17998
"eligible_MAP","ET41FL","ETH","2000","male_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","multiple_birth_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","mean_birth_order",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","mean_maternal_age_birth",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","mean_maternal_education_years",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","mean_wealth_quintile",468,468,468,0
"eligible_MAP","ET41FL","ETH","2000","urban_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","dtp3_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","measles_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","facility_delivery_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","exclusive_breastfeeding_pct",468,468,468,0
"eligible_MAP","ET41FL","ETH","2000","short_birth_interval_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","improved_water_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","improved_sanitation_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","electricity_pct",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","log_hiv_incidence",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","log_gdp_pc",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","log_health_expenditure_pc",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","political_stability",468,0,0,0
"eligible_MAP","ET41FL","ETH","2000","hib3_pct",468,468,0,468
"eligible_MAP","ET41FL","ETH","2000","pcv3_pct",468,468,0,468
"eligible_MAP","ET41FL","ETH","2000","rotavirus_pct",468,468,0,468
"eligible_MAP","ET41FL","ETH","2000","any_vaccine",468,468,0,468
"eligible_MAP","ET41FL","ETH","2000","any_required",468,468,468,0
"previous_primary","ET51FL","ETH","2005","male_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","multiple_birth_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","mean_birth_order",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","mean_maternal_age_birth",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","mean_maternal_education_years",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","mean_wealth_quintile",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","urban_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","dtp3_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","measles_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","facility_delivery_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","exclusive_breastfeeding_pct",43574,43574,43574,0
"previous_primary","ET51FL","ETH","2005","short_birth_interval_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","improved_water_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","improved_sanitation_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","electricity_pct",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","log_hiv_incidence",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","log_gdp_pc",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","log_health_expenditure_pc",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","political_stability",43574,0,0,0
"previous_primary","ET51FL","ETH","2005","hib3_pct",43574,43574,0,43574
"previous_primary","ET51FL","ETH","2005","pcv3_pct",43574,43574,0,43574
"previous_primary","ET51FL","ETH","2005","rotavirus_pct",43574,43574,0,43574
"previous_primary","ET51FL","ETH","2005","any_vaccine",43574,43574,0,43574
"previous_primary","ET51FL","ETH","2005","any_required",43574,43574,43574,0
"eligible_MAP","ET51FL","ETH","2005","male_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","multiple_birth_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","mean_birth_order",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","mean_maternal_age_birth",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","mean_maternal_education_years",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","mean_wealth_quintile",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","urban_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","dtp3_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","measles_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","facility_delivery_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","exclusive_breastfeeding_pct",57107,57107,57107,0
"eligible_MAP","ET51FL","ETH","2005","short_birth_interval_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","improved_water_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","improved_sanitation_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","electricity_pct",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","log_hiv_incidence",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","log_gdp_pc",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","log_health_expenditure_pc",57107,0,0,0
"eligible_MAP","ET51FL","ETH","2005","political_stability",57107,13533,13533,0
"eligible_MAP","ET51FL","ETH","2005","hib3_pct",57107,57107,0,57107
"eligible_MAP","ET51FL","ETH","2005","pcv3_pct",57107,57107,0,57107
"eligible_MAP","ET51FL","ETH","2005","rotavirus_pct",57107,57107,0,57107
"eligible_MAP","ET51FL","ETH","2005","any_vaccine",57107,57107,0,57107
"eligible_MAP","ET51FL","ETH","2005","any_required",57107,57107,57107,0
"previous_primary","ET61FL","ETH","2011","male_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","multiple_birth_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","mean_birth_order",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","mean_maternal_age_birth",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","mean_maternal_education_years",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","mean_wealth_quintile",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","urban_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","dtp3_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","measles_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","facility_delivery_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","exclusive_breastfeeding_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","short_birth_interval_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","improved_water_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","improved_sanitation_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","electricity_pct",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","log_hiv_incidence",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","log_gdp_pc",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","log_health_expenditure_pc",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","political_stability",68312,0,0,0
"previous_primary","ET61FL","ETH","2011","hib3_pct",68312,13720,0,13720
"previous_primary","ET61FL","ETH","2011","pcv3_pct",68312,67965,0,67965
"previous_primary","ET61FL","ETH","2011","rotavirus_pct",68312,68312,0,68312
"previous_primary","ET61FL","ETH","2011","any_vaccine",68312,68312,0,68312
"previous_primary","ET61FL","ETH","2011","any_required",68312,68312,0,68312
"eligible_MAP","ET61FL","ETH","2011","male_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","multiple_birth_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","mean_birth_order",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","mean_maternal_age_birth",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","mean_maternal_education_years",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","mean_wealth_quintile",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","urban_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","dtp3_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","measles_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","facility_delivery_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","exclusive_breastfeeding_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","short_birth_interval_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","improved_water_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","improved_sanitation_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","electricity_pct",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","log_hiv_incidence",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","log_gdp_pc",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","log_health_expenditure_pc",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","political_stability",68312,0,0,0
"eligible_MAP","ET61FL","ETH","2011","hib3_pct",68312,13720,0,13720
"eligible_MAP","ET61FL","ETH","2011","pcv3_pct",68312,67965,0,67965
"eligible_MAP","ET61FL","ETH","2011","rotavirus_pct",68312,68312,0,68312
"eligible_MAP","ET61FL","ETH","2011","any_vaccine",68312,68312,0,68312
"eligible_MAP","ET61FL","ETH","2011","any_required",68312,68312,0,68312
"previous_primary","ET71FL","ETH","2016","male_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","multiple_birth_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","mean_birth_order",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","mean_maternal_age_birth",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","mean_maternal_education_years",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","mean_wealth_quintile",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","urban_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","dtp3_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","measles_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","facility_delivery_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","exclusive_breastfeeding_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","short_birth_interval_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","improved_water_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","improved_sanitation_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","electricity_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","log_hiv_incidence",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","log_gdp_pc",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","log_health_expenditure_pc",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","political_stability",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","hib3_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","pcv3_pct",62705,0,0,0
"previous_primary","ET71FL","ETH","2016","rotavirus_pct",62705,40123,0,40123
"previous_primary","ET71FL","ETH","2016","any_vaccine",62705,40123,0,40123
"previous_primary","ET71FL","ETH","2016","any_required",62705,40123,0,40123
"eligible_MAP","ET71FL","ETH","2016","male_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","multiple_birth_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","mean_birth_order",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","mean_maternal_age_birth",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","mean_maternal_education_years",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","mean_wealth_quintile",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","urban_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","dtp3_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","measles_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","facility_delivery_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","exclusive_breastfeeding_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","short_birth_interval_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","improved_water_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","improved_sanitation_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","electricity_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","log_hiv_incidence",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","log_gdp_pc",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","log_health_expenditure_pc",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","political_stability",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","hib3_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","pcv3_pct",62705,0,0,0
"eligible_MAP","ET71FL","ETH","2016","rotavirus_pct",62705,40123,0,40123
"eligible_MAP","ET71FL","ETH","2016","any_vaccine",62705,40123,0,40123
"eligible_MAP","ET71FL","ETH","2016","any_required",62705,40123,0,40123
"previous_primary","ET81FL","ETH","2019","male_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","multiple_birth_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","mean_birth_order",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","mean_maternal_age_birth",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","mean_maternal_education_years",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","mean_wealth_quintile",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","urban_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","dtp3_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","measles_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","facility_delivery_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","exclusive_breastfeeding_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","short_birth_interval_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","improved_water_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","improved_sanitation_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","electricity_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","log_hiv_incidence",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","log_gdp_pc",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","log_health_expenditure_pc",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","political_stability",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","hib3_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","pcv3_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","rotavirus_pct",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","any_vaccine",33797,0,0,0
"previous_primary","ET81FL","ETH","2019","any_required",33797,0,0,0
