"year","iso3","country","status","comparison_status","pfpr_pct","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_deaths","model_to_ihme_ratio","model_id","hiv_treatment","previous_joint_attributable_deaths","previous_joint_hiv_treatment","change_from_previous_joint_deaths","percent_change_from_previous_joint"
2005,"AGO","Angola","estimated","matched",20.1035553415068,0.998084957706995,FALSE,96551.420798192,24014.9981133368,72536.4226848551,0.248727547609393,17036.3618753842,1.4096318385932,"age_band_separate_v1","posterior_median",19862.5209619992,"ten_posterior_draws",4152.4771513376,20.9060932360101
2005,"BDI","Burundi","estimated","matched",32.7108667147613,0.903118502531811,TRUE,39965.5290915807,11359.6605912383,28605.8685003425,0.284236462007239,9544.83585622456,1.19013681977886,"age_band_separate_v1","posterior_median",8988.45351410074,"ten_posterior_draws",2371.20707713756,26.380590091696
2005,"BEN","Benin","estimated","matched",56.789331963267,1,FALSE,35764.568969811,10738.4789435372,25026.0900262737,0.300254672511267,7882.71211201263,1.36228226921704,"age_band_separate_v1","posterior_median",7904.59183478326,"ten_posterior_draws",2833.88710875394,35.8511504197312
2005,"BFA","Burkina Faso","estimated","matched",53.1839944402602,1,FALSE,88292.8538201055,28950.5098974106,59342.3439226949,0.327891880767571,24966.6794975544,1.15956588861752,"age_band_separate_v1","posterior_median",22537.0565540734,"ten_posterior_draws",6413.4533433372,28.4573689911517
2005,"BWA","Botswana","estimated","matched",0.0739687942020688,0.500006041684288,TRUE,2386.55814676258,2.26855548489891,2384.28959127768,0.000950555295699062,1.01106893548783,2.24371989413793,"age_band_separate_v1","posterior_median",1.73867204968782,"ten_posterior_draws",0.52988343521109,30.4763302145583
2005,"CAF","Central African Republic","estimated","matched",57.137610295232,1,FALSE,27492.8570841914,7858.3138610342,19634.5432231572,0.285831110130522,3752.68743335549,2.09404966456469,"age_band_separate_v1","posterior_median",5622.53132047576,"ten_posterior_draws",2235.78254055844,39.7646969509323
2005,"CIV","Cote d'Ivoire","estimated","matched",62.0559536355424,0.999044906250652,FALSE,80769.9833548922,21625.8928876256,59144.0904672667,0.267746655246967,18927.1407480006,1.14258636185765,"age_band_separate_v1","posterior_median",14761.5697881019,"ten_posterior_draws",6864.3230995237,46.5013084520081
2005,"CMR","Cameroon","estimated","matched",48.6084683420969,0.994188327616715,FALSE,89440.1172170792,28045.6295002086,61394.4877168706,0.313568791867069,20518.3763959582,1.36685422662064,"age_band_separate_v1","posterior_median",21604.6970982703,"ten_posterior_draws",6440.9324019383,29.8126484839909
2005,"COD","Democratic Republic of the Congo","estimated","matched",64.5181086884157,0.967925701459564,FALSE,291364.155661708,89693.9915482513,201670.164113456,0.307841544010622,90901.2946546033,0.986718526826935,"age_band_separate_v1","posterior_median",67203.225935931,"ten_posterior_draws",22490.7656123203,33.4667946353679
2005,"COG","Congo","estimated","matched",32.8294542135053,0.999999884856155,FALSE,10371.3261694714,2773.49396963213,7597.83219983928,0.26741941428822,1798.4947973644,1.54211954001565,"age_band_separate_v1","posterior_median",2134.96662088112,"ten_posterior_draws",638.52734875101,29.9080717471585
2005,"COM","Comoros","estimated","matched",1.49344288730066,0.977875023773357,FALSE,1294.11415854412,24.578096789962,1269.53606175416,0.0189922168980922,6.01667570728837,4.08499609845833,"age_band_separate_v1","posterior_median",18.6621513848081,"ten_posterior_draws",5.9159454051539,31.7002326428976
2005,"CPV","Cape Verde","missing_MAP_no_estimate","missing_model_MAP",,,,487.882790929841,,,,0.360636598851271,,"age_band_separate_v1","posterior_median",,"ten_posterior_draws",,
