"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction"
"AGO","Angola",12.001303326479,"estimated",0.998084957706995,FALSE,77321.0488630937,66845.5133575268,10475.5355055669,0.135481032132856
"BDI","Burundi",16.717817650048,"estimated",0.903118502531811,TRUE,39468.6283250787,33012.2336094757,6456.39471560301,0.163582951564105
"BEN","Benin",36.3793100261877,"estimated",1,FALSE,38817.0754924683,29394.2284123095,9422.84708015871,0.242750051636091
"BFA","Burkina Faso",39.2003452509794,"estimated",1,FALSE,55253.1036656593,44210.7380268812,11042.3656387782,0.199850594920357
"BWA","Botswana",0.0668556239324968,"estimated",0.500006041684288,TRUE,2000.78906689539,1999.49808435248,1.29098254290765,0.000645236703992418
"CAF","Central African Republic",36.7348327663838,"estimated",1,FALSE,28150.8022278888,22582.3843067106,5568.41792117817,0.197806722383975
"CIV","Cote d'Ivoire",21.3567298975211,"estimated",0.999044906250652,FALSE,77900.2697353517,64923.9340045069,12976.3357308448,0.166576261865703
"CMR","Cameroon",25.339889009207,"estimated",0.994188327616715,FALSE,86832.2296518058,68605.9841830383,18226.2454687674,0.209901847987251
"COD","Democratic Republic of the Congo",31.2906693790223,"estimated",0.967925701459564,FALSE,248211.14235586,191167.783399204,57043.3589566565,0.229817881724558
"COG","Congo",19.1216915715156,"estimated",0.999999884856155,FALSE,9147.10580862238,7673.07777039354,1474.02803822885,0.161146932053566
"COM","Comoros",0.242446595277091,"estimated",0.977875023773357,FALSE,1091.49777195399,1089.07934490723,2.41842704676096,0.00221569581624661
"CPV","Cape Verde",,"missing_MAP_no_estimate",,,297.674343911654,,,
"DJI","Djibouti",0.446388006068223,"estimated",0.900244405140964,TRUE,1975.83391624404,1969.35169065087,6.48222559316739,0.00328075428803742
"ERI","Eritrea",0.437883754324056,"estimated",0.941587510523092,TRUE,12707.9072451884,12615.5590845371,92.3481606512911,0.00726698415950878
"ETH","Ethiopia",4.44168903034584,"estimated",0.827586281480413,TRUE,222280.681072973,213775.126209002,8505.55486397064,0.0382649307304324
"GAB","Gabon",16.5336880312919,"estimated",0.999284909726468,FALSE,2235.68864689905,1947.06012590476,288.628520994295,0.129100499479044
"GHA","Ghana",27.1359006682193,"estimated",0.999730304961018,FALSE,45615.0682451127,38741.6506722383,6873.41757287438,0.150683049205145
"GIN","Guinea",37.0047253732389,"estimated",0.996935005435981,FALSE,45918.3793797175,35637.8177631278,10280.5616165897,0.223887727647695
"GMB","The Gambia",16.1615436677223,"estimated",0.99989435444155,FALSE,4466.05170786417,3923.83445030329,542.21725756088,0.121408638553401
"GNB","Guinea-Bissau",5.43390998716656,"estimated",0.996068689009789,FALSE,5858.71311364055,5505.89380488152,352.819308759024,0.0602212980761206
"GNQ","Equatorial Guinea",34.4631748290858,"estimated",0.967788791016353,FALSE,2397.90491647384,1995.33875877362,402.566157700213,0.167882452275128
"KEN","Kenya",5.61238811543549,"estimated",0.822215895130027,TRUE,58800.8181651059,55888.1364430176,2912.68172208824,0.0495347141924074
"LBR","Liberia",33.370745219075,"estimated",0.999979141849584,FALSE,16738.7379224384,13733.2000740733,3005.53784836512,0.17955582208717
"LSO","Lesotho",,"missing_MAP_no_estimate",0,TRUE,3209.90050536876,,,
"MDG","Madagascar",6.1292538325627,"estimated",0.965066759112986,FALSE,64918.4040198668,60174.7447231796,4743.65929668714,0.0730711016129641
"MLI","Mali",29.3609132094117,"estimated",0.97767054940682,FALSE,87968.2612341849,69110.4342584869,18857.8269756981,0.214370805005406
"MOZ","Mozambique",34.6327854633793,"estimated",0.999790945132115,FALSE,74024.3876125815,61235.0433673883,12789.3442451933,0.172772037130903
"MRT","Mauritania",6.4035707842887,"estimated",0.840119682930452,TRUE,6687.89899376321,6366.15760821491,321.741385548302,0.0481079911416637
"MWI","Malawi",18.220052663991,"estimated",0.999764978481837,FALSE,39889.0024103965,33469.4286750876,6419.5737353089,0.160935930892965
"NAM","Namibia",0.747527078008077,"estimated",0.611389973186959,TRUE,2917.63286683462,2892.85533570223,24.7775311323852,0.00849234028518011
"NER","Niger",24.4675094266675,"estimated",0.952363358910006,FALSE,130781.033490802,96305.7324184244,34475.3010723776,0.26361086276935
"NGA","Nigeria",24.7148386742744,"estimated",0.999968748812492,FALSE,864459.156359802,670697.080115793,193762.076244009,0.224142546028354
"RWA","Rwanda",3.51517020020461,"estimated",0.814603360177058,TRUE,24192.851240852,23172.5053910315,1020.34584982042,0.0421755104291909
"SEN","Senegal",3.7940130969993,"estimated",0.99558981120801,FALSE,25792.154911383,24899.115330527,893.039580855986,0.0346244656146143
"SLE","Sierra Leone",39.4884460983626,"estimated",0.99816935916103,FALSE,30658.3071959905,24148.9733669313,6509.33382905916,0.212318762006222
"SOM","Somalia",3.06207942936047,"estimated",0.983183349547194,FALSE,74992.4241087958,71754.6253988262,3237.79870996959,0.0431750106553741
"SSD","South Sudan",26.9542365045867,"estimated",0.998944588913762,FALSE,37596.1477230601,30112.8632035248,7483.28451953538,0.199043917335855
"STP","Sao Tome and Principe",,"missing_MAP_no_estimate",,,246.668713665251,,,
"SWZ","Swaziland",1.50976317944939,"estimated",0.0264825648638429,TRUE,2182.78050307361,2149.14770751433,33.6327955592789,0.0154082352815228
"TCD","Chad",15.4351335502291,"estimated",0.941951498070144,TRUE,80419.5352387474,67179.4922699999,13240.0429687475,0.164637148541593
"TGO","Togo",35.5367930048613,"estimated",1,FALSE,19215.9012241169,15091.6280606683,4124.27316344859,0.214628141316236
"TZA","Tanzania",10.3871042581125,"estimated",0.982661834291151,FALSE,105515.469734238,96772.6393781771,8742.83035606052,0.0828582801941851
"UGA","Uganda",22.5283221289013,"estimated",0.972005626882908,FALSE,102980.329081346,85082.5683497904,17897.7607315551,0.173797859175779
"ZMB","Zambia",18.7741653137543,"estimated",0.999994981989078,FALSE,40792.1955819214,33951.510067339,6840.68551458244,0.167695938328314
"ZWE","Zimbabwe",6.83446267073993,"estimated",0.993374399109765,FALSE,28833.3741163461,26989.203396506,1844.17071984008,0.0639595876777596
