"age_band","minimum","maximum","p025","p975"
"<1",0.0164865959077473,94.7588284788529,1.76782403096607,67.5343293391306
"1-5",0.0164865959077473,94.7588284788529,1.76768905979204,67.3804721618428
"6-11",0.0164865959077473,94.7588284788529,1.75228032887322,67.0775337306141
"12-23",0.0164865959077473,94.7588284788529,1.74737139843124,66.3280806954508
"24-35",0.0164865959077473,94.7588284788529,1.74574104390516,66.3446960305032
"36-47",0.0164865959077473,94.7588284788529,1.74615801560054,66.4693798324298
"48-59",0.0164865959077473,94.7588284788529,1.72053231100745,66.3280806954508
