"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction","ihme_malaria_deaths","ihme_malaria_lower","ihme_malaria_upper","comparison_status","model_to_ihme_ratio","difference_deaths","year","age","sex"
"AGO","Angola",12.001303326479,"estimated",0.998084957706995,FALSE,77321.0488630937,66845.5133575268,10475.5355055669,0.135481032132856,6832.55631081913,2626.00292893894,13246.8139681913,"matched",1.53317953471956,3642.97919474777,2015,"Under 5","Both"
"BDI","Burundi",16.717817650048,"estimated",0.903118502531811,TRUE,39468.6283250787,33012.2336094757,6456.39471560301,0.163582951564105,7621.7837339771,3430.18819217347,13581.0522154878,"matched",0.847097600896374,-1165.38901837409,2015,"Under 5","Both"
"BEN","Benin",36.3793100261877,"estimated",1,FALSE,38817.0754924683,29394.2284123095,9422.84708015871,0.242750051636091,7298.77480376705,3667.24415952149,12404.5235119608,"matched",1.29101764796132,2124.07227639166,2015,"Under 5","Both"
"BFA","Burkina Faso",39.2003452509794,"estimated",1,FALSE,55253.1036656593,44210.7380268812,11042.3656387782,0.199850594920357,13545.8717646912,7370.283627214,20183.5042642166,"matched",0.815183092723596,-2503.50612591299,2015,"Under 5","Both"
"BWA","Botswana",0.0668556239324968,"estimated",0.500006041684288,TRUE,2000.78906689539,1999.49808435248,1.29098254290765,0.000645236703992418,0.518384167820944,0.165585635836969,1.36680681240625,"matched",2.49039732122678,0.772598375086706,2015,"Under 5","Both"
"CAF","Central African Republic",36.7348327663838,"estimated",1,FALSE,28150.8022278888,22582.3843067106,5568.41792117817,0.197806722383975,2950.93257259004,1275.84899816674,5674.30750552269,"matched",1.8870027641095,2617.48534858813,2015,"Under 5","Both"
"CIV","Cote d'Ivoire",21.3567298975211,"estimated",0.999044906250652,FALSE,77900.2697353517,64923.9340045069,12976.3357308448,0.166576261865703,12113.9747572197,5388.33547346046,21607.4072693297,"matched",1.07118728500827,862.360973625131,2015,"Under 5","Both"
"CMR","Cameroon",25.339889009207,"estimated",0.994188327616715,FALSE,86832.2296518058,68605.9841830383,18226.2454687674,0.209901847987251,12490.1867607554,5769.43506884855,21986.7206419516,"matched",1.4592452313071,5736.05870801204,2015,"Under 5","Both"
"COD","Democratic Republic of the Congo",31.2906693790223,"estimated",0.967925701459564,FALSE,248211.14235586,191167.783399204,57043.3589566565,0.229817881724558,72887.450903449,40972.4632485226,104601.724842688,"matched",0.782622498792275,-15844.0919467925,2015,"Under 5","Both"
"COG","Congo",19.1216915715156,"estimated",0.999999884856155,FALSE,9147.10580862238,7673.07777039354,1474.02803822885,0.161146932053566,1162.69867040741,414.527240320528,2355.93477814886,"matched",1.26776444812855,311.329367821444,2015,"Under 5","Both"
"COM","Comoros",0.242446595277091,"estimated",0.977875023773357,FALSE,1091.49777195399,1089.07934490723,2.41842704676096,0.00221569581624661,0.566885759376502,0.187797556424396,1.2327422031974,"matched",4.26616299097177,1.85154128738446,2015,"Under 5","Both"
"CPV","Cape Verde",,"missing_MAP_no_estimate",,,297.674343911654,,,,0.0236627273474872,0.0074668468880378,0.0588027842436955,"missing_model_MAP",,,2015,"Under 5","Both"
"DJI","Djibouti",0.446388006068223,"estimated",0.900244405140964,TRUE,1975.83391624404,1969.35169065087,6.48222559316739,0.00328075428803742,15.5983083618225,4.8391081900928,36.3267353362527,"matched",0.415572345590559,-9.11608276865508,2015,"Under 5","Both"
"ERI","Eritrea",0.437883754324056,"estimated",0.941587510523092,TRUE,12707.9072451884,12615.5590845371,92.3481606512911,0.00726698415950878,22.6752348843585,8.36517689717983,45.1375639179734,"matched",4.07264405957679,69.6729257669326,2015,"Under 5","Both"
"ETH","Ethiopia",4.44168903034584,"estimated",0.827586281480413,TRUE,222280.681072973,213775.126209002,8505.55486397064,0.0382649307304324,11813.4580723826,4069.93984948674,24582.458353023,"matched",0.719988576744927,-3307.90320841199,2015,"Under 5","Both"
"GAB","Gabon",16.5336880312919,"estimated",0.999284909726468,FALSE,2235.68864689905,1947.06012590476,288.628520994295,0.129100499479044,307.793775942293,118.191954723557,547.761722140888,"matched",0.93773345517035,-19.1652549479979,2015,"Under 5","Both"
"GHA","Ghana",27.1359006682193,"estimated",0.999730304961018,FALSE,45615.0682451127,38741.6506722383,6873.41757287438,0.150683049205145,9488.9556894683,5007.3561069148,13631.516668359,"matched",0.724359750199184,-2615.53811659392,2015,"Under 5","Both"
