"iso3","age_band","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","Location","pfpr_pct","population_weight_on_map","population_weight_within_raster","map_population_coverage_within_raster","legacy_density_weighted_pfpr_pct","status","map_coverage_below_95pct","exposure_year","population_weight_year","log_hr_zero_vs_current","log_hr_se","hr_zero_vs_current","hr_lower_95","hr_upper_95","monte_carlo_se_log_hr","imputations","attributable_fraction","af_lower_95","af_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","zero_below_observed_support","current_pfpr_outside_central95","negative_attributable_estimate"
"BDI","12-23",5293.9663414667,416008.086435571,1272.56332607049,"direct age match","Burundi",16.717817650048,10240924,11339513,0.903118502531811,16.8718316295086,"estimated",TRUE,2015,2020,-0.433506290459456,0.0588811095632923,0.648232214924334,0.577541241277555,0.727575754652931,0.00450315173745835,10,0.351767785075666,0.272424245347069,0.422458758722445,824.916543490151,447.646782580339,346.677103761109,537.605523127446,3431.71952726383,1862.24681420287,1442.20478546685,2236.48244933442,TRUE,FALSE,FALSE
"BDI","24-35",2988.95107925137,389332.19523246,767.71228165879,"IHME 2-4 rate shared; deaths and person-time divided equally","Burundi",16.717817650048,10240924,11339513,0.903118502531811,16.8718316295086,"estimated",TRUE,2015,2020,-0.666818601643172,0.0667277098012311,0.513339118940295,0.450391889919448,0.585083916767525,0.00423988496572353,10,0.486660881059705,0.414916083232475,0.549608110080552,394.096746266367,373.615535392423,318.536172955332,421.940896208116,1534.34551357854,1454.60556567283,1240.16387477646,1642.75175379057,TRUE,FALSE,FALSE
"BDI","36-47",2988.95107925137,389332.19523246,767.71228165879,"IHME 2-4 rate shared; deaths and person-time divided equally","Burundi",16.717817650048,10240924,11339513,0.903118502531811,16.8718316295086,"estimated",TRUE,2015,2020,-0.48653483715697,0.074864650962749,0.614752926665036,0.530854417741855,0.711911115764706,0.0016795007509377,10,0.385247073334964,0.288088884235294,0.469145582258145,471.953371986434,295.758909672356,221.169374636813,360.168825385542,1837.4664236284,1151.48465562297,861.083581455406,1402.25319441649,TRUE,FALSE,FALSE
"BDI","48-59",2988.95107925137,389332.19523246,767.71228165879,"IHME 2-4 rate shared; deaths and person-time divided equally","Burundi",16.717817650048,10240924,11339513,0.903118502531811,16.8718316295086,"estimated",TRUE,2015,2020,-0.52953237910085,0.0918784233032114,0.588880278028473,0.491835561354452,0.705073014435766,0.00111480633931044,10,0.411119721971527,0.294926985564234,0.508164438645548,452.090621869101,315.621659789689,226.419069010267,390.124080650432,1760.13434256305,1228.81673668832,881.522331802569,1518.87864732678,TRUE,FALSE,FALSE
"BEN","<1",11348.3334679703,34728.2874615604,32677.4923195721,"0-27 days mapped to model <1 completed month","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,0.0619300151523548,0.0277776398981814,1.06388788609096,1.00744283228428,1.1234954459944,0.00263261737294844,10,-0.0638878860909562,-0.123495445994396,-0.00744283228427856,34765.1882266231,-2087.69590705092,-4035.52148798402,-243.213094805376,12073.3545038942,-725.021035923875,-1401.46750292013,-84.4637427081685,TRUE,FALSE,TRUE
"BEN","1-5",4927.19384652888,188613.438384404,2612.32385599535,"direct age match","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,-0.04134373933482,0.0339806081420088,0.959499255619769,0.89767523562316,1.02558117345834,0.00131376775980258,10,0.0405007443802311,-0.025581173458338,0.10232476437684,2506.5227952653,105.801060730047,-66.8263096895714,267.305423040722,4727.63882803877,199.555018490114,-126.043400450911,504.173949385084,TRUE,FALSE,FALSE
"BEN","6-11",5585.59762511073,216211.209925703,2583.39871786949,"direct age match","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,-0.343574857973868,0.0581276840325507,0.709230387607388,0.632861070709383,0.79481542788198,0.00169274254124452,10,0.290769612392612,0.20518457211802,0.367138929290617,1832.22487401901,751.173843850481,530.073560536292,948.466239209357,3961.47556867619,1624.12205643454,1146.07845873177,2050.69033153137,TRUE,FALSE,FALSE
"BEN","12-23",5371.34162998856,421735.463757646,1273.62816067924,"direct age match","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,-0.621133262790211,0.065138631731635,0.537335150486759,0.472930885663751,0.610510061197213,0.00232727728582462,10,0.462664849513241,0.389489938802787,0.527069114336249,684.365179382754,589.262981296486,496.065354360464,671.290066642913,2886.2106630657,2485.13096692286,2092.08352275311,2831.0682757155,TRUE,FALSE,FALSE
"BEN","24-35",3861.53630762324,392681.128546799,983.37710343089,"IHME 2-4 rate shared; deaths and person-time divided equally","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,-0.885736231107852,0.0724337209350868,0.412410432091606,0.357826288290199,0.47532104281854,0.00261478077319135,10,0.587589567908394,0.52467895718146,0.642173711709801,405.554976134925,577.822127295965,515.957273144244,631.498924520648,1592.53785716433,2268.99845045892,2026.06684300211,2479.77710356858,TRUE,FALSE,FALSE
"BEN","36-47",3861.53630762324,392681.128546799,983.37710343089,"IHME 2-4 rate shared; deaths and person-time divided equally","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,-0.712189696984089,0.0839816192753123,0.49056882344584,0.416116216583782,0.578342686360027,0.00095517508087638,10,0.50943117655416,0.421657313639973,0.583883783416218,482.41414863367,500.96295479722,414.648147727727,574.177943676109,1894.34932312413,1967.18698449912,1628.24502599564,2254.68842909415,TRUE,FALSE,FALSE
"BEN","48-59",3861.53630762324,392681.128546799,983.37710343089,"IHME 2-4 rate shared; deaths and person-time divided equally","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,-0.536292655721783,0.100449398110279,0.584912710489677,0.480383731710277,0.712186646442719,0.00157799382171808,10,0.415087289510323,0.287813353557281,0.519616268289723,575.189767001249,408.187336429641,283.02906194989,510.978740806316,2258.66166834621,1602.87463927703,1111.40171458025,2006.51708603247,TRUE,FALSE,FALSE
"BFA","<1",19294.5531110122,63302.8421189232,30479.7580411393,"0-27 days mapped to model <1 completed month","Burkina Faso",39.2003452509794,22752144,22752144,1,39.2408335974427,"estimated",FALSE,2015,2020,0.0667217334117253,0.0298985542243339,1.06899797036519,1.00807659696319,1.13360102207256,0.00283777946307197,10,-0.0689979703651924,-0.133601022072562,-0.00807659696318841,32582.7994832001,-2103.04144206076,-4072.1268268206,-246.172721233783,20625.8381147755,-1331.28500376325,-2577.77201606456,-155.834329062479,TRUE,FALSE,TRUE
"BFA","1-5",8627.79264781068,344520.65601082,2504.28892935224,"direct age match","Burkina Faso",39.2003452509794,22752144,22752144,1,39.2408335974427,"estimated",FALSE,2015,2020,-0.0445452053962984,0.0366085263730295,0.956432363212346,0.89020882397597,1.02758233884306,0.00141572137898697,10,0.0435676367876537,-0.0275823388430565,0.109791176024031,2395.18297886688,109.105950485361,-69.0741458103087,274.948826657543,8251.90011145168,375.892536359005,-237.974700279546,947.255501294619,TRUE,FALSE,FALSE
