"iso3","age_band","draw","log_hr_zero_vs_current","variance"
"AGO","<1",10,0.0216138528805389,7.77219894785093e-05
"AGO","1-5",10,-0.0143331886178408,0.00012357061879358
"AGO","6-11",10,-0.149202206120335,0.00124774581443717
"AGO","12-23",10,-0.32086979079408,0.00206067791674855
"AGO","24-35",10,-0.502773720308634,0.00271668068673575
"AGO","36-47",10,-0.363395268038671,0.00355058627414676
"AGO","48-59",10,-0.415440944694781,0.00542267822062666
"BDI","<1",10,0.030102512357855,0.000150007069562405
"BDI","1-5",10,-0.0199651938226629,0.000239580200866961
"BDI","6-11",10,-0.200649573614322,0.00202990009280393
"BDI","12-23",10,-0.423645962765647,0.00325051556643393
"BDI","24-35",10,-0.656481527071292,0.00426092331035217
"BDI","36-47",10,-0.481752026127826,0.00558658669556475
"BDI","48-59",10,-0.526529582872327,0.0084466793189108
"BEN","<1",10,0.0654345155654622,0.000693830067418177
"BEN","1-5",10,-0.0434281671700057,0.00113033027311918
"BEN","6-11",10,-0.34283446575283,0.00334180917482147
"BEN","12-23",10,-0.620037826941052,0.00418146938908051
"BEN","24-35",10,-0.879544928394371,0.00516767950096475
"BEN","36-47",10,-0.709707430265662,0.00703758819067975
"BEN","48-59",10,-0.531937111633433,0.0100488958201221
"BFA","<1",10,0.070499329690455,0.000803564558573408
"BFA","1-5",10,-0.0467913844139548,0.00131190714395763
"BFA","6-11",10,-0.356201594679491,0.00341907569486761
"BFA","12-23",10,-0.626464783220169,0.00419301657828256
"BFA","24-35",10,-0.878742759649485,0.0051519347810844
"BFA","36-47",10,-0.710085353160417,0.00702660951576235
"BFA","48-59",10,-0.510482241527755,0.00999338425669194
"BWA","<1",10,0.000120427931193493,2.42705389873241e-09
"BWA","1-5",10,-7.9849839654477e-05,3.83851005567338e-09
"BWA","6-11",10,-0.000861656826385048,4.62420457941395e-08
"BWA","12-23",10,-0.00188641694434392,7.84242490721851e-08
"BWA","24-35",10,-0.00298695068220917,1.03871631127466e-07
"BWA","36-47",10,-0.0021281151987452,1.3543411146397e-07
"BWA","48-59",10,-0.00253564403024339,2.08722514285963e-07
"CAF","<1",10,0.0660728420395116,0.000707224178743304
"CAF","1-5",10,-0.0438520774410866,0.00115247130715739
"CAF","6-11",10,-0.34458093563391,0.0033521251778011
"CAF","12-23",10,-0.621024976711535,0.00418195695244569
"CAF","24-35",10,-0.87960184541416,0.00516380843172269
"CAF","36-47",10,-0.710146756034887,0.0070348295358433
"CAF","48-59",10,-0.529058128118989,0.0100399711295719
"CIV","<1",10,0.0384461891237502,0.000243289768815133
"CIV","1-5",10,-0.0255036266803143,0.000390606178485748
"CIV","6-11",10,-0.244405665361688,0.00260786968187152
"CIV","12-23",10,-0.502528117584712,0.00397116072006826
"CIV","24-35",10,-0.765931985696591,0.00515371549871852
"CIV","36-47",10,-0.574831813484548,0.00679897810262885
"CIV","48-59",10,-0.586258611321213,0.0101234179684044
"CMR","<1",10,0.045606010750015,0.000340694352478409
"CMR","1-5",10,-0.0302581636109243,0.000549439894512824
"CMR","6-11",10,-0.276209444435034,0.00290571836777046
"CMR","12-23",10,-0.551654389227994,0.00417987603297713
"CMR","24-35",10,-0.8257183499221,0.00535751367828407
"CMR","36-47",10,-0.634296071624654,0.00712668384225186
"CMR","48-59",10,-0.598560587328273,0.0104486491628394
"COD","<1",10,0.0562967020261664,0.000515908344246189
"COD","1-5",10,-0.037359001870067,0.00083689352182436
"COD","6-11",10,-0.315442072455555,0.00317419801109647
"COD","12-23",10,-0.598764490515032,0.00419404715393523
"COD","24-35",10,-0.870060440693801,0.0052634085318851
"COD","36-47",10,-0.690330418683831,0.00710378641216494
"COD","48-59",10,-0.572699128999296,0.0102293560859109
"COG","<1",10,0.0344269196868282,0.000195630193177581
"COG","1-5",10,-0.0228353272355808,0.000313278033361109
"COG","6-11",10,-0.224269379548171,0.00236434450149306
"COG","12-23",10,-0.467587412335004,0.00369931191556675
"COG","24-35",10,-0.718942750106819,0.00482744504301299
"COG","36-47",10,-0.533224857272976,0.0063464345788392
"COG","48-59",10,-0.56426652875415,0.00952632811536051
"COM","<1",10,0.000436722273258409,3.19179363205977e-08
"COM","1-5",10,-0.000289569079023187,5.04799395957156e-08
"COM","6-11",10,-0.00312469463543846,6.08092256783573e-07
"COM","12-23",10,-0.00684082653740923,1.03128691835124e-06
"COM","24-35",10,-0.0108317237849294,1.36592083470127e-06
"COM","36-47",10,-0.00771732046139601,1.78097127297755e-06
"COM","48-59",10,-0.00919505551220004,2.7447134153411e-06
"DJI","<1",10,0.000804084502211351,1.08199456298682e-07
"DJI","1-5",10,-0.000533148992194356,1.7112413805943e-07
"DJI","6-11",10,-0.0057529425169765,2.06107703508725e-06
"DJI","12-23",10,-0.012594597550989,3.49538368102952e-06
"DJI","24-35",10,-0.0199420314355024,4.62955523679332e-06
"DJI","36-47",10,-0.0142083521509733,6.03630862527483e-06
"DJI","48-59",10,-0.0169284156466597,9.30268381119848e-06
"ERI","<1",10,0.000788765690982657,1.04116090133473e-07
"ERI","1-5",10,-0.000522991836070497,1.64665996848619e-07
"ERI","6-11",10,-0.0056433516285662,1.98330982825292e-06
"ERI","12-23",10,-0.0123546867390849,3.36350212283148e-06
"ERI","24-35",10,-0.0195621710567855,4.45488204460615e-06
"ERI","36-47",10,-0.0139376988452937,5.80855803654244e-06
"ERI","48-59",10,-0.0166059798416005,8.95169619375313e-06
"ETH","<1",10,0.00800065975967637,1.07032587526945e-05
"ETH","1-5",10,-0.0053049500709478,1.69403524970681e-05
"ETH","6-11",10,-0.0569703637532918,0.000199356004256359
"ETH","12-23",10,-0.124433873600418,0.000336988783046532
"ETH","24-35",10,-0.196762138972831,0.000446085136158023
"ETH","36-47",10,-0.140448201049059,0.00058179304026145
"ETH","48-59",10,-0.166460631376766,0.000895602311770703
"GAB","<1",10,0.0297712139316913,0.000146754960017013
