"fit_id","rows","deaths","countries","surveys","regions","converged","iterations","rank","coefficients","finite_coefficients","finite_covariance","elapsed_seconds","min_smoothing_hessian_eigenvalue","max_smoothing_gradient","warnings","series","age_band","gamma","input_verified","nuisance_hash"
"map_full_age_1",1042571,30086,34,105,1015,TRUE,12,1178,1178,TRUE,TRUE,26.849,0.000109699762220787,0.000109580474472483,"openMP not available: single threaded computation only","map_full","<1",2,TRUE,"8223910be9b64b974960da4fbf41db79d70bff767cd7d4d5939c2c1db2b2f3c2"
"map_full_age_2",935677,12137,34,105,1015,TRUE,19,1178,1178,TRUE,TRUE,39.329,0.000216750411618914,0.000216728383575227,"openMP not available: single threaded computation only","map_full","1-5",2,TRUE,"25d57b6ce0c70a000e5cea21b468e6a5b7dbf18d19f0d513c782b531667475fb"
"map_full_age_3",895573,11291,34,105,1015,TRUE,15,1178,1178,TRUE,TRUE,31.123,0.275006751335424,1.93083135391348e-05,"openMP not available: single threaded computation only","map_full","6-11",2,TRUE,"7640d4aa11bedcf6f27304df493f0c87dc95fb53ea93b3a9da35cffd9b4ab309"
"map_full_age_4",772578,11062,34,105,1015,TRUE,15,1178,1178,TRUE,TRUE,27.346,0.359751517868842,2.42318534517949e-05,"openMP not available: single threaded computation only","map_full","12-23",2,TRUE,"7c4ccb4f3938391c52894431b94955491e9ec080f5919fd44ad2ddef4775e88d"
"map_full_age_5",768240,9168,34,105,1015,TRUE,19,1178,1178,TRUE,TRUE,35.729,0.171381452777284,1.78807825648164e-05,"openMP not available: single threaded computation only","map_full","24-35",2,TRUE,"1ca52421c012b9148696cf9bc3b39c6d815e683daff3ae6857d813d33caa4249"
"map_full_age_6",744682,5477,34,105,1013,TRUE,17,1176,1176,TRUE,TRUE,31.568,8.71066529526463e-05,9.73573793228155e-05,"openMP not available: single threaded computation only","map_full","36-47",2,TRUE,"5080e302290f944099859a581f7153aebcd494b8b2a86a8ef487226c812f3a57"
"map_full_age_7",725701,3194,34,105,1014,TRUE,21,1177,1177,TRUE,TRUE,35.844,7.80631585446812e-05,9.93939033359307e-05,"openMP not available: single threaded computation only","map_full","48-59",2,TRUE,"d3c340d5881fd1a38fde383cab40931d526606696d87c7e25ae86acff37ae0c3"
