"group","records","observed_deaths","fitted_deaths","age_band","grouping","observed_probability","fitted_probability","residual_deaths"
"AGO",33950,690,710.689787766042,"<1","country",0.0203240058910162,0.0209334252655682,-20.6897877660416
"BDI",20271,491,503.297800909258,"<1","country",0.0242217946820581,0.0248284643534733,-12.2978009092582
"BEN",42377,1192,1200.51253769984,"<1","country",0.0281284659131132,0.028329342277647,-8.51253769984464
"BFA",33226,825,841.613287286965,"<1","country",0.024829952446879,0.0253299610933295,-16.6132872869646
"CIV",17961,609,590.42925074808,"<1","country",0.0339067980624687,0.032872849548916,18.5707492519199
"CMR",25702,789,785.87697426842,"<1","country",0.0306980001556299,0.0305764911006311,3.12302573158001
"COD",51942,1450,1454.69478144738,"<1","country",0.0279157521851296,0.0280061372578526,-4.69478144737764
"COG",13334,316,332.908235663312,"<1","country",0.023698815059247,0.0249668693312818,-16.9082356633119
"COM",3147,72,78.0751772960336,"<1","country",0.0228789323164919,0.0248093985688063,-6.07517729603357
"ETH",47348,1511,1495.54718158908,"<1","country",0.0319126467855031,0.0315862799186678,15.452818410917
"GAB",12477,253,265.496901061138,"<1","country",0.0202773102508616,0.021278905270589,-12.4969010611384
"GHA",20458,514,513.435433955593,"<1","country",0.0251246456154072,0.0250970492695079,0.564566044407343
"GIN",20296,719,708.492471302232,"<1","country",0.0354256996452503,0.0349079853814659,10.5075286977676
"GMB",16465,459,452.156953816496,"<1","country",0.027877315517765,0.0274617038455206,6.8430461835041
"KEN",49784,1166,1170.48415687522,"<1","country",0.0234211794954202,0.023511251745043,-4.48415687522311
"MDG",28489,697,705.142208350273,"<1","country",0.0244655832075538,0.0247513850380945,-8.142208350273
"MLI",49141,1675,1657.79958040315,"<1","country",0.0340855904438249,0.0337355686779501,17.200419596855
"MOZ",26598,790,786.544375709919,"<1","country",0.0297014813143845,0.0295715608583322,3.455624290081
"MRT",11156,280,277.76364002758,"<1","country",0.0250986016493367,0.0248981391204356,2.23635997242036
"MWI",56827,1553,1558.06393658645,"<1","country",0.0273285586077041,0.027417670061528,-5.06393658645106
"NAM",9051,193,196.200521886255,"<1","country",0.0213236106507568,0.0216772204050663,-3.2005218862549
"NER",20579,521,543.179386454281,"<1","country",0.0253170708003304,0.0263948387411575,-22.1793864542806
"NGA",130770,5028,4983.56681198627,"<1","country",0.0384491855930259,0.038109404389281,44.433188013727
"RWA",37837,983,984.622170123396,"<1","country",0.025979860982636,0.0260227335709331,-1.62217012339602
"SEN",100066,2758,2758.06473313647,"<1","country",0.0275618092059241,0.0275624561103319,-0.064733136468476
"SLE",27571,947,921.472848328004,"<1","country",0.0343476841608937,0.0334218145271482,25.5271516719955
"SWZ",1979,38,45.6210559953912,"<1","country",0.0192016169782719,0.0230525800886262,-7.62105599539122
"TCD",22367,695,689.680953904268,"<1","country",0.0310725622568963,0.0308347545001238,5.31904609573201
"TGO",6257,158,163.570013473578,"<1","country",0.0252517180757552,0.0261419232017865,-5.57001347357786
"TZA",35824,963,962.008930708715,"<1","country",0.0268814202769093,0.0268537553234903,0.99106929128493
"UGA",21764,564,580.958281335867,"<1","country",0.025914353979048,0.0266935435276543,-16.9582813358674
"ZAF",2612,61,55.781960113635,"<1","country",0.023353751914242,0.0213560337341635,5.21803988636504
"ZMB",38139,939,939.991722712143,"<1","country",0.02462046723826,0.0246464700886794,-0.991722712142632
"ZWE",6806,187,177.857225527074,"<1","country",0.0274757566852777,0.0261324163278099,9.14277447292565
"AO62FL",8260,193,194.398766355152,"<1","survey",0.023365617433414,0.0235349596071612,-1.39876635515162
"AO71FL",14290,312,309.606389361911,"<1","survey",0.0218334499650105,0.0216659474710924,2.39361063808946
"AO81FL",11400,185,206.68463204898,"<1","survey",0.0162280701754386,0.0181302308814894,-21.6846320489795
"BU61FL",7087,205,197.349287910367,"<1","survey",0.0289262029067306,0.0278466611980199,7.65071208963275
"BU71FL",13184,286,305.94851299889,"<1","survey",0.0216929611650485,0.0232060461922702,-19.94851299889
"BJ51FL",15403,482,483.58845505663,"<1","survey",0.0312926053366227,0.0313957316793241,-1.58845505662964
"BJ61FL",13458,316,338.941732911828,"<1","survey",0.0234804577203151,0.025185148826856,-22.9417329118277
"BJ71FL",13516,394,377.982349731387,"<1","survey",0.0291506362829239,0.0279655482192503,16.017650268613
"BF43FL",5786,162,164.308548180861,"<1","survey",0.0279986173522295,0.0283976059766439,-2.30854818086135
"BF62FL",15120,427,418.552267312677,"<1","survey",0.0282407407407407,0.0276820282614204,8.4477326873228
"BF81FL",12320,236,258.75247179343,"<1","survey",0.0191558441558442,0.0210026356975186,-22.7524717934295
"CI62FL",7313,285,271.362659578839,"<1","survey",0.0389716942431287,0.0371068863091534,13.637340421161
"CI81FL",10648,324,319.066591169239,"<1","survey",0.0304282494365139,0.0299649315523327,4.93340883076149
"CM44FL",5834,157,179.842086460171,"<1","survey",0.0269112101474117,0.0308265489304372,-22.8420864601708
"CM61FL",11826,361,360.90317227194,"<1","survey",0.030525959749704,0.0305177720507306,0.0968277280603047
"CM71FL",8042,271,245.13171553631,"<1","survey",0.0336980850534693,0.0304814368983225,25.8682844636901
"CD51FL",8990,334,318.731499404252,"<1","survey",0.0371523915461624,0.0354540043831204,15.268500595748
"CD61FL",18750,522,536.01299936703,"<1","survey",0.02784,0.0285873599662416,-14.01299936703
"CD81FL",24202,594,599.950282676103,"<1","survey",0.024543426163127,0.0247892852936163,-5.95028267610257
"CG51FL",3970,134,122.991867345169,"<1","survey",0.0337531486146096,0.030980319230521,11.0081326548315
"CG61FL",9364,182,209.916368318144,"<1","survey",0.0194361384023921,0.0224173823492251,-27.9163683181437
"KM61FL",3147,72,78.0751772960336,"<1","survey",0.0228789323164919,0.0248093985688063,-6.07517729603357
"ET51FL",7815,266,275.04343497649,"<1","survey",0.0340371081253999,0.0351942975017901,-9.04343497648961
"ET61FL",11702,419,414.266643483164,"<1","survey",0.0358058451546744,0.0354013539124222,4.73335651683595
"ET71FL",10644,323,323.740149826466,"<1","survey",0.0303457346862082,0.0304152714981648,-0.740149826465995
"ET81FL",5770,222,192.350154864552,"<1","survey",0.038474870017331,0.0333362486766988,29.6498451354478
"ET8AFL",11417,281,290.146798438419,"<1","survey",0.0246124200753263,0.0254135761091722,-9.14679843841947
"GA61FL",6086,138,139.358857435836,"<1","survey",0.0226749917844233,0.0228982677351029,-1.3588574358362
"GA71FL",6391,115,126.138043625303,"<1","survey",0.0179940541386325,0.0197368242255208,-11.1380436253033
"GH4BFL",2189,89,76.6205708484842,"<1","survey",0.0406578346276839,0.035002544928499,12.3794291515158
"GH5AFL",2987,93,87.9226193229195,"<1","survey",0.0311349179779043,0.0294350918389419,5.07738067708051
"GH72FL",5927,169,160.408651599431,"<1","survey",0.0285135819132782,0.0270640545975081,8.59134840056942
"GH8CFL",9355,163,188.483592184756,"<1","survey",0.0174238375200428,0.0201478986835656,-25.4835921847563
"GN52FL",5214,212,208.579498819062,"<1","survey",0.0406597621787495,0.0400037397044614,3.42050118093809
"GN62FL",7092,239,243.194052087539,"<1","survey",0.0336999435984208,0.0342913215013451,-4.19405208753929
"GN71FL",7990,268,256.718920395629,"<1","survey",0.0335419274092616,0.0321300275839335,11.2810796043715
"GM61FL",8096,173,200.380446129207,"<1","survey",0.0213685770750988,0.0247505491760384,-27.3804461292071
"GM81FL",8369,286,251.77650768729,"<1","survey",0.034173736408173,0.0300844196065588,34.2234923127097
"KE42FL",3011,99,94.2537041767154,"<1","survey",0.032879442045832,0.0313031232735687,4.74629582328457
"KE52FL",6083,176,172.665545472521,"<1","survey",0.0289330922242315,0.0283849326767255,3.33445452747861
"KE72FL",21136,449,468.797849315214,"<1","survey",0.0212433762301287,0.0221800647859204,-19.797849315214
"KE8CFL",19554,442,434.767057910785,"<1","survey",0.0226040707783574,0.0222341749979945,7.23294208921533
"MD42FL",3460,83,90.4703747719435,"<1","survey",0.0239884393063584,0.0261475071595212,-7.4703747719435
"MD51FL",12532,300,315.50845498658,"<1","survey",0.023938716884775,0.025176225262255,-15.5084549865801
"MD81FL",12497,314,299.163378591748,"<1","survey",0.0251260302472593,0.0239388156030846,14.8366214082516
"ML53FL",13356,591,563.03244471227,"<1","survey",0.0442497753818509,0.0421557685468905,27.9675552877299
"ML6AFL",10354,353,348.740434674076,"<1","survey",0.0340931041143519,0.0336817109014947,4.25956532592352
"ML7AFL",9933,311,313.338511111177,"<1","survey",0.031309775495822,0.0315452039777688,-2.3385111111773
"ML8AFL",15498,420,432.688189905622,"<1","survey",0.02710027100271,0.0279189695383677,-12.688189905622
"MZ41FL",6155,215,216.55691615885,"<1","survey",0.0349309504467912,0.035183901894208,-1.55691615885019
"MZ62FL",11146,348,340.293567067055,"<1","survey",0.0312219630360667,0.0305305550930428,7.70643293294478
"MZ81FL",9297,227,229.693892484016,"<1","survey",0.0244164784339034,0.0247062377631511,-2.693892484016
"MR71FL",11156,280,277.76364002758,"<1","survey",0.0250986016493367,0.0248981391204356,2.23635997242036
"MW4EFL",8746,261,270.249752070313,"<1","survey",0.0298422135833524,0.0308998115790433,-9.24975207031304
"MW61FL",20125,602,599.331589499297,"<1","survey",0.0299130434782609,0.029780451652139,2.66841050070252
